appleL02110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021",,110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021",,110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 110 年,,,,單位：元,2 0 2 1 Unit:NT$,,,,,民 國 110 年,,,,單位：元,2 0 2 1 Unit:NT$,,,,,民 國 110 年,,,,單位：元,2 0 2 1 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,8919896,1612821,1057695,853848,1009568,705803,1123351,No. of households,,家庭戶數,173265,207824,194320,397597,179671,244369,184817,No. of households,,家庭戶數,292214,83767,127594,41840,155737,172450,101345,No. of households
平均每戶人數,2.89,2.95,2.75,3.07,2.92,2.85,2.87,No. of persons per household,,平均每戶人數,2.87,3.26,3.09,3.08,2.93,2.7,2.66,No. of persons per household,,平均每戶人數,2.67,2.4300000000000002,2.46,2.1,2.61,3.07,2.71,No. of persons per household
平均每戶成年人數,2.46,2.54,2.4300000000000002,2.54,2.4500000000000002,2.4500000000000002,2.44,No. of adults per household,,平均每戶成年人數,2.39,2.57,2.61,2.5099999999999998,2.48,2.2999999999999998,2.34,No. of adults per household,,平均每戶成年人數,2.2400000000000002,2.0699999999999998,2.09,1.86,2.33,2.56,2.41,No. of adults per household
平均每戶就業人數,1.35,1.4,1.28,1.44,1.4,1.39,1.33,No. of persons employed per household,,平均每戶就業人數,1.18,1.46,1.41,1.48,1.41,1.26,1.1399999999999999,No. of persons employed per household,,平均每戶就業人數,1.29,1.0900000000000001,1.07,0.64,1.1399999999999999,1.39,1.24,No. of persons employed per household
平均每戶所得收入者人數,1.79,1.93,1.88,1.83,1.76,1.75,1.75,No. of income recipients per household,,平均每戶所得收入者人數,1.71,1.85,1.84,1.78,1.68,1.59,1.58,No. of income recipients per household,,平均每戶所得收入者人數,1.63,1.47,1.54,1.35,1.67,1.79,1.65,No. of income recipients per household
一、所得收入總計,1314023,1381603,1732126,1448909,1304508,1120580,1231562,A.Total receipts,,一、所得收入總計,1136419,1689337,1214424,1086809,985686,1024191,916631,A.Total receipts,,一、所得收入總計,1046302,911136,1026488,796484,1111556,1602415,1217617,A.Total receipts
1.受僱人員報酬,732783,810675,1023320,878808,683906,611209,674243,1.Compensation of employees,,1.受僱人員報酬,564125,1077965,680939,558964,457122,440221,350947,1.Compensation of employees,,1.受僱人員報酬,481824,392163,476863,325487,638130,1023637,611556,1.Compensation of employees
(1)本業薪資,539122,628941,753082,662546,508947,450621,479409,(1)Full time payroll,,(1)本業薪資,380615,730783,488516,425134,323173,300321,236535,(1)Full time payroll,,(1)本業薪資,347398,268522,319970,210975,459327,692805,397332,(1)Full time payroll
(2)兼業薪資,47219,31445,58394,40071,42118,38065,62295,(2)Part time payroll,,(2)兼業薪資,77020,39975,43963,24696,45162,51454,53286,(2)Part time payroll,,(2)兼業薪資,49870,56719,80035,63367,55555,82279,94237,(2)Part time payroll
(3)其他收入,146442,150290,211843,176191,132841,122522,132539,(3)Other receipts or subsidies,,(3)其他收入,106490,307207,148461,109134,88787,88447,61125,(3)Other receipts or subsidies,,(3)其他收入,84557,66923,76858,51144,123248,248554,119987,(3)Other receipts or subsidies
2.產業主所得,154289,114308,164916,141132,186572,137664,167250,2.Entrepreneurial income,,2.產業主所得,146861,178521,153188,176399,164163,185826,165854,2.Entrepreneurial income,,2.產業主所得,192607,180793,152398,72654,94449,152490,203456,2.Entrepreneurial income
3.財產所得收入,57048,60387,150248,58939,49960,37213,41653,3. Property income,,3.財產所得收入,33586,94741,27477,15155,13726,18528,21571,3. Property income,,3.財產所得收入,30913,6951,24912,6601,22721,60820,37291,3. Property income
4.自用住宅設算租金收入,76477,91604,100359,113265,82836,63995,56964,4.Imputed rent income,,4.自用住宅設算租金收入,64531,63276,53904,55483,46164,47994,39105,4.Imputed rent income,,4.自用住宅設算租金收入,42978,28233,67158,47125,56048,82610,61372,4.Imputed rent income
5.經常移轉收入,293389,304623,293255,256746,301227,270409,291362,5.Current transfer receipts,,5.經常移轉收入,327260,274781,298801,280799,304459,331583,339098,5.Current transfer receipts,,5.經常移轉收入,297951,302993,305082,344617,300199,282798,303911,5.Current transfer receipts
(1)從私人,69363,88943,90540,51922,83634,47761,56988,(1)From individuals,,(1)從私人,69322,51349,58750,52113,44331,75574,61589,(1)From individuals,,(1)從私人,60427,72300,64269,49865,78229,49591,55606,(1)From individuals
(2)從政府,73931,62563,52709,73827,69670,81333,77649,(2)From government,,(2)從政府,79639,75811,80313,86109,97808,106886,113128,(2)From government,,(2)從政府,93151,93418,79302,123547,64596,77443,69554,(2)From government
(3)社會保險受益,146818,152214,143849,127117,143800,140114,151815,(3)Benefit of social insurance,,(3)社會保險受益,174654,142709,156712,142237,159502,144985,158780,(3)Benefit of social insurance,,(3)社會保險受益,142695,136993,157553,163694,154150,152443,177890,(3)Benefit of social insurance
(4)從企業,2390,870,2516,2935,2060,847,4736,(4)From enterprises,,(4)從企業,3645,2772,1868,340,2818,4138,5601,(4)From enterprises,,(4)從企業,1679,282,3957,7511,3225,3322,862,(4)From enterprises
(5)從國外,886,32,3640,944,2062,354,175,(5)From abroad,,(5)從國外,0,2140,1158,0,0,0,0,(5)From abroad,,(5)從國外,0,0,0,0,0,0,0,(5)From abroad
6.雜項收入,38,6,29,19,7,90,90,6.Miscellaneous receipts,,6.雜項收入,57,53,116,9,53,37,57,6.Miscellaneous receipts,,6.雜項收入,29,2,75,0,9,61,32,6.Miscellaneous receipts
二、非消費支出,223469,230333,301554,258109,219600,195705,209195,B.Nonconsumption expenditures,,二、非消費支出,186565,339160,207314,180130,149626,150463,124643,B.Nonconsumption expenditures,,二、非消費支出,170461,128483,155598,119674,177476,305722,201946,B.Nonconsumption expenditures
1.利息支出,10684,12231,14380,13850,12655,6571,9912,1.Interest,,1.利息支出,6889,22077,7993,6186,4412,5225,3248,1.Interest,,1.利息支出,7675,2588,6302,3115,4567,15561,7295,1.Interest
2.經常移轉支出,212785,218102,287175,244259,206945,189134,199283,2.Current transfer expenditures,,2.經常移轉支出,179676,317082,199321,173944,145215,145238,121395,2.Current transfer expenditures,,2.經常移轉支出,162786,125896,149296,116559,172909,290161,194651,2.Current transfer expenditures
(1)對私人,46078,51203,76014,45399,43592,32536,42083,(1)To private,,(1)對私人,46601,58767,36091,27186,29654,31502,20033,(1)To private,,(1)對私人,39090,27324,32547,34661,38068,57257,49935,(1)To private
(2)對政府,34601,27031,60721,40967,33265,27853,30644,(2)To government,,(2)對政府,24653,79378,30800,22589,22105,19638,18634,(2)To government,,(2)對政府,20998,16609,21804,8040,21684,73684,34497,(2)To government
(3)社會保險,130305,139793,147646,153399,127695,124829,126361,(3)Social insurance,,(3)社會保險,108422,174655,127918,124169,93455,93615,82728,(3)Social insurance,,(3)社會保險,101578,81963,88961,73859,111247,156985,109299,(3)Social insurance
(4)對國外,1801,76,2793,4494,2392,3916,196,(4)To abroad,,(4)對國外,0,4282,4513,0,0,483,0,(4)To abroad,,(4)對國外,1120,0,5985,0,1911,2234,919,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021",,110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021",,110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,第2表 平均每戶家庭收支按區域別分(續完),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 110 年,,,,單位：元,2 0 2 1 Unit:NT$,,,,,民 國 110 年,,,,單位：元,2 0 2 1 Unit:NT$,,,,,民 國 110 年,,,,單位：元,2 0 2 1 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,815442,814953,1066065,862861,868111,709486,799016,C.Consumption expenditures,,三、消費支出,771878,1069700,694248,654340,618074,612098,599390,C.Consumption expenditures,,三、消費支出,646958,577370,603532,498437,725102,1000176,759841,C.Consumption expenditures
1.食品及非酒精飲料,119642,104448,150788,130308,122487,112337,115796,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,138903,139540,107532,125203,111475,87407,111438,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,89943,83512,90795,98810,120181,162759,132782,1.Food and non-alcoholic beverages
2.菸酒及檳榔,9381,8315,7248,10320,9947,6964,8817,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,10142,13457,12759,8650,12501,13037,14428,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,10569,15257,8940,6654,11059,10086,10937,"2.Tobacco,alcoholic beverages and betel nuts"
