黃麗妃L08112年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 112 年,,2 0 2 3,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,9119999,6108145,3011854,Total
"未滿200,000元",43396,24735,18661,"Under NT$200,000"
"200,000～299,999",193379,77577,115802,"200,000～299,999"
"300,000～399,999",343273,141697,201576,"300,000～399,999"
"400,000～499,999",411423,206737,204687,"400,000～499,999"
"500,000～599,999",457320,249387,207934,"500,000～599,999"
"600,000～699,999",412313,239854,172459,"600,000～699,999"
"700,000～799,999",529503,294991,234512,"700,000～799,999"
"800,000～899,999",535188,326613,208575,"800,000～899,999"
"900,000～999,999",475438,307306,168132,"900,000～999,999"
"1,000,000～1,099,999",505163,330229,174935,"1,000,000～1,099,999"
"1,100,000～1,199,999",503168,341715,161453,"1,100,000～1,199,999"
"1,200,000～1,299,999",412286,284377,127909,"1,200,000～1,299,999"
"1,300,000～1,399,999",407388,291044,116343,"1,300,000～1,399,999"
"1,400,000～1,499,999",416999,297825,119174,"1,400,000～1,499,999"
"1,500,000～1,649,999",599824,459892,139933,"1,500,000～1,649,999"
"1,650,000～1,799,999",493138,368336,124802,"1,650,000～1,799,999"
"1,800,000～1,999,999",457637,347905,109732,"1,800,000～1,999,999"
"2,000,000～2,299,999",554651,423336,131315,"2,000,000～2,299,999"
"2,300,000～2,699,999",534874,421162,113712,"2,300,000～2,699,999"
"2,700,000～3,499,999",536368,424845,111523,"2,700,000～3,499,999"
"3,500,000元及以上",297269,248584,48685,"Above $3,500,000"
