L0991年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2002"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 91 年,,,,,2 0 0 2,,,,,民 國 91 年,,,,,2 0 0 2,,,,,,民 國 91 年,,,,,,2 0 0 2,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
6.每戶建坪平均數(坪),41.68,31.49,39.11,31.46,44.72,48.52,58.03,6.Space per household average (pin),,6.每戶建坪平均數(坪),52.28,50.4,51.65,49.15,45.68,42.96,45.87,46.22,6.Space per household average (pin),,6.每戶建坪平均數(坪),50.52,40.409999999999997,42.65,35.42,31.42,46.18,43.91,47.9,43.32,6.Space per household average (pin)
7.每戶建坪中位數(坪),36,30,35,30,40,42,56,7.Space per household median (pin),,7.每戶建坪中位數(坪),50,48,50,45,40,40,42,42,7.Space per household median (pin),,7.每戶建坪中位數(坪),48,36,40,32,30,40,38,40,40,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.56,99.55,99.46,99.94,99.72,99.88,99.44,(1)Color TV,,(1)彩色電視機,99.3,99.73,99.66,97.76,100,99.69,99.26,99.54,(1)Color TV,,(1)彩色電視機,99.61,99.26,99.68,99,99.67,98.99,99.46,99.01,98.81,(1)Color TV
(2)數位影音光碟機,32.86,49.12,30.51,41.56,20.23,43.77,34.79,(2)DVD player,,(2)數位影音光碟機,19.920000000000002,32.18,25,17.079999999999998,15.96,16.5,16.45,25.99,(2)DVD player,,(2)數位影音光碟機,23.78,18.95,25.36,17.78,30.41,47.18,30.75,25.8,23.38,(2)DVD player
(3)攝影機,9.43,19.59,7.01,11.99,5.5,10.94,13.84,(3)Movies camera,,(3)攝影機,5.36,6.67,4.38,4.49,4.88,1.54,5.71,5.18,(3)Movies camera,,(3)攝影機,3.96,5.44,8.02,3.55,4.49,14.08,10.27,7.21,7.09,(3)Movies camera
(4)音響,52.37,61.6,44.01,66.81,40.43,61.89,57.83,(4)Stereo,,(4)音響,42.86,52.42,42.01,33.369999999999997,44.91,27.48,42.19,39.75,(4)Stereo,,(4)音響,50.54,41.21,45.72,34.200000000000003,41.97,51.74,54.24,54.47,50.21,(4)Stereo
(5)鋼琴(含電子琴),11.64,18.899999999999999,14.56,9.68,7.8,13.69,10.050000000000001,(5)Piano,,(5)鋼琴(含電子琴),9.69,9.5399999999999991,8.8800000000000008,6.44,5.93,4.68,6.98,8.44,(5)Piano,,(5)鋼琴(含電子琴),8.49,8.5500000000000007,12.46,3,6.09,23.75,16.41,16.8,12.95,(5)Piano
(6)電視遊樂器,13.78,17.79,11.18,22.25,8.91,18.350000000000001,20.399999999999999,(6)Video game,,(6)電視遊樂器,8.67,12.18,13.29,5.65,6.95,4.96,5.32,6.48,(6)Video game,,(6)電視遊樂器,6.88,6.59,11.39,3.5,9.09,19.010000000000002,12.54,11.32,13.01,(6)Video game
(7)錄放影機,37.89,53.37,31.9,46.26,23.33,39.799999999999997,35.08,(7)Video tape recorder,,(7)錄放影機,34.409999999999997,36.71,31.89,32.44,31.17,19.170000000000002,29.79,23.4,(7)Video tape recorder,,(7)錄放影機,31.67,25.21,27.98,24.72,26.88,39.799999999999997,42.45,40.98,39.700000000000003,(7)Video tape recorder
(8)有線電視頻道設備,74.81,84.43,87.41,84.8,60.13,83.25,77.16,(8)Cable TV,,(8)有線電視頻道設備,72.31,66.44,57,68.930000000000007,45.5,48.05,58.01,76.63,(8)Cable TV,,(8)有線電視頻道設備,46.64,55.49,51.79,69.05,81.23,92.33,80.400000000000006,86.19,81.06,(8)Cable TV
(9)家用電腦,56.8,73.33,56.6,69.2,42.79,63.89,64.75,(9)Personal computer,,(9)家用電腦,46.26,57.9,48.42,40.049999999999997,33.020000000000003,26.9,45.45,44.04,(9)Personal computer,,(9)家用電腦,37.340000000000003,34.200000000000003,42.65,30.09,50.71,66.8,61.16,57.2,55.03,(9)Personal computer
(10)電話機,97.88,98.5,97.35,98.16,98.2,98.08,98.49,(10)Telephone,,(10)電話機,98.62,98.25,98.07,96.89,99.5,97.83,97.89,98.25,(10)Telephone,,(10)電話機,96.29,92.02,92.76,95.95,96.72,97.69,98.38,96.89,98.23,(10)Telephone
(11)行動電話,83.62,89.99,84.87,90.6,73.66,90.19,86.16,(11)Cell phone,,(11)行動電話,77.930000000000007,87.03,77.47,78.989999999999995,68.33,65.099999999999994,75.37,80.180000000000007,(11)Cell phone,,(11)行動電話,74.83,72.180000000000007,73.77,63.85,81.59,88.02,83.82,78.22,83.99,(11)Cell phone
(12)答錄機,3.46,11.87,2.8,3.16,0.57999999999999996,3.51,3.14,(12)Answering machine,,(12)答錄機,0.9,1.62,1.55,1.26,0.72,0.67,2.2999999999999998,0.59,(12)Answering machine,,(12)答錄機,0.44,0.76,1.71,0.53,2.95,5.35,3.38,2.76,0.39,(12)Answering machine
(13)上網際網路,45.94,64.209999999999994,46.77,58.09,33.020000000000003,50.06,56.16,(13)Internet facility,,(13)上網際網路,34.450000000000003,42.4,37.26,27.45,23.2,20.11,35.31,32.020000000000003,(13)Internet facility,,(13)上網際網路,33.6,25.36,27.31,23.91,43.57,52.72,48.94,41.78,44.98,(13)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
91年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2002"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 91 年,,,,,2 0 0 2,,,,,民 國 91 年,,,,,2 0 0 2,,,,,,民 國 91 年,,,,,,2 0 0 2,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(14)傳真機,10.41,26.44,7.99,9.86,6.52,12.57,8.94,(14)Fax machine,,(14)傳真機,6.92,4.54,7.77,4.3099999999999996,3.78,3.2,6.15,4.2,(14)Fax machine,,(14)傳真機,5,6.52,8.01,3.54,6.14,12.98,14.6,10.67,6.27,(14)Fax machine
(15)汽車,58.16,52.56,54.81,52.43,55.56,73.39,74.599999999999994,(15)Sedan vehicle,,(15)汽車,67.25,69.39,61.4,65.989999999999995,54.87,49.55,58.23,56.42,(15)Sedan vehicle,,(15)汽車,53.69,47.78,57.75,36.56,39.93,64.05,65.94,59.36,58.01,(15)Sedan vehicle
(16)機車,80.989999999999995,58.8,88.1,78.89,81.48,83.03,89.13,(16)Motor bicycle,,(16)機車,85.09,89.36,88.57,83.36,86.61,81.739999999999995,86.44,90.1,(16)Motor bicycle,,(16)機車,91.65,87.44,78.03,75.11,58.77,86.27,83.14,88.72,87.79,(16)Motor bicycle
(17)電磁爐,43.65,55.97,30.09,64.84,29.3,54.11,43.36,(17)Electro-magnetic oven,,(17)電磁爐,24.18,39.58,37.47,26.37,36.950000000000003,23.61,30.45,24.37,(17)Electro-magnetic oven,,(17)電磁爐,25.39,18.739999999999998,32.18,18.14,47.06,49.05,50.18,49.25,33.78,(17)Electro-magnetic oven
(18)冷暖氣機,83.13,91.52,87.88,93.2,78.040000000000006,85.9,77.989999999999995,(18)Air conditioner,,(18)冷暖氣機,69.45,70.08,82.06,48.85,76.349999999999994,67.680000000000007,79.7,80.33,(18)Air conditioner,,(18)冷暖氣機,78.209999999999994,63.09,65.7,69.88,83.6,91.91,82.08,84.34,87.95,(18)Air conditioner
(19)除濕機,25.37,48.1,8.0500000000000007,36.32,40.950000000000003,49.07,37.68,(19)Dehumidifier,,(19)除濕機,19.760000000000002,13.42,9.34,11.36,6.09,6.02,6.11,4.6399999999999997,(19)Dehumidifier,,(19)除濕機,3.18,6.58,20.28,11.04,58.36,59.35,17.82,12.64,11.97,(19)Dehumidifier
(20)洗衣機,95.96,96.87,95.15,98.37,97.13,97.62,93.75,(20)Washing machine,,(20)洗衣機,91.11,96.21,93.03,91.62,95.48,89.24,96.43,95.08,(20)Washing machine,,(20)洗衣機,96.72,95.37,91.96,91.37,96.78,98,94.65,96.94,96.04,(20)Washing machine
(21)烘衣機,19.170000000000002,31.65,3.66,24.26,33.229999999999997,38.630000000000003,47.13,(21)Drier,,(21)烘衣機,26.73,18.21,10.62,12.13,6.63,6.27,5.32,3.44,(21)Drier,,(21)烘衣機,1.86,6.63,17.73,6.04,36.15,43.26,14.14,7.2,5.68,(21)Drier
(22)空氣清淨機,8.92,17.57,8.41,10.42,3.72,12.04,10.69,(22)Air-clean machine,,(22)空氣清淨機,3.34,7.64,5.12,1.67,3.61,4.2300000000000004,3.95,4.82,(22)Air-clean machine,,(22)空氣清淨機,3,3.89,5.73,1.51,6.78,13.97,12.28,6.07,7.07,(22)Air-clean machine
(23)濾水器,30.24,33.57,32.76,31.47,9.76,50.57,42.99,(23)Water filter machine,,(23)濾水器,27.16,33.51,17.28,11.65,24.52,23.5,23.24,17.59,(23)Water filter machine,,(23)濾水器,15.22,20.52,21.13,3.03,24.58,54.27,41.02,30.69,34.880000000000003,(23)Water filter machine
(24)吸塵器,43.52,55.1,38.61,49.55,38.35,49.67,49.99,(24)Vacuum cleaner,,(24)吸塵器,42.05,43.9,33.6,27.98,26.96,28.23,28.27,34.619999999999997,(24)Vacuum cleaner,,(24)吸塵器,36.700000000000003,32.93,41.45,25.62,42.36,62.08,51.64,42.38,44.89,(24)Vacuum cleaner
(25)熱水器,95.61,97.18,95.79,98.71,98.52,97.6,95.47,(25)Geyser,,(25)熱水器,94.49,98.11,85.64,92.48,97.95,90.51,90.38,93.77,(25)Geyser,,(25)熱水器,95.02,84.68,89.36,93.44,99.33,97.71,96.44,94.05,95.19,(25)Geyser
(26)開飲機,57.28,44.78,48.96,62.76,63.06,75.78,63.96,(26)Hot-warm water fountain,,(26)開飲機,56.35,59.86,62.92,50.25,62.61,42.26,53.46,57.07,(26)Hot-warm water fountain,,(26)開飲機,76.13,68.06,58.98,63.9,49.34,56.01,51.38,47.57,42.92,(26)Hot-warm water fountain
(27)微波爐(含烤箱),49.52,70.33,48.08,60.41,39.1,49.82,48.73,(27)Microwave oven,,(27)微波爐(含烤箱),33.49,47.3,33.67,30,30.81,26.06,28.4,34.869999999999997,(27)Microwave oven,,(27)微波爐(含烤箱),42.03,28.82,33.08,40.76,48.18,65.010000000000005,63.89,49.73,55.02,(27)Microwave oven
(28)報紙,38.11,42.17,34.67,42.96,31.04,41.84,41.15,(28)Newspaper,,(28)報紙,40.83,41.12,38.54,32.83,35.520000000000003,26.24,35.03,27.75,(28)Newspaper,,(28)報紙,39.450000000000003,27.49,29.82,18.75,20.95,39.79,39.32,39.700000000000003,41.97,(28)Newspaper
(29)期刊雜誌,14.74,21.12,12.07,19.600000000000001,6.02,29.45,7.19,(29)Magazine,,(29)期刊雜誌,9.25,13.44,8.9700000000000006,5.75,7.52,4.6100000000000003,9.33,7.86,(29)Magazine,,(29)期刊雜誌,8.56,6.94,10.28,7.09,4.22,17.309999999999999,16.3,20.28,11.99,(29)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,146.80000000000001,153.16,143.81,141.77000000000001,158.66999999999999,150.9,164.34,(1)Color TV,,(1)彩色電視機,159.56,153.65,142.79,132.09,135.72,139.44999999999999,135.79,145.08000000000001,(1)Color TV,,(1)彩色電視機,129.91999999999999,135.31,152.01,141.01,145.52000000000001,177.31,155.55000000000001,137.09,154.15,(1)Color TV
(2)數位影音光碟機,34.729999999999997,53.38,31.59,43.31,21.45,46.29,36.81,(2)DVD player,,(2)數位影音光碟機,20.58,33.1,27.72,17.37,15.96,16.5,17.510000000000002,26.85,(2)DVD player,,(2)數位影音光碟機,25.04,19.350000000000001,29.06,17.78,31.35,51.88,33.090000000000003,25.8,24.98,(2)DVD player
(3)攝影機,9.8800000000000008,21.43,7.62,12.12,5.82,11.18,13.84,(3)Movies camera,,(3)攝影機,5.36,6.67,4.53,4.49,4.88,1.54,5.71,5.32,(3)Movies camera,,(3)攝影機,3.96,6.61,8.59,3.55,4.82,14.08,11.71,7.58,7.09,(3)Movies camera
(4)音響,57.43,73.22,47.09,70.61,44.21,68.69,60.45,(4)Stereo,,(4)音響,45.83,56.3,47.21,34.04,50.07,28.16,43.89,42.92,(4)Stereo,,(4)音響,52.5,44.76,52.52,35.71,46.54,60.75,61.41,63.8,52.95,(4)Stereo
(5)鋼琴(含電子琴),12.02,19.149999999999999,15.63,9.82,7.8,14.18,10.34,(5)Piano,,(5)鋼琴(含電子琴),10.41,9.67,10.01,6.76,6.22,5.31,6.98,8.57,(5)Piano,,(5)鋼琴(含電子琴),8.92,8.5500000000000007,13.02,3.51,6.09,25.45,16.95,17.149999999999999,12.95,(5)Piano
(6)電視遊樂器,14.39,19.23,11.71,23.04,9.51,19.21,20.399999999999999,(6)Video game,,(6)電視遊樂器,9,12.32,13.96,5.65,6.95,4.96,5.49,6.48,(6)Video game,,(6)電視遊樂器,6.88,6.59,11.68,3.5,10.050000000000001,21.36,13.41,11.32,13.21,(6)Video game
(7)錄放影機,39.35,57.29,32.770000000000003,47.57,24.2,40.64,35.94,(7)Video tape recorder,,(7)錄放影機,36.07,37.619999999999997,33.04,33.08,31.44,19.170000000000002,30.89,23.82,(7)Video tape recorder,,(7)錄放影機,31.88,26,30.54,25.22,27.84,42.49,44.78,43.09,41.28,(7)Video tape recorder
(8)有線電視頻道設備,74.900000000000006,84.53,87.47,84.94,60.13,83.25,77.430000000000007,(8)Cable TV,,(8)有線電視頻道設備,72.31,66.569999999999993,57.25,68.930000000000007,45.5,48.05,58.18,76.78,(8)Cable TV,,(8)有線電視頻道設備,46.64,55.49,51.79,69.05,81.23,92.33,80.59,86.19,81.06,(8)Cable TV
(9)家用電腦,65.97,92.93,65.22,78.989999999999995,47.13,76.760000000000005,71.42,(9)Personal computer,,(9)家用電腦,52.08,65.400000000000006,54.75,47.15,35.54,31.33,50.4,47.15,(9)Personal computer,,(9)家用電腦,41.37,38.479999999999997,48.58,31.61,54.88,87.17,70.510000000000005,59.94,61.91,(9)Personal computer
(10)電話機,120.92,149.88,120.28,125.25,114.57,121.71,118.27,(10)Telephone,,(10)電話機,118.55,108.63,115.84,107.49,105.5,109.11,109.58,108.89,(10)Telephone,,(10)電話機,101.89,104.02,107.25,107.37,112.89,131.02000000000001,126.77,113.27,116.35,(10)Telephone
(11)行動電話,180.15,213.02,177.91,204.56,147.06,199.02,182.51,(11)Cell phone,,(11)行動電話,168.51,193.86,166.71,151.99,116.06,127,150.91,157.99,(11)Cell phone,,(11)行動電話,140,131.88,148.38,107.14,169.98,203.27,183.61,158.75,180.69,(11)Cell phone
(12)答錄機,3.48,12.01,2.8,3.16,0.57999999999999996,3.51,3.14,(12)Answering machine,,(12)答錄機,0.9,1.62,1.55,1.26,0.72,0.67,2.2999999999999998,0.59,(12)Answering machine,,(12)答錄機,0.44,0.76,1.71,0.53,2.95,5.35,3.38,2.76,0.39,(12)Answering machine
(13)傳真機,10.46,26.59,8.06,9.86,6.52,12.68,8.94,(13)Fax machine,,(13)傳真機,6.92,4.54,7.77,4.3099999999999996,3.78,3.2,6.15,4.33,(13)Fax machine,,(13)傳真機,5,6.52,8.01,3.54,6.14,12.98,14.78,10.67,6.27,(13)Fax machine
(14)汽車,67.900000000000006,57.69,61.49,57.26,64.760000000000005,91.37,100.53,(14)Sedan vehicle,,(14)汽車,83.73,85.79,77.739999999999995,76.81,64.5,55.52,68.13,64.45,(14)Sedan vehicle,,(14)汽車,61.71,54.81,69.98,40.61,43.17,78.73,80.510000000000005,69.34,66.47,(14)Sedan vehicle
