appleL04104年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2015",,104年家庭收支調查報告,,,,,,"The Survey of Family Income and Expenditure, 2015"
,,,,,,,,,,,,,,,
第4表 平均每戶家庭收支按經濟戶長職業別分,Table 4. Average Family Income and Expenditure per Household,,,,,第4表 平均每戶家庭收支按經濟戶長職業別分(續一),,,Table 4. Average Family Income and Expenditure per Household,,,,,,
,,,,,by Occupation of Household Heads,,,,,,,,by Occupation of Household Heads (Cont.1),,
(2)從政府,49433,35368,36323,35372,37660,48093,(2)From government,,(2)從政府,90677,49371,46737,56602,61309,(2)From government
(3)社會保險受益,109387,105033,114232,107255,107412,117767,(3)Benefit of social insurance,,(3)社會保險受益,95879,126344,106296,93188,103566,(3)Benefit of social insurance
(4)從企業,1856,1025,1834,1904,3490,1039,(4)From enterprises,,(4)從企業,1824,1472,2323,1684,2207,(4)From enterprises
(5)從國外,1214,1439,1830,1667,2329,820,(5)From abroad,,(5)從國外,0,119,301,307,2177,(5)From abroad
6.雜項收入,109,72,42,41,112,126,6.Miscellaneous receipts,,6.雜項收入,174,105,109,222,139,6.Miscellaneous receipts
二、非消費支出,202388,498504,357584,296993,211578,176101,B.Nonconsumption expenditures,,二、非消費支出,110057,197116,194036,124794,68513,B.Nonconsumption expenditures
1.利息支出,10113,27944,18237,16325,9927,10183,1.Interest,,1.利息支出,1714,8859,8779,4624,3108,1.Interest
2.經常移轉支出,192276,470560,339347,280668,201651,165918,2.Current transfer expenditures,,2.經常移轉支出,108342,188257,185257,120170,65405,2.Current transfer expenditures
(1)對私人,44529,111139,82282,63152,41285,38888,(1)To private,,(1)對私人,31919,39080,34498,21870,21971,(1)To private
(2)對政府,32518,126958,69799,49147,28050,21346,(2)To government,,(2)對政府,15732,22901,21963,12576,12063,(2)To government
(3)社會保險,113304,218893,184041,164880,130111,105029,(3)Social insurance,,(3)社會保險,60643,125479,128488,85505,30657,(3)Social insurance
(4)對國外,1924,13570,3225,3489,2205,654,(4)To abroad,,(4)對國外,48,797,308,219,714,(4)To abroad
,,,,,,,,,,,,,,,
104年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2015",,104年家庭收支調查報告,,,,,,"The Survey of Family Income and Expenditure, 2015"
,,,,,,,,,,,,,,,
第4表 平均每戶家庭收支按經濟戶長職業別分(續二),,,,Table 4. Average Family Income and Expenditure per Household,,第4表 平均每戶家庭收支按經濟戶長職業別分(續完),,,Table 4. Average Family Income and Expenditure per Household,,,,,,
,,,,,by Occupation of Household Heads (Cont.2),,,,,,,,by Occupation of Household Heads (Cont.End),,
民 國 104 年,,,單位：元,2 0 1 5 Unit:NT$,,,,,民 國 104 年,,單位：元,2 0 1 5 Unit:NT$,,,
,總 平 均,民 意 代 表 、 主管 及 經 理 人 員,專 業 人 員,技 術 員 及 助    理 專 業 人 員,事務支援人員,服 務 及 銷 售工 作 人 員,,,,農、林、漁、牧業生產人員,技 藝 有 關 工 作 人 員,機械設備操作及組裝人員,基 層 技 術 工及 勞 力 工,其  他,
,General average,"Legislators, Senior Officials and Managers",Professionals,Technicians and Associate Professionals,Clerical Support Workers,Service and Sales Workers,,,,"Skilled Agricultural, Forestry and Fishery Workers",Craft and Related Trades Workers,"Plant and Machine Operators, and Assemblers",Elementary Labourers,Others,
,,,,,,,,,,,,,,,
三、消費支出,759647,1285331,1016660,945153,818096,730637,C.Consumption expenditures,,三、消費支出,552957,789302,740657,567605,498280,C.Consumption expenditures
1.食品及非酒精飲料,111500,143300,129110,126189,119401,110296,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,102110,125491,121181,99192,78078,1.Food and non-alcoholic beverages
2.菸酒及檳榔,9119,10552,5629,8467,6737,9554,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,10831,17116,13302,11650,3292,"2.Tobacco,alcoholic beverages and betel nuts"
3.衣著鞋襪及服飾用品,22459,47221,34270,30134,25184,22073,3.Clothing and footwear,,3.衣著鞋襪及服飾用品,13436,22475,21502,14936,10617,3.Clothing and footwear
4.住宅服務、水電瓦斯及其他燃料,187145,299331,242767,224935,199226,178301,"4.Housing,water,electricity,gas and other fuels",,4.住宅服務、水電瓦斯及其他燃料,114242,171555,164645,138382,164621,"4.Housing,water,electricity,gas and other fuels"
(1)房地租及水費,167148,274351,220575,202890,178093,157895,(1)Rent and water charges,,(1)房地租及水費,95519,149367,142900,120290,149998,(1)Rent and water charges
(2)電費及燃料,19997,24980,22192,22045,21133,20406,(2)Power and fuel,,(2)電費及燃料,18723,22187,21745,18092,14623,(2)Power and fuel
5.家具設備及家務維護,18605,39113,28455,26162,19178,15946,"5.Furnishings,household equipmentand routine household maintenance",,5.家具設備及家務維護,11901,17028,15865,11090,11969,"5.Furnishings,household equipmentand routine household maintenance"
6.醫療保健,114303,150968,134351,127196,121093,108140,6.Health,,6.醫療保健,103385,119564,113453,94820,95893,6.Health
7.交通,69490,153038,106766,95814,75508,63483,7.Transport,,7.交通,56784,73330,68385,43796,26924,7.Transport
(1)個人交通工具之購置,11719,41804,19918,17200,13687,10027,(1)Purchase of vehicles,,(1)個人交通工具之購置,11052,9351,9397,5690,2391,(1)Purchase of vehicles
(2)個人交通設備使用管理及保養費,43046,80357,63989,58823,45040,40129,(2)Operation of transport equipment,,(2)個人交通設備使用管理及保養費,36354,50109,45816,28365,16200,(2)Operation of transport equipment
(3)乘交通設備及其他交通服務,9719,19923,15125,13019,11218,8866,(3)Transport services,,(3)乘交通設備及其他交通服務,4955,8486,8123,6789,6410,(3)Transport services
(4)汽、機車保險費,5006,10953,7734,6772,5563,4461,(4)Insurance of vehicles,,(4)汽、機車保險費,4423,5383,5050,2951,1923,(4)Insurance of vehicles
8.通訊,26760,42821,35519,35448,32126,27587,8.Communication,,8.通訊,18044,30920,30227,20288,11151,8.Communication
9.休閒與文化,42626,115777,78978,61125,46146,35221,9.Recreation and culture,,9.休閒與文化,20190,32942,29883,20373,24722,9.Recreation and culture
(1)套裝旅遊(不含自助旅遊),21089,71366,44127,32849,22097,14847,(1)Package holidays,,(1)套裝旅遊(不含自助旅遊),8883,11672,10029,6881,13065,(1)Package holidays
(2)娛樂消遣及文化服務,10759,21760,16648,13463,11878,10269,(2)Recreational and cultural services,,(2)娛樂消遣及文化服務,5553,10185,9530,7327,6986,(2)Recreational and cultural services
(3)書報雜誌文具,4658,9443,7363,6191,5001,4710,"(3)Newspapers,books and stationery",,(3)書報雜誌文具,2792,5203,4751,3061,1735,"(3)Newspapers,books and stationery"
(4)教育消遣康樂器材及其附屬品,6120,13208,10840,8622,7171,5394,(4)Recreational facilities,,(4)教育消遣康樂器材及其附屬品,2961,5881,5572,3104,2936,(4)Recreational facilities
10.教育,30616,70787,46749,45303,34371,30852,10.Education,,10.教育,16161,37453,32096,17513,5505,10.Education
11.餐廳及旅館,85579,131455,113446,111620,92267,89926,11.Restaurants and hotels,,11.餐廳及旅館,56745,100517,95153,70807,38267,11.Restaurants and hotels
12.什項消費,41446,80970,60620,52760,46858,39259,12.Miscellaneous goods and services,,12.什項消費,29129,40913,34966,24758,27240,12.Miscellaneous goods and services
可支配所得,964895,1871785,1403893,1248258,992888,924927,Disposable income,,可支配所得,721781,981233,924444,692590,534607,Disposable income
消費支出,759647,1285331,1016660,945153,818096,730637,Consumption expenditures,,消費支出,552957,789302,740657,567605,498280,Consumption expenditures
儲蓄,205248,586454,387233,303105,174792,194290,Saving,,儲蓄,168824,191931,183787,124986,36326,Saving
所得總額,1224600,2470452,1841742,1615987,1264104,1150923,Current receipts,,所得總額,863021,1227217,1164379,854507,657910,Current receipts
