appleL04110年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2021",,110年家庭收支調查報告,,,,,,"The Survey of Family Income and Expenditure, 2021"
,,,,,,,,,,,,,,,
第4表 平均每戶家庭收支按經濟戶長職業別分,Table 4. Average Family Income and Expenditure per Household,,,,,第4表 平均每戶家庭收支按經濟戶長職業別分(續一),,,Table 4. Average Family Income and Expenditure per Household,,,,,,
,,,,,by Occupation of Household Heads,,,,,,,,by Occupation of Household Heads (Cont.1),,
三、消費支出,815442,1347062,1097138,992168,835623,779591,C.Consumption expenditures,,三、消費支出,628305,844409,805887,618848,540374,C.Consumption expenditures
1.食品及非酒精飲料,119642,147128,136630,134516,126039,118627,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,115737,135200,130429,105653,86639,1.Food and non-alcoholic beverages
2.菸酒及檳榔,9381,12258,5710,9019,7295,9869,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,13878,16934,14464,13193,3577,"2.Tobacco,alcoholic beverages and betel nuts"
3.衣著鞋襪及服飾用品,22299,44068,33815,30010,23880,21065,3.Clothing and footwear,,3.衣著鞋襪及服飾用品,15037,23070,22084,14915,10306,3.Clothing and footwear
4.住宅服務、水電瓦斯及其他燃料,200444,331467,269112,234891,201856,194814,"4.Housing,water,electricity,gas and other fuels",,4.住宅服務、水電瓦斯及其他燃料,121622,183624,174330,141564,167909,"4.Housing,water,electricity,gas and other fuels"
(1)房地租及水費,183294,311064,250074,215786,184249,177563,(1)Rent and water charges,,(1)房地租及水費,105106,164317,155384,126132,155136,(1)Rent and water charges
(2)電費及燃料,17149,20403,19038,19105,17608,17251,(2)Power and fuel,,(2)電費及燃料,16516,19307,18947,15432,12773,(2)Power and fuel
5.家具設備及家務維護,23978,58445,39732,30394,24218,20323,"5.Furnishings,household equipmentand routine household maintenance",,5.家具設備及家務維護,13904,21814,19780,13797,14456,"5.Furnishings,household equipmentand routine household maintenance"
6.醫療保健,144966,197211,168162,159535,146807,138053,6.Health,,6.醫療保健,141039,144754,144927,122050,123145,6.Health
7.交通,73598,144747,117114,104983,75894,64263,7.Transport,,7.交通,62347,78793,71814,42911,29451,7.Transport
(1)個人交通工具之購置,13345,32651,27770,23594,13862,9979,(1)Purchase of vehicles,,(1)個人交通工具之購置,9401,10363,11233,2526,2971,(1)Purchase of vehicles
(2)個人交通設備使用管理及保養費,45749,80821,65878,61726,46652,41739,(2)Operation of transport equipment,,(2)個人交通設備使用管理及保養費,42577,54693,47791,31625,18965,(2)Operation of transport equipment
(3)乘交通設備及其他交通服務,7442,17050,12961,9778,8331,6508,(3)Transport services,,(3)乘交通設備及其他交通服務,3681,6049,5822,4631,4385,(3)Transport services
(4)汽、機車保險費,7062,14225,10506,9885,7050,6038,(4)Insurance of vehicles,,(4)汽、機車保險費,6688,7688,6969,4130,3130,(4)Insurance of vehicles
8.通訊,23833,36063,30737,30333,25741,24303,8.Communication,,8.通訊,19299,27573,26627,19268,11763,8.Communication
9.休閒與文化,25018,58523,41837,33185,24526,22272,9.Recreation and culture,,9.休閒與文化,13405,23273,20962,14928,13601,9.Recreation and culture
(1)套裝旅遊(不含自助旅遊),2591,6666,4714,3361,2427,2004,(1)Package holidays,,(1)套裝旅遊(不含自助旅遊),1397,1897,1673,1349,1876,(1)Package holidays
(2)娛樂消遣及文化服務,11610,24518,18495,14972,11276,10543,(2)Recreational and cultural services,,(2)娛樂消遣及文化服務,6168,11051,10135,7454,7065,(2)Recreational and cultural services
(3)書報雜誌文具,3542,7603,6074,4933,3430,3229,"(3)Newspapers,books and stationery",,(3)書報雜誌文具,2191,4021,3454,2279,1149,"(3)Newspapers,books and stationery"
(4)教育消遣康樂器材及其附屬品,7275,19736,12554,9919,7392,6496,(4)Recreational facilities,,(4)教育消遣康樂器材及其附屬品,3650,6304,5700,3847,3510,(4)Recreational facilities
10.教育,26701,63795,51346,40869,25085,22746,10.Education,,10.教育,15275,30768,26243,14276,3971,10.Education
11.餐廳及旅館,104169,167265,142574,133084,112733,107010,11.Restaurants and hotels,,11.餐廳及旅館,67165,119385,117388,88593,47443,11.Restaurants and hotels
12.什項消費,41414,86093,60369,51348,41550,36247,12.Miscellaneous goods and services,,12.什項消費,29597,39219,36839,27701,28113,12.Miscellaneous goods and services
可支配所得,1090554,2209877,1632459,1365412,1031769,1053050,Disposable income,,可支配所得,853200,1130943,1044972,798885,571556,Disposable income
消費支出,815442,1347062,1097138,992168,835623,779591,Consumption expenditures,,消費支出,628305,844409,805887,618848,540374,Consumption expenditures
儲蓄,275112,862815,535321,373244,196146,273458,Saving,,儲蓄,224895,286534,239085,180037,31183,Saving
所得總額,1378390,2891894,2133111,1753030,1319874,1300103,Current receipts,,所得總額,1010854,1402682,1320643,977372,699705,Current receipts
