,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,634477,881160,679115,661011,599673,635603,651884,C.Consumption expenditures,,三、消費支出,597232,576707,516289,508464,466561,479872,441530,534656,C.Consumption expenditures,,三、消費支出,512533,435001,621798,365415,620024,682802,720122,617619,624345,C.Consumption expenditures
1.食品費,151355,202104,180111,158379,119085,143018,137640,1.Food,,1.食品費,120692,120374,149224,125291,111127,142356,108270,133436,1.Food,,1.食品費,120843,109428,152693,90558,150869,153864,171114,148057,151869,1.Food
2.飲料費,6849,8869,8073,6343,6681,7163,6037,2.Beverage,,2.飲料費,8647,5633,5822,6894,4756,5878,5511,5462,2.Beverage,,2.飲料費,7414,6400,7762,6713,6786,5512,8334,6381,5566,2.Beverage
3.菸草,5103,4083,5511,5424,6322,4789,4897,3.Tobacco,,3.菸草,6267,4501,4826,6042,5380,5014,4819,5255,3.Tobacco,,3.菸草,6285,5582,6816,5455,4963,4353,5345,4345,4974,3.Tobacco
4.衣著、鞋、襪類,28540,38879,28446,32475,27736,30712,27322,4.Clothing and footwear,,4.衣著、鞋、襪類,36306,27097,22634,19899,17967,17753,17639,23384,4.Clothing and footwear,,4.衣著、鞋、襪類,20914,19696,26709,18752,28011,31909,30741,28179,27068,4.Clothing and footwear
5.房地租及水費,141474,219883,148190,166413,110297,148402,136879,5.Rent and water charges,,5.房地租及水費,106723,118345,96530,94237,85942,78018,94700,102840,5.Rent and water charges,,5.房地租及水費,83851,88547,111640,58740,128581,149949,173938,128255,151516,5.Rent and water charges
6.燃料及燈光,17767,22231,17503,18968,18979,18274,19930,6.Fuel and light,,6.燃料及燈光,16332,16161,16359,14247,14493,14815,14985,15362,6.Fuel and light,,6.燃料及燈光,15056,15069,16762,14315,18283,15922,17247,17898,18768,6.Fuel and light
7.家具及家庭設備,14433,22369,18654,13065,12278,13676,20245,7.Furniture and family facilities,,7.家具及家庭設備,15029,13778,11930,9578,12261,8077,7996,11059,7.Furniture and family facilities,,7.家具及家庭設備,14390,5912,11809,11223,15447,19361,13207,15092,11618,7.Furniture and family facilities
8.家事管理,13357,22493,14917,16050,7373,13083,12837,8.Household operations,,8.家事管理,7621,10448,9683,5219,5724,5783,8236,8485,8.Household operations,,8.家事管理,8638,7315,9327,4070,15295,15893,20601,14549,9734,8.Household operations
9.保健及醫療,63348,62853,61314,53836,99328,54335,68479,9.Health care and medical,,9.保健及醫療,73167,65797,53495,72192,78458,71915,57279,65863,9.Health care and medical,,9.保健及醫療,64986,61196,93942,44335,65030,68554,72762,66122,63807,9.Health care and medical
10.運輸交通及通訊,66111,81343,69478,60427,74542,75644,92467,10.Transport and communications,,10.運輸交通及通訊,82068,73243,53036,64656,46999,55884,43345,65157,10.Transport and communications,,10.運輸交通及通訊,51263,56003,73068,39064,60269,83485,64861,56694,62781,10.Transport and communications
(1)交通及通訊工具之購置,13897,12344,18113,8745,27155,17906,33209,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,30071,22212,5793,21379,6747,14448,4409,21349,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,2835,20167,17234,11338,12115,30819,5848,14737,11786,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,30935,34911,32707,26704,28708,38060,40103,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,34418,33394,31426,28731,25851,25675,24834,28379,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,29668,20348,30953,11535,21343,34845,36518,25845,34173,(2)Operation of transport equipment
(3)乘交通設備之費用,9520,18332,6545,13279,7378,6535,6561,(3)Purchased transportation,,(3)乘交通設備之費用,6307,7228,5446,5804,5661,6426,5708,5379,(3)Purchased transportation,,(3)乘交通設備之費用,9057,5335,10369,9484,17164,5953,8288,4404,5870,(3)Purchased transportation
(4)其他通訊費,7636,10420,8334,7938,7913,7755,8183,(4)Other communications,,(4)其他通訊費,6445,5967,5701,6061,6406,6434,5097,6186,(4)Other communications,,(4)其他通訊費,6294,6397,9549,6306,7353,7888,10179,6970,6425,(4)Other communications
(5)汽機車保險費支出,4122,5336,3779,3760,3389,5387,4411,(5)Insurance of transport equipment,,(5)汽機車保險費支出,4827,4441,4670,2681,2334,2900,3298,3863,(5)Insurance of transport equipment,,(5)汽機車保險費支出,3409,3756,4963,401,2293,3980,4028,4738,4526,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,83192,130052,88989,83964,71294,82652,78962,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,78488,78612,62783,60896,51153,44292,49636,68892,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,74995,36859,72065,43959,81864,98700,95962,88864,79762,"11.Recreation ,education and culture"
(1)旅遊費用,22768,44326,22632,20294,17545,24849,17471,(1)Traveling,,(1)旅遊費用,23535,18715,13963,15574,12092,9047,10173,17133,(1)Traveling,,(1)旅遊費用,18803,8168,23015,13600,23690,28135,28616,27312,17594,(1)Traveling
(2)娛樂消遣服務,8806,12759,9278,9944,6069,8082,7912,(2)Recreation service,,(2)娛樂消遣服務,9889,9562,6232,6098,5338,4212,5537,5775,(2)Recreation service,,(2)娛樂消遣服務,9323,4217,6709,6648,9674,8053,10491,9317,9072,(2)Recreation service
(3)書報雜誌文具,6078,8857,7256,6030,5296,5690,5888,(3)Books and stationery,,(3)書報雜誌文具,5455,6014,4970,4426,4414,3130,3681,5111,(3)Books and stationery,,(3)書報雜誌文具,6391,3128,6817,3430,5464,7540,6747,5676,5236,(3)Books and stationery
(4)娛樂器材及附屬品,8472,12806,10206,9644,8819,7725,7877,(4)Recreation facilities,,(4)娛樂器材及附屬品,8393,8271,5589,5200,6351,3187,4456,6429,(4)Recreation facilities,,(4)娛樂器材及附屬品,8555,4710,8200,6048,10500,11742,6777,7263,6244,(4)Recreation facilities
(5)教育與研究費,37069,51304,39617,38052,33566,36307,39815,(5)Education and research,,(5)教育與研究費,31216,36049,32029,29598,22958,24716,25788,34443,(5)Education and research,,(5)教育與研究費,31922,16637,27324,14233,32536,43230,43332,39296,41615,(5)Education and research
12.什項消費,42949,66003,37929,45668,45759,43855,46190,12.Miscellaneous,,12.什項消費,45891,42717,29966,29314,32301,30087,29113,29462,12.Miscellaneous,,12.什項消費,43899,22994,39205,28231,44627,35299,46009,43182,36882,12.Miscellaneous
可支配所得(平均數),863427,1191250,913246,869138,785307,907733,922831,Disposable income(mean),,可支配所得(平均數),826574,748340,753720,743374,663969,637259,663633,749269,Disposable income(mean),,可支配所得(平均數),756322,570896,763055,516308,828759,918213,935775,826529,819898,Disposable income(mean)
可支配所得(中位數),750341,1073896,791812,757398,688501,804871,838085,Disposable income(median),,可支配所得(中位數),697597,692080,656142,633952,612521,562687,598484,668320,Disposable income(median),,可支配所得(中位數),658898,475938,657759,464878,690536,755098,823443,696345,716455,Disposable income(median)
消費支出,634477,881160,679115,661011,599673,635603,651884,Consumption expenditures,,消費支出,597232,576707,516289,508464,466561,479872,441530,534656,Consumption expenditures,,消費支出,512533,435001,621798,365415,620024,682802,720122,617619,624345,Consumption expenditures
儲蓄,228951,310089,234131,208127,185633,272130,270947,Saving,,儲蓄,229342,171633,237431,234910,197408,157387,222103,214613,Saving,,儲蓄,243789,135895,141258,150892,208735,235411,215653,208910,195553,Saving
所得總額,1097363,1489749,1168290,1139925,1017607,1142724,1137031,Current receipts,,所得總額,1037005,966910,919120,921328,819890,794393,825017,958279,Current receipts,,所得總額,955003,729052,956988,668876,1062574,1203500,1195049,1078880,1054698,Current receipts
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
