L0993年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2004",,93年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2004",,93年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2004"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 93 年,,,,,2 0 0 4,,,,,民 國 93 年,,,,,2 0 0 4,,,,,,民 國 93 年,,,,,,2 0 0 4,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(16)冷暖氣機,85.71,93.65,91.3,93.15,81.72,90.92,83.03,(16)Air conditioner,,(16)冷暖氣機,72.37,76.599999999999994,86.51,55.71,76.73,66.66,77.430000000000007,84.46,(16)Air conditioner,,(16)冷暖氣機,82.51,57.78,69.2,77.739999999999995,91.64,91.71,86,83.77,88.56,(16)Air conditioner
(17)除濕機,26.83,48.22,9.68,38.46,40.15,53.33,44.72,(17)Dehumidifier,,(17)除濕機,22.62,15.56,10.33,16.440000000000001,7.91,5.89,6.87,3.32,(17)Dehumidifier,,(17)除濕機,4.6500000000000004,11.15,18.87,15.59,61.78,50.99,18.54,14.44,11.48,(17)Dehumidifier
(18)洗衣機,96.91,97.89,96.8,98.75,97.46,97.49,96.82,(18)Washing machine,,(18)洗衣機,92.59,98.25,96.84,94.06,95.23,90.99,95.3,95.47,(18)Washing machine,,(18)洗衣機,96.7,91.74,92.02,94.95,98.96,96.14,97.46,95.5,98.02,(18)Washing machine
(19)烘衣機,19.399999999999999,27.95,3.99,25.43,33.28,39.46,43.72,(19)Drier,,(19)烘衣機,31.9,18.440000000000001,12.06,17.489999999999998,7.98,4.07,5.07,3.77,(19)Drier,,(19)烘衣機,3.92,5.01,16.07,2.46,36.36,38.31,15.77,14.23,5.91,(19)Drier
(20)空氣清淨機,11.55,19.34,8.4700000000000006,15.8,2.89,15.14,13.68,(20)Air-clean machine,,(20)空氣清淨機,7.2,10.47,6.64,5.33,4.9800000000000004,2.0699999999999998,6.75,8.49,(20)Air-clean machine,,(20)空氣清淨機,3.16,4.63,4.55,5.03,10.75,16.12,15.16,9.98,10.63,(20)Air-clean machine
(21)濾水器,35.869999999999997,35.880000000000003,36.83,43.24,9.33,56.87,45.49,(21)Water filter machine,,(21)濾水器,31.1,40.06,23.02,18.95,26.32,27.03,27.23,22.59,(21)Water filter machine,,(21)濾水器,18.47,16.32,26.73,6.96,28.43,57.87,48.72,37.119999999999997,37.270000000000003,(21)Water filter machine
(22)吸塵器,44.64,56.98,41.1,52.38,33.97,49.02,57.79,(22)Vacuum cleaner,,(22)吸塵器,39.71,46.42,37.340000000000003,37.51,26.57,22.13,31.91,34.18,(22)Vacuum cleaner,,(22)吸塵器,32.57,25.99,38.43,24.9,40.42,59.69,57.53,37.82,38.869999999999997,(22)Vacuum cleaner
(23)熱水器,96.69,97.1,97.05,99.32,96.3,97.81,96.61,(23)Geyser,,(23)熱水器,96.54,98.93,94.92,95.66,95.6,94.17,91.02,90.6,(23)Geyser,,(23)熱水器,98.51,88.65,91.11,95.91,99.73,97.28,98.05,97.6,97.44,(23)Geyser
(24)開飲機,59.1,46.25,49.14,66.77,64.319999999999993,73.14,67.790000000000006,(24)Hot-warm water fountain,,(24)開飲機,66.92,64.28,62.43,52.69,62.97,45.36,52.66,59.61,(24)Hot-warm water fountain,,(24)開飲機,76.3,69.400000000000006,63.43,73.459999999999994,59.95,54.16,54.71,45.08,38.22,(24)Hot-warm water fountain
(25)微波爐,45,58,40.61,55.4,30.55,51.61,57.19,(25)Microwave oven,,(25)微波爐,38.26,42.08,37.97,39.369999999999997,31.87,24.43,26.22,27.26,(25)Microwave oven,,(25)微波爐,42.96,17.760000000000002,24.68,34.44,40.270000000000003,60.5,57.08,42.11,42.59,(25)Microwave oven
(26)報紙,33.630000000000003,40.340000000000003,34.89,34.130000000000003,23.61,34.69,38.89,(26)Newspaper,,(26)報紙,31.94,39.06,34.049999999999997,31.6,25.81,24.69,32.409999999999997,24.9,(26)Newspaper,,(26)報紙,31.67,24.76,26.5,21.95,19.690000000000001,32.200000000000003,34.85,37.46,39.630000000000003,(26)Newspaper
(27)期刊雜誌,12.92,15.46,11.88,18.95,7.8,21.19,8.84,(27)Magazine,,(27)期刊雜誌,9.65,10.75,8.1,7.97,5.29,3.89,9.5399999999999991,7.07,(27)Magazine,,(27)期刊雜誌,5.57,8.91,9.44,6.94,3.69,22.17,13.46,15.53,13.89,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,150.28,151.41,144.24,145.97,154.08000000000001,154.69,177.28,(1)Color TV,,(1)彩色電視機,161.13,164.8,153.94999999999999,151.41999999999999,132.9,134.94,145.5,152.30000000000001,(1)Color TV,,(1)彩色電視機,133.61000000000001,132.25,150.97,145.5,161.38999999999999,174.92,155.32,130.97,149.97999999999999,(1)Color TV
(2)數位影音光碟機,50.57,69.290000000000006,47.46,59.1,39.520000000000003,63.19,58.23,(2)DVD player,,(2)數位影音光碟機,43.02,45.32,41.39,44.59,24.42,26.16,35.74,31.86,(2)DVD player,,(2)數位影音光碟機,41.29,27.52,32.6,31.93,53.6,74.33,57.83,43.41,43.09,(2)DVD player
(3)攝影機,10.74,19.989999999999998,8.32,13.42,5.79,13.44,12.57,(3)Movies camera,,(3)攝影機,6.28,8.4499999999999993,5.64,6.29,3.62,4.1900000000000004,7.82,3.87,(3)Movies camera,,(3)攝影機,4.9000000000000004,6.94,8.8800000000000008,3.96,8.1199999999999992,15.74,13.23,7.62,11.28,(3)Movies camera
(4)音響,54.19,67.62,50.05,62.85,38.97,63.88,63.47,(4)Stereo,,(4)音響,41.9,53,43.3,52.49,38.049999999999997,27.86,45.12,40.82,(4)Stereo,,(4)音響,43.24,46.4,44.52,41.2,47.49,57.82,64.349999999999994,53.87,49.99,(4)Stereo
(5)鋼琴(含電子琴),11.29,19.760000000000002,14.22,8.4600000000000009,6.02,10.51,13.6,(5)Piano,,(5)鋼琴(含電子琴),9.0299999999999994,11.25,8.4600000000000009,12.01,7.11,5.51,8.0299999999999994,8.0399999999999991,(5)Piano,,(5)鋼琴(含電子琴),7.78,9.2899999999999991,8.59,5.97,9.85,19.21,15.61,13.54,9.32,(5)Piano
(6)數位相機,32.46,50.68,25.67,41.85,15.83,41.78,38.950000000000003,(6)Digital camera,,(6)數位相機,19.329999999999998,27.91,24.3,21.69,15.84,10.84,18.54,21.58,(6)Digital camera,,(6)數位相機,23.99,15.12,20.91,17.93,34.020000000000003,34.869999999999997,39.92,23.05,28.04,(6)Digital camera
(7)錄放影機,26.17,42.82,16.399999999999999,30.59,13.29,28.22,21.25,(7)Video tape recorder,,(7)錄放影機,27.23,22.84,20.49,24.62,15.29,12.85,19.03,18.02,(7)Video tape recorder,,(7)錄放影機,19.09,18.989999999999998,26.26,11.54,19.850000000000001,24.14,37.06,20.27,25.84,(7)Video tape recorder
(8)有線電視頻道設備,78.59,87.3,89.82,87.92,60.21,85.76,74.36,(8)Cable TV,,(8)有線電視頻道設備,78.13,69.87,64.23,69.31,58.35,49.44,64.12,79.87,(8)Cable TV,,(8)有線電視頻道設備,57.53,60.03,55.26,79.010000000000005,93.38,87.69,83.15,85.62,83.08,(8)Cable TV
(9)家用電腦,74.989999999999995,95.76,74.92,82.94,56.1,87.01,87.94,(9)Personal computer,,(9)家用電腦,56.79,76.13,68.010000000000005,54.79,41.55,45.59,62.1,63.71,(9)Personal computer,,(9)家用電腦,52.15,44.79,50.37,50.83,75.89,95.67,86.99,53.71,77.41,(9)Personal computer
(10)電話機,120.21,140.01,116.54,129.36000000000001,114.18,119.52,125.99,(10)Telephone,,(10)電話機,118.11,117.32,113.27,110.53,107.72,110.67,112.75,108.48,(10)Telephone,,(10)電話機,100.38,104.63,107.57,108.49,112.63,137.62,116.29,107.16,116.59,(10)Telephone
(11)行動電話,196.06,212.42,196.53,215.58,170.82,220.91,227.38,(11)Cell phone,,(11)行動電話,181.08,211.58,187.79,174.55,149.31,144.35,171.06,180.87,(11)Cell phone,,(11)行動電話,156.68,123.76,150.33000000000001,153.97999999999999,209.79,221.25,201.51,162.24,191.48,(11)Cell phone
(12)汽車,68.680000000000007,54.09,62.04,55.99,60.44,92.02,111.74,(12)Sedan vehicle,,(12)汽車,83.65,88.18,81.77,84.98,64.650000000000006,62.6,72.37,68.239999999999995,(12)Sedan vehicle,,(12)汽車,59.31,50.94,67.39,40.68,41.93,81.349999999999994,83.48,64.510000000000005,71.09,(12)Sedan vehicle
(13)機車,134.4,83.22,163.93,129.22999999999999,135.61000000000001,137.28,138.53,(13)Motorcycle,,(13)機車,126.92,155.93,161.82,121.01,124.82,130.68,147.82,161.91,(13)Motorcycle,,(13)機車,158.41999999999999,115.39,109.54,126.45,87.02,154.36000000000001,133.80000000000001,140.69,173.73,(13)Motorcycle
(14)電磁爐,45.32,56.58,31.28,67.510000000000005,30.82,54.63,41.32,(14)Electro-magnetic oven,,(14)電磁爐,31.38,42.71,40.630000000000003,31.55,34.409999999999997,20.440000000000001,31.38,29.92,(14)Electro-magnetic oven,,(14)電磁爐,25.03,24.6,25.54,19.440000000000001,55.53,51.69,53.52,46.9,28.59,(14)Electro-magnetic oven
(15)冷暖氣機,181.04,216.74,201,190.62,150.76,201.35,181.26,(15)Air conditioner,,(15)冷暖氣機,161.77000000000001,149.36000000000001,176.52,106.8,144.72999999999999,120.83,163.5,176.21,(15)Air conditioner,,(15)冷暖氣機,163.66,113.08,141.37,151.79,176.37,216.22,191.65,180.49,180.98,(15)Air conditioner
(16)除濕機,30.36,56.25,10.41,40.92,47.05,60.88,53.33,(16)Dehumidifier,,(16)除濕機,26.32,17.02,11.88,17.420000000000002,9.1999999999999993,6.57,7.68,3.45,(16)Dehumidifier,,(16)除濕機,5.0199999999999996,13.03,20.28,16.07,81.61,61.66,20.34,15.14,12.48,(16)Dehumidifier
(17)洗衣機,98.66,99.4,98.59,99.44,100.28,99.52,98.62,(17)Washing machine,,(17)洗衣機,93.59,100.13,99.88,95.37,97.6,92.7,96.57,97.63,(17)Washing machine,,(17)洗衣機,99.05,94.77,95.49,97.92,100.69,101.01,99.83,95.84,99.22,(17)Washing machine
(18)烘衣機,19.489999999999998,28.05,3.99,25.56,33.28,39.46,44.34,(18)Drier,,(18)烘衣機,31.9,18.440000000000001,12.06,17.489999999999998,7.98,4.07,5.21,3.77,(18)Drier,,(18)烘衣機,3.92,5.01,16.07,2.46,36.36,39.729999999999997,15.96,14.23,5.91,(18)Drier
(19)空氣清淨機,12.61,21.73,8.93,16.07,2.89,16.32,16.54,(19)Air-clean machine,,(19)空氣清淨機,7.53,11.65,7.52,5.64,5.48,4.1100000000000003,8.0299999999999994,9.93,(19)Air-clean machine,,(19)空氣清淨機,3.16,5.0199999999999996,4.83,6,12.25,19.670000000000002,16.96,10.33,10.84,(19)Air-clean machine
(20)濾水器,36.33,36.44,36.96,43.68,9.61,57.48,46.98,(20)Water filter machine,,(20)濾水器,31.1,40.869999999999997,23.02,19.600000000000001,26.32,27.37,27.23,22.73,(20)Water filter machine,,(20)濾水器,18.47,17.09,27.29,6.96,28.72,59.46,50.18,37.46,37.86,(20)Water filter machine
(21)吸塵器,46.67,59.68,42.36,53.41,36,51.2,62.61,(21)Vacuum cleaner,,(21)吸塵器,42.75,49.09,38.76,39.18,27.64,22.81,33.520000000000003,35.78,(21)Vacuum cleaner,,(21)吸塵器,33.01,30.22,41.01,25.39,44.36,69.569999999999993,60.42,39.54,40.659999999999997,(21)Vacuum cleaner
(22)熱水器,103.68,100.39,99.77,101.33,111.01,110.93,120.68,(22)Geyser,,(22)熱水器,132.57,108.41,104.76,102.56,102.15,101.91,94.77,93.9,(22)Geyser,,(22)熱水器,103.78,95.89,100.78,101.38,104.46,121.16,106.87,104.23,100.22,(22)Geyser
(23)開飲機,61.12,47.46,50.47,67.7,68.34,76.17,73.89,(23)Hot-warm water fountain,,(23)開飲機,71.72,68.010000000000005,65.64,54.76,64.88,47.36,54.1,61.04,(23)Hot-warm water fountain,,(23)開飲機,77.7,72.09,65.7,75.45,60.98,58.6,57.03,46.8,39.590000000000003,(23)Hot-warm water fountain
(24)微波爐,45.51,59.19,40.81,55.72,30.83,52.1,57.46,(24)Microwave oven,,(24)微波爐,38.6,42.35,38.83,39.369999999999997,32.74,24.78,26.38,27.71,(24)Microwave oven,,(24)微波爐,42.96,17.760000000000002,25.26,35.92,40.270000000000003,61.75,58.27,42.11,42.79,(24)Microwave oven
(25)報紙,35.44,44.91,37.22,34.75,25.04,36.130000000000003,39.18,(25)Newspaper,,(25)報紙,32.61,40.409999999999997,34.729999999999997,32.25,26.83,25.75,34.07,26.75,(25)Newspaper,,(25)報紙,31.9,24.76,29.41,23.94,25.29,35.19,35.770000000000003,39.86,43,(25)Newspaper
(26)期刊雜誌,15.62,22.13,15.96,19.989999999999998,8.9499999999999993,22.89,9.99,(26)Magazine,,(26)期刊雜誌,11.01,12.7,10.18,10.86,6.03,3.89,10.52,8.7899999999999991,(26)Magazine,,(26)期刊雜誌,6.42,14.75,12.04,8.4700000000000006,3.69,30.17,17.38,19.670000000000002,19.18,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
