appleL02104年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2015",,104年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2015",,104年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2015"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 104 年,,,,單位：元,2 0 1 5 Unit:NT$,,,,,民 國 104 年,,,,單位：元,2 0 1 5 Unit:NT$,,,,,民 國 104 年,,,,單位：元,2 0 1 5 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,8386495,1503844,1041379,742046,920195,670228,1069177,No. of households,,家庭戶數,163974,181120,183736,380058,176609,238079,181653,No. of households,,家庭戶數,283712,82246,124617,37981,150947,156266,98628,No. of households
平均每戶人數,3.1,3.14,3.08,3.45,3.11,3.11,2.96,No. of persons per household,,平均每戶人數,3.23,3.31,3.15,3.15,3.01,2.9,3.09,No. of persons per household,,平均每戶人數,2.91,2.5299999999999998,2.71,2.5499999999999998,2.84,3.33,3.09,No. of persons per household
平均每戶成年人數,2.5299999999999998,2.58,2.6,2.69,2.54,2.52,2.46,No. of adults per household,,平均每戶成年人數,2.56,2.5099999999999998,2.52,2.59,2.4700000000000002,2.41,2.46,No. of adults per household,,平均每戶成年人數,2.37,1.98,2.25,2.16,2.4,2.58,2.4500000000000002,No. of adults per household
平均每戶就業人數,1.43,1.44,1.31,1.6,1.46,1.52,1.4,No. of persons employed per household,,平均每戶就業人數,1.46,1.49,1.35,1.56,1.43,1.41,1.42,No. of persons employed per household,,平均每戶就業人數,1.39,1.1200000000000001,1.1100000000000001,0.96,1.25,1.39,1.27,No. of persons employed per household
平均每戶所得收入者人數,1.72,1.76,1.76,1.87,1.7,1.75,1.71,No. of income recipients per household,,平均每戶所得收入者人數,1.79,1.73,1.69,1.74,1.63,1.56,1.63,No. of income recipients per household,,平均每戶所得收入者人數,1.56,1.4,1.53,1.5,1.65,1.8,1.61,No. of income recipients per household
一、所得收入總計,1167284,1171978,1581899,1307158,1169183,1007093,1145895,A.Total receipts,,一、所得收入總計,1160320,1283995,1008241,926717,878760,876670,890742,A.Total receipts,,一、所得收入總計,869818,746981,924706,792696,1072433,1427572,1106004,A.Total receipts
1.受僱人員報酬,665122,725882,939801,799868,609314,588676,646214,1.Compensation of employees,,1.受僱人員報酬,580984,837035,604516,472568,391741,378105,416296,1.Compensation of employees,,1.受僱人員報酬,442361,325517,435198,364213,615080,836135,525517,1.Compensation of employees
(1)本業薪資,493144,557745,661129,602503,467172,435609,478272,(1)Full time payroll,,(1)本業薪資,427631,598703,438542,362228,285631,274085,307789,(1)Full time payroll,,(1)本業薪資,339572,252050,296688,267907,465080,577304,356549,(1)Full time payroll
