L0983年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1994",,83年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1994",,83年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1994"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 83 年,,,,,1 9 9 4,,,,,民 國 83 年,,,,,1 9 9 4,,,,,,民 國 83 年,,,,,,1 9 9 4,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(3)無停車位,60.64,82.17,81.900000000000006,78.650000000000006,45.41,53.39,42.4,(3)None,,(3)無停車位,43.34,65.38,46.54,39.090000000000003,31.63,33.07,35.270000000000003,53.8,(3)None,,(3)無停車位,28.7,39.270000000000003,36.18,20.53,81.02,59.54,54.92,54.64,63.21,(3)None
6.每戶建坪平均數(坪),36.770000000000003,30.51,35.51,31.03,39.479999999999997,41.88,49.19,6.Space per household average (pin),,6.每戶建坪平均數(坪),42.55,44.65,42.84,41.73,35.69,34.619999999999997,39.99,39.44,6.Space per household average (pin),,6.每戶建坪平均數(坪),40.75,32.619999999999997,36.909999999999997,32.54,28.54,42.32,38.24,40.32,36.18,6.Space per household average (pin)
7.每戶建坪中位數(坪),32,30,32,29,36,36,44,7.Space per household median (pin),,7.每戶建坪中位數(坪),40,40,37,40,30,30,36,36,7.Space per household median (pin),,7.每戶建坪中位數(坪),40,30,35,32,27,36,33,36,33,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.36,99.84,99.83,99.79,99.12,99.48,98.7,(1)Color TV,,(1)彩色電視機,98.43,100,99.32,98.37,98.6,98.19,99.43,99.07,(1)Color TV,,(1)彩色電視機,99.17,97.11,99,98.08,99.07,98.54,99.14,99.04,98.97,(1)Color TV
(2)碟影機,4.0199999999999996,9.5299999999999994,4.3600000000000003,3.87,1.43,3.64,2.16,(2)Laser-disk player,,(2)碟影機,2.2999999999999998,3.62,2.46,2.1800000000000002,1.04,0,1.61,1.46,(2)Laser-disk player,,(2)碟影機,0.72,2.46,3.8,0,5.48,8.77,4.09,3.81,3.94,(2)Laser-disk player
(3)攝影機,5.64,14.18,6.85,5.96,3.49,4.92,3.19,(3)Movies camera,,(3)攝影機,2.02,4.49,2.57,1.95,1.21,0.91,2.67,1.87,(3)Movies camera,,(3)攝影機,1.35,2.93,3.46,0,4.26,6.58,6.92,4.25,4.74,(3)Movies camera
(4)音響,37.96,49.12,40.14,39.53,23.44,39.340000000000003,41.89,(4)Stereo,,(4)音響,34.409999999999997,42.62,28.57,30.32,19.89,39.26,29.9,30.04,(4)Stereo,,(4)音響,36.46,26.98,42.21,28.49,37.67,43.8,40.19,37.96,34.94,(4)Stereo
(5)收錄音機,73.64,85.58,81.77,75.09,61.49,76.13,72.69,(5)Radio and recorder,,(5)收錄音機,63.42,78.34,63.27,58.85,53.43,62.07,66.28,72.739999999999995,(5)Radio and recorder,,(5)收錄音機,72.540000000000006,45.89,53.63,65.33,72.53,80.89,76.62,73.709999999999994,79.44,(5)Radio and recorder
(6)鋼琴(含電子琴),11.37,24.54,16.68,8.35,8.59,6.99,11.03,(6)Piano,,(6)鋼琴(含電子琴),6.33,10.25,5.77,4.33,2.83,2.11,5.82,9.06,(6)Piano,,(6)鋼琴(含電子琴),8.91,7.93,11.29,10.95,8.3800000000000008,14.04,14.96,12.64,11.96,(6)Piano
(7)照相機,58.66,81.7,62.81,65.3,41.19,62.91,61.5,(7)Camera,,(7)照相機,44.68,66.52,45.39,35.79,24.61,26.33,40.54,49.04,(7)Camera,,(7)照相機,52.53,22.58,50.57,59.15,49.52,73.59,63.21,64.28,61.39,(7)Camera
(8)電視遊樂器,16.739999999999998,28.16,19.02,20.64,9.8699999999999992,16.899999999999999,15.65,(8)Video game,,(8)電視遊樂器,11.4,16.09,8.9499999999999993,6.53,5.19,6.18,9.02,12.42,(8)Video game,,(8)電視遊樂器,8.82,7.99,15.19,11.08,19.329999999999998,21.68,16.36,18.84,17.760000000000002,(8)Video game
(9)錄放影機,66.400000000000006,79.87,72.38,75.09,56.78,74.14,68.56,(9)Video tape recorder,,(9)錄放影機,59.35,63.12,53.46,56.31,43.61,54.39,49.06,54.49,(9)Video tape recorder,,(9)錄放影機,58.25,52.8,68.84,70.73,68.86,71.75,64.23,76.489999999999995,62.67,(9)Video tape recorder
(10)有線電視頻道設備,43.37,50.57,63.86,43.03,41.84,32.97,35.64,(10)Cable TV,,(10)有線電視頻道設備,60.54,46.08,33.32,55.76,14.72,27,34.450000000000003,35.130000000000003,(10)Cable TV,,(10)有線電視頻道設備,35.44,10.68,35.99,27.23,40.96,60.02,42.42,71.59,60.48,(10)Cable TV
(11)家用電腦,15.29,33.090000000000003,15.83,19.149999999999999,11.16,12.87,16.37,(11)Personal computer,,(11)家用電腦,5.86,12.39,7.47,5.35,2.82,2.16,7.02,5.98,(11)Personal computer,,(11)家用電腦,5.39,7.35,10.94,3.97,15.2,24.09,18.899999999999999,16.89,12.29,(11)Personal computer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
83年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1994",,83年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1994",,83年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1994"
,,,,,,,,,,,,,,,,,,,,,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 83 年,,,,,1 9 9 4,,,,,民 國 83 年,,,,,1 9 9 4,,,,,,民 國 83 年,,,,,,1 9 9 4,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(12)電話機,96.53,98.08,97.65,98.42,94.74,95.91,94.67,(12)Telephone,,(12)電話機,94.92,97.47,93.06,94.66,95.05,92.77,95.2,95.66,(12)Telephone,,(12)電話機,94.08,90.92,95.48,91.18,97.45,97.44,98.61,98.12,96.85,(12)Telephone
(13)汽車,45.54,49.99,48.46,41.28,40.1,53.31,59.1,(13)Sedan vehicle,,(13)汽車,47.17,57.11,41.57,45.66,32.6,35.340000000000003,41.79,43.19,(13)Sedan vehicle,,(13)汽車,44.76,26.11,42.72,15.54,23.33,53.16,56.17,43.14,44.18,(13)Sedan vehicle
(14)機車,80.78,58.35,89.66,73.53,81.89,84.88,81.67,(14)Motor bicycle,,(14)機車,82.51,93.07,89.91,84.99,84.65,83.37,90.73,89.74,(14)Motor bicycle,,(14)機車,93.63,84.61,91.37,70.48,60.94,85.41,83.7,91.28,91.46,(14)Motor bicycle
(15)電冰箱,99.14,99.52,99.25,99.58,98.38,98.95,98.7,(15)Refrigerator,,(15)電冰箱,98.4,99.51,98.86,97.44,98.76,99.07,99.55,99.08,(15)Refrigerator,,(15)電冰箱,98.56,97,99.32,98.08,99.69,99.27,99.14,99.53,98.62,(15)Refrigerator
(16)冷暖氣機,64.010000000000005,88.11,77.48,73.849999999999994,50.83,59.79,54.03,(16)Air conditioner,,(16)冷暖氣機,39.880000000000003,51.32,48.98,24.02,36.67,42.54,51.68,65.23,(16)Air conditioner,,(16)冷暖氣機,53.09,27.82,55.84,47.31,61.76,75.23,66.12,63.65,74.599999999999994,(16)Air conditioner
(17)除濕機,14.87,39.729999999999997,3.65,20.22,19.87,22.86,22.08,(17)Dehumidifier,,(17)除濕機,10.48,4.78,1.92,2.39,0.92,1.48,1.72,0.94,(17)Dehumidifier,,(17)除濕機,0.28999999999999998,1.47,11.63,9.6,44.09,39.1,9.19,4.71,4.75,(17)Dehumidifier
(18)洗衣機,92.31,97.48,93.86,95.76,88.36,91.73,85.5,(18)Washing machine,,(18)洗衣機,78.239999999999995,92.2,89.65,84.72,84.8,89.64,88.08,91.6,(18)Washing machine,,(18)洗衣機,94.25,79.94,91.62,84.71,93.63,90.11,92.1,96.25,94.35,(18)Washing machine
(19)烘衣機,17.55,36.92,3.6,21.55,29.22,33.61,32.869999999999997,(19)Drier,,(19)烘衣機,20.16,10.55,7.77,7.5,1.79,7.77,7.93,4.53,(19)Drier,,(19)烘衣機,2.73,2.94,13.35,3.9,40.83,39.14,10.19,7.38,5.05,(19)Drier
(20)果菜(汁)機,42.46,58.76,50.88,38.81,37.57,39.94,43.63,(20)Mixer,,(20)果菜(汁)機,34.46,48.87,31.7,25.4,24.13,48.29,34.21,37.69,(20)Mixer,,(20)果菜(汁)機,41.23,20.93,35.29,29.77,35.97,47.91,43.24,46.7,45.31,(20)Mixer
(21)排油煙機,87.61,94.51,91.92,92.25,74.16,89.99,76.489999999999995,(21)Exhaust fan,,(21)排油煙機,74.86,92.93,83.21,71.91,74.260000000000005,76.7,85.02,88.86,(21)Exhaust fan,,(21)排油煙機,85.74,62.81,76.069999999999993,72.44,85.01,85.05,92.28,88.35,88.73,(21)Exhaust fan
(22)吸塵器,30.07,53.11,36.21,27.72,25.77,29.42,38.5,(22)Vacuum cleaner,,(22)吸塵器,22.15,28.04,18.48,20.07,13.9,11.14,16.32,20.260000000000002,(22)Vacuum cleaner,,(22)吸塵器,14.33,14.72,35.729999999999997,11.63,30.8,46.82,37.43,33.76,30.28,(22)Vacuum cleaner
(23)瓦斯熱水器,90.03,94.44,87.84,94.87,90.15,93.7,91.17,(23)Gas geyser,,(23)瓦斯熱水器,89.34,93.15,88.59,82.57,84.19,88.13,85.34,81.319999999999993,(23)Gas geyser,,(23)瓦斯熱水器,84.29,74.84,82.73,81.53,93.97,92.73,92.43,86.35,86.98,(23)Gas geyser
(24)電熱水器,7.22,8.2899999999999991,6.68,4.8499999999999996,7.94,8.1999999999999993,6.68,(24)Electric geyser,,(24)電熱水器,10.15,8.19,8.92,5.03,7.62,5.48,7.67,7.75,(24)Electric geyser,,(24)電熱水器,5.86,7.9,6.76,12.03,0.96,5.57,6.76,12.17,11.2,(24)Electric geyser
(25)微波爐(含烤箱),29.49,54.8,31.04,30.34,24.01,24.65,24.57,(25)Oven,,(25)微波爐(含烤箱),13.63,29.01,17.78,14.04,11.65,6.48,17.399999999999999,22.67,(25)Oven,,(25)微波爐(含烤箱),12.83,10.220000000000001,22.88,21.2,34.31,50.95,40.96,34.67,30.59,(25)Oven
(26)報紙,58.87,68.09,62.4,63.35,48.56,61.66,62.9,(26)Newspaper,,(26)報紙,53.15,66.05,52.62,43.37,35.5,37.39,61.14,51.57,(26)Newspaper,,(26)報紙,55.43,41.24,44.4,41.91,44.23,63.37,63.3,60.14,65.39,(26)Newspaper
(27)期刊雜誌,12.46,21.73,15.27,11.58,9.06,14.03,7.82,(27)Magazine,,(27)期刊雜誌,9.08,12.66,7.43,5.81,4.8099999999999996,2.83,9.2100000000000009,9.17,(27)Magazine,,(27)期刊雜誌,7.34,3.92,15.54,13.22,11.89,16.11,13.56,26.23,9.5,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,125.45,138.83000000000001,122.04,123.13,137,131.12,135.09,(1)Color TV,,(1)彩色電視機,121.45,126.95,117.09,117.45,108.65,108.35,119.49,118,(1)Color TV,,(1)彩色電視機,s,109.74,135.4,117.09,125.96,149.02000000000001,126.68,124.89,126.2,(1)Color TV
(2)碟影機,4.12,9.81,4.45,4.12,1.43,3.64,2.16,(2)Laser-disk player,,(2)碟影機,2.2999999999999998,3.62,2.58,2.1800000000000002,1.04,0,1.61,1.46,(2)Laser-disk player,,(2)碟影機,0.72,2.46,3.8,0,5.48,9.51,4.09,3.81,3.94,(2)Laser-disk player
(3)攝影機,5.85,14.79,7.09,6.15,3.49,5.16,3.19,(3)Movies camera,,(3)攝影機,2.02,4.49,2.69,1.95,1.21,0.91,2.67,1.97,(3)Movies camera,,(3)攝影機,1.35,2.93,3.46,0,4.66,6.58,7.57,4.25,4.9000000000000004,(3)Movies camera
(4)音響,39.72,52.28,42.16,41.93,24.3,41.5,44.03,(4)Stereo,,(4)音響,35.21,44.38,29.47,30.32,20.25,39.26,30.13,31.09,(4)Stereo,,(4)音響,37.18,27.47,43.59,30.27,39.53,48.93,41.68,39.369999999999997,36.450000000000003,(4)Stereo
(5)收錄音機,89.7,122.53,96.45,86.59,75.55,88.49,80.819999999999993,(5)Radio and recorder,,(5)收錄音機,76.7,95,70.709999999999994,62.66,56.08,63.77,75.599999999999994,80.540000000000006,(5)Radio and recorder,,(5)收錄音機,84.62,50.36,69.739999999999995,76.489999999999995,94.56,114.7,94.51,91.93,104.22,(5)Radio and recorder
(6)鋼琴(含電子琴),11.66,25.22,17.27,8.5500000000000007,8.59,6.99,11.39,(6)Piano,,(6)鋼琴(含電子琴),6.33,10.54,6.12,4.33,2.83,2.11,5.82,9.17,(6)Piano,,(6)鋼琴(含電子琴),9.48,7.93,11.64,10.95,8.3800000000000008,15.16,15.5,12.64,12.12,(6)Piano
(7)照相機,65.78,100.47,70.069999999999993,70.64,47.57,69.27,65.73,(7)Camera,,(7)照相機,52.52,72.39,49.53,36.99,24.96,26.78,42.61,51.76,(7)Camera,,(7)照相機,56.26,25.05,56.78,64.36,54.53,89.32,71.400000000000006,71.34,67.45,(7)Camera
(8)電視遊樂器,17.77,30.72,20.22,21.84,10.45,17.489999999999998,16.010000000000002,(8)Video game,,(8)電視遊樂器,11.89,16.98,9.18,6.53,5.54,6.41,9.02,12.74,(8)Video game,,(8)電視遊樂器,9.42,8.49,16.59,13.74,21.95,23.87,17.04,19.309999999999999,18.59,(8)Video game
(9)錄放影機,69.680000000000007,87.58,74.900000000000006,78.45,61.16,77.06,72.459999999999994,(9)Video tape recorder,,(9)錄放影機,62.91,65.959999999999994,54.72,58.02,44.34,55.34,49.86,55.52,(9)Video tape recorder,,(9)錄放影機,59.37,54.28,72.64,72.099999999999994,71.72,80.59,67.64,79.28,64.47,(9)Video tape recorder
(10)有線電視頻道設備,43.46,51.05,63.86,43.03,41.84,33.229999999999997,35.64,(10)Cable TV,,(10)有線電視頻道設備,60.54,46.08,33.32,55.76,14.72,27,34.450000000000003,35.130000000000003,(10)Cable TV,,(10)有線電視頻道設備,35.44,10.68,35.99,27.23,40.96,60.02,42.42,71.59,60.64,(10)Cable TV
(11)家用電腦,16.11,35.33,16.68,19.95,11.45,13.22,17.43,(11)Personal computer,,(11)家用電腦,6.35,12.97,7.69,5.35,2.82,2.16,7.25,6.39,(11)Personal computer,,(11)家用電腦,5.54,9.31,12.69,3.97,15.2,25.58,20.55,16.89,12.45,(11)Personal computer
(12)電話機,102.02,113.38,101.56,104.64,101.64,100.48,98.2,(12)Telephone,,(12)電話機,96.94,100.22,96.36,97.09,95.56,94.87,98.52,97.33,(12)Telephone,,(12)電話機,96.11,91.41,102.99,96.95,99.15,102.61,103,101.43,99.5,(12)Telephone
(13)汽車,48.79,53.06,51.01,43.51,44.01,57.89,67.2,(13)Sedan vehicle,,(13)汽車,53.37,62.36,43.86,48.07,34.200000000000003,37.72,44.2,46.4,(13)Sedan vehicle,,(13)汽車,47.04,27.04,45.86,15.54,24.92,60.84,62.85,46.89,46.18,(13)Sedan vehicle
(14)機車,126.85,74.42,154.21,101.88,141.68,124.71,135.74,(14)Motor bicycle,,(14)機車,134.34,150.69,150.47,136.76,119.6,134.54,148.5,153.61000000000001,(14)Motor bicycle,,(14)機車,172.32,128.16,146.11000000000001,107.33,80.53,156.13999999999999,135.19999999999999,161.51,170.63,(14)Motor bicycle
(15)電冰箱,103.95,106.68,103.26,103.33,105.89,104.09,106.77,(15)Refrigerator,,(15)電冰箱,104.21,104,103.55,100.35,100.49,100.95,102.11,101.47,(15)Refrigerator,,(15)電冰箱,104.44,98.45,106.51,107.61,103.22,114.65,105.28,103.73,102.19,(15)Refrigerator
(16)冷暖氣機,102.31,176.08,135.55000000000001,107.25,79.760000000000005,83.15,73.91,(16)Air conditioner,,(16)冷暖氣機,53.87,71.27,70.78,31.16,49.51,54.06,72.63,93.13,(16)Air conditioner,,(16)冷暖氣機,81.55,48,87.5,78.2,83.31,138.16,106.4,97.75,119.19,(16)Air conditioner
