appleL12106年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2017",,106年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2017",,106年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2017"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 106 年,,,,單位：元,2 0 1 7 Unit:NT$,,,,,民 國 106 年,,,,單位：元,2 0 1 7 Unit:NT$,,,,,民 國 106 年,,,,單位：元,2 0 1 7 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
所得收入者人數,14973175,2822444,1865336,1468402,1642354,1183048,1922546,No. of income recipients,,所得收入者人數,271653,341225,315563,660870,285299,377631,300805,No. of income recipients,,所得收入者人數,463749,120862,180535,57327,252061,278580,162886,No. of income recipients
一、所得收入總計,654836,645457,880960,660017,669978,575528,619097,A.Total receipts,,一、所得收入總計,621244,853153,559670,512473,501408,489515,487586,A.Total receipts,,一、所得收入總計,540774,559862,579256,533221,612649,868021,612160,A.Total receipts
1.受僱人員報酬,395728,415775,542953,444452,375150,337968,371532,1.Compensation of employees,,1.受僱人員報酬,321589,592312,332108,285727,243311,220768,231585,1.Compensation of employees,,1.受僱人員報酬,304543,265787,290023,283119,383375,549460,361865,1.Compensation of employees
(1)本業薪資,295789,325781,393979,333129,284212,251416,278536,(1)Full time payroll,,(1)本業薪資,228898,389290,249390,222605,184972,158062,178907,(1)Full time payroll,,(1)本業薪資,229776,179886,196732,216637,292382,382866,257385,(1)Full time payroll
(2)兼業薪資,23060,13088,33520,17878,23132,25772,26242,(2)Part time payroll,,(2)兼業薪資,32525,25374,19568,18121,19207,27129,16806,(2)Part time payroll,,(2)兼業薪資,23810,36967,45675,20989,23089,27406,35582,(2)Part time payroll
(3)其他收入,76879,76905,115454,93446,67806,60779,66754,(3)Other receipts or subsidies,,(3)其他收入,60167,177649,63151,45002,39133,35578,35872,(3)Other receipts or subsidies,,(3)其他收入,50957,48934,47616,45493,67903,139189,68898,(3)Other receipts or subsidies
