黃麗妃L08105年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 105 年,,2 0 1 6,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8458223,5945613,2512610,Total
"未滿200,000元",83612,38667,44945,"Under NT$200,000"
"200,000～299,999",247382,112881,134501,"200,000～299,999"
"300,000～399,999",391417,200103,191314,"300,000～399,999"
"400,000～499,999",489703,275766,213938,"400,000～499,999"
"500,000～599,999",459358,276143,183216,"500,000～599,999"
"600,000～699,999",464419,294421,169998,"600,000～699,999"
"700,000～799,999",523713,328326,195387,"700,000～799,999"
"800,000～899,999",563041,383639,179402,"800,000～899,999"
"900,000～999,999",534607,372688,161919,"900,000～999,999"
"1,000,000～1,099,999",522791,378232,144559,"1,000,000～1,099,999"
"1,100,000～1,199,999",501412,381499,119914,"1,100,000～1,199,999"
"1,200,000～1,299,999",477596,373042,104554,"1,200,000～1,299,999"
"1,300,000～1,399,999",433614,342199,91415,"1,300,000～1,399,999"
"1,400,000～1,499,999",378561,295964,82596,"1,400,000～1,499,999"
"1,500,000～1,649,999",453259,355676,97583,"1,500,000～1,649,999"
"1,650,000～1,799,999",330114,255611,74503,"1,650,000～1,799,999"
"1,800,000～1,999,999",394712,316574,78138,"1,800,000～1,999,999"
"2,000,000～2,299,999",427500,338398,89101,"2,000,000～2,299,999"
"2,300,000～2,699,999",336954,264563,72391,"2,300,000～2,699,999"
"2,700,000～3,499,999",284515,230855,53661,"2,700,000～3,499,999"
"3,500,000元及以上",159942,130367,29575,"Above $3,500,000"
