appleL02103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,,,民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,,,民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,8290000,1486716,1031465,723763,904183,665443,1059475,No. of households,,家庭戶數,161730,176832,181983,377149,175808,237254,180933,No. of households,,家庭戶數,282596,81951,123835,37401,150053,153558,97872,No. of households
平均每戶人數,3.15,3.25,3.13,3.46,3.15,3.12,3.05,No. of persons per household,,平均每戶人數,3.17,3.49,3.39,3.31,3.03,2.85,2.77,No. of persons per household,,平均每戶人數,2.84,2.58,2.64,2.63,2.8,3.36,2.97,No. of persons per household
平均每戶成年人數,2.5499999999999998,2.65,2.59,2.67,2.52,2.56,2.4900000000000002,No. of adults per household,,平均每戶成年人數,2.5499999999999998,2.69,2.71,2.67,2.46,2.34,2.2599999999999998,No. of adults per household,,平均每戶成年人數,2.36,2.02,2.17,2.2000000000000002,2.42,2.57,2.42,No. of adults per household
平均每戶就業人數,1.45,1.51,1.34,1.65,1.47,1.53,1.44,No. of persons employed per household,,平均每戶就業人數,1.3,1.65,1.53,1.54,1.37,1.29,1.25,No. of persons employed per household,,平均每戶就業人數,1.35,1.17,1.08,1.04,1.1599999999999999,1.46,1.26,No. of persons employed per household
平均每戶所得收入者人數,1.71,1.79,1.7,1.88,1.7,1.72,1.7,No. of income recipients per household,,平均每戶所得收入者人數,1.67,1.87,1.78,1.66,1.57,1.54,1.52,No. of income recipients per household,,平均每戶所得收入者人數,1.48,1.41,1.46,1.46,1.61,1.83,1.65,No. of income recipients per household
一、所得收入總計,1157926,1146991,1575819,1327963,1152523,991990,1112287,A.Total receipts,,一、所得收入總計,1071335,1389453,1100084,940572,919551,865131,789406,A.Total receipts,,一、所得收入總計,832681,820549,860613,932694,957360,1576797,1157962,A.Total receipts
1.受僱人員報酬,667520,722263,966480,823372,624419,552431,636328,1.Compensation of employees,,1.受僱人員報酬,509652,897191,637282,493706,447894,369648,305507,1.Compensation of employees,,1.受僱人員報酬,409539,364445,427823,435852,530054,932041,595013,1.Compensation of employees
(1)本業薪資,493931,558661,700015,609414,470736,413648,464455,(1)Full time payroll,,(1)本業薪資,363678,634621,451881,374657,302662,267467,228098,(1)Full time payroll,,(1)本業薪資,303609,249133,302090,310719,399316,656047,404777,(1)Full time payroll
(2)兼業薪資,44037,25930,63545,39097,45614,38777,50309,(2)Part time payroll,,(2)兼業薪資,63181,45936,62531,29776,73251,31358,28133,(2)Part time payroll,,(2)兼業薪資,37452,56495,57342,43478,39303,61633,68067,(2)Part time payroll
(3)其他收入,129552,137672,202920,174861,108070,100006,121564,(3)Other receipts or subsidies,,(3)其他收入,82793,216635,122870,89273,71981,70823,49276,(3)Other receipts or subsidies,,(3)其他收入,68478,58817,68391,81655,91435,214361,122170,(3)Other receipts or subsidies
2.產業主所得,151601,114242,159504,157473,194478,152648,151115,2.Entrepreneurial income,,2.產業主所得,147878,168418,130717,165297,167353,163038,151256,2.Entrepreneurial income,,2.產業主所得,165950,179004,121136,178887,105862,132861,164097,2.Entrepreneurial income
3.財產所得收入,50945,35207,103796,42799,55895,32625,46486,3. Property income,,3.財產所得收入,52865,55727,40584,33693,32199,29847,38612,3. Property income,,3.財產所得收入,26351,36548,29819,24902,30597,153599,91805,3. Property income
4.自用住宅設算租金收入,69901,77842,106608,101336,66139,62274,52715,4.Imputed rent income,,4.自用住宅設算租金收入,62201,64542,54810,53909,36487,46414,36846,4.Imputed rent income,,4.自用住宅設算租金收入,36728,38775,50258,47356,44752,84856,63165,4.Imputed rent income
5.經常移轉收入,217829,197394,239317,202787,211506,191871,225467,5.Current transfer receipts,,5.經常移轉收入,298527,203028,236544,193841,235591,256030,257064,5.Current transfer receipts,,5.經常移轉收入,193848,201728,231574,245609,245946,273328,243766,5.Current transfer receipts
(1)從私人,63228,67879,90701,50306,68471,41852,61237,(1)From individuals,,(1)從私人,77685,40202,50043,45668,47015,69208,61475,(1)From individuals,,(1)從私人,53332,42317,59488,52345,77233,64711,75952,(1)From individuals
(2)從政府,48386,39448,45851,44832,41141,53171,48132,(2)From government,,(2)從政府,58443,47916,56203,50199,63186,67261,74700,(2)From government,,(2)從政府,59427,66200,50722,76105,44653,54379,52041,(2)From government
(3)社會保險受益,102305,88168,100055,99342,98362,95419,112224,(3)Benefit of social insurance,,(3)社會保險受益,146619,100582,124347,96249,121490,113771,118422,(3)Benefit of social insurance,,(3)社會保險受益,81040,91337,120858,113949,119874,140503,114561,(3)Benefit of social insurance
(4)從企業,2535,1128,632,3921,2304,1151,3408,(4)From enterprises,,(4)從企業,13709,9189,5004,522,1674,5790,2468,(4)From enterprises,,(4)從企業,49,1874,506,2201,3777,8661,1212,(4)From enterprises
(5)從國外,1374,771,2078,4385,1228,278,467,(5)From abroad,,(5)從國外,2071,5138,947,1201,2225,0,0,(5)From abroad,,(5)從國外,0,0,0,1009,408,5074,0,(5)From abroad
6.雜項收入,130,42,115,195,85,141,175,6.Miscellaneous receipts,,6.雜項收入,212,546,146,127,28,154,120,6.Miscellaneous receipts,,6.雜項收入,266,49,3,87,150,112,117,6.Miscellaneous receipts
二、非消費支出,201077,199321,283215,239095,196924,162033,194627,B.Nonconsumption expenditures,,二、非消費支出,168732,280511,186612,157112,136985,135095,121474,B.Nonconsumption expenditures,,二、非消費支出,133133,123009,145171,161318,153353,331197,199586,B.Nonconsumption expenditures
1.利息支出,11839,11651,18777,15189,12885,10677,12444,1.Interest,,1.利息支出,7398,22486,8030,4479,4934,2554,3142,1.Interest,,1.利息支出,2945,4949,11075,5480,6509,22569,9180,1.Interest
2.經常移轉支出,189238,187669,264438,223906,184038,151355,182184,2.Current transfer expenditures,,2.經常移轉支出,161334,258025,178582,152633,132051,132541,118332,2.Current transfer expenditures,,2.經常移轉支出,130189,118060,134096,155838,146844,308628,190406,2.Current transfer expenditures
(1)對私人,45272,41205,67125,50033,44395,27763,49480,(1)To private,,(1)對私人,46724,54275,43446,27528,30718,39878,29691,(1)To private,,(1)對私人,37683,28575,37426,59730,43240,65807,55460,(1)To private
(2)對政府,32093,25689,53812,38588,30998,24931,29554,(2)To government,,(2)對政府,23790,51905,30215,24124,23460,18585,15704,(2)To government,,(2)對政府,17987,17361,20096,17818,17832,92398,30364,(2)To government
(3)社會保險,109480,119740,138312,128765,107321,98364,101619,(3)Social insurance,,(3)社會保險,89864,139887,102704,99073,77538,74075,65857,(3)Social insurance,,(3)社會保險,74491,71534,76179,77359,85563,148489,104473,(3)Social insurance
(4)對國外,2393,1035,5189,6520,1325,297,1531,(4)To abroad,,(4)對國外,956,11958,2217,1908,335,3,7080,(4)To abroad,,(4)對國外,28,590,395,931,210,1934,109,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,第2表 平均每戶家庭收支按區域別分(續完),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,,,民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,,,民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,755169,760951,1014262,821381,786285,674797,722305,C.Consumption expenditures,,三、消費支出,738296,900922,649705,594464,561412,518443,567649,C.Consumption expenditures,,三、消費支出,547989,494037,547353,543641,692416,1036179,726313,C.Consumption expenditures
1.食品及非酒精飲料,110468,104093,144205,126349,106296,108452,104087,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,118521,105798,101441,101613,97113,77302,109097,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,81329,72627,83938,87624,123901,133084,110628,1.Food and non-alcoholic beverages
2.菸酒及檳榔,9377,8823,7566,11333,9572,7796,9053,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,10507,10916,12290,7840,10962,10128,11912,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,11237,14050,11383,9719,9150,10034,8751,"2.Tobacco,alcoholic beverages and betel nuts"
