L1195年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2006"
,,,,,,,
第10表家庭住宅及主要設備概況依可支配所得按戶數五等分位分,,,,Table 10. Household Housing and Household Facilities by Five Equal Divisions,,,
,,,,of Households according to Disposable Income,,,
民 國 95 年,,,,2 0 0 6,,,
,總 平 均,依  可  支  配  所  得,,按  戶  數  五  等  分  位  分,,,
,Five equal divisions of,,households according to disposable income,,,,
,General average,1,2,3,4,5,
,,,,,,,
家庭戶數,7307999,1461600,1461600,1461600,1461600,1461599,No. of households
平均每戶人數,3.41,1.87,3.01,3.71,4.07,4.37,No. of persons per household
平均每戶成年人數,2.56,1.64,2.2599999999999998,2.62,2.95,3.3,No. of adults per household
平均每戶就業人數,1.52,0.59,1.19,1.59,1.9,2.3199999999999998,No. of persons employed per household
平均每戶所得收入者人數,1.66,1.07,1.32,1.61,1.92,2.36,No. of income recipients per household
一、家庭住宅概況(％),,,,,,,A.Housing (%)
1.住宅所有權,,,,,,,1.By tenure of dwelling
(1)自有,87.83,81.92,83.43,88.83,91.4,93.58,(1)Self-owned
(2)租押,7.26,9.0299999999999994,10.9,7.52,5.53,3.34,(2)Rented
(3)其他(含配住及借用),4.9000000000000004,9.02,5.68,3.65,3.08,3.08,(3)Issued、lease and others
2.住宅用途,,,,,,,2.By usage of dwelling
(1)專用,94.8,96.76,94.6,93.12,94.47,95.06,(1)Independent
(2)併用,5.19,3.2,5.4,6.88,5.53,4.9400000000000004,(2)Connected
3.建築式樣,,,,,,,3.By style of building
(1)平房,11.53,27.58,13.84,7.97,5.28,2.99,(1)One story
(2)二～三層樓,42.22,43.77,44.18,44.41,42.91,35.85,(2)Two or three stories
(3)四～五層樓,26.55,17.03,24.33,26.51,30.29,34.58,(3)Four or five stories
(4)六層樓以上,19.690000000000001,11.58,17.64,21.11,21.52,26.58,"(4)Apartment, six stories or over"
4.具有自來水設備,94.63,90.44,93.82,95.75,95.84,97.31,4.Piped water equipment
5.有車家庭停車位情形,,,,,,,5.Parking lot
(1)自有停車位,48.19,51.62,48.35,48.85,47.32,47.58,(1)Self-owned
(2)租借停車位,9.33,5.24,6.67,8.35,9.14,12.72,(2)Rented
(3)無停車位,42.48,43.14,44.97,42.8,43.54,39.69,(3)None
6.每戶建坪平均數(坪),42.84,35.01,39.61,43.45,46.38,49.73,6.Space per household average (pin)
7.每戶建坪中位數(坪),36,30,34,38,40,42,7.Space per household median (pin)
二、家庭主要設備,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.55,98.74,99.68,99.7,99.77,99.86,(1)Color TV
(2)數位影音光碟機,53.53,22.3,42.42,57.13,67.069999999999993,78.72,(2)DVD player
(3)攝影機,9.57,1.18,3.93,7.71,12.18,22.83,(3)Movies camera
