黃麗妃L08104年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 104 年,,2 0 1 5,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8386495,5940970,2445525,Total
"未滿200,000元",102075,44174,57901,"Under NT$200,000"
"200,000～299,999",266932,124052,142880,"200,000～299,999"
"300,000～399,999",395374,222001,173373,"300,000～399,999"
"400,000～499,999",477685,268661,209025,"400,000～499,999"
"500,000～599,999",515669,316701,198967,"500,000～599,999"
"600,000～699,999",530651,327735,202916,"600,000～699,999"
"700,000～799,999",525617,352048,173569,"700,000～799,999"
"800,000～899,999",544134,370321,173813,"800,000～899,999"
"900,000～999,999",504558,361561,142997,"900,000～999,999"
"1,000,000～1,099,999",505854,377650,128204,"1,000,000～1,099,999"
"1,100,000～1,199,999",451167,346930,104236,"1,100,000～1,199,999"
"1,200,000～1,299,999",472272,371857,100415,"1,200,000～1,299,999"
"1,300,000～1,399,999",428880,337141,91738,"1,300,000～1,399,999"
"1,400,000～1,499,999",375739,295959,79780,"1,400,000～1,499,999"
"1,500,000～1,649,999",446395,346888,99507,"1,500,000～1,649,999"
"1,650,000～1,799,999",353252,275734,77518,"1,650,000～1,799,999"
"1,800,000～1,999,999",397542,320727,76816,"1,800,000～1,999,999"
"2,000,000～2,299,999",380170,296259,83911,"2,000,000～2,299,999"
"2,300,000～2,699,999",328675,265520,63155,"2,300,000～2,699,999"
"2,700,000～3,499,999",246196,202455,43741,"2,700,000～3,499,999"
"3,500,000元及以上",137656,116595,21061,"Above $3,500,000"
