appleL1398年家庭收支調查報告,,,,
,,,,
第5表 所得收入者平均每人所得來源按農家、非農家分,,,,
Table 5. Income Sources of Income Recipients by Farm or Non-farm,,,,
,,,,單位：元
,民 國 98 年,,2 0 0 9,Unit：NT$
,,,,
,總 平 均,農 家,非 農 家,
,General average,Farm,Non-farm,
,,,,
所得收入者人數,12628812,917778,11711035,No. of income recipients
一、所得收入總計,603626,419161,618082,A.Total receipts
1.受僱人員報酬,368478,162318,384634,1.Compensation of employees
(1)本業薪資,278494,127178,290352,(1)Full time payroll
(2)兼業薪資,22605,10849,23526,(2)Part time payroll
(3)其他收入,67379,24291,70756,(3)Other receipts or subsidies
2.產業主所得,88376,136984,84566,2.Entrepreneurial income
(1)農業淨收入,8870,103424,1460,(1)Net agricultural income
(2)營業淨收入,75143,33542,78403,(2)Net operation surplus
(3)執行業務淨收入,4363,18,4703,(3)Net professional income
3.財產所得收入,29067,14162,30236,3. Property income
4.自用住宅設算租金收入,38621,24089,39760,4.Imputed rent income
5.經常移轉收入,79011,81531,78813,5.Current transfer receipts
(1)從私人,25152,17466,25755,(1)From individuals
(2)從政府,21856,35520,20785,(2)From government
(3)社會保險受益,30522,27049,30794,(3)Benefit of social insurance
(4)從企業,869,1066,853,(4)From enterprises
(5)從國外,612,430,626,(5)From abroad
6.雜項收入,73,76,73,6.Miscellaneous receipts
二、非消費支出,101015,61163,104138,B.Nonconsumption expenditures
1.利息支出,8656,3118,9090,1.Interest
2.經常移轉支出,92359,58045,95048,2.Current transfer expenditures
(1)對私人,27383,19941,27966,(1)To private
(2)對政府,19094,10361,19778,(2)To government
(3)社會保險,43876,27338,45172,(3)Social insurance
(4)對國外,2006,405,2131,(4)To abroad
三、可支配所得,502611,357998,513944,C.Disposable income
