黃麗妃L0890年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 90 年,,2 0 0 1,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,6730886,5410881,1320005,Total
"未滿200,000元",121226,61718,59508,"Under NT$200,000"
"200,000～299,999",283099,168462,114638,"200,000～299,999"
"300,000～399,999",393380,259865,133515,"300,000～399,999"
"400,000～499,999",412508,293915,118594,"400,000～499,999"
"500,000～599,999",413755,290801,122953,"500,000～599,999"
"600,000～699,999",459522,346641,112881,"600,000～699,999"
"700,000～799,999",514429,400060,114369,"700,000～799,999"
"800,000～899,999",494008,404104,89904,"800,000～899,999"
"900,000～999,999",491266,419213,72053,"900,000～999,999"
"1,000,000～1,099,999",445810,387332,58478,"1,000,000～1,099,999"
"1,100,000～1,199,999",393105,333329,59776,"1,100,000～1,199,999"
"1,200,000～1,299,999",321707,275984,45723,"1,200,000～1,299,999"
"1,300,000～1,399,999",300882,260351,40531,"1,300,000～1,399,999"
"1,400,000～1,499,999",260881,236992,23888,"1,400,000～1,499,999"
"1,500,000～1,649,999",309381,275052,34329,"1,500,000～1,649,999"
"1,650,000～1,799,999",241071,212439,28632,"1,650,000～1,799,999"
"1,800,000～1,999,999",235054,212279,22775,"1,800,000～1,999,999"
"2,000,000～2,299,999",242944,215131,27813,"2,000,000～2,299,999"
"2,300,000～2,699,999",174263,159242,15021,"2,300,000～2,699,999"
"2,700,000～3,499,999",139266,122490,16776,"2,700,000～3,499,999"
"3,500,000元及以上",83330,75483,7847,"Above $3,500,000"
