appleL02111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 111 年,,,,單位：元,2 0 2 2 Unit:NT$,,,,,民 國 111 年,,,,單位：元,2 0 2 2 Unit:NT$,,,,,民 國 111 年,,,,單位：元,2 0 2 2 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,8968428,1622976,1041655,866529,1022349,711543,1129734,No. of households,,家庭戶數,174726,212370,195947,400502,179601,244767,185092,No. of households,,家庭戶數,294025,84072,127840,42205,156154,174515,101826,No. of households
平均每戶人數,2.83,2.82,2.71,3.06,2.91,2.79,2.8,No. of persons per household,,平均每戶人數,2.81,3.2,2.85,2.96,2.93,2.66,2.54,No. of persons per household,,平均每戶人數,2.76,2.42,2.35,2.21,2.63,2.99,2.63,No. of persons per household
平均每戶成年人數,2.42,2.4500000000000002,2.4300000000000002,2.52,2.46,2.36,2.37,No. of adults per household,,平均每戶成年人數,2.41,2.67,2.48,2.5299999999999998,2.5299999999999998,2.33,2.2799999999999998,No. of adults per household,,平均每戶成年人數,2.36,2.0099999999999998,2.09,1.98,2.2999999999999998,2.44,2.2799999999999998,No. of adults per household
平均每戶就業人數,1.34,1.38,1.24,1.45,1.38,1.37,1.34,No. of persons employed per household,,平均每戶就業人數,1.1299999999999999,1.44,1.35,1.43,1.42,1.23,1.08,No. of persons employed per household,,平均每戶就業人數,1.38,1.08,1.05,0.85,1.1000000000000001,1.26,1.1399999999999999,No. of persons employed per household
平均每戶所得收入者人數,1.78,1.88,1.9,1.86,1.77,1.69,1.71,No. of income recipients per household,,平均每戶所得收入者人數,1.68,1.88,1.76,1.76,1.77,1.57,1.58,No. of income recipients per household,,平均每戶所得收入者人數,1.7,1.49,1.61,1.48,1.64,1.79,1.6,No. of income recipients per household
一、所得收入總計,1340848,1421385,1752411,1449549,1338826,1143699,1263068,A.Total receipts,,一、所得收入總計,1165558,1702134,1273250,1108221,1048879,1016913,891498,A.Total receipts,,一、所得收入總計,1083933,916928,1010041,919357,1099526,1722889,1282798,A.Total receipts
1.受僱人員報酬,747733,826725,1036747,880668,702393,614497,692889,1.Compensation of employees,,1.受僱人員報酬,574697,1085761,717764,593131,479332,388019,355530,1.Compensation of employees,,1.受僱人員報酬,514215,452240,478413,438296,668139,1083231,635977,1.Compensation of employees
(1)本業薪資,546627,642271,745286,654276,514535,448925,491744,(1)Full time payroll,,(1)本業薪資,404275,760054,504746,450334,312597,272300,259928,(1)Full time payroll,,(1)本業薪資,377036,294961,317160,302219,496724,704658,432043,(1)Full time payroll
(2)兼業薪資,47948,26896,69833,47326,49631,37793,54987,(2)Part time payroll,,(2)兼業薪資,57449,37843,69467,34316,70456,34542,26510,(2)Part time payroll,,(2)兼業薪資,56818,89093,83360,48882,43306,53566,82453,(2)Part time payroll
(3)其他收入,153158,157558,221628,179066,138227,127779,146157,(3)Other receipts or subsidies,,(3)其他收入,112972,287865,143551,108481,96279,81177,69091,(3)Other receipts or subsidies,,(3)其他收入,80361,68185,77894,87195,128109,325008,121482,(3)Other receipts or subsidies
