appleL0291年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2002"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 91 年,,,,單位：元,2 0 0 2 Unit:NT$,,,,,民 國 91 年,,,,單位：元,2 0 0 2 Unit:NT$,,,,,,民 國 91 年,,,,,單位：元,2 0 0 2 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,6839390,900651,513565,1176341,134990,529291,121184,No. of households,,家庭戶數,149757,405801,325494,154203,204780,157926,330414,383665,No. of households,,家庭戶數,252565,73831,108455,28459,133088,116841,320932,81718,235439,No. of households
平均每戶人數,3.65,3.45,3.51,3.68,3.5,3.9,4.18,No. of persons per household,,平均每戶人數,3.86,3.96,4.17,3.72,3.43,3.54,3.55,3.52,No. of persons per household,,平均每戶人數,3.46,3.26,3.43,2.97,3.53,3.69,3.56,3.56,3.66,No. of persons per household
平均每戶成年人數,2.63,2.58,2.59,2.66,2.5499999999999998,2.7,2.9,No. of adults per household,,平均每戶成年人數,2.78,2.77,2.95,2.67,2.52,2.5,2.5499999999999998,2.57,No. of adults per household,,平均每戶成年人數,2.52,2.33,2.4300000000000002,2.2200000000000002,2.4900000000000002,2.5299999999999998,2.5099999999999998,2.54,2.62,No. of adults per household
平均每戶就業人數,1.57,1.44,1.39,1.67,1.35,1.66,1.72,No. of persons employed per household,,平均每戶就業人數,1.7,1.78,1.82,1.67,1.63,1.58,1.63,1.52,No. of persons employed per household,,平均每戶就業人數,1.59,1.5,1.41,1.07,1.35,1.5,1.37,1.35,1.61,No. of persons employed per household
平均每戶所得收入者人數,1.65,1.62,1.56,1.75,1.53,1.76,1.83,No. of income recipients per household,,平均每戶所得收入者人數,1.73,1.74,1.79,1.67,1.48,1.53,1.63,1.57,No. of income recipients per household,,平均每戶所得收入者人數,1.56,1.5,1.51,1.43,1.55,1.69,1.54,1.55,1.66,No. of income recipients per household
一、所得收入總計,1064153,1514440,1066576,1100003,846963,1192731,1127123,A.Total receipts,,一、所得收入總計,921405,971846,943182,830936,817942,730084,829268,851465,A.Total receipts,,一、所得收入總計,927042,774329,845923,760406,893884,1320717,1071767,1015957,995106,A.Total receipts
