appleL02101年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2012",,101年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2012",,101年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2012"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 101 年,,,,單位：元,2 0 1 2 Unit:NT$,,,,,民 國 101 年,,,,單位：元,2 0 1 2 Unit:NT$,,,,,民 國 101 年,,,,單位：元,2 0 1 2 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,臺 中 市,臺 南 市,高 雄 市,宜 蘭 縣,,,,桃 園 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taichung,Tainan,Kaohsiung,Yilan,,,,Taoyuan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,County,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,8077323,1443851,1007687,875159,651898,1039797,157379,No. of households,,家庭戶數,692509,167603,176682,369488,173262,233120,178627,No. of households,,家庭戶數,279610,80981,122228,35395,148277,147214,96556,No. of households
平均每戶人數,3.23,3.28,3.21,3.27,3.18,3.15,3.29,No. of persons per household,,平均每戶人數,3.5,3.58,3.37,3.33,3.32,2.94,2.82,No. of persons per household,,平均每戶人數,3.12,2.71,2.75,2.8,2.92,3.29,3.04,No. of persons per household
平均每戶成年人數,2.5499999999999998,2.62,2.64,2.54,2.56,2.5,2.5299999999999998,No. of adults per household,,平均每戶成年人數,2.65,2.72,2.66,2.58,2.63,2.33,2.25,No. of adults per household,,平均每戶成年人數,2.48,2.0699999999999998,2.17,2.2200000000000002,2.4,2.6,2.35,No. of adults per household
平均每戶就業人數,1.46,1.51,1.39,1.48,1.49,1.41,1.36,No. of persons employed per household,,平均每戶就業人數,1.58,1.68,1.46,1.58,1.61,1.37,1.29,No. of persons employed per household,,平均每戶就業人數,1.48,1.1499999999999999,1.19,1.04,1.27,1.5,1.31,No. of persons employed per household
平均每戶所得收入者人數,1.68,1.73,1.71,1.62,1.65,1.64,1.64,No. of income recipients per household,,平均每戶所得收入者人數,1.82,1.88,1.72,1.68,1.72,1.55,1.57,No. of income recipients per household,,平均每戶所得收入者人數,1.52,1.41,1.46,1.48,1.62,1.81,1.54,No. of income recipients per household
