L0989年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 89 年,,,,,2 0 0 0,,,,,民 國 89 年,,,,,2 0 0 0,,,,,,民 國 89 年,,,,,,2 0 0 0,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(3)無停車位,48.62,63.01,72.22,52.28,32.299999999999997,41.25,38.76,(3)None,,(3)無停車位,28.41,47.86,45.18,48.55,38.43,41.86,24.34,42.88,(3)None,,(3)無停車位,17.61,40.229999999999997,49.02,38.729999999999997,57.41,42.41,60.8,48.6,56.45,(3)None
6.每戶建坪平均數(坪),40.42,31.94,38.909999999999997,32.26,40.65,46.13,52.65,6.Space per household average (pin),,6.每戶建坪平均數(坪),47.49,49.12,49.97,46,42.97,42.69,45.65,45.8,6.Space per household average (pin),,6.每戶建坪平均數(坪),43.87,39.11,39.1,32.770000000000003,31.9,42.08,41.99,42.89,40.869999999999997,6.Space per household average (pin)
7.每戶建坪中位數(坪),35,30,34,30,40,40,48,7.Space per household median (pin),,7.每戶建坪中位數(坪),45,46,48,42,40,40,43,40,7.Space per household median (pin),,7.每戶建坪中位數(坪),42,32,35,30,30,35,36,36,35,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.45,99.8,99.49,99.8,98.95,99.51,100,(1)Color TV,,(1)彩色電視機,99.04,99.48,100,98,99.49,99.63,99.08,98.69,(1)Color TV,,(1)彩色電視機,99.85,99.22,97.15,96.67,98.72,98.31,99.82,98.96,99.8,(1)Color TV
(2)數位影音光碟機,13.47,23.09,11.36,20.98,9.67,17.48,12.87,(2)DVD player,,(2)數位影音光碟機,6.9,9.52,7.11,6.08,4.63,6.46,5.44,4.63,(2)DVD player,,(2)數位影音光碟機,5.76,5.52,10.83,6.62,13.18,22.57,14.04,10.8,9.5299999999999994,(2)DVD player
(3)攝影機,8.57,18.47,7.62,10.02,4.1100000000000003,5.89,9.1300000000000008,(3)Movies camera,,(3)攝影機,3.49,7.41,5.91,4.99,4.47,3.02,7.11,4.5199999999999996,(3)Movies camera,,(3)攝影機,3.2,4.8899999999999997,5.73,4.2300000000000004,6.95,13.12,9.8699999999999992,5.85,7.16,(3)Movies camera
(4)音響,50.43,62.81,49.37,58.9,42.73,51.15,55.56,(4)Stereo,,(4)音響,49.9,46.27,41.91,44.94,35.450000000000003,26.77,40.75,38.33,(4)Stereo,,(4)音響,57.42,35.79,43.18,20.329999999999998,52.54,52.37,53.43,47.06,48.07,(4)Stereo
(5)鋼琴(含電子琴),10.8,18.93,14.26,8.09,8.6999999999999993,11.82,9,(5)Piano,,(5)鋼琴(含電子琴),5.18,10.98,5.7,6.69,4.38,5.09,6.66,7.7,(5)Piano,,(5)鋼琴(含電子琴),8.0399999999999991,3.94,10.3,5.94,10.34,15.1,16.64,13.13,13.97,(5)Piano
(6)電視遊樂器,15.28,22.13,14.28,21,10.17,19.25,18.32,(6)Video game,,(6)電視遊樂器,7.52,14.4,11.35,13.71,8.32,4.74,10.9,9.41,(6)Video game,,(6)電視遊樂器,9.08,5.0999999999999996,9.99,6.07,14.17,17.79,15.03,15.94,10.44,(6)Video game
(7)錄放影機,46.72,65.349999999999994,49.7,51.26,34.82,45.76,48.96,(7)Video tape recorder,,(7)錄放影機,40.61,47,37.14,40.96,39.9,24.54,32.78,34.5,(7)Video tape recorder,,(7)錄放影機,45.16,35.6,37.909999999999997,29.03,41.23,51.21,47.25,45.69,46.82,(7)Video tape recorder
(8)有線電視頻道設備,71.959999999999994,83.73,92.19,77.150000000000006,57.99,73.09,68.66,(8)Cable TV,,(8)有線電視頻道設備,72.12,68.28,53.78,63.28,41.44,46.98,53.7,77.41,(8)Cable TV,,(8)有線電視頻道設備,49.68,50.51,44.5,59.05,78.349999999999994,86.96,81.86,86.19,78.2,(8)Cable TV
(9)家用電腦,46.49,67.48,47.63,52.76,35.32,51.41,46.7,(9)Personal computer,,(9)家用電腦,31.87,47.02,39.44,34.46,21.31,24.27,36.72,31.82,(9)Personal computer,,(9)家用電腦,31.06,25.44,33.75,18.57,42.72,57.01,56.67,39.619999999999997,46.91,(9)Personal computer
(10)電話機,98.04,99.56,98.24,98.6,98.01,98.08,97.69,(10)Telephone,,(10)電話機,98.34,97.61,97.73,98.44,96.6,97.54,96.67,96.61,(10)Telephone,,(10)電話機,97.43,93.46,92.81,95.73,98.37,98.38,98.76,97.61,99.41,(10)Telephone
(11)行動電話,76.03,85.8,78.95,81.67,68.73,82.03,82.56,(11)Cell phone,,(11)行動電話,64.64,78.31,70.86,68.709999999999994,56.62,58.78,63.24,71.89,(11)Cell phone,,(11)行動電話,69.180000000000007,57.51,68.81,56.55,81.98,78.3,78.44,71.010000000000005,73.88,(11)Cell phone
(12)答錄機,4.6900000000000004,14.03,4.82,4.54,1.1499999999999999,3.98,3.41,(12)Answering machine,,(12)答錄機,0.68,2.4300000000000002,3.15,2.23,1.74,0.4,1.75,0.96,(12)Answering machine,,(12)答錄機,0.87,1.64,1.75,0.83,4.91,8.17,5.4,3.4,3.78,(12)Answering machine
(13)上網際網路,33.909999999999997,55.79,37.909999999999997,41.85,21,35.22,26.93,(13)Internet facility,,(13)上網際網路,22.24,30.16,26,16.64,13.29,16.59,24.43,23.72,(13)Internet facility,,(13)上網際網路,27.17,13.79,17.22,7.35,30.17,33.28,35.35,24.81,33.64,(13)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
89年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 89 年,,,,,2 0 0 0,,,,,民 國 89 年,,,,,2 0 0 0,,,,,,民 國 89 年,,,,,,2 0 0 0,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(14)傳真機,10.51,25.19,10.28,10.3,4.4000000000000004,10.51,8.33,(14)Fax machine,,(14)傳真機,4.12,7.66,10.87,4.62,4.95,2.91,5.47,4.0599999999999996,(14)Fax machine,,(14)傳真機,2.81,3.04,9.17,1.71,6.79,11.46,15.71,6.91,8.08,(14)Fax machine
(15)汽車,55.58,55.71,56.11,46.57,52.68,68.2,74.34,(15)Sedan vehicle,,(15)汽車,60.28,66.87,62.41,57.76,42.86,41.62,60.3,54.26,(15)Sedan vehicle,,(15)汽車,53.63,47.98,51.21,32.049999999999997,35.15,61.21,63.04,55.41,53.76,(15)Sedan vehicle
(16)機車,79.37,58.55,88,75.33,78.08,80.92,79.13,(16)Motor bicycle,,(16)機車,79.42,86.79,88.8,83.56,82.12,79.97,84.02,89,(16)Motor bicycle,,(16)機車,92.68,83.38,77.78,76.13,65.88,82.35,83.33,88.65,88.25,(16)Motor bicycle
(17)電磁爐,41.95,59.73,36.53,56.72,32.07,44.58,33.94,(17)Electro-magnetic oven,,(17)電磁爐,25.47,44.7,32.520000000000003,33.01,30.03,23.33,30.5,20.05,(17)Electro-magnetic oven,,(17)電磁爐,28.3,22.31,32.049999999999997,12.65,44.38,49.06,48.81,44.46,30.28,(17)Electro-magnetic oven
(18)冷暖氣機,79.459999999999994,92.28,86.78,88.83,73.78,81.510000000000005,72.23,(18)Air conditioner,,(18)冷暖氣機,62.16,66.77,75.319999999999993,42.47,65.5,56.13,73.790000000000006,74.44,(18)Air conditioner,,(18)冷暖氣機,81.81,50.97,64.03,58.81,84.75,87.32,82.13,79.58,83.23,(18)Air conditioner
(19)除濕機,24.93,51.84,7.93,34.549999999999997,37.65,47.99,38.07,(19)Dehumidifier,,(19)除濕機,19.059999999999999,13.95,7.89,10.76,4.45,6.01,6.93,2.16,(19)Dehumidifier,,(19)除濕機,4.1100000000000003,7.02,18,14.46,63.61,48.04,16.399999999999999,12.38,10.23,(19)Dehumidifier
(20)洗衣機,95.36,97.83,94.78,97.54,96.33,95.92,93.36,(20)Washing machine,,(20)洗衣機,92.28,95.88,94.31,93.82,94.81,95.58,92.82,91.84,(20)Washing machine,,(20)洗衣機,97.4,87.6,84.96,92.74,97.12,92.36,93.16,95.89,97.47,(20)Washing machine
(21)烘衣機,20.5,33.68,5.25,24.27,41.61,44.77,41.37,(21)Drier,,(21)烘衣機,27.98,18.350000000000001,12.15,14.87,8.89,7.55,8.0500000000000007,3.36,(21)Drier,,(21)烘衣機,3.35,6.35,17.41,4.17,44.55,36.53,13.7,7.15,5.86,(21)Drier
(22)空氣清淨機,7.9,16.96,7.93,10.09,2.63,8.59,7.73,(22)Air-clean machine,,(22)空氣清淨機,3.82,4.33,5.34,3.31,2.6,2.69,4.07,3.39,(22)Air-clean machine,,(22)空氣清淨機,2.5499999999999998,2.38,4.8600000000000003,2.57,7.77,7.82,8.82,10.29,7.32,(22)Air-clean machine
(23)濾水器,27.85,32.24,35.92,27.35,11.74,40.1,39.76,(23)Water filter machine,,(23)濾水器,21.68,33.26,16.649999999999999,9.8699999999999992,24.23,19,19.96,16.73,(23)Water filter machine,,(23)濾水器,21.35,15.23,19.989999999999998,6.2,28.35,48.64,35.799999999999997,29.03,28.87,(23)Water filter machine
(24)吸塵器,40.270000000000003,59.93,39.76,40.229999999999997,35.89,47.75,52.09,(24)Vacuum cleaner,,(24)吸塵器,33.79,41.49,25.79,35.049999999999997,20.68,18.71,26.49,27.58,(24)Vacuum cleaner,,(24)吸塵器,30.73,25.94,32.32,12.9,43.85,54.48,49.44,40.549999999999997,43.63,(24)Vacuum cleaner
(25)熱水器,94.49,96.91,92.98,97.96,94.67,96.88,94.56,(25)Geyser,,(25)熱水器,94.48,95.82,89.52,93.69,91.68,93.73,88.81,90.65,(25)Geyser,,(25)熱水器,90.75,85.39,87.19,88.22,98.07,96.67,96.11,95.49,93.92,(25)Geyser
(26)開飲機,54.21,41.97,44.57,61.52,55.76,70.319999999999993,53.61,(26)Hot-warm water fountain,,(26)開飲機,59.06,59.33,62.9,44.39,56.07,39.94,47.68,55.87,(26)Hot-warm water fountain,,(26)開飲機,72.569999999999993,62.16,57.72,49.98,59.34,52.57,47.02,36.56,38.15,(26)Hot-warm water fountain
(27)微波爐(含烤箱),44.78,67.959999999999994,49.3,47.36,31.92,51.03,41.83,(27)Microwave oven,,(27)微波爐(含烤箱),33.21,44.3,27.18,37.74,24.21,21.52,23.82,30.71,(27)Microwave oven,,(27)微波爐(含烤箱),35.299999999999997,20.28,33.49,38.72,43.55,58.7,59.61,41.3,50.86,(27)Microwave oven
(28)報紙,43.61,57,43.47,47.69,36.54,38.25,37.770000000000003,(28)Newspaper,,(28)報紙,40.270000000000003,46.48,37.07,34.380000000000003,36.479999999999997,21.18,38.21,31.64,(28)Newspaper,,(28)報紙,51.18,34.450000000000003,34.17,26.86,25.09,40.729999999999997,51.13,50.58,52.13,(28)Newspaper
(29)期刊雜誌,14.12,22.69,14.21,17.62,7.21,19.36,9.73,(29)Magazine,,(29)期刊雜誌,11.7,11.63,6.81,7.29,5.56,6.51,11.22,7.88,(29)Magazine,,(29)期刊雜誌,8.2200000000000006,6.6,16.32,9.34,3.56,16.87,15.84,17.670000000000002,15.16,(29)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,143.91,157.41,143.77000000000001,140.86000000000001,143.4,149.66999999999999,149.38999999999999,(1)Color TV,,(1)彩色電視機,144.04,156.69,134.15,134,124.09,129.47999999999999,134.06,144.16999999999999,(1)Color TV,,(1)彩色電視機,127.41,128.47,144.12,128.38999999999999,148.76,170.16,143.62,132.75,143.34,(1)Color TV
(2)數位影音光碟機,13.84,23.77,11.44,21.24,9.98,18.34,13.73,(2)DVD player,,(2)數位影音光碟機,7.23,10.06,7.11,6.08,4.91,6.84,5.44,4.92,(2)DVD player,,(2)數位影音光碟機,5.76,5.93,11.12,7.44,13.5,23.89,14.41,11.5,9.5299999999999994,(2)DVD player
(3)攝影機,8.91,19.59,8.02,10.16,4.1100000000000003,5.89,9.1300000000000008,(3)Movies camera,,(3)攝影機,3.49,7.95,5.91,4.99,4.47,3.02,7.77,4.67,(3)Movies camera,,(3)攝影機,3.2,5.27,5.73,5.92,7.26,13.12,10.23,6.55,7.77,(3)Movies camera
(4)音響,54.84,72.290000000000006,54.04,62.56,45.66,55.4,59,(4)Stereo,,(4)音響,53,52.33,44.42,48.57,36.96,27.85,44,41.22,(4)Stereo,,(4)音響,57.84,36.17,45.78,21.82,56.77,65.03,58.63,51.19,49.45,(4)Stereo
(5)鋼琴(含電子琴),11.13,19.13,14.68,8.42,8.6999999999999993,12.54,9.2899999999999991,(5)Piano,,(5)鋼琴(含電子琴),5.53,11.52,5.7,7.35,4.38,5.09,6.66,7.99,(5)Piano,,(5)鋼琴(含電子琴),8.26,3.94,10.3,5.94,10.34,15.78,17.37,13.83,14.56,(5)Piano
(6)電視遊樂器,16.18,24.01,15.12,21.87,10.75,19.97,19.739999999999998,(6)Video game,,(6)電視遊樂器,8.24,14.94,12.41,14.4,8.6,4.74,11.54,10.130000000000001,(6)Video game,,(6)電視遊樂器,9.08,5.46,10.58,6.07,16.100000000000001,22.82,15.39,15.94,10.64,(6)Video game
(7)錄放影機,48.74,70.63,51.2,52.81,36.270000000000003,48.31,49.82,(7)Video tape recorder,,(7)錄放影機,41.67,49.29,37.880000000000003,41.63,40.659999999999997,24.91,33.26,35.5,(7)Video tape recorder,,(7)錄放影機,46.2,35.6,38.770000000000003,29.87,42.19,54.63,50.48,47.43,48.79,(7)Video tape recorder
(8)有線電視頻道設備,73.16,92.49,92.36,77.150000000000006,57.99,73.09,68.66,(8)Cable TV,,(8)有線電視頻道設備,72.459999999999994,68.28,53.78,63.28,41.44,46.98,53.7,77.41,(8)Cable TV,,(8)有線電視頻道設備,49.68,50.51,44.5,59.05,78.349999999999994,86.96,81.86,86.19,78.39,(8)Cable TV
(9)家用電腦,50.27,71.19,52.24,57.39,39.42,57.67,50.96,(9)Personal computer,,(9)家用電腦,34.590000000000003,51.62,42.76,38.770000000000003,23.12,25.3,39.700000000000003,33.11,(9)Personal computer,,(9)家用電腦,32.49,25.84,36.049999999999997,21.13,44.35,67.790000000000006,59.76,42.33,51.07,(9)Personal computer
(10)電話機,119.73,150.93,117.37,125,116.74,115.95,125.83,(10)Telephone,,(10)電話機,113.52,108.58,116.48,112.07,102.15,109.08,105.37,106.7,(10)Telephone,,(10)電話機,103.09,102.66,112.13,105.01,115.31,124.26,120.12,113.13,112.53,(10)Telephone
(11)行動電話,142.44,181.42,153.77000000000001,153.61000000000001,131.06,156.25,168.75,(11)Cell phone,,(11)行動電話,117.76,145.94,119.92,125.97,83.3,100.37,109.57,119.85,(11)Cell phone,,(11)行動電話,110.55,92.4,126.56,88.73,157.44,178.51,147.43,122.42,128.91999999999999,(11)Cell phone
(12)答錄機,4.8,14.47,4.82,4.5999999999999996,1.1499999999999999,3.98,3.41,(12)Answering machine,,(12)答錄機,0.68,2.57,3.31,2.23,1.99,0.4,1.91,0.96,(12)Answering machine,,(12)答錄機,0.87,1.64,2.0299999999999998,0.83,4.91,8.5,5.4,3.4,3.78,(12)Answering machine
(13)傳真機,10.54,25.23,10.28,10.37,4.4000000000000004,10.63,8.33,(13)Fax machine,,(13)傳真機,4.12,7.66,10.87,4.62,4.95,2.91,5.47,4.0599999999999996,(13)Fax machine,,(13)傳真機,2.81,3.04,9.48,1.71,6.79,11.46,15.71,6.91,8.08,(13)Fax machine
