appleL01100年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2011"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
民 國 100 年,,,,,單位：元,2 0 1 1 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
家庭戶數,7959828,805897,2012269,1745944,1868841,907080,375079,158857,54144,31717,No. of households
平均每戶人數,3.29,1,2,3,4,5,6,7,8,9.66,No. of persons per household
平均每戶成年人數,2.59,1,1.94,2.5499999999999998,2.92,3.49,4.18,4.8,5.41,6.4,No. of adults per household
平均每戶就業人數,1.49,0.51,0.81,1.52,1.89,2.17,2.37,2.77,3.34,4.12,No. of persons employed per household
平均每戶所得收入者人數,1.68,1,1.25,1.66,1.91,2.17,2.35,2.76,3.14,3.93,No. of income recipients per household
一、所得收入總計,1104265,466946,768423,1128785,1383631,1435483,1523897,1642200,1894135,2316903,A.Total receipts
1.受僱人員報酬,646849,212193,348364,700385,898292,861619,894806,961676,1133603,1383241,1.Compensation of employees
(1)本業薪資,480402,156988,224077,520761,679268,663229,691358,764651,921200,1121540,(1)Full time payroll
(2)兼業薪資,42558,19194,63080,46870,32244,35095,41277,34261,17847,16922,(2)Part time payroll
(3)其他收入,123888,36011,61206,132754,186779,163295,162170,162764,194557,244780,(3)Other receipts or subsidies
2.產業主所得,147071,50521,89538,130271,179757,252057,247519,227922,280347,426469,2.Entrepreneurial income
3.財產所得收入,49553,24196,57331,46639,59819,42711,42003,52209,37975,47395,3. Property income
4.自用住宅設算租金收入,66895,42044,60479,69409,74163,74535,75952,81893,77037,120760,4.Imputed rent income
5.經常移轉收入,193724,137780,212519,181920,171448,204422,263428,318206,365000,338956,5.Current transfer receipts
(1)從私人,57463,69387,86280,49618,36898,42172,48530,64426,69819,56640,(1)From individuals
(2)從政府,47620,31253,54112,42572,41769,52505,66282,80546,83397,87703,(2)From government
(3)社會保險受益,85583,34913,70145,86202,89886,106186,143065,166254,205067,187890,(3)Benefit of social insurance
(4)從企業,1650,1099,1089,1845,1136,2771,2685,5141,6718,464,(4)From enterprises
(5)從國外,1408,1128,893,1682,1759,788,2867,1838,0,6259,(5)From abroad
6.雜項收入,173,211,192,160,152,138,190,294,172,82,6.Miscellaneous receipts
二、非消費支出,196278,79890,125557,201819,265205,251359,258490,271760,319994,373759,B.Nonconsumption expenditures
1.利息支出,12891,7219,7425,14355,19704,14836,11309,10428,9480,2909,1.Interest
2.經常移轉支出,183387,72671,118132,187465,245501,236522,247181,261331,310514,370850,2.Current transfer expenditures
(1)對私人,47848,30747,40516,50508,57872,52213,48064,48579,57378,63096,(1)To private
(2)對政府,33365,11876,22344,34048,49814,37225,37177,38417,52155,58927,(2)To government
(3)社會保險,99120,28132,51111,98855,134791,145765,161088,173579,200761,248187,(3)Social insurance
(4)對國外,3055,1916,4161,4054,3024,1319,852,756,220,640,(4)To abroad
,,,,,,,,,,,
100年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2011"
,,,,,,,,,,,
