黃麗妃L0892年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 92 年,,2 0 0 3,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,6961560,5487526,1474034,Total
"未滿200,000元",107092,49408,57684,"Under NT$200,000"
"200,000～299,999",257727,160531,97195,"200,000～299,999"
"300,000～399,999",393281,272853,120428,"300,000～399,999"
"400,000～499,999",426639,285532,141108,"400,000～499,999"
"500,000～599,999",436794,297233,139561,"500,000～599,999"
"600,000～699,999",480233,354343,125890,"600,000～699,999"
"700,000～799,999",528184,410566,117618,"700,000～799,999"
"800,000～899,999",588189,471922,116266,"800,000～899,999"
"900,000～999,999",491441,414217,77225,"900,000～999,999"
"1,000,000～1,099,999",462349,392883,69467,"1,000,000～1,099,999"
"1,100,000～1,199,999",407591,345043,62548,"1,100,000～1,199,999"
"1,200,000～1,299,999",347974,287742,60232,"1,200,000～1,299,999"
"1,300,000～1,399,999",307279,259783,47496,"1,300,000～1,399,999"
"1,400,000～1,499,999",232783,196942,35841,"1,400,000～1,499,999"
"1,500,000～1,649,999",307903,260151,47752,"1,500,000～1,649,999"
"1,650,000～1,799,999",237643,202859,34784,"1,650,000～1,799,999"
"1,800,000～1,999,999",258313,225673,32640,"1,800,000～1,999,999"
"2,000,000～2,299,999",264736,230606,34130,"2,000,000～2,299,999"
"2,300,000～2,699,999",196122,168986,27136,"2,300,000～2,699,999"
"2,700,000～3,499,999",154992,133288,21704,"2,700,000～3,499,999"
"3,500,000元及以上",74295,66966,7329,"Above $3,500,000"
