黃麗妃L08113年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 113 年,,2 0 2 4,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,9262020,6227349,3034671,Total
"未滿200,000元",73242,34963,38279,"Under NT$200,000"
"200,000～299,999",208294,86214,122080,"200,000～299,999"
"300,000～399,999",298403,148606,149797,"300,000～399,999"
"400,000～499,999",391232,217096,174136,"400,000～499,999"
"500,000～599,999",390888,220184,170704,"500,000～599,999"
"600,000～699,999",464050,236884,227166,"600,000～699,999"
"700,000～799,999",549426,326486,222941,"700,000～799,999"
"800,000～899,999",523160,307461,215699,"800,000～899,999"
"900,000～999,999",413404,249461,163942,"900,000～999,999"
"1,000,000～1,099,999",459662,297244,162418,"1,000,000～1,099,999"
"1,100,000～1,199,999",536649,368948,167701,"1,100,000～1,199,999"
"1,200,000～1,299,999",504720,347862,156858,"1,200,000～1,299,999"
"1,300,000～1,399,999",374390,272009,102380,"1,300,000～1,399,999"
"1,400,000～1,499,999",347274,249066,98208,"1,400,000～1,499,999"
"1,500,000～1,649,999",628310,454441,173869,"1,500,000～1,649,999"
"1,650,000～1,799,999",498413,370673,127740,"1,650,000～1,799,999"
"1,800,000～1,999,999",580722,435794,144927,"1,800,000～1,999,999"
"2,000,000～2,299,999",536532,417110,119422,"2,000,000～2,299,999"
"2,300,000～2,699,999",560468,438936,121532,"2,300,000～2,699,999"
"2,700,000～3,499,999",571787,448218,123569,"2,700,000～3,499,999"
"3,500,000元及以上",350995,299694,51302,"Above $3,500,000"
