L0990年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2001"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 90 年,,,,,2 0 0 1,,,,,民 國 90 年,,,,,2 0 0 1,,,,,,民 國 90 年,,,,,,2 0 0 1,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(15)機車,127.91,88.47,155.77000000000001,121.68,124.35,120.4,118.91,(15)Motor bicycle,,(15)機車,140.91,142.87,139.16,128.36000000000001,114.5,130.12,136.34,152.69,(15)Motor bicycle,,(15)機車,153.97,120.77,106.51,110.46,92.53,145.41,134.78,158.30000000000001,159,(15)Motor bicycle
(16)電磁爐,43.64,59.1,36.44,60.31,29.19,48.19,39.840000000000003,(16)Electro-magnetic oven,,(16)電磁爐,28.15,43.3,32.22,27.17,39.64,29.34,25.63,24.83,(16)Electro-magnetic oven,,(16)電磁爐,24.33,20.89,31.75,12.82,48.13,53.39,54.95,49.59,36.200000000000003,(16)Electro-magnetic oven
(17)冷暖氣機,159.53,211.19,184.51,174.06,128.5,160.16999999999999,145,(17)Air conditioner,,(17)冷暖氣機,146.72,129.72,133.06,75.67,126.25,105.31,125.91,143.37,(17)Air conditioner,,(17)冷暖氣機,140.84,101.01,117.64,105.56,148.46,220.25,170.28,173.17,170.99,(17)Air conditioner
(18)除濕機,30.37,59.86,10.36,43.57,40.159999999999997,56.38,39.03,(18)Dehumidifier,,(18)除濕機,29.86,13.37,7.83,13.23,6.99,5.36,5.19,3.5,(18)Dehumidifier,,(18)除濕機,6.07,10.79,28.93,10.039999999999999,76.8,75.61,28.23,13.56,11.86,(18)Dehumidifier
(19)洗衣機,96.9,99.81,96.72,98.18,92.18,99.39,97.35,(19)Washing machine,,(19)洗衣機,92.71,98.02,94.58,94.22,94.08,88.17,95.28,93.19,(19)Washing machine,,(19)洗衣機,97.76,94.27,93.65,97.93,97.36,98.05,97.93,98.58,97.69,(19)Washing machine
(20)烘衣機,20.77,34.19,3.72,26.1,32.840000000000003,45.05,41.64,(20)Drier,,(20)烘衣機,39.74,15.73,9.9600000000000009,17.05,6.52,9.15,5.21,3.12,(20)Drier,,(20)烘衣機,2.78,6.23,16.03,3.29,43.81,41.1,17.5,12.51,6.08,(20)Drier
(21)空氣清淨機,10.18,19.350000000000001,10.06,13.23,2.89,12.68,8.86,(21)Air-clean machine,,(21)空氣清淨機,8.32,5.26,4.2300000000000004,2.35,6.31,2.29,3.78,4.7699999999999996,(21)Air-clean machine,,(21)空氣清淨機,2.87,2.41,6.86,4.88,7.11,16.23,19.059999999999999,8.69,8.9499999999999993,(21)Air-clean machine
(22)濾水器,29.16,32.43,35.07,27.8,7.5,47.7,43.22,(22)Water filter machine,,(22)濾水器,30.19,32.130000000000003,15.13,9.26,23.42,23.26,21.71,16.45,(22)Water filter machine,,(22)濾水器,17.11,15.86,20.86,2.2999999999999998,24.64,57.55,46.16,29.51,31.51,(22)Water filter machine
(23)吸塵器,42.74,58.69,40.11,45.57,27.42,48.67,55.24,(23)Vacuum cleaner,,(23)吸塵器,45.47,43.21,29.44,31.29,22.75,25.82,26.08,30.49,(23)Vacuum cleaner,,(23)吸塵器,29.93,32.950000000000003,45.82,16.899999999999999,44.27,65.95,56.77,49.57,43.27,(23)Vacuum cleaner
(24)熱水器,100.56,100.07,96.24,100.58,103.58,108.3,119.05,(24)Geyser,,(24)熱水器,126.18,105.32,90.07,100.41,97.98,94.53,91.41,91.22,(24)Geyser,,(24)熱水器,98.02,90.49,93.99,92.91,100.37,124.06,105.75,103.95,98.49,(24)Geyser
(25)開飲機,56.88,46.97,51.28,57.66,61.12,71.64,72.760000000000005,(25)Hot-warm water fountain,,(25)開飲機,66.47,64.64,63.53,43.63,63.77,44.46,50.08,50.54,(25)Hot-warm water fountain,,(25)開飲機,71.13,72.38,59.76,64.41,52.27,55.94,58.37,42.52,45.85,(25)Hot-warm water fountain
(26)微波爐(含烤箱),57.08,93.85,61.64,63.66,31.44,60.17,47.01,(26)Microwave oven,,(26)微波爐(含烤箱),40.14,51.52,28.13,37.9,35.11,25.37,26.36,37.6,(26)Microwave oven,,(26)微波爐(含烤箱),34.08,22.51,39.99,37.909999999999997,52.37,88.43,88.91,57.23,65.25,(26)Microwave oven
(27)報紙,41.44,58.27,40.83,41.91,32.31,35.799999999999997,41.87,(27)Newspaper,,(27)報紙,37.28,42.85,35.29,38.96,42.71,23.91,36.82,29.26,(27)Newspaper,,(27)報紙,42.53,23.93,37.909999999999997,26.26,34.090000000000003,46.55,41.38,45.77,48.88,(27)Newspaper
(28)期刊雜誌,19.12,33.619999999999997,18.91,19.07,8.52,28.06,13.48,(28)Magazine,,(28)期刊雜誌,11.78,14.56,11.36,7.69,8.2100000000000009,5.58,14.93,7.45,(28)Magazine,,(28)期刊雜誌,9.52,15.87,19.95,14.35,5.2,41.8,35.4,20.93,13.23,(28)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
