L0990年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2001"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 90 年,,,,,2 0 0 1,,,,,民 國 90 年,,,,,2 0 0 1,,,,,,民 國 90 年,,,,,,2 0 0 1,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
6.每戶建坪平均數(坪),40.99,30.96,39.06,33.119999999999997,43.28,48.19,54.4,6.Space per household average (pin),,6.每戶建坪平均數(坪),54.08,47.61,47.89,48.06,45.37,41.08,44.49,43.61,6.Space per household average (pin),,6.每戶建坪平均數(坪),46.26,36.049999999999997,40.770000000000003,36.6,32.71,45.18,45.66,49.19,41.5,6.Space per household average (pin)
7.每戶建坪中位數(坪),35,30,35,30,40,40,50,7.Space per household median (pin),,7.每戶建坪中位數(坪),50,45,45,50,41,35,40,40,7.Space per household median (pin),,7.每戶建坪中位數(坪),45,34,36,32,30,40,40,42,35,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.29,99.4,99.14,99.68,99.14,99.64,99.71,(1)Color TV,,(1)彩色電視機,99.46,99.2,99.19,98.59,99.22,97.23,98.89,99.31,(1)Color TV,,(1)彩色電視機,100,98.47,98.59,98.12,99.37,99.34,99.41,98.61,99.02,(1)Color TV
(2)數位影音光碟機,22.49,34.880000000000003,20.94,26.87,14.51,30.02,24.57,(2)DVD player,,(2)數位影音光碟機,16.420000000000002,19.87,13.69,13.63,14.06,13.02,9.16,15.29,(2)DVD player,,(2)數位影音光碟機,13.12,7.46,17.71,10.97,21.47,42.23,27.43,19.43,17.670000000000002,(2)DVD player
(3)攝影機,8.8699999999999992,17.45,7.07,10.79,3.41,8.4499999999999993,11.18,(3)Movies camera,,(3)攝影機,4.3600000000000003,6.03,4.72,4.74,5.27,3.06,7.93,3.47,(3)Movies camera,,(3)攝影機,3.45,6.3,7.13,4.34,3.2,15.79,13.59,8.92,8.14,(3)Movies camera
(4)音響,49.84,60.34,47.62,59.13,33.32,53.2,61.38,(4)Stereo,,(4)音響,42.66,46.13,42.64,31.14,38.15,34.15,36.549999999999997,38.83,(4)Stereo,,(4)音響,46.61,43.87,36.28,33.79,48.34,56.98,63.83,53,46.03,(4)Stereo
(5)鋼琴(含電子琴),10.92,17.96,14.49,8.74,6.68,9.61,11.12,(5)Piano,,(5)鋼琴(含電子琴),7.23,10.72,9.02,7.09,7.57,5.66,4.3,7.05,(5)Piano,,(5)鋼琴(含電子琴),6.43,7.03,10.86,3.39,8.0500000000000007,25.17,19.489999999999998,18.18,9.76,(5)Piano
(6)電視遊樂器,14.45,20.67,13.66,20.65,6.11,16.22,18.079999999999998,(6)Video game,,(6)電視遊樂器,11.33,11.73,9.64,8.23,11.05,8.9,8.44,6.87,(6)Video game,,(6)電視遊樂器,9.77,6.54,14.28,4.18,12.68,22.19,16.190000000000001,12.29,10,(6)Video game
(7)錄放影機,43.12,60.89,41.77,53.21,28.76,42.21,43.52,(7)Video tape recorder,,(7)錄放影機,40.29,41.82,30.43,34.99,34.22,28.37,30,23.59,(7)Video tape recorder,,(7)錄放影機,40.130000000000003,28.87,38.229999999999997,23.75,34.76,52.65,44.23,47.44,42.16,(7)Video tape recorder
(8)有線電視頻道設備,72.34,82.82,90.78,78.430000000000007,52.84,78.650000000000006,75.52,(8)Cable TV,,(8)有線電視頻道設備,67.209999999999994,63.93,53.76,68.03,52.46,45.49,55.19,74.77,(8)Cable TV,,(8)有線電視頻道設備,50.66,55.12,50.1,60.89,81.93,86.96,75.78,83.63,78.81,(8)Cable TV
(9)家用電腦,50.86,68.87,55.24,57.33,37.04,59.36,49.06,(9)Personal computer,,(9)家用電腦,41.16,47.32,42.53,35.93,26.74,28.91,38.380000000000003,40.22,(9)Personal computer,,(9)家用電腦,30.62,29.56,38.06,19.09,48.45,66.819999999999993,63.06,51.07,49.7,(9)Personal computer
(10)電話機,97.79,99.45,97.39,98.66,97.63,97.75,97.42,(10)Telephone,,(10)電話機,98.23,95.92,98.39,97.59,98.18,95.14,97.17,95.75,(10)Telephone,,(10)電話機,97.29,91.16,94.39,95.7,98.02,98.31,99.07,98.32,98.49,(10)Telephone
(11)行動電話,79.47,87.31,84.47,84.77,68.849999999999994,85.46,79.88,(11)Cell phone,,(11)行動電話,71.819999999999993,80.97,70.37,71.56,63.26,65.66,69.27,74.28,(11)Cell phone,,(11)行動電話,73.17,62.47,69.569999999999993,50.9,82.63,83.47,84.31,81.59,80.3,(11)Cell phone
(12)答錄機,3.91,12.56,3.08,2.71,2.66,4.07,2.04,(12)Answering machine,,(12)答錄機,0.34,1.9,0.71,1.64,2.11,0.37,0.85,1.27,(12)Answering machine,,(12)答錄機,1.64,1.17,3.71,0,2.87,9.4600000000000009,5.69,3.79,3.34,(12)Answering machine
(13)上網際網路,38.78,57.11,45.49,45.82,24.18,43.3,34.5,(13)Internet facility,,(13)上網際網路,26.17,31.61,27.16,22.6,19.059999999999999,17.53,28.08,29.12,(13)Internet facility,,(13)上網際網路,27.63,20.7,26.85,15.08,33.56,50.18,48.26,37.840000000000003,39.869999999999997,(13)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
90年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2001"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 90 年,,,,,2 0 0 1,,,,,民 國 90 年,,,,,2 0 0 1,,,,,,民 國 90 年,,,,,2 0 0 1,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(14)傳真機,10.36,25.44,10.63,9.49,5.14,11.15,6.05,(14)Fax machine,,(14)傳真機,8.7100000000000009,4.45,6.86,4.37,4.8099999999999996,3.34,5.99,3.87,(14)Fax machine,,(14)傳真機,4.01,2.34,9.66,1.43,10.050000000000001,14.06,16.690000000000001,11.54,6.27,(14)Fax machine
(15)汽車,55.63,53.31,56.53,47.98,49.87,71.03,70,(15)Sedan vehicle,,(15)汽車,65.180000000000007,64.709999999999994,57.28,57.57,48.42,49.12,54.71,53.17,(15)Sedan vehicle,,(15)汽車,48.94,40.299999999999997,56.13,25.91,38.74,64.760000000000005,68.66,62.9,53.56,(15)Sedan vehicle
(16)機車,79.650000000000006,60.32,86.46,77.66,78.61,79.31,76.95,(16)Motor bicycle,,(16)機車,83.13,84.94,85.47,82.03,83.9,79.45,84.97,89.43,(16)Motor bicycle,,(16)機車,93.25,85.21,78.760000000000005,74.8,65.95,83.91,81.5,88.95,88.3,(16)Motor bicycle
(17)電磁爐,42.72,57.05,36.11,59.17,28.05,47.48,39.840000000000003,(17)Electro-magnetic oven,,(17)電磁爐,27.46,41.82,31.88,27.17,39.380000000000003,28.28,25.47,24.69,(17)Electro-magnetic oven,,(17)電磁爐,24.33,20.89,30.91,12.82,47.15,50.72,53.49,48.88,35.42,(17)Electro-magnetic oven
(18)冷暖氣機,80.540000000000006,91.96,88,89.82,76.040000000000006,82.5,75.430000000000007,(18)Air conditioner,,(18)冷暖氣機,70.790000000000006,68.540000000000006,76.87,40.869999999999997,72.55,63.79,70.69,77.69,(18)Air conditioner,,(18)冷暖氣機,78.239999999999995,57.05,64.069999999999993,60.4,81.290000000000006,87.39,81.05,83,84.59,(18)Air conditioner
(19)除濕機,26.01,50.64,9.6999999999999993,37.72,34.33,47.02,35.840000000000003,(19)Dehumidifier,,(19)除濕機,26.75,12.3,7.31,10.65,6.45,4.34,5.01,3.35,(19)Dehumidifier,,(19)除濕機,5.25,8.8699999999999992,24.08,10.039999999999999,61.89,56.86,25.51,13.21,10.26,(19)Dehumidifier
(20)洗衣機,95.05,97.66,95.67,96.61,90.18,96.4,94.77,(20)Washing machine,,(20)洗衣機,90.33,96.4,93.12,91.89,92.84,87.48,93.97,92.47,(20)Washing machine,,(20)洗衣機,95.97,91.92,91.06,97.37,97.04,93.68,94.51,96.2,95.49,(20)Washing machine
(21)烘衣機,20.64,33.94,3.72,25.99,32.299999999999997,44.7,41.06,(21)Drier,,(21)烘衣機,39.380000000000003,15.73,9.7799999999999994,17.05,6.52,9.15,4.8499999999999996,3.12,(21)Drier,,(21)烘衣機,2.78,6.23,16.03,3.29,43.81,41.1,17.5,12.51,6.08,(21)Drier
(22)空氣清淨機,9.1,17.11,8.94,11.88,2.61,11.13,8,(22)Air-clean machine,,(22)空氣清淨機,7.22,4.59,3.69,2.0099999999999998,6.07,1.95,3.44,4.62,(22)Air-clean machine,,(22)空氣清淨機,2.87,2.41,6.01,4.88,6.78,13.54,16.87,8.34,8.34,(22)Air-clean machine
(23)濾水器,28.79,31.89,34.54,27.46,7.5,47,43.22,(23)Water filter machine,,(23)濾水器,30.19,31.59,14.95,9.26,23.42,23.26,21.71,15.75,(23)Water filter machine,,(23)濾水器,16.93,15.86,20.57,2.2999999999999998,24.64,57.22,45.35,29.16,31.31,(23)Water filter machine
(24)吸塵器,41.08,55.88,38.5,44.85,25.7,45.89,50.86,(24)Vacuum cleaner,,(24)吸塵器,42.34,41.47,28.16,30.25,22.01,25.17,25.74,30.06,(24)Vacuum cleaner,,(24)吸塵器,28.67,29.47,43.52,16.04,42.97,61.6,55.13,48.17,41.28,(24)Vacuum cleaner
(25)熱水器,93.94,96.31,93.51,97.77,89.93,96.75,97.43,(25)Geyser,,(25)熱水器,94.81,96.38,85.74,91.01,94.06,88.15,86.82,88.75,(25)Geyser,,(25)熱水器,91.48,86.63,85.48,92.91,96.79,96.66,96.32,96.54,93.99,(25)Geyser
(26)開飲機,54.92,45.92,49.89,56.65,57.64,68.400000000000006,67.95,(26)Hot-warm water fountain,,(26)開飲機,57.82,62.09,60.6,42.95,61.46,42.38,48.76,49.68,(26)Hot-warm water fountain,,(26)開飲機,69.87,67.739999999999995,55.78,63.55,51.62,50.6,56.54,41.82,44.26,(26)Hot-warm water fountain
(27)微波爐(含烤箱),48.01,71,50.43,54.48,28.52,53.39,45.85,(27)Microwave oven,,(27)微波爐(含烤箱),36.979999999999997,45.96,26.86,33.86,30.44,25.37,25.18,34.89,(27)Microwave oven,,(27)微波爐(含烤箱),33.659999999999997,21.36,34.58,33.64,43.98,66.849999999999994,67.13,46.81,55.43,(27)Microwave oven
(28)報紙,38.81,51.38,37.700000000000003,39.79,31.75,34.130000000000003,40.729999999999997,(28)Newspaper,,(28)報紙,36.61,41.9,32.99,37.619999999999997,40.619999999999997,22.92,35.35,28.28,(28)Newspaper,,(28)報紙,42.34,22.79,34.15,21.23,27.05,41.82,38.299999999999997,45.09,46.9,(28)Newspaper
(29)期刊雜誌,14.3,22.26,14.4,15.77,7.92,24.24,8.81,(29)Magazine,,(29)期刊雜誌,9.0399999999999991,12.43,7.34,5.99,7.21,4.92,13.45,5.73,(29)Magazine,,(29)期刊雜誌,7.19,9.6199999999999992,13.68,9.2799999999999994,4.57,24.53,20.23,15.43,12.02,(29)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,145.58000000000001,154.07,140.01,144.88,148.56,156.09,166.54,(1)Color TV,,(1)彩色電視機,150.16999999999999,149.16,133.58000000000001,138.97,131.49,131.37,125.22,146.32,(1)Color TV,,(1)彩色電視機,133.62,123.76,146.38999999999999,134.65,153.88999999999999,172.2,157.01,140.81,143.24,(1)Color TV
(2)數位影音光碟機,23.51,36.840000000000003,21.8,27.4,15.11,31.62,26.3,(2)DVD player,,(2)數位影音光碟機,16.420000000000002,22.01,13.86,14.94,14.85,13.31,9.68,16.329999999999998,(2)DVD player,,(2)數位影音光碟機,13.12,7.85,18.28,11.7,22.75,43.88,28.69,20.149999999999999,18.46,(2)DVD player
(3)攝影機,9.35,19.05,7.54,11.11,3.41,8.57,12.35,(3)Movies camera,,(3)攝影機,4.7,6.96,4.72,4.74,5.27,3.06,8.09,3.61,(3)Movies camera,,(3)攝影機,3.85,6.3,7.41,4.34,3.2,16.13,14.31,8.92,8.34,(3)Movies camera
(4)音響,54.58,72.73,51.95,63.02,34.49,57.34,66.260000000000005,(4)Stereo,,(4)音響,43.38,49.73,44.45,31.14,41.5,35.44,38.32,40.39,(4)Stereo,,(4)音響,49.23,46.58,40.82,35.53,49.98,71.81,72.48,58.81,48.98,(4)Stereo
(5)鋼琴(含電子琴),11.23,18.3,14.96,9.08,6.68,9.9700000000000006,11.41,(5)Piano,,(5)鋼琴(含電子琴),7.23,10.99,9.19,7.09,7.57,5.66,4.3,7.34,(5)Piano,,(5)鋼琴(含電子琴),6.43,7.41,11.14,3.39,8.3699999999999992,28.52,19.670000000000002,19.239999999999998,9.9600000000000009,(5)Piano
(6)電視遊樂器,15.31,23.06,14.52,21.59,6.11,16.7,18.66,(6)Video game,,(6)電視遊樂器,12.36,12,9.64,8.9,11.32,8.9,8.94,7.02,(6)Video game,,(6)電視遊樂器,9.98,6.54,15.13,4.18,13.32,25.85,17.3,14.42,10,(6)Video game
(7)錄放影機,44.86,65.260000000000005,42.9,54.56,29.04,43.52,46.95,(7)Video tape recorder,,(7)錄放影機,41.34,43.7,30.96,35.33,35.31,28.66,30.83,23.73,(7)Video tape recorder,,(7)錄放影機,40.94,30.41,40.85,23.75,35.409999999999997,59.38,46.59,49.56,44.34,(7)Video tape recorder
(8)有線電視頻道設備,72.36,82.92,90.78,78.430000000000007,52.84,78.650000000000006,75.52,(8)Cable TV,,(8)有線電視頻道設備,67.209999999999994,63.93,53.76,68.03,52.46,45.49,55.19,74.77,(8)Cable TV,,(8)有線電視頻道設備,50.66,55.12,50.1,60.89,81.93,87.31,75.78,83.63,78.81,(8)Cable TV
(9)家用電腦,57.68,86.29,60.91,63.63,40.770000000000003,65.63,54.42,(9)Personal computer,,(9)家用電腦,45.42,51.84,45.73,40.619999999999997,29.89,31.67,41.02,42.81,(9)Personal computer,,(9)家用電腦,32.33,31.46,44.33,20.83,52.34,83.17,73.989999999999995,57.36,54.98,(9)Personal computer
(10)電話機,120.12,150.15,119.45,125.18,116.62,118.74,115.75,(10)Telephone,,(10)電話機,119.58,106.86,109.84,113.11,109.75,106.23,104.84,106.24,(10)Telephone,,(10)電話機,102.41,102.77,114.88,106.51,112.28,128,125.96,114.05,116.43,(10)Telephone
(11)行動電話,159.02000000000001,199.01,168.76,168.4,131.30000000000001,180.73,159.68,(11)Cell phone,,(11)行動電話,148.78,160.49,119.52,144.91999999999999,113.52,118.28,129.28,130.99,(11)Cell phone,,(11)行動電話,132.63,113.99,131.72999999999999,90.69,174.15,183.83,171.41,164.88,152.31,(11)Cell phone
(12)答錄機,4.01,12.86,3.15,2.77,3.56,4.07,2.04,(12)Answering machine,,(12)答錄機,0.34,1.9,0.71,1.64,2.11,0.37,0.85,1.42,(12)Answering machine,,(12)答錄機,1.64,1.17,3.71,0,2.87,10.119999999999999,5.87,3.79,3.34,(12)Answering machine
(13)傳真機,10.45,25.63,10.63,9.49,5.14,11.27,6.05,(13)Fax machine,,(13)傳真機,9.0500000000000007,4.58,6.86,4.37,4.8099999999999996,3.34,6.16,4.01,(13)Fax machine,,(13)傳真機,4.01,2.34,9.66,1.43,10.050000000000001,14.38,17.05,11.54,6.27,(13)Fax machine
(14)汽車,65.05,58.87,63.61,51.68,57.68,88.97,91.78,(14)Sedan vehicle,,(14)汽車,84.67,80.260000000000005,67.84,74.97,60.12,57.86,64.400000000000006,58.54,(14)Sedan vehicle,,(14)汽車,54.21,48.51,70.989999999999995,29.07,41.01,84.08,84.14,74.36,61.39,(14)Sedan vehicle
