黃麗妃L08100年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 100 年,,2 0 1 1,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,7959828,5834524,2125304,Total
"未滿200,000元",143565,66264,77301,"Under NT$200,000"
"200,000～299,999",290837,148443,142394,"200,000～299,999"
"300,000～399,999",355586,210781,144805,"300,000～399,999"
"400,000～499,999",504460,309989,194471,"400,000～499,999"
"500,000～599,999",539430,345733,193697,"500,000～599,999"
"600,000～699,999",544954,345825,199129,"600,000～699,999"
"700,000～799,999",549775,394572,155203,"700,000～799,999"
"800,000～899,999",508453,376969,131484,"800,000～899,999"
"900,000～999,999",531192,411159,120033,"900,000～999,999"
"1,000,000～1,099,999",493603,387100,106503,"1,000,000～1,099,999"
"1,100,000～1,199,999",442764,345901,96862,"1,100,000～1,199,999"
"1,200,000～1,299,999",412861,334949,77912,"1,200,000～1,299,999"
"1,300,000～1,399,999",348302,276946,71356,"1,300,000～1,399,999"
"1,400,000～1,499,999",331762,274899,56864,"1,400,000～1,499,999"
"1,500,000～1,649,999",450934,363337,87596,"1,500,000～1,649,999"
"1,650,000～1,799,999",326093,273830,52263,"1,650,000～1,799,999"
"1,800,000～1,999,999",332502,270446,62056,"1,800,000～1,999,999"
"2,000,000～2,299,999",334654,263033,71622,"2,000,000～2,299,999"
"2,300,000～2,699,999",227600,192131,35469,"2,300,000～2,699,999"
"2,700,000～3,499,999",178773,151230,27543,"2,700,000～3,499,999"
"3,500,000元及以上",111729,90988,20741,"Above $3,500,000"
