appleL1293年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2004",,93年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2004",,93年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2004"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),,Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 93 年,,,,單位：元,2 0 0 4 Unit:NT$,,,,,民 國 93 年,,,,單位：元,2 0 0 4 Unit:NT$,,,,,,民 國 93 年,,,,,單位：元,2 0 0 4 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
所得收入者人數,11642237,1461749,843236,2110822,219713,1008700,260992,No. of income recipients,,所得收入者人數,247717,705117,579515,253174,312866,259611,561488,629862,No. of income recipients,,所得收入者人數,390120,114293,160729,43787,226897,207940,515702,119173,409032,No. of income recipients
一、所得收入總計,613570,891517,658239,614816,495214,634056,564198,A.Total receipts,,一、所得收入總計,508247,520739,504122,509237,499826,432208,495522,513026,A.Total receipts,,一、所得收入總計,518178,460333,555664,523129,577063,824207,654369,554888,573820,A.Total receipts
1.受僱人員報酬,376165,554177,406886,401117,271222,425114,382483,1.Compensation of employees,,1.受僱人員報酬,282320,312682,256274,239565,260714,218988,291076,341938,1.Compensation of employees,,1.受僱人員報酬,286564,237158,306192,267557,400450,488067,401291,312691,337679,1.Compensation of employees
(1)本業薪資,286869,414370,295134,313892,211172,323374,294140,(1)Full time payroll,,(1)本業薪資,211065,247770,209539,185103,205139,171187,230966,264738,(1)Full time payroll,,(1)本業薪資,211501,179694,223597,210235,298451,327581,308275,213878,255380,(1)Full time payroll
(2)兼業薪資,18888,30417,33033,12088,21115,15403,19982,(2)Part time payroll,,(2)兼業薪資,21172,14608,7989,11497,8179,11450,12252,15620,(2)Part time payroll,,(2)兼業薪資,21326,16712,40038,6267,23494,31405,14021,43430,24765,(2)Part time payroll
(3)其他收入,70409,109389,78719,75138,38935,86338,68362,(3)Other receipts or subsidies,,(3)其他收入,50082,50304,38746,42965,47396,36351,47858,61580,(3)Other receipts or subsidies,,(3)其他收入,53737,40751,42558,51055,78505,129082,78995,55383,57534,(3)Other receipts or subsidies
2.產業主所得,103375,99712,108923,98686,81776,92211,79298,2.Entrepreneurial income,,2.產業主所得,84139,108793,144762,153704,124297,94918,84852,87160,2.Entrepreneurial income,,2.產業主所得,119956,94705,84835,120083,69865,76284,135038,108733,119001,2.Entrepreneurial income
(1)農業淨收入,10775,2135,954,888,17079,2153,10512,(1)Net agricultural income,,(1)農業淨收入,18806,12643,21905,52840,51967,43594,14065,14843,(1)Net agricultural income,,(1)農業淨收入,40790,39140,11451,43024,1645,2354,686,7799,629,(1)Net agricultural income
(2)營業淨收入,87394,89982,100609,94009,64063,85142,65212,(2)Net operation surplus,,(2)營業淨收入,63035,90116,120480,87253,64472,43107,66462,69778,(2)Net operation surplus,,(2)營業淨收入,73875,54291,71548,77059,66768,73201,128132,94089,108598,(2)Net operation surplus
(3)執行業務淨收入,5206,7595,7361,3789,634,4916,3574,(3)Net professional income,,(3)執行業務淨收入,2297,6034,2376,13611,7857,8217,4324,2538,(3)Net professional income,,(3)執行業務淨收入,5291,1274,1836,0,1453,729,6220,6845,9774,(3)Net professional income
3.財產所得收入,28193,70377,33941,22102,18186,16667,15235,3. Property income,,3.財產所得收入,15425,13735,12351,17251,12506,10411,19348,10090,3. Property income,,3.財產所得收入,23190,17398,23161,24093,16292,144432,24468,30651,25948,3. Property income
4.自用住宅設算租金收入,37020,62736,38281,36152,33909,48581,29841,4.Imputed rent income,,4.自用住宅設算租金收入,29610,26468,32395,32374,27616,24868,30666,21895,4.Imputed rent income,,4.自用住宅設算租金收入,16932,18237,33573,22614,22553,42802,39761,29919,34762,4.Imputed rent income
5.經常移轉收入,68742,104285,70160,56728,90083,51455,57159,5.Current transfer receipts,,5.經常移轉收入,96720,59044,58176,66305,74664,82948,69524,51939,5.Current transfer receipts,,5.經常移轉收入,71480,92472,107847,88550,67860,72613,53763,72797,56376,5.Current transfer receipts
(1)從私人,23067,57512,24209,15344,23685,11219,11407,(1)From individuals,,(1)從私人,29562,17994,17323,19557,22079,26046,13893,12776,(1)From individuals,,(1)從私人,27053,24423,36394,20214,20331,20208,18819,26668,14397,(1)From individuals
(2)從政府,15732,15361,13651,13966,21564,12797,17070,(2)From government,,(2)從政府,19333,11095,13663,17552,22174,28564,19883,14449,(2)From government,,(2)從政府,19261,34851,26114,27188,15283,18719,12169,20811,12277,(2)From government
(3)社會保險受益,28412,29342,31215,26950,44474,26360,28278,(3)Benefit of social insurance,,(3)社會保險受益,42835,26731,26638,28306,29428,25367,28841,24323,(3)Benefit of social insurance,,(3)社會保險受益,24635,31605,45147,41108,30613,32886,22008,24782,27394,(3)Benefit of social insurance
(4)從企業,715,256,977,241,359,380,261,(4)From enterprises,,(4)從企業,884,773,542,889,372,2971,5437,31,(4)From enterprises,,(4)從企業,39,1593,192,40,733,800,222,35,358,(4)From enterprises
(5)從國外,815,1814,108,227,0,699,143,(5)From abroad,,(5)從國外,4106,2451,10,0,610,0,1469,360,(5)From abroad,,(5)從國外,493,0,0,0,899,0,544,501,1950,(5)From abroad
6.雜項收入,74,231,49,30,38,28,182,6.Miscellaneous receipts,,6.雜項收入,34,16,164,39,29,75,56,4,6.Miscellaneous receipts,,6.雜項收入,56,363,57,232,43,9,49,97,54,6.Miscellaneous receipts
二、非消費支出,103474,156249,103907,105665,79035,107452,103903,B.Nonconsumption expenditures,,二、非消費支出,90359,84407,74295,80035,82638,63866,81671,91963,B.Nonconsumption expenditures,,二、非消費支出,84455,76476,91606,84479,95141,145475,116954,90489,93560,B.Nonconsumption expenditures
1.利息支出,11979,17460,13453,14438,7121,11924,9075,1.Interest,,1.利息支出,11564,11890,5365,10606,4464,5657,8453,12231,1.Interest,,1.利息支出,4088,7561,11186,6725,13181,9926,15744,6038,13095,1.Interest
2.經常移轉支出,91496,138789,90453,91227,71915,95528,94829,2.Current transfer expenditures,,2.經常移轉支出,78795,72517,68930,69429,78173,58209,73219,79732,2.Current transfer expenditures,,2.經常移轉支出,80367,68915,80420,77754,81960,135549,101210,84451,80465,2.Current transfer expenditures
(1)對私人,28737,49997,28603,27340,26231,25723,29487,(1)To private,,(1)對私人,26825,18508,17816,23339,29990,18208,21722,25226,(1)To private,,(1)對私人,32799,27034,28524,34491,22864,41576,24228,28443,25494,(1)To private
(2)對政府,21063,35836,20990,19366,12856,21396,22933,(2)To government,,(2)對政府,15937,16614,14986,14791,16019,11661,15057,17243,(2)To government,,(2)對政府,15836,9652,18726,9739,18441,46269,27880,21329,17070,(2)To government
(3)社會保險,39487,48362,38559,43075,32662,43953,42351,(3)Social insurance,,(3)社會保險,32864,34577,33612,31009,30409,27929,35648,37107,(3)Social insurance,,(3)社會保險,30737,28509,32022,33252,38820,44985,45749,33114,37805,(3)Social insurance
(4)對國外,2208,4594,2301,1445,165,4456,58,(4)To abroad,,(4)對國外,3169,2819,2516,290,1755,411,791,156,(4)To abroad,,(4)對國外,995,3720,1149,271,1835,2719,3352,1565,95,(4)To abroad
三、可支配所得,510095,735268,554332,509151,416179,526604,460295,C.Disposable income,,三、可支配所得,417888,436331,429827,429202,417189,368342,413850,421063,C.Disposable income,,三、可支配所得,433723,383858,464058,438650,481922,678732,537416,464399,480260,C.Disposable income
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
