appleL0194年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2005"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
民 國 94 年,,,,,單位：元,2 0 0 5 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
家庭戶數,7206883,714811,1637411,1383949,1831637,1009145,402257,147951,47125,32597,No. of households
平均每戶人數,3.42,1,2,3,4,5,6,7,8,10.029999999999999,No. of persons per household
平均每戶成年人數,2.57,1,1.93,2.5099999999999998,2.77,3.29,4,4.6100000000000003,5.23,6.22,No. of adults per household
平均每戶就業人數,1.51,0.49,0.86,1.47,1.84,2.08,2.2999999999999998,2.74,3.1,3.89,No. of persons employed per household
平均每戶所得收入者人數,1.64,1,1.23,1.57,1.8,2.04,2.23,2.61,3,3.6,No. of income recipients per household
一、所得收入總計,1082168,456078,740991,1099837,1326566,1341290,1443018,1533712,1663576,2101510,A.Total receipts
1.受僱人員報酬,628527,202721,329284,670489,843875,816871,817783,890967,945127,1300228,1.Compensation of employees
(1)本業薪資,474690,148617,220048,499054,643608,645220,638547,718741,788941,1026940,(1)Full time payroll
(2)兼業薪資,38729,20247,56285,47555,34452,24510,34065,25390,13805,22035,(2)Part time payroll
(3)其他收入,115107,33856,52950,123880,165815,147142,145171,146836,142381,251253,(3)Other receipts or subsidies
2.產業主所得,163882,51707,97100,142565,208306,229468,271333,281922,320430,268783,2.Entrepreneurial income
3.財產所得收入,46789,27162,57546,52369,47037,39147,43403,32710,36135,43614,3. Property income
4.自用住宅設算租金收入,63480,41591,56462,65853,71380,67589,71378,68498,73701,89164,4.Imputed rent income
5.經常移轉收入,179313,132720,200414,168371,155820,188025,238923,259438,288070,399407,5.Current transfer receipts
(1)從私人,50542,66055,80083,46791,31549,35528,43277,40447,47388,57860,(1)From individuals
