L0987年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1998"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 87 年,,,,,1 9 9 8,,,,,民 國 87 年,,,,,1 9 9 8,,,,,,民 國 87 年,,,,,,1 9 9 8,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(15)機車,131.91,82.17,163.99,117.74,143.26,124.32,130.51,(15)Motor bicycle,,(15)機車,131.75,153.69999999999999,164.81,138.06,126.93,114.83,147.41999999999999,156.34,(15)Motor bicycle,,(15)機車,172.41,126.02,115.91,105.67,87.15,159.22,136.41,161.13,169.25,(15)Motor bicycle
(16)電磁爐,40.83,58.81,36.58,53.44,33.36,44.23,41.25,(16)Electro-magnetic oven,,(16)電磁爐,24.15,39.03,36.479999999999997,28.84,27.97,20.62,24.42,22.22,(16)Electro-magnetic oven,,(16)電磁爐,20.68,22.36,30.66,18.579999999999998,47.07,43.13,54.77,44.85,33.4,(16)Electro-magnetic oven
(17)冷暖氣機,140.96,197.94,177.82,155.19999999999999,134.16999999999999,127.78,137.32,(17)Air conditioner,,(17)冷暖氣機,106.07,105.91,116.88,65.39,92.09,79.56,108.46,126.23,(17)Air conditioner,,(17)冷暖氣機,128.91,79.760000000000005,97.36,78.23,124.26,176.12,155.77000000000001,137.99,158.66,(17)Air conditioner
(18)除濕機,24.32,53.59,5.41,33.85,40.22,46.41,40.14,(18)Dehumidifier,,(18)除濕機,16.510000000000002,14.49,9.09,9.3000000000000007,3.67,4.8499999999999996,2.4500000000000002,2.74,(18)Dehumidifier,,(18)除濕機,2.06,5.86,18.329999999999998,7.77,60.26,56.84,15.64,8.24,7.63,(18)Dehumidifier
(19)洗衣機,95.48,97.79,94.65,97.81,97.4,96.35,89.57,(19)Washing machine,,(19)洗衣機,90.78,95.14,95.3,93.83,95.15,85.19,95.32,91.75,(19)Washing machine,,(19)洗衣機,97.94,87.36,90.34,95.59,96.15,93.2,96.4,96.14,97.03,(19)Washing machine
(20)烘衣機,19.649999999999999,33.81,4,24.93,37,41.74,36.19,(20)Drier,,(20)烘衣機,26.59,16.68,12.23,15.47,3.38,6.61,3.86,3.92,(20)Drier,,(20)烘衣機,2.73,5.76,18.59,0.88,45.22,41.64,13.09,8.25,6.32,(20)Drier
(21)洗碗機,4.0199999999999996,8.9600000000000009,4.2300000000000004,2.83,1.95,3.85,3.79,(21)Dishwasher,,(21)洗碗機,4.66,2.44,5.93,1.21,2.97,3.62,4.22,1.78,(21)Dishwasher,,(21)洗碗機,2.36,2.2999999999999998,2.2999999999999998,3.45,0.66,0.33,5.47,4.1100000000000003,2.36,(21)Dishwasher
(22)排油煙機,92.66,94.27,92.66,95.69,90.18,94.51,92.24,(22)Exhaust fan,,(22)排油煙機,88.44,94.5,90.77,88.21,92.21,81.010000000000005,89.65,93.4,(22)Exhaust fan,,(22)排油煙機,96.89,78.13,78.010000000000005,81.66,88.86,90.99,95.86,93.02,92.72,(22)Exhaust fan
(23)吸塵器,42.15,61.69,37.78,44.08,41.03,51.25,55.49,(23)Vacuum cleaner,,(23)吸塵器,38.549999999999997,41.88,32.22,34.51,19.71,21.08,22.46,28.61,(23)Vacuum cleaner,,(23)吸塵器,33.11,22.97,38.31,15.41,39.57,61.89,56.07,41.95,41.38,(23)Vacuum cleaner
(24)熱水器,98.37,99.83,96.38,97.61,107.49,103.82,105.46,(24)Geyser,,(24)熱水器,114.39,105.85,92.5,104.1,99.28,86.61,87.9,86.26,(24)Geyser,,(24)熱水器,97.72,83.1,87.64,90.51,97.2,120,105.13,103.48,95.33,(24)Geyser
(25)開飲機,52.31,45.07,48.43,54.91,56.36,64.94,57.44,(25)Hot-warm water fountain,,(25)開飲機,54.73,63.32,49.55,52.68,56.66,40.83,44.69,45.84,(25)Hot-warm water fountain,,(25)開飲機,71.3,48.43,50.41,67.900000000000006,50.95,56.14,54.77,39.69,33.67,(25)Hot-warm water fountain
(26)微波爐(含烤箱),48.08,82.48,50.07,52.88,31.56,47.53,43.96,(26)Microwave oven,,(26)微波爐(含烤箱),23.71,42.6,33,36.26,25.85,22.44,19.36,33.96,(26)Microwave oven,,(26)微波爐(含烤箱),30.46,17.57,33.18,19.57,47.96,68.12,75.459999999999994,39.18,50.23,(26)Microwave oven
(27)報紙,53.56,69.900000000000006,58.75,52.68,45.4,55.52,48.85,(27)Newspaper,,(27)報紙,44.22,56.34,49.53,46.32,43.08,30.96,40.630000000000003,45.2,(27)Newspaper,,(27)報紙,52.86,35.08,41.59,37.090000000000003,34.24,55.07,62.26,57.3,65.2,(27)Newspaper
(28)期刊雜誌,16.38,29.16,19.43,15.62,17.13,13.14,10.58,(28)Magazine,,(28)期刊雜誌,19.91,15.72,10.47,8.85,6.87,4.57,10.41,12.24,(28)Magazine,,(28)期刊雜誌,10.27,8.99,17.2,5.16,10.130000000000001,22.77,18.579999999999998,33.69,17.62,(28)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
