黃麗妃L08107年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 107 年,,2 0 1 8,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8643140,6113397,2529743,Total
"未滿200,000元",72742,29845,42897,"Under NT$200,000"
"200,000～299,999",243994,114695,129299,"200,000～299,999"
"300,000～399,999",366119,183333,182786,"300,000～399,999"
"400,000～499,999",425927,236845,189082,"400,000～499,999"
"500,000～599,999",490730,305335,185395,"500,000～599,999"
"600,000～699,999",479973,281623,198351,"600,000～699,999"
"700,000～799,999",508476,311319,197156,"700,000～799,999"
"800,000～899,999",518644,356162,162482,"800,000～899,999"
"900,000～999,999",550318,384605,165713,"900,000～999,999"
"1,000,000～1,099,999",512133,371791,140342,"1,000,000～1,099,999"
"1,100,000～1,199,999",478090,353013,125077,"1,100,000～1,199,999"
"1,200,000～1,299,999",460862,354319,106543,"1,200,000～1,299,999"
"1,300,000～1,399,999",431156,338408,92748,"1,300,000～1,399,999"
"1,400,000～1,499,999",405414,317014,88400,"1,400,000～1,499,999"
"1,500,000～1,649,999",514580,405609,108970,"1,500,000～1,649,999"
"1,650,000～1,799,999",369080,302328,66752,"1,650,000～1,799,999"
"1,800,000～1,999,999",398549,323015,75534,"1,800,000～1,999,999"
"2,000,000～2,299,999",482349,379040,103309,"2,000,000～2,299,999"
"2,300,000～2,699,999",406547,340593,65955,"2,300,000～2,699,999"
"2,700,000～3,499,999",340538,269427,71112,"2,700,000～3,499,999"
"3,500,000元及以上",186920,155079,31841,"Above $3,500,000"
