appleL04111年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,"The Survey of Family Income and Expenditure, 2022"
,,,,,,,,,,,,,,,
第4表 平均每戶家庭收支按經濟戶長職業別分,Table 4. Average Family Income and Expenditure per Household,,,,,第4表 平均每戶家庭收支按經濟戶長職業別分(續一),,,Table 4. Average Family Income and Expenditure per Household,,,,,,
,,,,,by Occupation of Household Heads,,,,,,,,by Occupation of Household Heads (Cont.1),,
(3)其他收入,153158,483111,347757,252138,178487,90567,(3)Other receipts or subsidies,,(3)其他收入,25805,111750,156093,76886,10939,(3)Other receipts or subsidies
2.產業主所得,157772,328268,142277,179292,40055,347261,2.Entrepreneurial income,,2.產業主所得,387172,211068,133422,53288,718,2.Entrepreneurial income
3.財產所得收入,62195,181528,94304,71963,50212,35589,3. Property income,,3.財產所得收入,39924,31999,31013,20375,70401,3. Property income
4.自用住宅設算租金收入,77445,132987,104455,93794,80940,63836,4.Imputed rent income,,4.自用住宅設算租金收入,38623,66598,67945,49285,69421,4.Imputed rent income
5.經常移轉收入,295661,235613,245247,253548,273577,282093,5.Current transfer receipts,,5.經常移轉收入,337102,288465,267251,279357,381610,5.Current transfer receipts
(1)從私人,71640,53765,47575,48591,60345,49156,(1)From individuals,,(1)從私人,81434,44316,42808,51383,141870,(1)From individuals
(2)從政府,68224,54262,58608,57884,63048,63874,(2)From government,,(2)從政府,108754,75674,72588,80751,72015,(2)From government
(3)社會保險受益,152534,122291,135916,142354,146286,166148,(3)Benefit of social insurance,,(3)社會保險受益,145061,165312,149166,144639,165092,(3)Benefit of social insurance
(4)從企業,2871,5174,2986,4603,3822,2916,(4)From enterprises,,(4)從企業,1796,3164,2519,1742,1359,(4)From enterprises
(5)從國外,392,121,162,116,76,0,(5)From abroad,,(5)從國外,58,0,169,842,1274,(5)From abroad
6.雜項收入,42,1,8,13,18,51,6.Miscellaneous receipts,,6.雜項收入,45,52,91,153,43,6.Miscellaneous receipts
二、非消費支出,232278,619054,413972,319170,230051,195369,B.Nonconsumption expenditures,,二、非消費支出,114664,221960,227633,149560,72815,B.Nonconsumption expenditures
1.利息支出,11324,31096,24331,17624,9880,9714,1.Interest,,1.利息支出,1716,9045,10122,3890,2673,1.Interest
2.經常移轉支出,220954,587958,389641,301546,220171,185655,2.Current transfer expenditures,,2.經常移轉支出,112948,212915,217511,145670,70141,2.Current transfer expenditures
(1)對私人,48380,145149,88059,65467,37802,40757,(1)To private,,(1)對私人,27499,40396,35512,23961,21811,(1)To private
(2)對政府,35398,173671,78850,41550,21749,21265,(2)To government,,(2)對政府,17063,21941,19923,12786,12646,(2)To government
(3)社會保險,134816,251137,215883,192847,159413,122863,(3)Social insurance,,(3)社會保險,68203,150244,161887,108891,34543,(3)Social insurance
(4)對國外,2360,18002,6848,1682,1207,769,(4)To abroad,,(4)對國外,183,334,190,33,1141,(4)To abroad
,,,,,,,,,,,,,,,
111年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,"The Survey of Family Income and Expenditure, 2022"
,,,,,,,,,,,,,,,
第4表 平均每戶家庭收支按經濟戶長職業別分(續二),,,,Table 4. Average Family Income and Expenditure per Household,,第4表 平均每戶家庭收支按經濟戶長職業別分(續完),,,Table 4. Average Family Income and Expenditure per Household,,,,,,
,,,,,by Occupation of Household Heads (Cont.2),,,,,,,,by Occupation of Household Heads (Cont.End),,
民 國 111 年,,,單位：元,2 0 2 2 Unit:NT$,,,,,民 國 111 年,,單位：元,2 0 2 2 Unit:NT$,,,
,總 平 均,民 意 代 表 、 主管 及 經 理 人 員,專 業 人 員,技 術 員 及 助    理 專 業 人 員,事務支援人員,服 務 及 銷 售工 作 人 員,,,,農、林、漁、牧業生產人員,技 藝 有 關 工 作 人 員,機械設備操作及組裝人員,基 層 技 術 工及 勞 力 工,其  他,
,General average,"Legislators, Senior Officials and Managers",Professionals,Technicians and Associate Professionals,Clerical Support Workers,Service and Sales Workers,,,,"Skilled Agricultural, Forestry and Fishery Workers",Craft and Related Trades Workers,"Plant and Machine Operators, and Assemblers",Elementary Labourers,Others,
,,,,,,,,,,,,,,,
三、消費支出,834537,1371397,1101987,1009644,847664,803435,C.Consumption expenditures,,三、消費支出,617285,852836,825932,650526,562731,C.Consumption expenditures
1.食品及非酒精飲料,118305,148291,132345,131448,124659,119572,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,116854,132648,128799,110074,85998,1.Food and non-alcoholic beverages
2.菸酒及檳榔,8766,12022,5857,8920,6623,8794,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,9770,17055,13272,13011,3551,"2.Tobacco,alcoholic beverages and betel nuts"
3.衣著鞋襪及服飾用品,22687,46168,34045,30714,23625,22075,3.Clothing and footwear,,3.衣著鞋襪及服飾用品,13349,22779,22362,15249,10378,3.Clothing and footwear
4.住宅服務、水電瓦斯及其他燃料,205629,341495,273765,241925,210254,188102,"4.Housing,water,electricity,gas and other fuels",,4.住宅服務、水電瓦斯及其他燃料,110664,183672,181100,149365,175865,"4.Housing,water,electricity,gas and other fuels"
(1)房地租及水費,188652,321230,254998,223079,192665,170704,(1)Rent and water charges,,(1)房地租及水費,94129,164614,162509,133489,163288,(1)Rent and water charges
(2)電費及燃料,16978,20265,18767,18846,17589,17398,(2)Power and fuel,,(2)電費及燃料,16535,19058,18591,15876,12577,(2)Power and fuel
5.家具設備及家務維護,24479,54534,37198,31641,23852,22446,"5.Furnishings,household equipmentand routine household maintenance",,5.家具設備及家務維護,14457,21015,20314,14515,15524,"5.Furnishings,household equipmentand routine household maintenance"
6.醫療保健,148598,193026,162109,165418,155647,144056,6.Health,,6.醫療保健,147313,147548,147816,126207,127851,6.Health
7.交通,72787,137373,119181,94776,68819,68058,7.Transport,,7.交通,59942,77891,70160,48177,32202,7.Transport
(1)個人交通工具之購置,10934,24087,29438,10720,8774,11057,(1)Purchase of vehicles,,(1)個人交通工具之購置,9190,8778,6990,3934,4069,(1)Purchase of vehicles
(2)個人交通設備使用管理及保養費,46400,81894,66019,63007,44229,43321,(2)Operation of transport equipment,,(2)個人交通設備使用管理及保養費,41130,54229,49174,34509,19765,(2)Operation of transport equipment
(3)乘交通設備及其他交通服務,7796,16054,12076,10687,8652,6703,(3)Transport services,,(3)乘交通設備及其他交通服務,3098,6611,6434,5132,4944,(3)Transport services
(4)汽、機車保險費,7657,15338,11648,10362,7163,6976,(4)Insurance of vehicles,,(4)汽、機車保險費,6523,8272,7562,4602,3424,(4)Insurance of vehicles
8.通訊,24068,36819,30698,30077,25969,24916,8.Communication,,8.通訊,18466,28032,26850,20804,12178,8.Communication
9.休閒與文化,27091,61362,44160,36539,25099,24136,9.Recreation and culture,,9.休閒與文化,13731,24410,22849,16701,14923,9.Recreation and culture
(1)套裝旅遊(不含自助旅遊),4007,11090,6751,5232,3478,3288,(1)Package holidays,,(1)套裝旅遊(不含自助旅遊),1817,2963,2538,1726,2789,(1)Package holidays
(2)娛樂消遣及文化服務,11898,24528,18499,14946,11907,10840,(2)Recreational and cultural services,,(2)娛樂消遣及文化服務,6445,10893,10493,8082,7387,(2)Recreational and cultural services
(3)書報雜誌文具,3403,7109,5659,4848,2937,3236,"(3)Newspapers,books and stationery",,(3)書報雜誌文具,2068,3708,3426,2463,1095,"(3)Newspapers,books and stationery"
(4)教育消遣康樂器材及其附屬品,7783,18635,13251,11513,6777,6772,(4)Recreational facilities,,(4)教育消遣康樂器材及其附屬品,3402,6845,6392,4430,3652,(4)Recreational facilities
10.教育,25813,70769,47621,38941,20150,23042,10.Education,,10.教育,13834,27781,25619,15156,3774,10.Education
11.餐廳及旅館,114915,184110,156225,147910,121935,120181,11.Restaurants and hotels,,11.餐廳及旅館,68092,132638,129429,95142,53059,11.Restaurants and hotels
12.什項消費,41399,85426,58785,51335,41032,38058,12.Miscellaneous goods and services,,12.什項消費,30811,37368,37363,26126,27427,12.Miscellaneous goods and services
可支配所得,1108569,2220571,1629703,1402075,1063694,1065181,Disposable income,,可支配所得,864358,1130600,1071231,810046,576927,Disposable income
消費支出,834537,1371397,1101987,1009644,847664,803435,Consumption expenditures,,消費支出,617285,852836,825932,650526,562731,Consumption expenditures
儲蓄,274032,849174,527715,392431,216030,261746,Saving,,儲蓄,247074,277764,245299,159520,14196,Saving
所得總額,1406998,2961022,2137350,1797910,1359041,1318558,Current receipts,,所得總額,1015594,1407614,1351040,998775,709490,Current receipts
