appleL1297年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2008"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),,Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 97 年,,,,單位：元,2 0 0 8 Unit:NT$,,,,,民 國 97 年,,,,單位：元,2 0 0 8 Unit:NT$,,,,,,民 國 97 年,,,,,單位：元,2 0 0 8 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
所得收入者人數,12458121,1558911,913494,2285736,235127,1097920,300642,No. of income recipients,,所得收入者人數,273254,755704,609364,262530,310115,267187,580580,691579,No. of income recipients,,所得收入者人數,398019,109858,171254,43963,215547,245591,557837,130676,443233,No. of income recipients
一、所得收入總計,619804,892620,677725,630951,575240,630728,612667,A.Total receipts,,一、所得收入總計,503885,519872,468904,477203,480771,440921,493289,515622,A.Total receipts,,一、所得收入總計,512735,450988,525202,568988,592224,747802,680459,581859,608910,A.Total receipts
1.受僱人員報酬,375059,548216,414940,415196,284629,410858,405706,1.Compensation of employees,,1.受僱人員報酬,296174,317078,259593,243386,214675,198911,277350,307757,1.Compensation of employees,,1.受僱人員報酬,279186,242548,280089,345871,371802,434817,372862,376932,380210,1.Compensation of employees
(1)本業薪資,286169,414517,301415,321216,208210,308931,313850,(1)Full time payroll,,(1)本業薪資,234907,255818,209258,181659,164297,150121,216995,239330,(1)Full time payroll,,(1)本業薪資,209082,180116,215276,261608,287099,308304,284554,263963,291949,(1)Full time payroll
(2)兼業薪資,21631,30512,33830,21108,29813,18651,18723,(2)Part time payroll,,(2)兼業薪資,12315,12008,12457,21336,13603,14605,14483,15410,(2)Part time payroll,,(2)兼業薪資,23751,23902,26127,22108,23242,26134,22973,38508,22621,(2)Part time payroll
(3)其他收入,67260,103187,79695,72872,46605,83276,73134,(3)Other receipts or subsidies,,(3)其他收入,48952,49251,37878,40390,36775,34185,45872,53017,(3)Other receipts or subsidies,,(3)其他收入,46353,38530,38687,62155,61460,100379,65335,74461,65640,(3)Other receipts or subsidies
2.產業主所得,90622,102265,97969,76385,89523,75436,60898,2.Entrepreneurial income,,2.產業主所得,69686,85771,90692,97523,135299,83553,73255,89038,2.Entrepreneurial income,,2.產業主所得,114412,78746,87271,70751,81097,88006,155649,73120,95768,2.Entrepreneurial income
(1)農業淨收入,9290,0,1612,1891,10978,2273,7537,(1)Net agricultural income,,(1)農業淨收入,9879,12546,22401,30685,56236,32785,13382,12478,(1)Net agricultural income,,(1)農業淨收入,41823,36127,14166,14667,1120,1614,249,2957,2861,(1)Net agricultural income
(2)營業淨收入,75336,93479,88989,71037,76455,71864,51903,(2)Net operation surplus,,(2)營業淨收入,53261,69359,64413,65674,75635,50203,58817,71478,(2)Net operation surplus,,(2)營業淨收入,69563,42619,66969,56084,77668,84348,115753,64265,81290,(2)Net operation surplus
(3)執行業務淨收入,5996,8786,7368,3457,2089,1298,1458,(3)Net professional income,,(3)執行業務淨收入,6545,3866,3879,1164,3428,565,1055,5083,(3)Net professional income,,(3)執行業務淨收入,3025,0,6136,0,2310,2045,39647,5898,11616,(3)Net professional income
3.財產所得收入,29434,66349,39216,24672,24466,23731,13993,3. Property income,,3.財產所得收入,28837,19196,15022,16834,16661,20961,22559,19654,3. Property income,,3.財產所得收入,17878,17244,13295,24182,12089,72849,31529,20633,19131,3. Property income
4.自用住宅設算租金收入,38987,64770,37707,39923,38782,46445,41972,4.Imputed rent income,,4.自用住宅設算租金收入,26537,25748,29826,34851,24286,26257,31590,23297,4.Imputed rent income,,4.自用住宅設算租金收入,22780,20090,33551,23684,27450,42015,48324,33886,39677,4.Imputed rent income
5.經常移轉收入,85628,110849,87833,74752,137799,74229,89786,5.Current transfer receipts,,5.經常移轉收入,82521,72069,73673,84310,89844,111175,88398,75866,5.Current transfer receipts,,5.經常移轉收入,78439,92334,110924,104329,99745,110056,72018,77221,74085,5.Current transfer receipts
(1)從私人,24500,55255,25895,17667,35646,16770,19784,(1)From individuals,,(1)從私人,20708,15583,17532,15628,21220,29940,23363,17820,(1)From individuals,,(1)從私人,22290,19542,33129,23703,24511,22314,19270,21515,17056,(1)From individuals
(2)從政府,16518,13487,14190,11598,23597,15408,21014,(2)From government,,(2)從政府,20050,15295,17100,20496,30570,34208,23174,17039,(2)From government,,(2)從政府,18078,31563,24946,26770,14843,19726,13716,16262,13247,(2)From government
(3)社會保險受益,42595,40168,45711,43841,76269,39175,48113,(3)Benefit of social insurance,,(3)社會保險受益,40101,37422,38139,46674,36000,46473,38552,40180,(3)Benefit of social insurance,,(3)社會保險受益,37206,40801,50345,53153,57847,66634,34624,37619,42566,(3)Benefit of social insurance
(4)從企業,1127,1238,1346,1031,2287,1196,346,(4)From enterprises,,(4)從企業,103,2139,670,218,2055,554,1212,297,(4)From enterprises,,(4)從企業,102,429,646,702,472,1382,2747,1825,734,(4)From enterprises
(5)從國外,888,701,691,614,0,1679,529,(5)From abroad,,(5)從國外,1560,1630,233,1295,0,0,2097,528,(5)From abroad,,(5)從國外,763,0,1858,0,2071,0,1661,0,482,(5)From abroad
6.雜項收入,74,170,61,22,42,30,311,6.Miscellaneous receipts,,6.雜項收入,129,10,97,298,6,62,137,12,6.Miscellaneous receipts,,6.雜項收入,41,27,72,171,41,58,77,66,40,6.Miscellaneous receipts
二、非消費支出,103039,152521,119252,99185,87066,117345,105737,B.Nonconsumption expenditures,,二、非消費支出,88478,76208,73045,77983,74040,62453,82604,83537,B.Nonconsumption expenditures,,二、非消費支出,81509,70285,91606,104240,92115,139790,113959,101798,102733,B.Nonconsumption expenditures
1.利息支出,10842,17924,14455,9771,8863,13992,10705,1.Interest,,1.利息支出,5915,5118,6453,8179,2574,3504,9729,8071,1.Interest,,1.利息支出,4456,6623,11967,7028,10365,19682,14605,7524,12046,1.Interest
2.經常移轉支出,92197,134597,104797,89414,78203,103353,95031,2.Current transfer expenditures,,2.經常移轉支出,82564,71091,66592,69804,71465,58949,72875,75466,2.Current transfer expenditures,,2.經常移轉支出,77053,63662,79639,97212,81749,120107,99355,94274,90687,2.Current transfer expenditures
(1)對私人,28118,43244,35833,26201,30146,30273,28670,(1)To private,,(1)對私人,26790,16453,17191,22243,26761,21420,19175,20951,(1)To private,,(1)對私人,30612,19872,27290,45262,26666,36081,25800,30791,26047,(1)To private
(2)對政府,20737,36317,24791,17324,13162,23461,20849,(2)To government,,(2)對政府,16569,16515,13724,13758,12406,10837,15520,16504,(2)To government,,(2)對政府,14802,9529,14062,13479,14144,37675,25114,21798,20571,(2)To government
(3)社會保險,41585,52968,40849,45003,34202,45764,45189,(3)Social insurance,,(3)社會保險,36533,37428,35073,32245,32196,26375,34427,36885,(3)Social insurance,,(3)社會保險,31462,32262,35031,38397,37911,44455,46078,41578,42478,(3)Social insurance
(4)對國外,1757,2068,3323,886,693,3855,323,(4)To abroad,,(4)對國外,2672,694,604,1558,103,316,3753,1126,(4)To abroad,,(4)對國外,177,1999,3256,74,3029,1896,2362,108,1591,(4)To abroad
三、可支配所得,516765,740098,558474,531766,488174,513383,506930,C.Disposable income,,三、可支配所得,415406,443664,395858,399220,406732,378468,410685,432085,C.Disposable income,,三、可支配所得,431226,380704,433596,464747,500110,608012,566499,480061,506177,C.Disposable income
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
