appleL12111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 111 年,,,,單位：元,2 0 2 2 Unit:NT$,,,,,民 國 111 年,,,,單位：元,2 0 2 2 Unit:NT$,,,,,民 國 111 年,,,,單位：元,2 0 2 2 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
所得收入者人數,15942339,3050235,1977711,1609696,1805109,1204133,1934463,No. of income recipients,,所得收入者人數,292934,398957,344486,705927,318133,384505,293080,No. of income recipients,,所得收入者人數,499807,124941,205407,62570,255490,312060,162694,No. of income recipients
一、所得收入總計,704445,713035,888014,733600,702348,623490,686755,A.Total receipts,,一、所得收入總計,630440,855619,673976,572155,536155,574224,497858,A.Total receipts,,一、所得收入總計,573749,557658,584356,571028,605128,913067,739243,A.Total receipts
1.受僱人員報酬,417747,437688,543970,470825,394391,359723,401346,1.Compensation of employees,,1.受僱人員報酬,338538,575520,405523,333727,267437,244603,220001,1.Compensation of employees,,1.受僱人員報酬,299327,301329,296176,291698,406378,601874,393318,1.Compensation of employees
(1)本業薪資,307507,341741,392540,352209,291414,265278,287181,(1)Full time payroll,,(1)本業薪資,241137,404586,287105,255494,176476,173340,164155,(1)Full time payroll,,(1)本業薪資,221802,198478,197391,203853,303594,394070,270405,(1)Full time payroll
(2)兼業薪資,25500,13660,35915,23469,26570,20470,30036,(2)Part time payroll,,(2)兼業薪資,31640,19465,38094,18096,37987,20808,13658,(2)Part time payroll,,(2)兼業薪資,31265,58129,51247,30710,25601,27234,48860,(2)Part time payroll
(3)其他收入,84740,82287,115515,95147,76407,73976,84129,(3)Other receipts or subsidies,,(3)其他收入,65761,151469,80325,60137,52974,50455,42188,(3)Other receipts or subsidies,,(3)其他收入,46260,44722,47538,57134,77183,180569,74053,(3)Other receipts or subsidies
2.產業主所得,88739,69684,86015,65981,109485,96714,98365,2.Entrepreneurial income,,2.產業主所得,93610,79814,106679,89031,112907,131098,77565,2.Entrepreneurial income,,2.產業主所得,110282,99529,103077,77504,37200,82201,152431,2.Entrepreneurial income
(1)農業淨收入,9632,573,87,4785,13114,11541,6695,(1)Net agricultural income,,(1)農業淨收入,10213,10891,17335,17079,38362,56884,31642,(1)Net agricultural income,,(1)農業淨收入,35226,26725,9553,6052,0,1676,5504,(1)Net agricultural income
(2)營業淨收入,79106,69111,85928,61196,96371,85173,91670,(2)Net operation surplus,,(2)營業淨收入,83396,68923,89344,71952,74545,74214,45922,(2)Net operation surplus,,(2)營業淨收入,75056,72804,93523,71452,37200,80525,146927,(2)Net operation surplus
3.財產所得收入,34291,34098,67433,37293,31256,24377,31100,3. Property income,,3.財產所得收入,18330,62162,21164,13408,17884,15232,22253,3. Property income,,3.財產所得收入,14001,10372,20505,13556,13796,57816,21121,3. Property income
4.自用住宅設算租金收入,40742,46052,52825,54802,41649,35472,34312,4.Imputed rent income,,4.自用住宅設算租金收入,44396,32405,28214,30068,24645,24744,24727,4.Imputed rent income,,4.自用住宅設算租金收入,24140,18057,37254,31074,29137,40453,40725,4.Imputed rent income
5.經常移轉收入,122910,125507,137766,104687,125557,107184,121612,5.Current transfer receipts,,5.經常移轉收入,135546,105675,112323,105889,113274,158547,153309,5.Current transfer receipts,,5.經常移轉收入,125989,128189,127343,157039,118577,130721,131630,5.Current transfer receipts
