appleL1683年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 1994",,83年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 1994"
第5表 所得收入者平均每人可支配所得依可支配所得按所得收入者五等分位分及性別、年齡別、教育程度別分,"Table 5. Average Disposable Income per Income Recipient by Five EqualDivisions of Recipients according to Disposable Incomeand Sex, Age and Educational Attainment",,第5表 所得收入者平均每人可支配所得依可支配所得按所得收入者五等分位分及性別、年齡別、教育程度別分(續),"Table 5. Average Disposable Income per Income Recipient by Five EqualDivisions of Recipients according to Disposable Incomeand Sex, Age and Educational Attainment (Cont.)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
民 國 83 年,,,單位：人；元,1 9 9 4 Unit:Person;NT$,,,,,民 國 83 年,,,單位：人；元,1 9 9 4 Unit:Person;NT$,,,
,總    平    均,,依 可 支 配 所 得,按 所 得 收 入 者 五 等 分 位 分,,,,依  可  支  配  所  得,按 所 得 收 入 者 五 等 分 位 分,,,,,,,
,General   average,,Five equal divisions,of recipients according to disposable income,,,,Five equal divisions of,recipients according to disposable income,,,,,,,
,人   數,平均每人所得,1,,2,,,,,3,,4,,5,,
,No. of income,Average disposable,人   數,平均每人所得,人   數,平均每人所得,,,,人   數,平均每人所得,人   數,平均每人所得,人   數,平均每人所得,
,recipients,income,No. of income recipients,Average disposable income,No. of income recipients,Average disposable income,,,,No. of income recipients,Average disposable income,No. of income recipients,Average disposable income,No. of income recipients,Average disposable income,
,,,,,,,,,,,,,,,,
全 體 所 得 收 入 者,9568121,439579,1913624,147550,1913624,266945,All income recipients,,全 體 所 得 收 入 者,1913624,377027,1913624,512368,1913625,894007,All income recipients
按 性 別 分,,,,,,,Sex,,按 性 別 分,,,,,,,Sex
男,6218535,503473,835296,142385,882963,271425,Male,,男,1333344,378970,1528016,513249,1638916,904698,Male
女,3349586,320960,1078328,151550,1030661,263107,Female,,女,580280,372563,385608,508878,274709,830223,Female
按 年 齡 組 別 分,,,,,,,Age,,按 年 齡 組 別 分,,,,,,,Age
未 滿 30 歲,2207898,329577,508230,162458,711840,265969,Under 30 years,,未 滿 30 歲,549266,373541,330148,502766,108414,780506,Under 30 years
30 ～ 34 歲,1404025,454216,171373,159365,244907,268100,30～34 years,,30 ～ 34 歲,330464,378930,380498,515548,276783,807029,30～34 years
35 ～ 39 歲,1489858,504612,172290,156430,227162,267736,35～39 years,,35 ～ 39 歲,297724,379506,381844,513789,410838,863734,35～39 years
40 ～ 44 歲,1342866,526500,168899,147548,183281,269411,40～44 years,,40 ～ 44 歲,240883,380175,322088,517273,427715,875667,40～44 years
45 ～ 54 歲,1485487,519839,266474,136471,215215,267186,45～54 years,,45 ～ 54 歲,242703,379922,304479,514054,456616,940877,45～54 years
55 ～ 64 歲,923147,420229,289925,128350,176422,266611,55～64 years,,55 ～ 64 歲,152832,373125,128842,512199,175126,1031641,55～64 years
65 歲 及 以 上,714840,309969,336433,139783,154797,265571,65 years and over,,65 歲 及 以 上,99752,373858,65725,502419,58133,1085901,65 years and over
按 教 育 程 度 別 分,,,,,,,Educational attainment,,按 教 育 程 度 別 分,,,,,,,Educational attainment
國 小 及 以 下,2882966,344652,1015851,137918,623235,265877,Primary school and below,,國 小 及 以 下,502530,375025,441871,509371,299479,915843,Primary school and below
國 （初） 中 （初 職）,1674053,402047,346198,153879,386209,266147,Junior middle (vocational),,國 （初） 中 （初 職）,367359,377601,334329,509331,239958,866765,Junior middle (vocational)
高 中,889409,456073,110818,161822,187004,264919,High school,,高 中,202861,375933,205943,512711,182783,855167,High school
高 職,2091993,423830,336273,165795,510018,267605,Senior vocational school,,高 職,482917,375778,416008,509753,346777,867655,Senior vocational school
專 科,1129036,538212,73674,151733,160036,271330,Junior college,,專 科,246046,379171,296402,515960,352878,869520,Junior college
大 學 及 以 上,900664,709848,30810,133518,47122,273630,College and above,,大 學 及 以 上,111911,386798,219071,522830,491750,944592,College and above
