(2)對政府,33102,63459,37928,31123,22922,34144,39749,(2)To government,,(2)對政府,24787,28300,24685,18768,15582,17429,23340,20830,(2)To government,,(2)對政府,20103,21037,26114,14915,23305,42411,39133,29945,26554,(2)To government
(3)社會保險,69106,84598,68329,72349,63544,78360,86082,(3)Social insurance,,(3)社會保險,62683,65451,66469,53117,47434,52139,63870,66202,(3)Social insurance,,(3)社會保險,54855,47717,58768,53417,68667,77678,70277,60428,62752,(3)Social insurance
(4)對國外,3941,9529,5143,4231,966,2785,0,(4)To abroad,,(4)對國外,139,2745,2218,3594,212,2363,411,1508,(4)To abroad,,(4)對國外,2952,275,2868,687,637,1742,9837,6740,2069,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
89年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,,第2表 平均每戶家庭收支按區域別分(續完),,,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 89 年,,,,單位：元,2 0 0 0 Unit:NT$,,,,,民 國 89 年,,,,單位：元,2 0 0 0 Unit:NT$,,,,,,民 國 89 年,,,,,單位：元,2 0 0 0 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,662722,972707,657639,688385,564530,710859,669806,C.Consumption expenditures,,三、消費支出,562446,611859,548241,557775,460321,541707,507195,502856,C.Consumption expenditures,,三、消費支出,524732,440341,598494,428628,640137,799936,669146,619154,642670,C.Consumption expenditures
1.食品費,149319,202990,163575,156157,111248,146974,110093,1.Food,,1.食品費,114329,121437,156926,126004,113569,146680,117141,124088,1.Food,,1.食品費,117958,95429,120585,94497,160085,190549,157973,155941,149532,1.Food
2.飲料費,6021,8377,5804,6162,6430,6313,4588,2.Beverage,,2.飲料費,6828,5626,6058,4878,4133,5244,4474,4667,2.Beverage,,2.飲料費,6334,4636,6503,5168,5282,6263,5577,5386,5023,2.Beverage
3.菸草,5079,4129,5238,5378,5936,6025,3812,3.Tobacco,,3.菸草,6324,4549,4472,5475,5802,5871,4954,4689,3.Tobacco,,3.菸草,5039,5007,4852,6224,5746,5955,5148,4615,4702,3.Tobacco
4.衣著、鞋、襪類,25399,34686,21908,30004,23223,30590,27249,4.Clothing and footwear,,4.衣著、鞋、襪類,24999,27906,17269,20816,15779,16008,17084,16146,4.Clothing and footwear,,4.衣著、鞋、襪類,20780,16291,21653,17454,29372,29838,23061,23538,25180,4.Clothing and footwear
5.房地租及水費,148204,259307,144269,159850,106032,154719,169239,5.Rent and water charges,,5.房地租及水費,110129,128277,103847,118887,87394,90673,99656,102453,5.Rent and water charges,,5.房地租及水費,90735,95239,105085,70897,133305,161966,163074,126830,140356,5.Rent and water charges
6.燃料及燈光,18486,21633,17636,22603,19155,18830,20675,6.Fuel and light,,6.燃料及燈光,18441,16578,16032,14798,14380,14859,16085,15356,6.Fuel and light,,6.燃料及燈光,12867,14429,17714,17751,17898,18276,17313,18993,19050,6.Fuel and light
7.家具及家庭設備,12401,21668,11038,12020,10029,12697,12847,7.Furniture and family facilities,,7.家具及家庭設備,15841,11595,11430,10642,6879,9094,8315,7296,7.Furniture and family facilities,,7.家具及家庭設備,12106,8675,10217,9941,12101,17783,8638,9838,10886,7.Furniture and family facilities
8.家事管理,13859,24626,13070,17230,8152,16473,9881,8.Household operations,,8.家事管理,5812,10007,7434,6375,8439,5543,7734,9512,8.Household operations,,8.家事管理,7975,8590,8268,5434,16648,19783,15529,16291,12685,8.Household operations
9.保健及醫療,73464,82003,74057,59205,103606,73318,83026,9.Health care and medical,,9.保健及醫療,80295,82893,63725,85297,69212,95911,73552,72566,9.Health care and medical,,9.保健及醫療,63605,65365,94725,70944,73959,103121,60014,71434,69643,9.Health care and medical
10.運輸交通及通訊,75370,90389,75287,71522,65311,99361,91972,10.Transport and communications,,10.運輸交通及通訊,68270,78114,60829,71332,50076,72600,65963,63697,10.Transport and communications,,10.運輸交通及通訊,60187,63864,81164,44236,67222,97264,78258,60541,76717,10.Transport and communications
(1)交通及通訊工具之購置,11811,8658,12586,7162,8609,21304,19147,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,11309,9980,7278,19204,10287,20370,12132,14824,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,3708,10233,20960,1702,11148,28409,10946,9590,18272,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,33152,35886,35031,30728,29903,46576,41111,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,32546,35981,29567,29223,22376,29923,30621,28012,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,32112,27970,29574,18077,22172,38339,36227,26292,33839,(2)Operation of transport equipment
(3)乘交通設備之費用,9260,18612,5568,12983,6544,7392,5717,(3)Purchased transportation,,(3)乘交通設備之費用,5411,8436,5392,5091,5060,7118,5302,4402,(3)Purchased transportation,,(3)乘交通設備之費用,9046,7745,9016,10057,15256,4568,6681,5244,5164,(3)Purchased transportation
(4)其他通訊費,16037,22006,18052,16366,14888,18579,19543,(4)Other communications,,(4)其他通訊費,13949,16651,11855,13303,8754,11447,11931,11671,(4)Other communications,,(4)其他通訊費,10108,13878,16527,12266,14854,20349,18828,14161,13378,(4)Other communications
(5)汽機車保險費支出,5110,5227,4049,4284,5367,5511,6453,(5)Insurance of transport equipment,,(5)汽機車保險費支出,5055,7065,6737,4511,3599,3742,5977,4787,(5)Insurance of transport equipment,,(5)汽機車保險費支出,5212,4038,5087,2133,3793,5599,5576,5255,6063,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,89509,146965,87275,94480,64724,98103,81377,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,69981,89780,68090,63355,47264,51316,60103,57430,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,82243,41866,82289,50145,75086,107565,91761,85884,90793,"11.Recreation ,education and culture"
(1)旅遊費用,23570,51507,20996,24588,12892,25037,19742,(1)Traveling,,(1)旅遊費用,15499,21192,14843,10880,8937,8463,11105,11189,(1)Traveling,,(1)旅遊費用,19072,9298,25869,20615,17798,30626,22208,19244,22881,(1)Traveling
(2)娛樂消遣服務,9489,16320,7891,10809,6834,9237,8659,(2)Recreation service,,(2)娛樂消遣服務,8212,10424,6425,5747,4765,5049,5610,5588,(2)Recreation service,,(2)娛樂消遣服務,10336,4484,7397,5583,9832,12056,8877,8483,9169,(2)Recreation service
(3)書報雜誌文具,5421,9137,5072,5456,4055,5169,4538,(3)Books and stationery,,(3)書報雜誌文具,4803,5920,3764,4213,3760,2927,3693,3287,(3)Books and stationery,,(3)書報雜誌文具,6708,3723,5408,2683,4274,6751,5354,5040,4748,(3)Books and stationery
(4)娛樂器材及附屬品,8181,13501,7093,8670,5504,10295,7684,(4)Recreation facilities,,(4)娛樂器材及附屬品,6908,8361,5756,6621,4240,5702,4482,4664,(4)Recreation facilities,,(4)娛樂器材及附屬品,10997,5092,8615,8045,9012,10200,4929,6858,6732,(4)Recreation facilities
(5)教育與研究費,42848,56500,46223,44958,35438,48366,40755,(5)Education and research,,(5)教育與研究費,34559,43882,37302,35894,25562,29176,35212,32701,(5)Education and research,,(5)教育與研究費,35130,19267,35000,13219,34170,47931,50392,46260,47263,(5)Education and research
12.什項消費,45611,75933,38481,53775,40684,47454,55046,12.Miscellaneous,,12.什項消費,41197,35096,32131,29917,37395,27907,32135,24956,12.Miscellaneous,,12.什項消費,44903,20950,45441,35937,43433,41574,42798,39863,38103,12.Miscellaneous
可支配所得(平均數),891445,1237777,940086,882634,805088,985426,1021919,Disposable income(mean),,可支配所得(平均數),788159,805929,757817,729438,694363,725986,720726,698031,Disposable income(mean),,可支配所得(平均數),767107,641298,741877,697315,863374,1099335,919646,808703,824343,Disposable income(mean)
可支配所得(中位數),776390,1109877,828704,773160,726576,871866,912217,Disposable income(median),,可支配所得(中位數),700895,736617,686395,661374,617167,619599,617392,643356,Disposable income(median),,可支配所得(中位數),674874,521902,649976,551095,772589,938122,838908,711998,708526,Disposable income(median)
消費支出,662722,972707,657639,688385,564530,710859,669806,Consumption expenditures,,消費支出,562446,611859,548241,557775,460321,541707,507195,502856,Consumption expenditures,,消費支出,524732,440341,598494,428628,640137,799936,669146,619154,642670,Consumption expenditures
儲蓄,228723,265070,282448,194249,240558,274567,352113,Saving,,儲蓄,225713,194070,209576,171663,234042,184279,213532,195175,Saving,,儲蓄,242375,200957,143383,268687,223237,299400,250500,189549,181673,Saving
所得總額,1139336,1630330,1200691,1153690,1005648,1234864,1253586,Current receipts,,所得總額,965883,1025926,922140,900459,836703,883295,905202,906102,Current receipts,,所得總額,951647,818517,950705,871465,1094019,1448624,1162161,1046789,1057802,Current receipts
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
