appleL0198年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2009"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
民 國 98 年,,,,,單位：元,2 0 0 9 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
家庭戶數,7688014,810243,1829789,1604368,1872156,929631,401634,153944,48290,37958,No. of households
平均每戶人數,3.34,1,2,3,4,5,6,7,8,9.65,No. of persons per household
平均每戶成年人數,2.57,1,1.93,2.52,2.84,3.42,4.13,4.6900000000000004,5.5,6.3,No. of adults per household
平均每戶就業人數,1.46,0.47,0.84,1.46,1.82,2.0699999999999998,2.29,2.79,3.25,3.8,No. of persons employed per household
平均每戶所得收入者人數,1.64,1,1.25,1.6,1.82,2.04,2.3199999999999998,2.74,3.15,3.7,No. of income recipients per household
一、所得收入總計,1074180,450607,769616,1084884,1317481,1353970,1479117,1665472,1829081,2118607,A.Total receipts
1.受僱人員報酬,608940,183746,342645,641070,840015,788576,814223,947366,1078660,1225145,1.Compensation of employees
(1)本業薪資,457531,135834,226517,478572,639471,619831,639314,753107,867720,978630,(1)Full time payroll
(2)兼業薪資,40335,15693,58902,48368,35112,27817,34549,20013,32244,49880,(2)Part time payroll
(3)其他收入,111074,32220,57226,114130,165432,140927,140361,174247,178696,196636,(3)Other receipts or subsidies
2.產業主所得,145223,50860,93218,134796,173476,220978,234491,254477,230613,362041,2.Entrepreneurial income
3.財產所得收入,50660,23334,61316,50362,47565,50092,64320,62063,91985,55981,3. Property income
4.自用住宅設算租金收入,66407,46132,61588,67698,73105,72264,70831,79674,82505,82137,4.Imputed rent income
5.經常移轉收入,202780,146361,210670,190810,183184,221841,294997,321736,345307,392729,5.Current transfer receipts
(1)從私人,55435,67414,79835,52347,37013,42372,50324,48756,57603,60962,(1)From individuals
(2)從政府,60086,40760,59267,53696,54516,72412,96435,102565,120087,121805,(2)From government
(3)社會保險受益,84337,35154,67999,79893,90077,106008,146377,165186,166153,207297,(3)Benefit of social insurance
(4)從企業,1895,776,2033,3690,1103,1050,1492,3155,1465,2665,(4)From enterprises
(5)從國外,1027,2257,1535,1183,476,0,368,2073,0,0,(5)From abroad
6.雜項收入,170,174,179,148,134,219,255,156,10,573,6.Miscellaneous receipts
二、非消費支出,186575,75056,124731,191782,241877,233500,245889,262458,312922,355235,B.Nonconsumption expenditures
1.利息支出,14531,6857,10235,15626,20759,16547,13132,10365,17227,10775,1.Interest
