黃麗妃L08101年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 101 年,,2 0 1 2,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8077323,5814972,2262351,Total
"未滿200,000元",109248,50556,58691,"Under NT$200,000"
"200,000～299,999",284733,137107,147626,"200,000～299,999"
"300,000～399,999",406501,230204,176297,"300,000～399,999"
"400,000～499,999",474730,286636,188094,"400,000～499,999"
"500,000～599,999",499775,304534,195241,"500,000～599,999"
"600,000～699,999",514596,320412,194183,"600,000～699,999"
"700,000～799,999",552026,379589,172437,"700,000～799,999"
"800,000～899,999",528929,380813,148116,"800,000～899,999"
"900,000～999,999",492011,368790,123221,"900,000～999,999"
"1,000,000～1,099,999",527328,394887,132441,"1,000,000～1,099,999"
"1,100,000～1,199,999",504105,381915,122190,"1,100,000～1,199,999"
"1,200,000～1,299,999",433287,348125,85162,"1,200,000～1,299,999"
"1,300,000～1,399,999",413904,341197,72707,"1,300,000～1,399,999"
"1,400,000～1,499,999",335932,266638,69294,"1,400,000～1,499,999"
"1,500,000～1,649,999",395829,323286,72543,"1,500,000～1,649,999"
"1,650,000～1,799,999",347577,268030,79548,"1,650,000～1,799,999"
"1,800,000～1,999,999",321857,260169,61688,"1,800,000～1,999,999"
"2,000,000～2,299,999",341840,283766,58074,"2,000,000～2,299,999"
"2,300,000～2,699,999",261139,217289,43851,"2,300,000～2,699,999"
"2,700,000～3,499,999",216832,177046,39787,"2,700,000～3,499,999"
"3,500,000元及以上",115143,93983,21160,"Above $3,500,000"
