L0992年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2003"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 92 年,,,,,2 0 0 3,,,,,民 國 92 年,,,,,2 0 0 3,,,,,,民 國 92 年,,,,,2 0 0 3,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(14)汽車,67.400000000000006,56.2,64.61,55.27,65.89,86.33,108.3,(14)Sedan vehicle,,(14)汽車,86.61,90.31,83.24,72.45,57.54,63.81,68.42,57.9,(14)Sedan vehicle,,(14)汽車,59.07,46.12,68.930000000000007,37.79,41.37,90.46,80.62,67.86,64.87,(14)Sedan vehicle
(15)機車,135.93,84.76,158.38,129.58000000000001,140.06,132.5,135.37,(15)Motor bicycle,,(15)機車,135.09,159.91999999999999,170.34,137.72999999999999,128.82,135.03,148.99,162.75,(15)Motor bicycle,,(15)機車,156.71,107.28,118.61,124.33,94.27,157.78,137.19999999999999,159.11000000000001,173.56,(15)Motor bicycle
(16)電磁爐,44.09,60.36,31.64,60.54,38.32,55.13,40.1,(16)Electro-magnetic oven,,(16)電磁爐,27.94,46.43,38.67,27.92,33.4,28.37,29,22.09,(16)Electro-magnetic oven,,(16)電磁爐,28,21.43,29.44,17.53,46.05,49.47,45.74,45.67,35.42,(16)Electro-magnetic oven
(17)冷暖氣機,173.73,213.42,194.85,182.04,158.74,182.21,170.31,(17)Air conditioner,,(17)冷暖氣機,143.94999999999999,145.84,151.08000000000001,88.56,143.66999999999999,127.43,162.72,166.99,(17)Air conditioner,,(17)冷暖氣機,157,104.85,137.16999999999999,137.34,142.44999999999999,238.42,188.72,178.48,186.49,(17)Air conditioner
(18)除濕機,28.22,53.81,10.32,35.75,50.92,55.13,52.31,(18)Dehumidifier,,(18)除濕機,20,16.39,10.64,13.04,4.32,5.65,3.44,3.83,(18)Dehumidifier,,(18)除濕機,4.0599999999999996,7.79,22.75,18.63,75.02,70.02,24.39,12.3,14.25,(18)Dehumidifier
(19)洗衣機,98.31,99.99,98.14,99.3,97.73,100.6,97.51,(19)Washing machine,,(19)洗衣機,93.28,99.82,97.84,94.23,97.15,92.91,97.55,97.3,(19)Washing machine,,(19)洗衣機,97.73,94.24,96.44,100.87,98.05,97.68,97.62,95.86,98.64,(19)Washing machine
(20)烘衣機,19.88,33.71,4.0599999999999996,25.65,41.17,36.96,47.65,(20)Drier,,(20)烘衣機,30.88,16.66,12.31,15.33,8.49,6.43,4.21,2.89,(20)Drier,,(20)烘衣機,4.18,5.43,14.46,6.84,35.119999999999997,41.64,11.59,13.06,7.16,(20)Drier
(21)空氣清淨機,10.48,21.61,10.4,11.72,6.13,12.95,14.99,(21)Air-clean machine,,(21)空氣清淨機,4.3499999999999996,8.27,5.74,4.34,1.75,2.65,5.65,4.32,(21)Air-clean machine,,(21)空氣清淨機,3.63,4.29,4.3600000000000003,5.0599999999999996,7.49,21.86,15.01,7.08,7.97,(21)Air-clean machine
(22)濾水器,32,33.82,35.39,34.520000000000003,13.84,53.08,53.91,(22)Water filter machine,,(22)濾水器,21.47,36.520000000000003,17.850000000000001,13.01,20.399999999999999,28.49,22.83,14.33,(22)Water filter machine,,(22)濾水器,16.739999999999998,10.84,24.2,11.14,22.44,60.31,46.69,33.31,40.119999999999997,(22)Water filter machine
(23)吸塵器,44.41,61.33,42.42,44.82,45.98,45.26,65.23,(23)Vacuum cleaner,,(23)吸塵器,40.28,46.87,35.619999999999997,33.659999999999997,26.82,23.09,33.75,27.26,(23)Vacuum cleaner,,(23)吸塵器,32.97,29.7,44.45,28.99,40.29,75.61,57.2,48.68,44.57,(23)Vacuum cleaner
(24)熱水器,102.29,101.75,98.8,100.61,104.45,107.84,121.21,(24)Geyser,,(24)熱水器,123.03,105.46,99.51,105.01,104.37,96.05,94.18,93.65,(24)Geyser,,(24)熱水器,101.98,91.43,98.15,101.21,99.37,118.08,107.69,106.26,98.62,(24)Geyser
(25)開飲機,58.69,47.13,49.55,64.5,63.97,75.709999999999994,69.2,(25)Hot-warm water fountain,,(25)開飲機,65.89,64.84,67.37,56.01,61.48,43.97,51.21,54.16,(25)Hot-warm water fountain,,(25)開飲機,75.52,65.959999999999994,62.67,77.92,50.02,56.04,52.06,48.98,40.5,(25)Hot-warm water fountain
(26)微波爐(含烤箱),60.65,97.69,60.38,66.77,40.270000000000003,60.71,63.88,(26)Microwave oven,,(26)微波爐(含烤箱),38.33,56.52,44.1,31.78,39.39,31.46,33.770000000000003,39.39,(26)Microwave oven,,(26)微波爐(含烤箱),43.17,21.42,37.799999999999997,49.91,48.79,98.29,88.71,63.53,63.35,(26)Microwave oven
(27)報紙,37.869999999999997,48.31,34.65,39.44,25.41,39.29,45.04,(27)Newspaper,,(27)報紙,37.35,44.19,35.270000000000003,37.840000000000003,28.73,25.31,31.92,26.76,(27)Newspaper,,(27)報紙,36.4,23.74,39.11,26.76,21.51,41.54,42.79,34.020000000000003,41.96,(27)Newspaper
(28)期刊雜誌,16.34,24.95,16.079999999999998,18.52,11.73,32.659999999999997,8.3800000000000008,(28)Magazine,,(28)期刊雜誌,11.76,10.91,12.24,9.61,5.91,1.66,9.19,7.43,(28)Magazine,,(28)期刊雜誌,9.57,11.67,15.92,8.5,4.4400000000000004,28.48,19.989999999999998,21.92,12.03,(28)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
