L09105年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2016",,105年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2016",,105年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2016"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 105 年,,,,,2 0 1 6,,,,,民 國 105 年,,,,,2 0 1 6,,,,,民 國 105 年,,,,,2 0 1 6,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(2)數位影音光碟機,22.29,31.6,35.15,23.55,19.41,11.67,18.04,(2)DVD player,,(2)數位影音光碟機,11.47,28.58,13.97,11.8,17.84,13.5,15.09,(2)DVD player,,(2)數位影音光碟機,6.95,11.57,15.09,3.52,21.31,50.46,10.29,(2)DVD player
(3)攝影機,4.92,6.17,9.43,6.19,5,2.5,3.32,(3)Movies camera,,(3)攝影機,3.63,3.33,3.39,2.11,2.36,2.5499999999999998,2.81,(3)Movies camera,,(3)攝影機,1.2,1.86,2.0099999999999998,3.28,4.55,10.39,3.86,(3)Movies camera
(4)音響,24.45,31.23,33.93,31.42,26.22,14.59,15.49,(4)Stereo,,(4)音響,19.86,31.35,19.89,16.37,18.73,19.62,18.36,(4)Stereo,,(4)音響,15.45,20.71,14.63,16.59,17.43,35.39,20.64,(4)Stereo
(5)鋼琴(含電子琴),8.01,5.16,14.29,8.48,8.59,5.68,8.0399999999999991,(5)Piano,,(5)鋼琴(含電子琴),9.41,14.18,9.77,3.87,5.33,3.61,5.74,(5)Piano,,(5)鋼琴(含電子琴),3.28,5.28,9.9700000000000006,3.42,5.58,20.6,9.01,(5)Piano
(6)數位相機,30.64,38.81,46.39,33.520000000000003,33.07,21.91,23.16,(6)Digital camera,,(6)數位相機,16.73,26.33,26.25,24.53,13.49,18.12,16.45,(6)Digital camera,,(6)數位相機,17.7,17.059999999999999,17.48,14.7,22.01,55.59,29.6,(6)Digital camera
(7)電視遊樂器,6.29,8.69,10.54,7.03,6.4,4.0999999999999996,3.75,(7)Video game,,(7)電視遊樂器,4.3099999999999996,7.11,4.82,2.95,3.05,2.56,3.67,(7)Video game,,(7)電視遊樂器,1.24,3.54,3.14,2.04,6.89,14.65,6.1,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),87.54,96.6,97.24,89.58,85.44,83.68,90.5,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),75.48,84.03,89.9,72.069999999999993,76.94,67.86,57.63,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),77.069999999999993,85.61,72.87,90.02,95.17,88.6,84.13,(8)Cable TV(MOD included)
(9)家用電腦,97.66,106.6,120.77,106.43,97.44,86.46,96.86,(9)Personal computer,,(9)家用電腦,81.63,104.96,86.17,78.849999999999994,72.7,62.47,66.069999999999993,(9)Personal computer,,(9)家用電腦,64.83,46.85,61.98,59.65,97.96,189.54,80.92,(9)Personal computer
(10)電話機,97.94,99.73,109.92,96.36,91.69,98.11,97.36,(10)Telephone,,(10)電話機,95.45,93.11,96.78,96.94,96.23,96.29,95.97,(10)Telephone,,(10)電話機,90.01,83.13,88.65,98.13,98.41,97.64,96.82,(10)Telephone
(11)行動電話,240.18,255.82,255.15,264.3,230.63,228.35,246.66,(11)Cell phone,,(11)行動電話,230.13,262.58999999999997,236.89,216.63,224.25,193.06,207.41,(11)Cell phone,,(11)行動電話,203.07,180.69,190.26,211.67,244.48,260.64,224.47,(11)Cell phone
(12)汽車,71.67,52.29,50.42,91.45,82.6,77.56,70.95,(12)Sedan vehicle,,(12)汽車,77.23,106.16,101.88,84.28,92.87,82.99,73.59,(12)Sedan vehicle,,(12)汽車,72.02,65.069999999999993,79.33,61.24,38.24,91.66,76.02,(12)Sedan vehicle
(13)機車,151.87,139.05000000000001,94.36,155.58000000000001,157.72999999999999,182.71,193.92,(13)Motorcycle,,(13)機車,145.9,162.22,149.72,172.18,158.66,144.69999999999999,147.75,(13)Motorcycle,,(13)機車,173.94,122.12,115.63,160.96,107.87,176.61,164.27,(13)Motorcycle
(14)電磁爐,33.659999999999997,47.29,41.79,38.409999999999997,33.409999999999997,25.2,22.65,(14)Electro-magnetic oven,,(14)電磁爐,34.22,31.7,27.83,26.93,22.8,23.23,20.94,(14)Electro-magnetic oven,,(14)電磁爐,14.68,26.57,28.09,16.100000000000001,40.33,46.67,33.33,(14)Electro-magnetic oven
(15)冷暖氣機,232.01,249.18,251.03,240.4,210.53,228.65,246.32,(15)Air conditioner,,(15)冷暖氣機,239.67,263.57,238.01,211.44,124.86,217.99,182.95,(15)Air conditioner,,(15)冷暖氣機,194.89,156.55000000000001,204.79,213.81,194.04,301,244.72,(15)Air conditioner
(16)除濕機,41.56,56.13,63.54,74.23,27.24,16.350000000000001,13.02,(16)Dehumidifier,,(16)除濕機,93.99,61.68,48.47,14.85,22.29,12.1,10.210000000000001,(16)Dehumidifier,,(16)除濕機,5.63,17.52,36.85,43.56,108.79,97.91,17.34,(16)Dehumidifier
(17)洗衣機,100.76,100.27,99.5,100.73,100.42,102.01,101.61,(17)Washing machine,,(17)洗衣機,103.7,101.97,102.58,100.9,98.97,101.02,98.55,(17)Washing machine,,(17)洗衣機,99.93,98.86,100.37,98.62,100.65,104.96,101.59,(17)Washing machine
(18)烘衣機,13.68,15.33,19.97,26.14,10.14,4.55,2.48,(18)Drier,,(18)烘衣機,28.97,29.34,33,6.66,12.97,8.49,5.3,(18)Drier,,(18)烘衣機,1.62,5.41,13.63,4.97,24.33,34.24,5.48,(18)Drier
(19)空氣清淨機,14.68,16.11,26.76,19.07,13.32,8.68,11.92,(19)Air-clean machine,,(19)空氣清淨機,7.15,21.63,12.99,7.94,6.26,8.15,5.04,(19)Air-clean machine,,(19)空氣清淨機,4.04,3.23,10.55,4.4800000000000004,10.36,37.85,11.6,(19)Air-clean machine
(20)濾水器,37.04,39.979999999999997,44.66,47.57,43.78,33.479999999999997,33.9,(20)Water filter machine,,(20)濾水器,25.65,48.03,29.23,23.06,21.88,23.01,29.72,(20)Water filter machine,,(20)濾水器,22.3,16.84,22.84,5.79,29.11,55.7,39.229999999999997,(20)Water filter machine
(21)吸塵器,45.63,48.92,56.47,57.4,46.81,38.04,40.81,(21)Vacuum cleaner,,(21)吸塵器,44.07,59.64,45.37,30.29,35.630000000000003,27.54,26.75,(21)Vacuum cleaner,,(21)吸塵器,24.55,31.83,42.74,16.32,44.48,78.12,52.78,(21)Vacuum cleaner
(22)熱水器,105.99,101.39,100.7,109.39,107.42,103.46,103.81,(22)Geyser,,(22)熱水器,122.15,122.07,136.72,103.59,106.16,110.59,104.91,(22)Geyser,,(22)熱水器,99.28,105.68,108.28,105.45,100.92,129.38999999999999,106.18,(22)Geyser
(23)開飲機,44.83,49.3,36.630000000000003,52.17,46.21,31.64,32.950000000000003,(23)Hot-warm water fountain,,(23)開飲機,59.49,58.85,66.680000000000007,55.6,38,50.7,38.03,(23)Hot-warm water fountain,,(23)開飲機,57.17,50.11,51.16,76.099999999999994,40.700000000000003,47.71,31.43,(23)Hot-warm water fountain
(24)微波爐,41.86,49.47,52.74,47.42,42.27,34.369999999999997,34.51,(24)Microwave oven,,(24)微波爐,34.049999999999997,51.41,36.46,38.19,36.06,30.01,22.64,(24)Microwave oven,,(24)微波爐,29.03,34.6,28.09,41.47,41.19,51.47,35.35,(24)Microwave oven
(25)報紙,13.54,9.15,16.3,14.93,15.31,16.739999999999998,12.69,(25)Newspaper,,(25)報紙,15.14,8.27,15.94,15.17,18.63,10.48,17.05,(25)Newspaper,,(25)報紙,7.6,10.42,12.44,10.27,10.78,20.04,16.11,(25)Newspaper
(26)期刊雜誌,5.6,5.3,7.49,8.02,4.74,6.06,4.5999999999999996,(26)Magazine,,(26)期刊雜誌,6.09,2.56,5.39,3.94,2.86,2.35,3.89,(26)Magazine,,(26)期刊雜誌,1.72,3.18,5.47,0.51,3.96,19.579999999999998,10.26,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
