L0994年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2005"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 94 年,,,,,2 0 0 5,,,,,民 國 94 年,,,,,2 0 0 5,,,,,,民 國 94 年,,,,,,2 0 0 5,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
6.每戶建坪平均數(坪),42.21,30.55,43.62,32.51,45.94,46.39,60.2,6.Space per household average (pin),,6.每戶建坪平均數(坪),56.67,54.69,50.57,54.33,45.4,43.1,44.72,48.87,6.Space per household average (pin),,6.每戶建坪平均數(坪),44.36,38.78,41.5,36.409999999999997,31.74,52.11,42.71,47.68,40.700000000000003,6.Space per household average (pin)
7.每戶建坪中位數(坪),36,30,39,30,45,41,58,7.Space per household median (pin),,7.每戶建坪中位數(坪),54,50,50,51,42,38,40,48,7.Space per household median (pin),,7.每戶建坪中位數(坪),45,36,40,35,30,42,37,42,38,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.46,99.25,99.07,99.75,100,99.76,100,(1)Color TV,,(1)彩色電視機,100,99.87,99.68,100,99.74,98.77,98.8,98.99,(1)Color TV,,(1)彩色電視機,99.15,99.37,99.4,98.99,99.32,99.33,99.29,99.65,99.23,(1)Color TV
(2)數位影音光碟機,48.6,67.010000000000005,54.69,63.26,37.92,56.21,52.87,(2)DVD player,,(2)數位影音光碟機,41.31,46,37.57,36.61,21.51,26.2,25.18,33.33,(2)DVD player,,(2)數位影音光碟機,29.8,26.15,24.57,27.8,50.42,61.88,48.91,45.3,38.880000000000003,(2)DVD player
(3)攝影機,9.75,17.010000000000002,10.37,13.26,3.45,12.99,11.97,(3)Movies camera,,(3)攝影機,4.9800000000000004,6.3,6.04,6.66,1.78,2.34,2.83,4.3099999999999996,(3)Movies camera,,(3)攝影機,6.36,6.16,4.17,1.48,5.32,13.31,12.95,11.1,8.64,(3)Movies camera
(4)音響,47.19,58.12,45.31,62.26,37.01,54.81,60.24,(4)Stereo,,(4)音響,36.79,41.83,40.35,41.64,31.67,26.35,25.62,28.74,(4)Stereo,,(4)音響,36.79,33.17,43.32,25.91,42.8,49.56,53.03,49.87,42.67,(4)Stereo
(5)鋼琴(含電子琴),11.42,20.94,15.19,9.6,10.26,10.47,16.899999999999999,(5)Piano,,(5)鋼琴(含電子琴),5.0599999999999996,10.17,6.82,9.3000000000000007,5.25,4.53,5.59,8.77,(5)Piano,,(5)鋼琴(含電子琴),7.46,6.93,7.54,1.93,7.18,23.64,16.260000000000002,13.46,10.14,(5)Piano
(6)數位相機,36.51,53.07,34.630000000000003,49.91,25.85,42.28,46.43,(6)Digital camera,,(6)數位相機,25.33,30.6,25.36,23.88,15.61,13.14,15.7,25.24,(6)Digital camera,,(6)數位相機,27.42,13.21,24.59,13.9,34.630000000000003,44.91,42.64,37.82,32.01,(6)Digital camera
(7)錄放影機,22.49,36.659999999999997,17.61,28.26,9.6999999999999993,26.42,22.81,(7)Video tape recorder,,(7)錄放影機,22.82,18.72,15.73,24,12.38,8.1300000000000008,17.329999999999998,14.8,(7)Video tape recorder,,(7)錄放影機,14.84,10.39,16.260000000000002,13.5,19.809999999999999,18,26.85,16.95,16.559999999999999,(7)Video tape recorder
(8)有線電視頻道設備,79.02,85.01,88.52,91.06,72.260000000000005,82.85,83.51,(8)Cable TV,,(8)有線電視頻道設備,79.31,72.48,61.56,65.83,62.95,55.9,58.58,82.94,(8)Cable TV,,(8)有線電視頻道設備,52.39,60.83,63.65,70.23,91.56,89.7,80.7,84.46,87.17,(8)Cable TV
(9)家用電腦,63.15,74.48,68.52,75.36,55.74,72.53,76.09,(9)Personal computer,,(9)家用電腦,53.2,60.03,51.93,52.97,39.46,38.590000000000003,48.97,52.39,(9)Personal computer,,(9)家用電腦,41.17,36.479999999999997,52.81,32.9,60.49,74.63,69.95,57.07,57.99,(9)Personal computer
(10)電話機,97.55,98.75,97.12,98.7,98.31,97.83,95.44,(10)Telephone,,(10)電話機,97.69,97.47,97.89,94.66,97.16,97.4,97.8,96.2,(10)Telephone,,(10)電話機,96.91,91.61,91.42,94.98,98.05,97.28,97.83,97.94,97,(10)Telephone
(11)行動電話,86.15,89.9,90.35,92.96,82.8,93.07,91.07,(11)Cell phone,,(11)行動電話,81.67,89.65,81.53,84.2,70.36,67.2,71.14,82.31,(11)Cell phone,,(11)行動電話,78.58,73.5,77.81,68.290000000000006,86.68,91.63,88.31,84.25,81.400000000000006,(11)Cell phone
(12)上網際網路,55.79,67.540000000000006,59.92,71.319999999999993,47.68,64.13,66.64,(12)Internet facility,,(12)上網際網路,43.12,51.72,42.24,43.68,31.64,30.03,35.71,46.77,(12)Internet facility,,(12)上網際網路,39.01,31.32,46.3,32.409999999999997,53.01,65.27,59.67,50.21,50.89,(12)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
94年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2005"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 94 年,,,,,2 0 0 5,,,,,民 國 94 年,,,,,2 0 0 5,,,,,,民 國 94 年,,,,,,2 0 0 5,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)汽車,58.38,51.21,60.94,53.78,58.72,72.430000000000007,82.29,(13)Sedan vehicle,,(13)汽車,64.62,72.069999999999993,65.52,64.08,50.02,51.33,52.75,56.67,(13)Sedan vehicle,,(13)汽車,52.52,46.88,54.71,37.94,38.76,64.69,62.73,63.05,52.17,(13)Sedan vehicle
(14)機車,80.849999999999994,57,89.15,78.819999999999993,83.74,86.18,83.16,(14)Motorcycle,,(14)機車,85.27,91.19,89.83,83.29,80.28,78.290000000000006,85.39,88.22,(14)Motorcycle,,(14)機車,92.12,81.66,80.760000000000005,80.489999999999995,66.64,87.27,80.98,88.96,85.94,(14)Motorcycle
(15)電磁爐,42.98,57.31,34.6,63.54,35.44,51.92,47.8,(15)Electro-magnetic oven,,(15)電磁爐,34.61,41.99,34.270000000000003,31.94,31.61,22.54,21.26,20.48,(15)Electro-magnetic oven,,(15)電磁爐,22.39,19.64,24.47,22.89,49.04,45.03,48.09,50.02,26.21,(15)Electro-magnetic oven
(16)冷暖氣機,85.69,94.4,90.96,93.62,85.18,88.48,85.04,(16)Air conditioner,,(16)冷暖氣機,75.489999999999995,74.62,82.46,56.72,79.84,65.58,76.540000000000006,85.43,(16)Air conditioner,,(16)冷暖氣機,80.69,64.010000000000005,71.290000000000006,76.900000000000006,87.26,93.22,85.62,88.89,89.7,(16)Air conditioner
(17)除濕機,29.03,49.69,11.19,43.45,51.33,54.84,50.24,(17)Dehumidifier,,(17)除濕機,25.25,18.84,10.8,18.940000000000001,7.1,7.92,5.22,3.62,(17)Dehumidifier,,(17)除濕機,6.76,7.95,21.69,13.57,62.01,58.95,19.39,15.23,11.15,(17)Dehumidifier
(18)洗衣機,96.7,97.39,96.78,98.62,94.54,97.02,95.42,(18)Washing machine,,(18)洗衣機,90.96,97.43,96.26,95.98,95.92,92.71,94.71,96.39,(18)Washing machine,,(18)洗衣機,96.32,95.04,91.07,95.05,96.47,98.33,97.66,97.89,96.65,(18)Washing machine
(19)烘衣機,20.079999999999998,30.12,4.2699999999999996,27.37,34.76,40.340000000000003,36.880000000000003,(19)Drier,,(19)烘衣機,34.369999999999997,17.66,11.88,21.94,6.97,5.62,2.84,3.41,(19)Drier,,(19)烘衣機,4.67,6.8,25.88,8.9,33.72,43.35,13.17,9.66,5.09,(19)Drier
(20)空氣清淨機,10.84,18.899999999999999,11.58,13.53,6.23,15.21,13.11,(20)Air-clean machine,,(20)空氣清淨機,4.82,8.49,6.16,5.66,3.57,4.08,4.32,5.67,(20)Air-clean machine,,(20)空氣清淨機,5.25,1.17,4.4000000000000004,2.5,8.23,17.649999999999999,13.51,11.29,9.35,(20)Air-clean machine
(21)濾水器,34,33.94,39.83,41.15,15.49,50.66,54.19,(21)Water filter machine,,(21)濾水器,28.13,36.42,16.07,24.33,25.77,24.14,20.38,21.73,(21)Water filter machine,,(21)濾水器,15.31,14.08,16.239999999999998,8.49,24.71,56.63,46.68,33,42.17,(21)Water filter machine
(22)吸塵器,43,56.89,43.24,49.58,44.06,48.58,59.74,(22)Vacuum cleaner,,(22)吸塵器,36.07,42.99,29.72,44.54,21.13,20.86,24,28.77,(22)Vacuum cleaner,,(22)吸塵器,30.75,21.42,47.17,18.850000000000001,42.29,59.67,53.78,41.24,37.21,(22)Vacuum cleaner
(23)熱水器,96.23,96.6,96.67,99.35,95.56,97.88,97.71,(23)Geyser,,(23)熱水器,94.01,98.51,91.93,95.92,96.67,92.2,91.18,92.78,(23)Geyser,,(23)熱水器,91.98,87.8,94.65,94.47,98.72,98.62,98.36,97.46,94.3,(23)Geyser
(24)開飲機,58,45.41,50.07,68.680000000000007,70.42,72.510000000000005,69.64,(24)Hot-warm water fountain,,(24)開飲機,67.61,64.5,60.42,54.05,56.77,35.770000000000003,39.67,54.33,(24)Hot-warm water fountain,,(24)開飲機,71.89,64.94,65.66,81.150000000000006,50.8,62.32,55.35,52.67,34.450000000000003,(24)Hot-warm water fountain
(25)微波爐,45.32,58.2,46.43,59.5,28.28,48.53,60.44,(25)Microwave oven,,(25)微波爐,37.340000000000003,44.22,34.090000000000003,36.29,25.36,19.7,23.47,29.34,(25)Microwave oven,,(25)微波爐,37.51,18.14,27.76,31.46,43.61,59.08,54.52,40.6,44.69,(25)Microwave oven
(26)報紙,32.31,39.51,27.68,37.96,28.13,30.88,30.08,(26)Newspaper,,(26)報紙,31.75,35.22,29.71,25.79,26.04,22.39,23.66,23.21,(26)Newspaper,,(26)報紙,28.96,21.62,31.39,16.809999999999999,17.57,37.28,36.75,33.619999999999997,43.84,(26)Newspaper
(27)期刊雜誌,12.37,18.04,12.27,17.78,6.6,21.41,9.7100000000000009,(27)Magazine,,(27)期刊雜誌,9.35,8,6.47,7.08,1.99,5.78,5.36,5.49,(27)Magazine,,(27)期刊雜誌,7.32,3.15,14.56,5.47,3.89,16.97,13.15,19.010000000000002,9.6199999999999992,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,149.06,149.87,146.78,146.29,164.53,153.52000000000001,169.33,(1)Color TV,,(1)彩色電視機,163.18,158.38999999999999,149.61000000000001,153.82,128.62,129.13,143.32,149.1,(1)Color TV,,(1)彩色電視機,131.66999999999999,131.34,140.1,147.91999999999999,156.80000000000001,185.95,156.07,136.1,144.55000000000001,(1)Color TV
(2)數位影音光碟機,53.95,76.56,59.97,69.540000000000006,41.96,62.21,60.56,(2)DVD player,,(2)數位影音光碟機,47.47,51.23,42.07,39.5,23.11,28.86,26.67,34.76,(2)DVD player,,(2)數位影音光碟機,31.7,27.2,27.4,29.78,56.11,75.540000000000006,55.6,48.09,42.37,(2)DVD player
(3)攝影機,10.29,18.309999999999999,10.97,13.73,3.74,13.59,12.83,(3)Movies camera,,(3)攝影機,5.67,6.57,6.21,6.66,1.78,4.43,2.97,4.46,(3)Movies camera,,(3)攝影機,6.56,6.16,4.32,1.48,5.64,14.29,13.5,11.81,8.64,(3)Movies camera
(4)音響,51.26,67.36,50.34,65.52,41.31,57.94,63.94,(4)Stereo,,(4)音響,38.5,45.43,42.1,47.65,33.82,28.2,27.19,30.17,(4)Stereo,,(4)音響,38.26,34.299999999999997,44.93,26.41,44.11,61.15,59.5,54.35,46.23,(4)Stereo
(5)鋼琴(含電子琴),11.79,21.79,15.79,9.73,10.54,10.83,17.75,(5)Piano,,(5)鋼琴(含電子琴),5.0599999999999996,10.45,6.82,9.6300000000000008,5.77,4.8600000000000003,5.92,8.77,(5)Piano,,(5)鋼琴(含電子琴),7.46,6.93,7.82,1.93,7.18,25.3,16.8,14.16,10.33,(5)Piano
(6)數位相機,39.96,61.21,38.25,52.63,29.88,46,52.75,(6)Digital camera,,(6)數位相機,28.43,32.74,26.45,25.94,16.399999999999999,14.86,17,25.82,(6)Digital camera,,(6)數位相機,29.19,14.34,27.25,14.42,38.57,53.55,48.03,40.21,34.58,(6)Digital camera
(7)錄放影機,23.2,38.450000000000003,17.87,28.78,9.6999999999999993,27.61,23.39,(7)Video tape recorder,,(7)錄放影機,23.86,19.52,15.9,24.66,12.38,8.1300000000000008,17.989999999999998,15.24,(7)Video tape recorder,,(7)錄放影機,15.04,10.69,17.170000000000002,13.5,20.46,19.32,27.77,17.29,16.95,(7)Video tape recorder
(8)有線電視頻道設備,79.06,85.16,88.58,91.06,72.260000000000005,82.85,83.51,(8)Cable TV,,(8)有線電視頻道設備,79.31,72.48,61.56,65.83,62.95,55.9,58.58,83.08,(8)Cable TV,,(8)有線電視頻道設備,52.39,60.83,63.65,70.23,91.56,89.7,80.7,84.46,87.36,(8)Cable TV
(9)家用電腦,77.78,103.72,81.040000000000006,91.47,66.5,91.18,98.32,(9)Personal computer,,(9)家用電腦,65.08,70.67,59.47,64.59,44.17,45.08,58.4,60.83,(9)Personal computer,,(9)家用電腦,46.39,40.619999999999997,63.41,37.92,75.91,106.98,82.35,69.790000000000006,65.819999999999993,(9)Personal computer
(10)電話機,118.83,140.44999999999999,116.06,132.13,115.79,116.65,125.54,(10)Telephone,,(10)電話機,115.77,103.71,117.94,106.64,106.75,109.34,103.53,109.63,(10)Telephone,,(10)電話機,104.28,99.33,100.33,107.06,107.89,136.61000000000001,115.44,103.02,108.57,(10)Telephone
(11)行動電話,200.35,217.92,207.08,228.86,192.37,227.99,236.46,(11)Cell phone,,(11)行動電話,174.35,209.48,184.18,196.59,136.58000000000001,142.84,157.61000000000001,178.34,(11)Cell phone,,(11)行動電話,155.80000000000001,125.06,160.77000000000001,128.02000000000001,214.41,249.16,203.55,187.69,173.61,(11)Cell phone
(12)汽車,68.39,54.53,70.39,57.89,70.400000000000006,86.95,118.01,(12)Sedan vehicle,,(12)汽車,84.11,90.38,78.77,81.400000000000006,60.89,61.3,63.78,64.31,(12)Sedan vehicle,,(12)汽車,60.36,53.46,65.099999999999994,43.34,42.43,86.65,75.41,77.19,61.17,(12)Sedan vehicle
(13)機車,136.87,83.54,165.07,130.27000000000001,138.83000000000001,140.28,141.61000000000001,(13)Motorcycle,,(13)機車,140.9,163.19,159.54,137.75,122.27,129.80000000000001,152.94,168.56,(13)Motorcycle,,(13)機車,155,112.89,117.06,117.42,100.65,173.45,137.47,154.46,154.81,(13)Motorcycle
(14)電磁爐,43.85,58.86,35,64.349999999999994,36.28,52.9,49.81,(14)Electro-magnetic oven,,(14)電磁爐,34.950000000000003,42.96,35.700000000000003,33.26,31.61,23.53,21.43,20.92,(14)Electro-magnetic oven,,(14)電磁爐,22.58,19.64,24.76,23.38,50.01,49.35,48.63,50.37,26.78,(14)Electro-magnetic oven
(15)冷暖氣機,182.81,220.76,211.58,201.2,174.54,190.75,209.94,(15)Air conditioner,,(15)冷暖氣機,163.63,140.38,170.34,120,135.51,120.87,148.07,183.94,(15)Air conditioner,,(15)冷暖氣機,160.47,108.8,133.38,142.79,165.05,243.18,184.5,186.63,177.09,(15)Air conditioner
(16)除濕機,33.26,57.44,12.39,47.46,63.57,66.86,63.13,(16)Dehumidifier,,(16)除濕機,29.06,20.69,12.55,21.22,7.35,8.5399999999999991,5.55,4.2,(16)Dehumidifier,,(16)除濕機,7.85,8.34,23.76,13.57,73.41,69.900000000000006,20.67,15.91,12.51,(16)Dehumidifier
