一、所得收入總計,985929,1326036,1065855,955695,986180,1061571,1034797,A.Total receipts,,一、所得收入總計,920762,919639,802658,860363,664614,689832,775362,817603,A.Total receipts,,一、所得收入總計,896423,771263,862418,639710,958506,1175421,1157028,966533,936048,A.Total receipts
1.受僱人員報酬,570468,812516,644564,596866,527031,629668,611570,1.Compensation of employees,,1.受僱人員報酬,470454,537192,427549,397433,290706,285028,422428,493635,1.Compensation of employees,,1.受僱人員報酬,462417,368476,429217,391056,633048,752645,593254,526771,552935,1.Compensation of employees
(1)本業薪資,449488,629005,489553,484532,403077,493416,489986,(1)Full time payroll,,(1)本業薪資,377472,438098,352007,302077,244711,219209,336653,389972,(1)Full time payroll,,(1)本業薪資,355283,299644,319633,302222,510812,571816,457444,412969,435098,(1)Full time payroll
(2)兼業薪資,25901,26936,37538,16850,49703,22462,23181,(2)Part time payroll,,(2)兼業薪資,26770,19771,15136,36261,11266,32859,18086,31882,(2)Part time payroll,,(2)兼業薪資,34726,21260,42435,33397,24221,52581,28185,17713,33643,(2)Part time payroll
(3)其他收入,95078,156575,117473,95485,74251,113791,98404,(3)Other receipts or subsidies,,(3)其他收入,66212,79323,60407,59094,34729,32960,67688,71781,(3)Other receipts or subsidies,,(3)其他收入,72408,47572,67150,55437,98015,128249,107626,96089,84195,(3)Other receipts or subsidies
2.產業主所得,182869,197591,166545,164220,175032,184537,184704,2.Entrepreneurial income,,2.產業主所得,197178,200889,197116,243115,151480,172351,157322,151006,2.Entrepreneurial income,,2.產業主所得,205652,211032,163492,88773,117091,125515,291208,209579,168090,2.Entrepreneurial income
3.財產所得收入,57197,124816,69765,42788,58655,49985,34261,3. Property income,,3.財產所得收入,47579,32085,29075,40991,31219,29571,38254,29285,3. Property income,,3.財產所得收入,45759,24753,37405,24616,31228,114320,78895,63558,49447,3. Property income
4.自用住宅設算租金收入,54432,71044,67483,49587,47529,84625,61651,4.Imputed rent income,,4.自用住宅設算租金收入,54212,51115,37604,39646,32095,39236,38516,35230,4.Imputed rent income,,4.自用住宅設算租金收入,30093,29989,37962,12006,44284,54493,85301,58367,60483,4.Imputed rent income
5.經常移轉收入,120564,118486,117181,102146,177593,112558,142286,5.Current transfer receipts,,5.經常移轉收入,151219,97979,111188,139169,158788,163480,118590,108256,5.Current transfer receipts,,5.經常移轉收入,152158,136533,194315,122767,132599,128394,108260,108084,105065,5.Current transfer receipts
(1)從私人,34717,50440,38101,25506,43569,26621,30983,(1)From individuals,,(1)從私人,42709,22762,21976,27880,56423,42347,27596,24182,(1)From individuals,,(1)從私人,50283,54731,71378,23215,32210,32476,30809,32526,24442,(1)From individuals
(2)從政府,23795,17986,21003,21804,36350,24811,42189,(2)From government,,(2)從政府,26744,18874,23053,30237,27590,31646,23778,24324,(2)From government,,(2)從政府,32967,31047,37459,41674,28437,25431,16381,22053,23797,(2)From government
(3)從企業,61632,49426,56959,54091,96257,60381,69113,(3)From enterprises,,(3)從企業,81718,56331,66158,81051,74775,89487,67216,59751,(3)From enterprises,,(3)從企業,68907,50754,85477,57877,70577,70466,61070,53505,56310,(3)From enterprises
(4)從國外,419,634,1119,745,1418,745,0,(4)From abroad,,(4)從國外,49,12,0,0,0,0,0,0,(4)From abroad,,(4)從國外,0,0,0,0,1375,21,0,0,516,(4)From abroad
6.雜項收入,399,1583,317,88,339,198,325,6.Miscellaneous receipts,,6.雜項收入,119,380,125,10,326,165,252,191,6.Miscellaneous receipts,,6.雜項收入,343,480,27,493,256,53,109,173,29,6.Miscellaneous receipts
二、非消費支出,174591,213231,207379,187863,176580,196292,180580,B.Nonconsumption expenditures,,二、非消費支出,167128,155286,116483,145223,107300,121992,137524,149292,B.Nonconsumption expenditures,,二、非消費支出,137877,125008,143762,117798,153782,267256,214892,175103,167807,B.Nonconsumption expenditures
1.利息支出,38349,39490,50175,50577,34368,48977,35336,1.Interest,,1.利息支出,27631,29715,16795,34594,11848,20091,26869,33050,1.Interest,,1.利息支出,24725,32956,29158,19981,21226,58927,62743,44137,43360,1.Interest
2.經常移轉支出,136242,173741,157204,137286,142212,147315,145243,2.Current transfer expenditures,,2.經常移轉支出,139497,125571,99688,110629,95452,101901,110655,116242,2.Current transfer expenditures,,2.經常移轉支出,113152,92052,114603,97817,132556,208330,152148,130966,124448,2.Current transfer expenditures
(1)對私人,45092,57210,58741,42820,56327,44751,50020,(1)To private,,(1)對私人,56169,36854,24881,36859,29730,40878,38109,41293,(1)To private,,(1)對私人,42701,31210,46736,38593,44877,69075,45612,47805,37785,(1)To private
(2)對政府,26442,44021,33467,26137,19192,27494,23323,(2)To government,,(2)對政府,23080,22218,16486,16804,15756,10499,16597,18308,(2)To government,,(2)對政府,17312,14997,17256,7883,16414,48652,34310,27236,27162,(2)To government
(3)對企業,62151,68020,61873,66656,66645,68045,70510,(3)To enterprises,,(3)對企業,59530,65634,58080,56876,46536,47226,54574,56615,(3)To enterprises,,(3)對企業,52360,43742,49394,49726,70303,70367,69376,55925,59123,(3)To enterprises
(4)對國外,2557,4489,3123,1673,48,7024,1391,(4)To abroad,,(4)對國外,719,865,241,90,3429,3298,1375,25,(4)To abroad,,(4)對國外,780,2103,1217,1615,962,20236,2850,0,378,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
84年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1995",,84年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1995",,84年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1995"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,,第2表 平均每戶家庭收支按區域別分(續完),Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 84 年,,,,單位：元,1 9 9 5 Unit:NT$,,,,,民 國 84 年,,,,單位：元,1 9 9 5 Unit:NT$,,,,,,民 國 84 年,,,,,單位：元,1 9 9 5 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,591035,852811,666971,595752,564384,601817,548692,C.Consumption expenditures,,三、消費支出,507543,514146,456864,499240,387605,410947,428521,442606,C.Consumption expenditures,,三、消費支出,487473,437745,563929,378927,634750,715024,668120,604970,577537,C.Consumption expenditures
1.食品費,139736,162088,176186,141941,114998,142971,123922,1.Food,,1.食品費,105681,128109,133275,131147,100476,121475,111131,117749,1.Food,,1.食品費,126421,109144,135926,95072,177692,144135,147808,148248,154269,1.Food
2.飲料費,6046,6454,7931,5537,6976,6795,4476,2.Beverage,,2.飲料費,6694,5229,5721,5600,4615,4348,5248,5305,2.Beverage,,2.飲料費,6958,5138,8922,7566,6047,5459,6316,5822,5756,2.Beverage
3.菸草,4950,3315,5894,5095,5655,5610,5260,3.Tobacco,,3.菸草,5419,4150,5795,5738,4296,4275,5033,5342,3.Tobacco,,3.菸草,5759,4988,5870,6062,5911,4449,5034,5204,4979,3.Tobacco
4.衣著、鞋、襪類,27213,40742,31961,29296,28274,28245,25795,4.Clothing and footwear,,4.衣著、鞋、襪類,22561,24732,19857,23678,14801,15531,16500,18932,4.Clothing and footwear,,4.衣著、鞋、襪類,20934,21690,23872,19449,26622,31638,29158,23832,25819,4.Clothing and footwear
5.房地租及水費,130722,212774,145724,152144,97507,135737,109749,5.Rent and water charges,,5.房地租及水費,99620,105492,79114,92440,69152,71661,83995,85806,5.Rent and water charges,,5.房地租及水費,80023,92389,84160,57983,120084,165576,167569,123607,122906,5.Rent and water charges
6.燃料及燈光,16506,22318,17143,17016,16451,16682,14868,6.Fuel and light,,6.燃料及燈光,14316,15923,15123,13646,12242,12747,13103,13168,6.Fuel and light,,6.燃料及燈光,14056,12269,13819,12303,18055,15755,16558,16734,17347,6.Fuel and light
7.家具及家庭設備,15823,31033,19891,12811,13052,15655,9954,7.Furniture and family facilities,,7.家具及家庭設備,16190,13261,10324,8014,8629,8403,9821,9427,7.Furniture and family facilities,,7.家具及家庭設備,15809,11227,13670,12751,13645,26639,15052,17946,9452,7.Furniture and family facilities
8.家事管理,11215,20648,14914,11985,7849,9718,10814,8.Household operations,,8.家事管理,4991,9165,5976,5261,5974,3847,6557,7924,8.Household operations,,8.家事管理,5453,6199,8222,6145,11869,17281,15603,15058,6775,8.Household operations
9.保健及醫療,61271,60472,59602,52020,80565,60839,65838,9.Health care and medical,,9.保健及醫療,75360,54794,60138,73530,70683,73548,64238,55449,9.Health care and medical,,9.保健及醫療,66398,52733,87346,53751,69591,72526,63004,54875,58256,9.Health care and medical
10.運輸交通及通訊,59089,68882,63944,56477,89310,69559,87816,10.Transport and communications,,10.運輸交通及通訊,59988,54325,45655,50512,30793,38744,39362,46522,10.Transport and communications,,10.運輸交通及通訊,45291,52318,78369,32919,73705,98361,72537,70021,55934,10.Transport and communications
(1)交通及通訊工具之購置,15453,11110,16573,13139,47081,19439,36759,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,23957,12241,11686,11548,4612,7213,6936,11644,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,6915,20017,36774,11090,28467,50704,19133,32108,13554,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,25020,29206,29302,21420,25222,31638,33663,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,21966,25179,21681,24105,15369,18506,20836,22861,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,24081,16124,23267,9513,18078,28405,32757,22499,28135,(2)Operation of transport equipment
(3)乘交通設備之費用,8880,16143,5944,12460,6885,7770,6673,(3)Purchased transportation,,(3)乘交通設備之費用,5485,7101,4157,6523,5128,5774,4815,4759,(3)Purchased transportation,,(3)乘交通設備之費用,7880,7342,7542,7333,18293,6761,7601,4843,5573,(3)Purchased transportation
(4)其他通訊費,5819,7362,7945,6083,5391,5822,6526,(4)Other communications,,(4)其他通訊費,5162,4236,4449,5060,4448,4670,3870,4409,(4)Other communications,,(4)其他通訊費,4430,5581,6309,4440,5722,7460,7848,5223,4912,(4)Other communications
(5)汽機車保險費支出,3917,5061,4180,3376,4730,4889,4195,(5)Insurance of transport equipment,,(5)汽機車保險費支出,3418,5569,3682,3276,1236,2581,2906,2849,(5)Insurance of transport equipment,,(5)汽機車保險費支出,1984,3255,4476,542,3145,5031,5199,5347,3760,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,77519,143583,86571,72859,65915,69915,62652,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,65051,65913,50733,58418,39265,32630,48152,51661,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,66741,38554,58649,44379,68651,94299,84846,87441,83327,"11.Recreation ,education and culture"
(1)旅遊費用,24041,67527,20661,18939,15872,17806,13308,(1)Traveling,,(1)旅遊費用,15317,14911,12661,15033,9401,6541,10107,12634,(1)Traveling,,(1)旅遊費用,16957,8643,17823,10688,15768,28763,24105,25173,21224,(1)Traveling
(2)娛樂消遣服務,7752,11758,8947,8104,5562,7631,6409,(2)Recreation service,,(2)娛樂消遣服務,9981,7213,5076,5469,3480,3217,5270,4549,(2)Recreation service,,(2)娛樂消遣服務,7534,3179,6301,5978,9406,7917,10266,8849,7841,(2)Recreation service
(3)書報雜誌文具,5124,6875,6767,5128,4842,4948,4612,(3)Books and stationery,,(3)書報雜誌文具,5270,4625,3734,4285,3176,2421,4153,4147,(3)Books and stationery,,(3)書報雜誌文具,4525,3458,4915,3960,5371,6739,5159,6298,5180,(3)Books and stationery
(4)娛樂器材及附屬品,7719,12562,10054,6979,8933,8359,6726,(4)Recreation facilities,,(4)娛樂器材及附屬品,10745,6631,4793,5063,3141,3361,4971,4908,(4)Recreation facilities,,(4)娛樂器材及附屬品,7349,4870,7563,6860,9814,11714,6828,7821,5761,(4)Recreation facilities
(5)教育與研究費,32884,44861,40142,33709,30706,31171,31598,(5)Education and research,,(5)教育與研究費,23738,32532,24470,28567,20067,17090,23651,25423,(5)Education and research,,(5)教育與研究費,30376,18405,22048,16893,28292,39167,38488,39300,43321,(5)Education and research
12.什項消費,40945,80502,37210,38571,37834,40090,27551,12.Miscellaneous,,12.什項消費,31672,33052,25153,31255,26679,23738,25380,25319,12.Miscellaneous,,12.什項消費,33632,31097,45104,30547,42880,38906,44635,36181,32716,12.Miscellaneous
可支配所得(平均數),811338,1112806,858476,767832,809599,865279,854217,Disposable income(mean),,可支配所得(平均數),753634,764354,686175,715140,557314,567840,637838,668310,Disposable income(mean),,可支配所得(平均數),758546,646255,718656,521912,804724,908165,942136,791430,768241,Disposable income(mean)
可支配所得(中位數),700873,1008819,741433,678241,666728,771803,771193,Disposable income(median),,可支配所得(中位數),670732,680187,599672,609371,487024,475009,583916,603804,Disposable income(median),,可支配所得(中位數),660523,521139,597582,449501,730665,762591,816343,662558,669577,Disposable income(median)
消費支出,591035,852811,666971,595752,564384,601817,548692,Consumption expenditures,,消費支出,507543,514146,456864,499240,387605,410947,428521,442606,Consumption expenditures,,消費支出,487473,437745,563929,378927,634750,715024,668120,604970,577537,Consumption expenditures
儲蓄,220303,259994,191505,172080,245215,263462,305525,Saving,,儲蓄,246091,250207,229311,215900,169709,156893,209317,225705,Saving,,儲蓄,271073,208510,154727,142985,169974,193140,274016,186460,190704,Saving
所得總額,1029053,1401261,1105653,1020587,1015291,1084972,1061244,Current receipts,,所得總額,943940,952473,827532,891479,686729,709955,806663,851136,Current receipts,,所得總額,928582,806923,878310,668349,999779,1226693,1201922,999254,966099,Current receipts
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
