5.經常移轉收入,167012,217297,161464,142918,218744,141913,177273,5.Current transfer receipts,,5.經常移轉收入,191309,137583,159901,170151,187471,184889,170428,149994,5.Current transfer receipts,,5.經常移轉收入,176024,170849,192646,176795,165719,198333,151857,145905,157263,5.Current transfer receipts
(1)從私人,51407,109615,56750,36694,55033,39619,41649,(1)From individuals,,(1)從私人,58337,29188,42497,35350,66000,59023,41179,36321,(1)From individuals,,(1)從私人,55688,41882,41480,44001,38746,49983,38147,37642,34917,(1)From individuals
(2)從政府,35629,33003,29993,28527,49819,32022,52448,(2)From government,,(2)從政府,41681,30375,36480,45937,42816,51631,40978,39338,(2)From government,,(2)從政府,42684,55494,49422,61089,39195,33374,31643,33823,33990,(2)From government
(3)社會保險受益,77096,70439,72186,73500,112083,68152,83015,(3)Benefit of social insurance,,(3)社會保險受益,90293,77329,78174,84323,78424,69096,85430,74154,(3)Benefit of social insurance,,(3)社會保險受益,74067,73090,94368,71705,82349,111419,78165,74295,87374,(3)Benefit of social insurance
(4)從企業,1301,1422,1916,818,1809,706,161,(4)From enterprises,,(4)從企業,718,373,299,1553,231,4206,2841,181,(4)From enterprises,,(4)從企業,2433,383,7376,0,2282,2563,1530,145,782,(4)From enterprises
(5)從國外,1579,2818,619,3379,0,1414,0,(5)From abroad,,(5)從國外,279,318,2452,2989,0,932,0,0,(5)From abroad,,(5)從國外,1153,0,0,0,3147,994,2373,0,199,(5)From abroad
6.雜項收入,186,393,188,8,390,117,303,6.Miscellaneous receipts,,6.雜項收入,289,28,475,402,177,167,136,137,6.Miscellaneous receipts,,6.雜項收入,209,149,315,395,141,0,235,195,54,6.Miscellaneous receipts
二、非消費支出,183163,269520,191024,187887,163871,203348,202857,B.Nonconsumption expenditures,,二、非消費支出,171673,151335,146654,137849,136011,122443,144916,140913,B.Nonconsumption expenditures,,二、非消費支出,162192,118160,149594,151623,155702,266178,186522,155432,155126,B.Nonconsumption expenditures
1.利息支出,24216,35029,32900,26618,16865,25659,18555,1.Interest,,1.利息支出,18196,18944,15158,18706,8521,9911,23571,17940,1.Interest,,1.利息支出,10104,14411,21526,18639,27768,34652,28497,18497,27987,1.Interest
2.經常移轉支出,158947,234491,158125,161269,147006,177689,184302,2.Current transfer expenditures,,2.經常移轉支出,153477,132390,131496,119143,127489,112531,121346,122974,2.Current transfer expenditures,,2.經常移轉支出,152089,103750,128067,132984,127935,231526,158025,136935,127139,2.Current transfer expenditures
(1)對私人,49834,84895,52263,46305,55165,53165,50234,(1)To private,,(1)對私人,53741,32444,32660,39016,47238,41118,33574,38456,(1)To private,,(1)對私人,61510,37758,40273,59575,39839,74616,37351,40490,33877,(1)To private
(2)對政府,33256,55911,34642,32686,23057,35920,40631,(2)To government,,(2)對政府,27644,29772,26678,21142,21394,17577,25384,21277,(2)To government,,(2)對政府,27090,16391,25403,13338,18876,57578,40677,28718,25842,(2)To government
(3)社會保險,72367,85139,68160,78702,65874,84277,90785,(3)Social insurance,,(3)社會保險,71475,68703,69659,58763,57509,53701,62223,62423,(3)Social insurance,,(3)社會保險,58928,49347,60597,59648,68670,92341,72697,64297,66190,(3)Social insurance
(4)對國外,3490,8546,3060,3576,2911,4327,2653,(4)To abroad,,(4)對國外,617,1473,2499,222,1349,135,165,817,(4)To abroad,,(4)對國外,4560,253,1795,424,549,6991,7301,3431,1230,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
92年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2003"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,,第2表 平均每戶家庭收支按區域別分(續完),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 92 年,,,,單位：元,2 0 0 3 Unit:NT$,,,,,民 國 92 年,,,,單位：元,2 0 0 3 Unit:NT$,,,,,,民 國 92 年,,,,單位：元,2 0 0 3 Unit:NT$,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,666372,914067,660365,706525,610276,707342,666904,C.Consumption expenditures,,三、消費支出,595922,629542,598416,532985,497345,517287,533672,491959,C.Consumption expenditures,,三、消費支出,532473,402236,547558,453132,630493,844370,728221,599717,653103,C.Consumption expenditures
1.食品費,147727,190803,160736,159285,111672,151608,112449,1.Food,,1.食品費,107141,133770,150417,118990,115398,136414,125723,112498,1.Food,,1.食品費,116836,82478,108611,100512,154159,170491,163232,150366,155771,1.Food
2.飲料費,6225,8441,6369,6891,7730,4531,5109,2.Beverage,,2.飲料費,6709,6493,6730,5993,4239,4864,5112,4748,2.Beverage,,2.飲料費,5683,4761,5944,7210,5984,5878,6288,5107,4654,2.Beverage
3.菸草,5990,4392,6115,7167,6903,5932,6875,3.Tobacco,,3.菸草,8318,6209,5568,7364,6520,6498,5519,6377,3.Tobacco,,3.菸草,5719,6493,4795,6048,6154,5432,5127,5434,4323,3.Tobacco
4.衣著、鞋、襪類,23480,27419,19016,31171,20797,29124,26998,4.Clothing and footwear,,4.衣著、鞋、襪類,24593,25794,20285,16450,17871,16577,15923,15232,4.Clothing and footwear,,4.衣著、鞋、襪類,13742,12911,15817,19471,25437,29330,22142,20392,20731,4.Clothing and footwear
5.房地租及水費,140785,249138,135153,149686,105076,152148,148623,5.Rent and water charges,,5.房地租及水費,107965,112841,107116,100138,83371,84542,96171,94850,5.Rent and water charges,,5.房地租及水費,81079,79949,102779,72143,114906,176029,162838,121070,134902,5.Rent and water charges
6.燃料及燈光,18841,21541,18332,20872,21616,20925,21217,6.Fuel and light,,6.燃料及燈光,18047,15812,17892,15311,16573,15205,17275,16730,6.Fuel and light,,6.燃料及燈光,14073,14109,17852,18088,18635,18527,18373,19623,18993,6.Fuel and light
7.家具及家庭設備,11059,16834,11866,9711,12050,10972,12432,7.Furniture and family facilities,,7.家具及家庭設備,12352,10788,9991,7757,9051,10220,7916,6583,7.Furniture and family facilities,,7.家具及家庭設備,9907,5082,10742,9421,11743,20719,9882,8741,10922,7.Furniture and family facilities
8.家事管理,12583,21207,12923,16438,7147,10868,11295,8.Household operations,,8.家事管理,6301,8869,8496,5117,7621,5499,6123,6591,8.Household operations,,8.家事管理,7938,7280,5473,6402,13940,20452,19377,13107,12419,8.Household operations
9.保健及醫療,84651,88855,88706,70739,111103,76743,86683,9.Health care and medical,,9.保健及醫療,99242,97853,82275,88117,82337,84598,93294,82098,9.Health care and medical,,9.保健及醫療,76480,76032,95279,67905,98441,112386,80020,70333,92912,9.Health care and medical
10.運輸交通及通訊,80743,93937,80231,81923,78848,101473,104317,10.Transport and communications,,10.運輸交通及通訊,86656,87036,73745,68671,52779,67899,67972,61466,10.Transport and communications,,10.運輸交通及通訊,65674,47734,83556,55165,65502,118183,87258,61169,68178,10.Transport and communications
(1)交通及通訊工具之購置,10841,9189,13852,10153,16581,21769,20311,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,13081,8952,9518,9048,5986,12636,7595,7764,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,4640,3201,21865,2188,2823,29083,8077,8528,3277,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,36208,35254,35253,34722,32909,46695,48687,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,40390,43915,33746,33136,25356,32589,35183,30062,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,32550,21200,31594,20249,28155,51800,42326,29572,36887,(2)Operation of transport equipment
(3)乘交通設備之費用,8107,17427,5308,10304,5646,6435,5215,(3)Purchased transportation,,(3)乘交通設備之費用,7074,6537,6450,4710,4968,5110,4394,3681,(3)Purchased transportation,,(3)乘交通設備之費用,8949,5167,5378,11019,12995,4097,5576,3746,4584,(3)Purchased transportation
(4)其他通訊費,21096,28158,21288,23241,18431,21276,24296,(4)Other communications,,(4)其他通訊費,21121,22015,18393,18237,13541,13412,15936,15571,(4)Other communications,,(4)其他通訊費,15218,15280,19643,19832,18492,26184,25599,14611,18242,(4)Other communications
(5)汽機車保險費支出,4491,3909,4531,3503,5282,5299,5808,(5)Insurance of transport equipment,,(5)汽機車保險費支出,4990,5618,5637,3540,2928,4152,4864,4389,(5)Insurance of transport equipment,,(5)汽機車保險費支出,4316,2885,5077,1877,3037,7019,5680,4712,5187,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,87441,122722,83832,92625,79184,95937,83976,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,76651,89331,82111,65464,57235,58379,59082,59431,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,76148,41800,64449,56226,70793,127311,100780,87022,90203,"11.Recreation ,education and culture"
(1)旅遊費用,18058,33354,15030,18891,13238,19775,18459,(1)Traveling,,(1)旅遊費用,14662,16398,15128,14920,10124,7432,8612,9349,(1)Traveling,,(1)旅遊費用,16915,6689,14640,13730,12955,26833,20620,19843,14614,(1)Traveling
(2)娛樂消遣服務,9173,13196,8017,11397,5918,9455,9029,(2)Recreation service,,(2)娛樂消遣服務,8432,10444,6840,5940,5406,5101,5850,5887,(2)Recreation service,,(2)娛樂消遣服務,7647,5011,5580,6603,8995,10742,10234,8207,9157,(2)Recreation service
(3)書報雜誌文具,4655,7010,4486,5028,3457,4534,3802,(3)Books and stationery,,(3)書報雜誌文具,4245,5447,3734,3778,3273,3308,3036,2645,(3)Books and stationery,,(3)書報雜誌文具,4979,2514,3636,2377,4092,6895,4864,3771,4240,(3)Books and stationery
(4)娛樂器材及附屬品,8499,14722,7489,8394,7245,9845,8035,(4)Recreation facilities,,(4)娛樂器材及附屬品,10958,8545,6255,5469,4282,4616,4951,4710,(4)Recreation facilities,,(4)娛樂器材及附屬品,8360,4785,6590,5249,8268,18452,7785,5536,5989,(4)Recreation facilities
(5)教育與研究費,47056,54439,48810,48915,49326,52328,44651,(5)Education and research,,(5)教育與研究費,38354,48497,50153,35356,34151,37922,36632,36840,(5)Education and research,,(5)教育與研究費,38246,22801,34004,28267,36483,64388,57276,49664,56203,(5)Education and research
12.什項消費,46847,68779,37085,60019,48149,47081,46929,12.Miscellaneous,,12.什項消費,41947,34744,33790,33613,44349,26594,33562,25354,12.Miscellaneous,,12.什項消費,59195,23608,32259,34541,44799,39630,52904,37356,39096,12.Miscellaneous
可支配所得(平均數),881662,1232396,903648,905166,779157,959744,930761,Disposable income(mean),,可支配所得(平均數),778215,775617,816066,681544,673606,615943,741752,667189,Disposable income(mean),,可支配所得(平均數),757714,619787,730767,588048,726013,1078255,957996,772203,849733,Disposable income(mean)
可支配所得(中位數),739648,1073813,763793,773999,662913,857141,830198,Disposable income(median),,可支配所得(中位數),698910,685571,692493,584055,620006,536046,605709,569838,Disposable income(median),,可支配所得(中位數),640728,456673,615366,487558,652358,921105,770778,667152,709024,Disposable income(median)
消費支出,666372,914067,660365,706525,610276,707342,666904,Consumption expenditures,,消費支出,595922,629542,598416,532985,497345,517287,533672,491959,Consumption expenditures,,消費支出,532473,402236,547558,453132,630493,844370,728221,599717,653103,Consumption expenditures
儲蓄,215290,318330,243283,198641,168881,252402,263856,Saving,,儲蓄,182293,146075,217650,148560,176261,98656,208080,175230,Saving,,儲蓄,225240,217551,183209,134915,95521,233885,229774,172486,196630,Saving
所得總額,1112233,1593474,1133840,1146693,975791,1187838,1212349,Current receipts,,所得總額,984695,968423,988431,849703,834747,768857,915140,851448,Current receipts,,所得總額,959790,770846,902613,769628,927585,1403579,1200291,974598,1047444,Current receipts
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
