appleL07104年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2015",,104年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2015",,104年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2015"
第7表 平均每戶可支配所得及消費支出依可支配所得按戶數五等分位分及經濟戶長性別、年齡組別、教育程度別分,"Table 7. Average Family Income and Expenditure per Household by Five EqualDivisions of Households According to Disposable Income and Sex, Ageand Educational Attainment of Household Heads",,第7表 平均每戶可支配所得及消費支出依可支配所得按戶數五等分位分及經濟戶長性別、年齡組別、教育程度別分(續一),"Table 7. Average Family Income and Expenditure per Household by Five EqualDivisions of Households According to Disposable Income and Sex, Ageand Educational Attainment of Household Heads (Cont.1)",,第7表 平均每戶可支配所得及消費支出依可支配所得按戶數五等分位分及經濟戶長性別、年齡組別、教育程度別分(續完),"Table 7. Average Family Income and Expenditure per Household by Five EqualDivisions of Households According to Disposable Income and Sex, Ageand Educational Attainment of Household Heads (Cont.End)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 104 年,,,,單位：戶；人；元,2 0 1 5 Unit:Household;Person;NT$,,,,,,民 國 104 年,,,,單位：戶；人；元,2 0 1 5 Unit:Household;Person;NT$,,,,,,民 國 104 年,,,,單位：戶；人；元,2 0 1 5 Unit:Household;Person;NT$,,,,
,總      平      均,,,,可 支 配 所 得 按 戶 數 五 等 分 位 組,,,,,,,可   支   配   所   得   按,,,,戶   數   五   等   分   位   組,,,,,,,可   支   配   所   得   按,,,,戶   數   五   等   分   位   組,,,,
,General       average,,,,Five equal divisions of households according to disposable income,,,,,,,Five   equal   divisions   of   households,,,,according   to   disposable   income,,,,,,,Five   equal   divisions   of   households,,,,according   to   disposable   income,,,,
,戶  數,平均每戶人數,可支配所得,消費支出,1,,,,,,,2,,,,3,,,,,,,4,,,,5,,,,
,,,,,戶  數,平均每戶人數,可支配所得,消費支出,,,,戶  數,平均每戶人數,可支配所得,消費支出,戶  數,平均每戶人數,可支配所得,消費支出,,,,戶  數,平均每戶人數,可支配所得,消費支出,戶  數,平均每戶人數,可支配所得,消費支出,
,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,,,,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,,,,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全 體 家 庭,8386495,3.1,964895,759647,1677299,1.71,320312,339536,All Families,,全 體 家 庭,1677299,2.5499999999999998,587763,544624,1677299,3.25,836842,723571,All Families,,全 體 家 庭,1677299,3.79,1139842,921454,1677299,4.21,1939718,1269049,All Families
按 性 別 分,,,,,,,,,Sex,,按 性 別 分,,,,,,,,,Sex,,按 性 別 分,,,,,,,,,Sex
男,5940970,3.33,1029472,802385,922402,1.86,326263,351995,Male,,男,1112904,2.63,589597,543491,1263775,3.37,839193,728129,Male,,男,1303302,3.92,1139679,922192,1338587,4.3099999999999996,1952097,1281444,Male
女,2445525,2.5499999999999998,808018,655822,754897,1.53,313040,324313,Female,,女,564395,2.39,584147,546857,413524,2.89,829656,709640,Female,,女,373997,3.33,1140409,918881,338712,3.81,1890796,1220062,Female
按 年 齡 組 別 分,,,,,,,,,Age,,按 年 齡 組 別 分,,,,,,,,,Age,,按 年 齡 組 別 分,,,,,,,,,Age
