黃麗妃L0895年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 95 年,,2 0 0 6,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,7307999,5622177,1685822,Total
"未滿200,000元",100723,43158,57564,"Under NT$200,000"
"200,000～299,999",289266,160068,129199,"200,000～299,999"
"300,000～399,999",380197,222673,157524,"300,000～399,999"
"400,000～499,999",421393,272346,149047,"400,000～499,999"
"500,000～599,999",450325,294606,155719,"500,000～599,999"
"600,000～699,999",444176,320057,124119,"600,000～699,999"
"700,000～799,999",509130,369812,139319,"700,000～799,999"
"800,000～899,999",502586,398061,104525,"800,000～899,999"
"900,000～999,999",503192,414914,88278,"900,000～999,999"
"1,000,000～1,099,999",516516,424099,92417,"1,000,000～1,099,999"
"1,100,000～1,199,999",441045,361803,79241,"1,100,000～1,199,999"
"1,200,000～1,299,999",374679,317440,57240,"1,200,000～1,299,999"
"1,300,000～1,399,999",338739,281018,57720,"1,300,000～1,399,999"
"1,400,000～1,499,999",298882,249743,49139,"1,400,000～1,499,999"
"1,500,000～1,649,999",332657,283541,49117,"1,500,000～1,649,999"
"1,650,000～1,799,999",300551,259779,40773,"1,650,000～1,799,999"
"1,800,000～1,999,999",288081,244965,43117,"1,800,000～1,999,999"
"2,000,000～2,299,999",330163,283106,47057,"2,000,000～2,299,999"
"2,300,000～2,699,999",220908,186937,33971,"2,300,000～2,699,999"
"2,700,000～3,499,999",179611,156183,23428,"2,700,000～3,499,999"
"3,500,000元及以上",85178,77870,7308,"Above $3,500,000"
