L0997年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2008"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 97 年,,,,,2 0 0 8,,,,,民 國 97 年,,,,,2 0 0 8,,,,,,民 國 97 年,,,,,,2 0 0 8,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
6.每戶建坪平均數(坪),43.23,31.53,45.92,32.159999999999997,47.08,46.36,55.29,6.Space per household average (pin),,6.每戶建坪平均數(坪),56.24,54.76,53.11,54.57,43.74,43.77,48.08,51.06,6.Space per household average (pin),,6.每戶建坪平均數(坪),47.54,39.92,41.68,41.86,33.130000000000003,49.09,44.49,45.78,48.53,6.Space per household average (pin)
7.每戶建坪中位數(坪),37,30,40,30,45,40,50,7.Space per household median (pin),,7.每戶建坪中位數(坪),54,51,50,54,40,40,45,48,7.Space per household median (pin),,7.每戶建坪中位數(坪),48,36,40,40,30,44,38,45,42,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.39,99,99.2,99.93,98.62,99.38,99.43,(1)Color TV,,(1)彩色電視機,100,99.45,98.96,99.66,99.76,98.98,98.83,99.71,(1)Color TV,,(1)彩色電視機,99.8,99.23,99.45,100,98.6,99.15,99.45,98.74,99.41,(1)Color TV
一般彩色電視機,87.37,81.099999999999994,86.65,84.7,92.09,83.3,83.68,Non-LCD TV,,一般彩色電視機,92.8,88.45,91.5,93.64,92.39,92.21,92.29,90.48,Non-LCD TV,,一般彩色電視機,93.95,92.21,94.58,95.99,86.82,83.69,88.58,88.21,88.31,Non-LCD TV
液晶、電漿電視,26.8,37.85,27.23,31.68,21.01,33.53,36.700000000000003,LCD、PDP TV,,液晶、電漿電視,21.06,26.81,19.41,15.38,19.62,12.24,15.87,18.899999999999999,LCD、PDP TV,,液晶、電漿電視,15.48,13.01,16.78,13.84,25.12,35.99,28.12,21.95,24.24,LCD、PDP TV
(2)數位影音光碟機,44.11,62.14,55.62,61.41,32.729999999999997,48.01,52.64,(2)DVD player,,(2)數位影音光碟機,41.65,34.56,25.96,34.450000000000003,23.71,16.13,22.96,28.12,(2)DVD player,,(2)數位影音光碟機,30.08,17.57,27.29,26.17,44.26,65.52,36.700000000000003,31,32.229999999999997,(2)DVD player
(3)攝影機,7.92,16.350000000000001,7.86,8.17,2.37,8.9499999999999993,6.82,(3)Movies camera,,(3)攝影機,4.75,5.73,4.2,4.07,3.09,3.75,4.26,3.92,(3)Movies camera,,(3)攝影機,4.57,4.84,5.42,6.18,5.34,14.32,10.56,4.43,10.28,(3)Movies camera
(4)音響,38.29,48.22,38.29,49.57,25.49,44.72,44.34,(4)Stereo,,(4)音響,35.51,32.94,25.35,29.67,34.24,19.850000000000001,22.95,29.59,(4)Stereo,,(4)音響,22.12,26.34,24.72,27.73,35.54,42.35,41.92,43.39,37.26,(4)Stereo
(5)鋼琴(含電子琴),10.44,19.29,13.71,8.51,7.58,10.46,14.07,(5)Piano,,(5)鋼琴(含電子琴),6.86,8.44,6.37,9.83,7.07,5.57,7.87,6.93,(5)Piano,,(5)鋼琴(含電子琴),7.45,6.65,7.92,7.6,5.42,18.5,11.95,5.61,10.94,(5)Piano
(6)數位相機,48.54,65.13,47.65,59.61,33.79,53.82,55.85,(6)Digital camera,,(6)數位相機,39.56,47.87,33.9,31.52,28.84,24.35,31.75,37.76,(6)Digital camera,,(6)數位相機,37.130000000000003,24.84,32.299999999999997,22.83,42.99,60.22,58.67,34.83,52.05,(6)Digital camera
(7)電視遊樂器,10.44,18.95,9.01,14.16,4.0199999999999996,11.72,12.62,(7)Video game,,(7)電視遊樂器,5.33,7.13,5.05,4.3,5.26,4.53,6.45,5.75,(7)Video game,,(7)電視遊樂器,4.43,3.86,5.66,3.46,9.82,18.95,12.78,4.96,9.99,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),81.650000000000006,89.56,91.19,91.91,68.59,87.05,88.42,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),84.13,77.430000000000007,58.35,65.599999999999994,62.17,52.28,66.11,84.2,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),58.62,70.22,69.84,86.77,89.35,90.4,86,84.15,86.84,(8)Cable TV(MOD included)
(9)家用電腦,69.27,80.709999999999994,71.319999999999993,78.92,59.49,76.84,75.209999999999994,(9)Personal computer,,(9)家用電腦,60.17,69.58,57.98,55.23,46.6,45.01,56.14,61.77,(9)Personal computer,,(9)家用電腦,54.84,40.159999999999997,48.12,48.65,64.760000000000005,79.25,79.37,62.69,73.540000000000006,(9)Personal computer
(10)電話機,96,98.24,96.72,96.99,95.42,96.1,96.35,(10)Telephone,,(10)電話機,95.57,94.84,96.85,96.63,92.06,94.74,97.2,94.62,(10)Telephone,,(10)電話機,92.14,84.57,87.64,94.45,94.73,95.34,96.93,97.15,97.39,(10)Telephone
(11)行動電話,89.8,93.95,92.29,95.37,86.48,93.55,93.96,(11)Cell phone,,(11)行動電話,85.02,90.19,84.28,85.73,73.099999999999994,77.569999999999993,80.27,89.34,(11)Cell phone,,(11)行動電話,84.45,77.36,81.849999999999994,79.599999999999994,91.84,93.01,91.05,82.06,91.87,(11)Cell phone
(12)連網(使用電腦或其他設備),64.400000000000006,76.45,66.06,75.97,52.33,71.92,70.430000000000007,(12)Internet facility,,(12)連網(使用電腦或其他設備),53.69,63.95,52.88,47.43,39.130000000000003,37.78,51.12,56.85,(12)Internet facility,,(12)連網(使用電腦或其他設備),52.37,34.340000000000003,42.41,47.17,60.18,74.650000000000006,70.58,55.82,71.180000000000007,(12)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
97年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2008"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 97 年,,,,,2 0 0 8,,,,,民 國 97 年,,,,,2 0 0 8,,,,,,民 國 97 年,,,,,2 0 0 8,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)汽車,58.37,50.98,56.39,51.53,57.28,70.64,77.97,(13)Sedan vehicle,,(13)汽車,65.66,68.14,64.209999999999994,65.44,50.35,52.17,60.5,58.27,(13)Sedan vehicle,,(13)汽車,54.36,49.48,54.19,38.97,37.340000000000003,68.98,67.569999999999993,56.73,63.44,(13)Sedan vehicle
(14)機車,82.22,62.91,90.13,80.739999999999995,85.3,83.36,83.46,(14)Motorcycle,,(14)機車,79.680000000000007,88.96,87,82.19,87.14,79.7,87.51,91.02,(14)Motorcycle,,(14)機車,90.47,83.17,83.38,85.12,68.069999999999993,87.61,82.49,85.11,91.62,(14)Motorcycle
(15)電磁爐,40.619999999999997,51.5,32.479999999999997,59.72,34.64,44.04,41.21,(15)Electro-magnetic oven,,(15)電磁爐,32.630000000000003,38.9,34.340000000000003,26.88,35.35,24.32,22.23,24.5,(15)Electro-magnetic oven,,(15)電磁爐,19.670000000000002,15.58,27.72,24.28,45.78,43.27,45.92,42.26,32.380000000000003,(15)Electro-magnetic oven
(16)冷暖氣機,87.55,93.99,92.52,95.24,85.44,90.24,87.4,(16)Air conditioner,,(16)冷暖氣機,79.77,76.239999999999995,83.39,58.12,83.45,72.28,84.34,86.48,(16)Air conditioner,,(16)冷暖氣機,80.400000000000006,60.09,73.36,77.930000000000007,89.62,95.74,89.84,90.22,90.79,(16)Air conditioner
(17)除濕機,29.96,52.09,12.39,43.09,54.52,56.83,50.78,(17)Dehumidifier,,(17)除濕機,31.45,15.97,10.35,16.04,11.01,6.09,8.06,4.0599999999999996,(17)Dehumidifier,,(17)除濕機,3.04,6.64,18.190000000000001,23.78,66.540000000000006,59.21,21.69,14.26,14.09,(17)Dehumidifier
(18)洗衣機,97.26,97.71,97.34,99.38,96.89,97.94,96.59,(18)Washing machine,,(18)洗衣機,94.95,97.86,95.89,95.66,95.73,93.78,95.91,95.86,(18)Washing machine,,(18)洗衣機,96.62,93.47,95.71,94.54,97.78,96.63,97.04,96.4,97.95,(18)Washing machine
(19)烘衣機,18.46,27.19,3.6,23.04,32.28,39.78,39.33,(19)Drier,,(19)烘衣機,38.76,15.91,11.1,13.89,6.91,5.22,6.41,2.69,(19)Drier,,(19)烘衣機,2.88,2.11,14.47,3.94,35.25,36.85,14.27,4.7,5.43,(19)Drier
(20)空氣清淨機,11.07,20.84,9.89,14.59,4,11.69,15.25,(20)Air-clean machine,,(20)空氣清淨機,6.61,9.0500000000000007,5.65,5.41,5.88,2.16,6.11,5.05,(20)Air-clean machine,,(20)空氣清淨機,4.5599999999999996,4.5999999999999996,3.41,7.67,12.07,20.46,13.16,8.2200000000000006,9.2799999999999994,(20)Air-clean machine
(21)濾水器,31.7,34.35,37.93,32.35,12.95,48.82,47.88,(21)Water filter machine,,(21)濾水器,32.71,34.82,16.75,19.899999999999999,19.899999999999999,29.45,23.17,18.059999999999999,(21)Water filter machine,,(21)濾水器,9.3000000000000007,12.02,19.940000000000001,5.64,29.1,54.87,47.28,23.41,39.96,(21)Water filter machine
(22)吸塵器,41.51,54.13,41.54,45.31,41.58,49.26,57.64,(22)Vacuum cleaner,,(22)吸塵器,34.81,39.630000000000003,29.88,36.71,28.18,19.329999999999998,29.81,27.31,(22)Vacuum cleaner,,(22)吸塵器,28.76,25.52,34.65,28.79,38.31,55.14,51,44.73,41.61,(22)Vacuum cleaner
(23)熱水器,96.95,97.65,97.15,99.4,94.81,99.02,96.86,(23)Geyser,,(23)熱水器,93.23,98.64,97.34,92.39,98.44,94.67,93.63,91.1,(23)Geyser,,(23)熱水器,93.59,84.19,94.34,98.56,99.72,99.15,97.29,97.44,98.85,(23)Geyser
(24)開飲機,53.72,42.62,45.44,61.31,58.97,66.56,64.25,(24)Hot-warm water fountain,,(24)開飲機,68.34,57.57,62.44,44.15,58.12,36.119999999999997,40.19,52.05,(24)Hot-warm water fountain,,(24)開飲機,62.91,63.13,59.01,80.23,46.84,48.54,49.55,57.08,34.53,(24)Hot-warm water fountain
(25)微波爐,44.85,60.99,44.51,56.06,34.130000000000003,50.7,54.74,(25)Microwave oven,,(25)微波爐,39.369999999999997,40.92,34.880000000000003,30.75,31.06,20.95,24.02,32.31,(25)Microwave oven,,(25)微波爐,29.96,19.79,27.67,32.5,42.54,63.32,54.34,25.06,42.14,(25)Microwave oven
(26)報紙,23.59,28.6,27.64,19.34,19.77,22.57,27.9,(26)Newspaper,,(26)報紙,26.98,25.92,19.600000000000001,22.32,21.12,18.55,24.67,15.74,(26)Newspaper,,(26)報紙,26.24,13.39,15.52,12.51,12.43,29.53,32.799999999999997,27.54,30.9,(26)Newspaper
(27)期刊雜誌,10.01,15.26,8.4700000000000006,14.39,5.44,9.74,14.09,(27)Magazine,,(27)期刊雜誌,7.51,6.13,6.71,5,3.97,2.44,6.58,6.89,(27)Magazine,,(27)期刊雜誌,5.43,2.06,4.54,4.57,5.31,21.02,12,13.54,11.65,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,154.22999999999999,158.01,156.9,151.16,171.99,153.15,181.49,(1)Color TV,,(1)彩色電視機,161.94,160.80000000000001,151.33000000000001,149.30000000000001,137.76,130.01,148.05000000000001,160.28,(1)Color TV,,(1)彩色電視機,137.83000000000001,127.02,149.29,155.93,154.78,184.15,157.28,144.69,157.1,(1)Color TV
一般彩色電視機,123.25,112.82,124.59,115.37,148.43,115.8,137.32,Non-LCD TV,,一般彩色電視機,138.94999999999999,130.76,130.69999999999999,132.88,116.77,116.29,128.88999999999999,137.34,Non-LCD TV,,一般彩色電視機,121.72,111.6,131.1,140.02000000000001,124.31,138.32,123.69,117.1,127.6,Non-LCD TV
液晶、電漿電視,30.98,45.19,32.31,35.79,23.56,37.35,44.17,LCD、PDP TV,,液晶、電漿電視,22.99,30.04,20.63,16.420000000000002,20.99,13.72,19.16,22.94,LCD、PDP TV,,液晶、電漿電視,16.11,15.43,18.2,15.91,30.47,45.83,33.590000000000003,27.59,29.51,LCD、PDP TV
(2)數位影音光碟機,48.22,72.13,58.97,65.22,36.57,50.63,55.46,(2)DVD player,,(2)數位影音光碟機,46.69,37.659999999999997,28.6,37.71,24.72,17.02,25.1,29.3,(2)DVD player,,(2)數位影音光碟機,31.82,20.03,32.159999999999997,27.7,50.18,79.98,40.31,32.72,36.72,(2)DVD player
(3)攝影機,8.19,16.940000000000001,8.33,8.3000000000000007,2.37,9.32,6.82,(3)Movies camera,,(3)攝影機,4.75,5.98,4.54,4.43,3.09,3.75,4.59,4.07,(3)Movies camera,,(3)攝影機,4.57,4.84,5.42,6.18,5.34,15.55,10.88,4.43,10.28,(3)Movies camera
(4)音響,40.770000000000003,54.56,39.619999999999997,51.82,27.2,46.16,46.32,(4)Stereo,,(4)音響,37.94,34.68,26.73,30,38.200000000000003,21.29,24.76,31.62,(4)Stereo,,(4)音響,22.77,27.73,26.13,29.78,38.58,47.16,44.96,44.78,38.659999999999997,(4)Stereo
(5)鋼琴(含電子琴),10.62,19.84,13.84,8.58,7.58,10.57,14.36,(5)Piano,,(5)鋼琴(含電子琴),6.86,8.57,6.72,9.83,7.07,5.57,7.87,6.93,(5)Piano,,(5)鋼琴(含電子琴),7.45,6.65,8.1999999999999993,8.09,5.42,19.100000000000001,12.44,5.61,11.13,(5)Piano
(6)數位相機,55.23,83.73,52.65,65.98,36.43,59.78,63.68,(6)Digital camera,,(6)數位相機,43.67,51.8,38.520000000000003,35.6,32.18,25.26,36.32,40.520000000000003,(6)Digital camera,,(6)數位相機,39.22,26.64,35.409999999999997,25.86,46.64,77.84,64.180000000000007,36.11,58.63,(6)Digital camera
(7)電視遊樂器,11.36,21.95,9.2799999999999994,14.63,4.0199999999999996,12.93,13.21,(7)Video game,,(7)電視遊樂器,5.33,7.4,5.39,4.3,6.04,4.88,7.1,6.18,(7)Video game,,(7)電視遊樂器,4.43,4.22,6.79,3.46,10.17,22.86,14.03,6.69,10.77,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),83.55,94.94,95.42,93.18,69.739999999999995,88.98,90.12,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),85.4,78.11,58.35,65.930000000000007,62.17,52.87,66.45,84.5,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),58.62,75.599999999999994,71.53,87.77,91.32,93.42,87.49,85.11,89.21,(8)Cable TV(MOD included)
(9)家用電腦,90.02,121.21,92.45,100.21,71.430000000000007,103.52,104.05,(9)Personal computer,,(9)家用電腦,72.2,84.63,69.3,69.709999999999994,55.08,48.72,70.459999999999994,72.38,(9)Personal computer,,(9)家用電腦,60.97,45.14,57.25,60.38,81.92,129.91999999999999,102.47,68.03,98.07,(9)Personal computer
(10)電話機,110.48,134.69999999999999,110.59,114.59,103.94,104.48,116.38,(10)Telephone,,(10)電話機,113.2,102.18,109.07,107.71,95.82,101.83,104.75,102.73,(10)Telephone,,(10)電話機,96.59,87.11,94.79,109.17,100.08,119.41,106.92,103.77,107.3,(10)Telephone
(11)行動電話,221.22,247.79,226.56,245.9,208.32,239.19,252.01,(11)Cell phone,,(11)行動電話,198.44,235.1,209.67,199.96,148.94999999999999,156.47999999999999,185.92,205.53,(11)Cell phone,,(11)行動電話,179.69,152.09,170.31,174.86,207.37,250.99,221.55,176.62,229.92,(11)Cell phone
