L0997年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2008",,97年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2008"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 97 年,,,,,2 0 0 8,,,,,民 國 97 年,,,,,2 0 0 8,,,,,,民 國 97 年,,,,,,2 0 0 8,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(12)汽車,68.89,55.19,65.34,55.51,71.430000000000007,86.84,105.93,(12)Sedan vehicle,,(12)汽車,84.72,87.78,84.65,82.88,60.64,60.34,74.34,65.98,(12)Sedan vehicle,,(12)汽車,59.84,54.02,63.8,41.9,39.69,88.45,81.2,65.03,75.52,(12)Sedan vehicle
(13)機車,144.28,94.84,178.27,139.41999999999999,145.82,144.93,146.9,(13)Motorcycle,,(13)機車,130.94999999999999,172.3,162.96,132.85,128.75,126.71,159.06,171.71,(13)Motorcycle,,(13)機車,162,125.41,132.51,139.78,91.26,171.04,143.93,145.52000000000001,184.03,(13)Motorcycle
(14)電磁爐,41.22,52.55,33.090000000000003,60.31,35.53,44.28,42.06,(14)Electro-magnetic oven,,(14)電磁爐,33.58,39.299999999999997,35.020000000000003,27.21,35.840000000000003,24.66,22.87,24.8,(14)Electro-magnetic oven,,(14)電磁爐,20.3,15.58,27.72,24.28,45.78,45.39,46.44,42.26,32.94,(14)Electro-magnetic oven
(15)冷暖氣機,194.34,229.76,222.05,209.95,179.27,203.53,220.76,(15)Air conditioner,,(15)冷暖氣機,184.73,151.25,175.06,109.36,149.88,140.16,177.84,186.97,(15)Air conditioner,,(15)冷暖氣機,166.66,117.84,147.05000000000001,153.63999999999999,179.42,264,196.99,185.95,213.89,(15)Air conditioner
(16)除濕機,34.99,62.44,12.98,48.36,71.28,67.19,61.04,(16)Dehumidifier,,(16)除濕機,35.49,17.690000000000001,11.24,17.36,11.55,6.37,9.58,4.5,(16)Dehumidifier,,(16)除濕機,3.41,7.37,20.75,28.85,82.42,78.45,24.36,16.600000000000001,17.16,(16)Dehumidifier
(17)洗衣機,99.27,99.3,99.48,100.46,101.02,99.88,99.18,(17)Washing machine,,(17)洗衣機,95.84,100.55,98.47,98.4,97.27,96.85,98.74,98.18,(17)Washing machine,,(17)洗衣機,98.85,95.28,97.99,95.57,99.18,102.9,98.44,97.76,100.15,(17)Washing machine
(18)烘衣機,18.53,27.24,3.6,23.11,32.28,40.03,39.619999999999997,(18)Drier,,(18)烘衣機,39.07,15.91,11.28,13.89,6.91,5.22,6.57,2.69,(18)Drier,,(18)烘衣機,2.88,2.11,14.47,3.94,35.25,37.159999999999997,14.27,4.7,5.43,(18)Drier
(19)空氣清淨機,12.24,23.2,10.62,15.59,4,12.9,16.399999999999999,(19)Air-clean machine,,(19)空氣清淨機,7.26,9.59,6.17,6.45,6.15,2.4500000000000002,7.48,5.64,(19)Air-clean machine,,(19)空氣清淨機,5.19,4.95,3.98,8.1300000000000008,13.11,24.13,14.97,9.7899999999999991,11.81,(19)Air-clean machine
(20)濾水器,32.08,34.9,38.07,32.619999999999997,12.95,49.19,47.88,(20)Water filter machine,,(20)濾水器,33.07,35.520000000000003,17.260000000000002,19.899999999999999,19.899999999999999,29.75,23.65,18.350000000000001,(20)Water filter machine,,(20)濾水器,9.3000000000000007,12.02,19.940000000000001,5.64,29.1,56.65,48.14,24.42,40.71,(20)Water filter machine
(21)吸塵器,43.44,57.73,43.42,46.33,43.01,51.09,61.95,(21)Vacuum cleaner,,(21)吸塵器,36.36,41.53,31.08,37.68,29.44,19.64,31.64,29.38,(21)Vacuum cleaner,,(21)吸塵器,29.83,26.97,35.5,30.79,39.880000000000003,60.9,53.45,45.44,44.25,(21)Vacuum cleaner
(22)熱水器,102.78,100.76,99.96,101.87,110.91,107.47,118.02,(22)Geyser,,(22)熱水器,118.3,104.58,102.19,97.66,103.36,99.89,96.89,93.85,(22)Geyser,,(22)熱水器,95.46,88.17,101.21,101.05,105.92,131.08000000000001,105.32,105.21,103.33,(22)Geyser
(23)開飲機,55.29,43.47,46.55,62.38,61.88,68.510000000000005,66.819999999999993,(23)Hot-warm water fountain,,(23)開飲機,72.14,60.51,65.38,45.14,59.16,36.770000000000003,41.17,53.94,(23)Hot-warm water fountain,,(23)開飲機,64.19,64.180000000000007,60.22,82.24,48.28,53.69,50.63,58.45,35.549999999999997,(23)Hot-warm water fountain
(24)微波爐,45.08,62.14,44.71,56.13,34.44,50.82,54.74,(24)Microwave oven,,(24)微波爐,39.369999999999997,41.05,34.880000000000003,30.75,31.3,20.95,24.02,32.46,(24)Microwave oven,,(24)微波爐,29.96,19.79,27.67,32.5,42.54,63.32,54.54,25.06,42.33,(24)Microwave oven
(25)報紙,24.48,30.99,28.56,19.670000000000002,19.77,22.68,28.46,(25)Newspaper,,(25)報紙,27.29,26.6,20.28,22.32,21.43,19.43,25,16.47,(25)Newspaper,,(25)報紙,26.44,14.12,15.52,17.82,14.04,33.76,34.68,27.54,32.28,(25)Newspaper
(26)期刊雜誌,12.23,20.190000000000001,10.75,16.940000000000001,6.3,11.73,15.86,(26)Magazine,,(26)期刊雜誌,8.1,7.47,7.58,7.34,4.72,2.44,7.07,7.16,(26)Magazine,,(26)期刊雜誌,6.88,2.06,6.54,5.59,6.64,31.2,14.88,13.89,13.98,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
