作者不明2026-08-13T18:06:01.271L08114年家庭收支調查報告,,,,
,,,,
第11表  家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 114 年,,2 0 2 5,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,Current receipts groups,
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,9760528,6427309,3333219,Total
"未滿200,000元",27153,12464,14689,"Under NT$200,000"
"200,000～299,999",183400,81793,101607,"200,000～299,999"
"300,000～399,999",331018,132592,198426,"300,000～399,999"
"400,000～499,999",416350,208621,207729,"400,000～499,999"
"500,000～599,999",467790,260964,206826,"500,000～599,999"
"600,000～699,999",444459,257229,187230,"600,000～699,999"
"700,000～799,999",552161,342138,210023,"700,000～799,999"
"800,000～899,999",516708,307849,208859,"800,000～899,999"
"900,000～999,999",425230,248462,176768,"900,000～999,999"
"1,000,000～1,099,999",412338,252284,160054,"1,000,000～1,099,999"
"1,100,000～1,199,999",532592,336717,195874,"1,100,000～1,199,999"
"1,200,000～1,299,999",501660,319645,182016,"1,200,000～1,299,999"
"1,300,000～1,399,999",460109,306936,153173,"1,300,000～1,399,999"
"1,400,000～1,499,999",406754,281479,125275,"1,400,000～1,499,999"
"1,500,000～1,649,999",561235,398382,162853,"1,500,000～1,649,999"
"1,650,000～1,799,999",569267,409472,159795,"1,650,000～1,799,999"
"1,800,000～1,999,999",638115,464777,173337,"1,800,000～1,999,999"
"2,000,000～2,299,999",664470,498991,165479,"2,000,000～2,299,999"
"2,300,000～2,699,999",625262,498448,126814,"2,300,000～2,699,999"
"2,700,000～3,499,999",625184,490050,135134,"2,700,000～3,499,999"
"3,500,000元及以上",399275,318016,81259,"Above $3,500,000"
