,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 宜蘭縣普通住戶之家戶型態,,Table 33 Yilan County Family Household Type of Ordinary Households,,表３３ 普通住戶之家戶型態,表３３ 宜蘭縣普通住戶之家戶型態,表３３,宜蘭縣,普通住戶之家戶型態,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households,Table 33 Yilan County Family Household Type of Ordinary Households,Table 33,Yilan County,Family Household Type of Ordinary Households,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,,,,,By Township/City/District
,宜蘭縣,141497,68298,22690,36337,9271,26401,,17414,6506,2481,36152,10646,9108,1538,Yilan County
,宜蘭市,31763,17593,5974,9550,2069,4356,,2912,1033,411,7644,2170,1874,296,Yilan City
,羅東鎮,22740,11215,3770,5969,1476,3402,,2317,686,399,6703,1420,1162,258,Luodong Township
,蘇澳鎮,11729,4912,1992,2126,794,2364,,1331,708,325,3422,1031,818,213,Su'ao Township
,頭城鎮,8323,3516,1014,1986,516,1871,,1192,513,166,2205,731,621,110,Toucheng Township
,礁溪鄉,11100,4889,1503,2571,815,2221,,1510,524,187,3146,844,753,91,Jiaoxi Township
,壯圍鄉,6889,3217,924,1824,469,1760,,1158,453,149,1336,576,508,68,Zhuangwei Township
,員山鄉,9794,4572,1529,2311,732,2145,,1536,467,142,2162,915,728,187,Yuanshan Township
,冬山鄉,16630,7819,2498,4274,1047,3886,,2645,961,280,3721,1204,1117,87,Dongshan Township
,五結鄉,13397,6717,2066,3802,849,2441,,1562,644,235,3362,877,765,112,Wujie Township
,三星鄉,6509,2779,1044,1375,360,1440,,917,406,117,1690,600,516,84,Sanxing Township
,大同鄉,1379,524,192,256,76,254,,163,64,27,452,149,133,16,Datong Township
,南澳鄉,1244,545,184,293,68,261,,171,47,43,309,129,113,16,Nan'ao Township
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 宜蘭縣普通住戶之家戶型態（續）,,Table 33 Yilan County Family Household Type of Ordinary Households(Cont.),,表３３ 普通住戶之家戶型態（續）,表３３ 宜蘭縣普通住戶之家戶型態（續）,表３３,宜蘭縣,普通住戶之家戶型態（續）,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households(Cont.),Table 33 Yilan County Family Household Type of Ordinary Households(Cont.),Table 33,Yilan County,Family Household Type of Ordinary Households(Cont.),,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按戶長之性別及年齡分,,,,,,,,,,,,,,,By Sex and Age of Householder
,總計,141497,68298,22690,36337,9271,26401,,17414,6506,2481,36152,10646,9108,1538,Grand Total
,未滿２５歲,1358,220,33,142,45,61,,18,7,36,830,247,183,64,Under 25 Years
,２５－３４歲,6689,3064,443,2103,518,622,,410,141,71,2354,649,624,25,25-34 Years
,３５－４４歲,18771,11456,1116,8769,1571,1672,,1374,268,30,4395,1248,1160,88,35-44 Years
,４５－５４歲,30116,18474,4430,11650,2394,3598,,2643,904,51,6694,1350,1268,82,45-54 Years
,５５－６４歲,36774,18378,6675,9298,2405,7146,,4767,1701,678,8835,2415,2277,138,55-64 Years
,６５歲以上,47789,16706,9993,4375,2338,13302,,8202,3485,1615,13044,4737,3596,1141,65 Years and Over
,男,85561,45764,16722,25753,3289,16334,,11309,3798,1227,17166,6297,5677,620,Male
,未滿２５歲,826,133,11,98,24,12,,7,0,5,505,176,130,46,Under 25 Years
,２５－３４歲,4205,1930,331,1311,288,458,,322,94,42,1392,425,406,19,25-34 Years
,３５－４４歲,12061,7267,788,5758,721,1244,,1030,184,30,2740,810,781,29,35-44 Years
,４５－５４歲,18533,11697,2903,7844,950,2606,,1942,644,20,3347,883,841,42,45-54 Years
,５５－６４歲,22747,12442,4664,7081,697,4511,,3024,1159,328,4196,1598,1528,70,55-64 Years
,６５歲以上,27189,12295,8025,3661,609,7503,,4984,1717,802,4986,2405,1991,414,65 Years and Over
,女,55936,22534,5968,10584,5982,10067,,6105,2708,1254,18986,4349,3431,918,Female
,未滿２５歲,532,87,22,44,21,49,,11,7,31,325,71,53,18,Under 25 Years
,２５－３４歲,2484,1134,112,792,230,164,,88,47,29,962,224,218,6,25-34 Years
,３５－４４歲,6710,4189,328,3011,850,428,,344,84,0,1655,438,379,59,35-44 Years
,４５－５４歲,11583,6777,1527,3806,1444,992,,701,260,31,3347,467,427,40,45-54 Years
,５５－６４歲,14027,5936,2011,2217,1708,2635,,1743,542,350,4639,817,749,68,55-64 Years
,６５歲以上,20600,4411,1968,714,1729,5799,,3218,1768,813,8058,2332,1605,727,65 Years and Over
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
