,單位：宅,民國109年,2020,Unit:Housing unit,,,,,,
,表４０ 宜蘭縣住宅之建築類型,,,,,表４０ 住宅之建築類型,表４０ 宜蘭縣住宅之建築類型,表４０,宜蘭縣,住宅之建築類型
,Table 40 Yilan County Type of Building,,,,,Table 40 Type of Building,Table 40 Yilan County Type of Building,Table 40,Yilan County,Type of Building
,,,,,,,,,,
,,,,,,,,,,
,單位：宅                 民國109年11月November 2020             Unit:Housing unit,,,,,,,,,
,,總 計,平房,２－５樓,６－１２樓,１３樓以上,,,,
,,,,,,,,,,
,,Grand total,Flat,2-5 floors,6-12 floors,13 floorsand over,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,
,By Township/City/District,,,,,,,,,
,宜蘭縣,188788,26671,135707,22418,3992,,,,
,Yilan County,,,,,,,,,
,宜蘭市,41226,4071,28350,8122,683,,,,
,Yilan City,,,,,,,,,
,羅東鎮,27902,2686,18825,5607,784,,,,
,Luodong Township,,,,,,,,,
,蘇澳鎮,15854,2295,13241,318,0,,,,
,Su'ao Township,,,,,,,,,
,頭城鎮,12094,1787,8885,1028,394,,,,
,Toucheng Township,,,,,,,,,
,礁溪鄉,19104,1875,10689,5220,1320,,,,
,Jiaoxi Township,,,,,,,,,
,壯圍鄉,8919,1326,7447,146,0,,,,
,Zhuangwei Township,,,,,,,,,
,員山鄉,12856,2509,9999,348,0,,,,
,Yuanshan Township,,,,,,,,,
,冬山鄉,21077,3830,16965,282,0,,,,
,Dongshan Township,,,,,,,,,
,五結鄉,17608,2281,13195,1321,811,,,,
,Wujie Township,,,,,,,,,
,三星鄉,9050,2283,6741,26,0,,,,
,Sanxing Township,,,,,,,,,
,大同鄉,1773,829,944,0,0,,,,
,Datong Township,,,,,,,,,
,南澳鄉,1325,899,426,0,0,,,,
,Nan'ao Township,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,單位：宅,民國109年,2020,Unit:Housing unit,,,,,,
,表４０ 宜蘭縣住宅之建築類型（續）,,,,,表４０ 住宅之建築類型,表４０ 宜蘭縣住宅之建築類型,表４０,宜蘭縣,住宅之建築類型
,Table 40 Yilan County Type of Building(Cont.),,,,,Table 40 Type of Building,Table 40 Yilan County Type of Building,Table 40,Yilan County,Type of Building
,,,,,,,,,,
,,,,,,,,,,
,單位：宅                 民國109年11月November 2020             Unit:Housing unit,,,,,,,,,
,,總 計,平房,２－５樓,６－１２樓,１３樓以上,,,,
,,,,,,,,,,
,,Grand total,Flat,2-5 floors,6-12 floors,13 floorsand over,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,按樓地板面積分,,,,,,,,,
,By Total Floor Area,,,,,,,,,
,總計,188788,26671,135707,22418,3992,,,,
,Grand Total,,,,,,,,,
,未滿６０平方公尺,24501,6527,11447,5248,1279,,,,
,Under 60 Square Meters,,,,,,,,,
,６０－未滿１２０平方公尺,60809,10141,38261,10771,1636,,,,
,60-Under 120 Square Meters,,,,,,,,,
,１２０－未滿１８０平方公尺,59995,6473,49019,3861,642,,,,
,120-Under 180 Square Meters,,,,,,,,,
,１８０－未滿３００平方公尺,39482,3178,33557,2336,411,,,,
,180-Under 300 Square Meters,,,,,,,,,
,３００平方公尺以上,4001,352,3423,202,24,,,,
,300 Square Meters and More,,,,,,,,,
,按竣工年份分,,,,,,,,,
,By Completion Year of Construction,,,,,,,,,
,總計,188788,26671,135707,22418,3992,,,,
,Grand Total,,,,,,,,,
,６９年以前,59361,10866,48214,281,0,,,,
,Before 1980,,,,,,,,,
,７０－７９年,31716,6260,24923,533,0,,,,
,1981-1990,,,,,,,,,
,８０－８９年,50423,5292,25392,17730,2009,,,,
,1991-2000,,,,,,,,,
,９０－９９年,22116,2466,17907,1075,668,,,,
,2001-2010,,,,,,,,,
,１００－１０９年,25172,1787,19271,2799,1315,,,,
,2011-2020,,,,,,,,,
,１００－１０４年,13776,1172,9814,2314,476,,,,
,2011-2015,,,,,,,,,
,１０５－１０９年,11396,615,9457,485,839,,,,
,2016-2020,,,,,,,,,
