,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 宜蘭縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４ 宜蘭縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４,宜蘭縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況
,Table 14 Yilan County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Yilan County,0
,Civilian Resident Population Aged 15 Years and Over,,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,宜蘭縣,186223,110134,61111,14978,,,
,Yilan County,,,,,,,
,宜蘭市,42487,29963,8542,3982,,,
,Yilan City,,,,,,,
,羅東鎮,27040,17322,7562,2156,,,
,Luodong Township,,,,,,,
,蘇澳鎮,13471,9721,3242,508,,,
,Su'ao Township,,,,,,,
,頭城鎮,11567,6963,3189,1415,,,
,Toucheng Township,,,,,,,
,礁溪鄉,14679,8935,4318,1426,,,
,Jiaoxi Township,,,,,,,
,壯圍鄉,10771,3662,6145,964,,,
,Zhuangwei Township,,,,,,,
,員山鄉,14021,6769,6477,775,,,
,Yuanshan Township,,,,,,,
,冬山鄉,23675,13089,9193,1393,,,
,Dongshan Township,,,,,,,
,五結鄉,17379,8172,7675,1532,,,
,Wujie Township,,,,,,,
,三星鄉,8452,3801,4148,503,,,
,Sanxing Township,,,,,,,
,大同鄉,1140,730,336,74,,,
,Datong Township,,,,,,,
,南澳鄉,1541,1007,284,250,,,
,Nan'ao Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 宜蘭縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４ 宜蘭縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４,宜蘭縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）
,Table 14 Yilan County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Yilan County,0
,Civilian Resident Population Aged 15 Years and Over(Cont.1),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,宜蘭縣,105974,63949,32967,9058,,,
,Yilan County,,,,,,,
,宜蘭市,23175,16238,4529,2408,,,
,Yilan City,,,,,,,
,羅東鎮,14693,8900,4444,1349,,,
,Luodong Township,,,,,,,
,蘇澳鎮,7935,6068,1522,345,,,
,Su'ao Township,,,,,,,
,頭城鎮,6928,4324,1773,831,,,
,Toucheng Township,,,,,,,
,礁溪鄉,8421,5202,2412,807,,,
,Jiaoxi Township,,,,,,,
,壯圍鄉,6167,2310,3257,600,,,
,Zhuangwei Township,,,,,,,
,員山鄉,8403,4367,3589,447,,,
,Yuanshan Township,,,,,,,
,冬山鄉,13936,8365,4725,846,,,
,Dongshan Township,,,,,,,
,五結鄉,9786,4782,4079,925,,,
,Wujie Township,,,,,,,
,三星鄉,4884,2382,2230,272,,,
,Sanxing Township,,,,,,,
,大同鄉,705,417,235,53,,,
,Datong Township,,,,,,,
,南澳鄉,941,594,172,175,,,
,Nan'ao Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 宜蘭縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４ 宜蘭縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４,宜蘭縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）
,Table 14 Yilan County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Yilan County,0
,Civilian Resident Population Aged 15 Years and Over(End),,,(3)女性,,,,
,(3)女性 (3)Female,,,(3)Female,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,宜蘭縣,80249,46185,28144,5920,,,
,Yilan County,,,,,,,
,宜蘭市,19312,13725,4013,1574,,,
,Yilan City,,,,,,,
,羅東鎮,12347,8422,3118,807,,,
,Luodong Township,,,,,,,
,蘇澳鎮,5536,3653,1720,163,,,
,Su'ao Township,,,,,,,
,頭城鎮,4639,2639,1416,584,,,
,Toucheng Township,,,,,,,
,礁溪鄉,6258,3733,1906,619,,,
,Jiaoxi Township,,,,,,,
,壯圍鄉,4604,1352,2888,364,,,
,Zhuangwei Township,,,,,,,
,員山鄉,5618,2402,2888,328,,,
,Yuanshan Township,,,,,,,
,冬山鄉,9739,4724,4468,547,,,
,Dongshan Township,,,,,,,
,五結鄉,7593,3390,3596,607,,,
,Wujie Township,,,,,,,
,三星鄉,3568,1419,1918,231,,,
,Sanxing Township,,,,,,,
,大同鄉,435,313,101,21,,,
,Datong Township,,,,,,,
,南澳鄉,600,413,112,75,,,
,Nan'ao Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
