,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 宜蘭縣住宅之樓地板面積,,Table 39 Yilan County Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 宜蘭縣住宅之樓地板面積,表３９,宜蘭縣,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Yilan County Total Floor Area of Housing Units,Table 39,Yilan County,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,宜蘭縣,188788,24501,60809,,59995,39482,4001,135.69999999999999,Yilan County,,
,宜蘭市,41226,2586,13863,,13123,10969,685,144.6,Yilan City,,
,羅東鎮,27902,3643,11780,,7449,4691,339,123.2,Luodong Township,,
,蘇澳鎮,15854,2693,6033,,5024,1978,126,119,Su'ao Township,,
,頭城鎮,12094,2119,3867,,3423,2450,235,129.4,Toucheng Township,,
,礁溪鄉,19104,6242,4751,,4884,2859,368,114.3,Jiaoxi Township,,
,壯圍鄉,8919,499,1862,,3892,2173,493,163.30000000000001,Zhuangwei Township,,
,員山鄉,12856,1336,2973,,5084,3154,309,148,Yuanshan Township,,
,冬山鄉,21077,2285,5997,,7483,4728,584,143.5,Dongshan Township,,
,五結鄉,17608,1392,5624,,6532,3769,291,141.30000000000001,Wujie Township,,
,三星鄉,9050,1092,2483,,2455,2484,536,154.9,Sanxing Township,,
,大同鄉,1773,380,906,,349,114,24,101.9,Datong Township,,
,南澳鄉,1325,234,670,,297,113,11,105.1,Nan'ao Township,,
