,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 新北市普通住戶之家戶型態,,Table 33 New Taipei City Family Household Type of Ordinary Households,,表３３ 普通住戶之家戶型態,表３３ 新北市普通住戶之家戶型態,表３３,新北市,普通住戶之家戶型態,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households,Table 33 New Taipei City Family Household Type of Ordinary Households,Table 33,New Taipei City,Family Household Type of Ordinary Households,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,,,,,By Township/City/District
,新北市,1526303,829607,182772,527684,119151,208270,,136600,56097,15573,388892,99534,80552,18982,New Taipei City
,板橋區,209909,113785,23453,73031,17301,31491,,19981,9140,2370,50740,13893,11366,2527,Banqiao District
,三重區,150638,79906,16898,50262,12746,20606,,13430,5356,1820,39031,11095,9023,2072,Sanchong District
,中和區,167297,88706,20185,55992,12529,21046,,13287,6213,1546,46427,11118,8524,2594,Zhonghe District
,永和區,88159,47344,11801,28795,6748,10065,,6070,3095,900,24412,6338,4854,1484,Yonghe District
,新莊區,149269,86630,16022,59365,11243,21202,,14452,5280,1470,32683,8754,7421,1333,Xinzhuang District
,新店區,119546,64819,16104,39790,8925,15050,,9344,4761,945,32275,7402,5940,1462,Xindian District
,樹林區,61847,35363,6725,23796,4842,9925,,7137,2123,665,12845,3714,3059,655,Shulin District
,鶯歌區,30162,16082,3472,10002,2608,4450,,3318,891,241,7496,2134,1829,305,Yingge District
,三峽區,41559,21866,5063,13634,3169,5192,,3444,1300,448,11838,2663,2239,424,Sanxia District
,淡水區,79958,39537,11281,23040,5216,8735,,5657,2246,832,26275,5411,3941,1470,Danshui District
,汐止區,87518,49591,11933,31333,6325,10577,,6949,2992,636,22204,5146,4040,1106,Xizhi District
,瑞芳區,13247,5486,1675,2762,1049,2090,,1286,592,212,4627,1044,863,181,Ruifang District
,土城區,83197,48086,9338,31288,7460,12638,,9115,2824,699,16750,5723,4900,823,Tucheng District
,蘆洲區,72466,42677,7030,29107,6540,11700,,8102,2767,831,14104,3985,3600,385,Luzhou District
,五股區,35114,19246,3930,12512,2804,5007,,3358,1252,397,8713,2148,1823,325,Wugu District
,泰山區,29829,17156,3195,11629,2332,4656,,3057,1186,413,6451,1566,1253,313,Taishan District
,林口區,48916,26693,6778,16936,2979,5439,,3481,1553,405,13553,3231,2532,699,Linkou District
,深坑區,11347,6330,1413,3955,962,1524,,955,448,121,2785,708,582,126,Shenkeng District
,石碇區,1907,695,241,331,123,241,,121,90,30,851,120,97,23,Shiding District
,坪林區,1166,427,237,145,45,189,,78,84,27,447,103,73,30,Pinglin District
,三芝區,8809,3775,1109,2022,644,1091,,698,299,94,3393,550,438,112,Sanzhi District
,石門區,2085,924,349,433,142,254,,141,91,22,770,137,103,34,Shimen District
,八里區,14074,7628,2014,4337,1277,2030,,1432,485,113,3535,881,726,155,Bali District
,平溪區,1220,298,125,115,58,115,,54,43,18,689,118,76,42,Pingxi District
,雙溪區,2003,681,335,230,116,252,,108,103,41,910,160,113,47,Shuangxi District
,貢寮區,2888,1113,601,349,163,405,,223,144,38,1120,250,180,70,Gongliao District
,金山區,5646,2263,722,1207,334,1096,,563,423,110,1833,454,384,70,Jinshan District
,萬里區,5452,2093,616,1064,413,1012,,653,257,102,1780,567,473,94,Wanli District
,烏來區,1075,407,127,222,58,192,,106,59,27,355,121,100,21,Wulai District
