,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 新北市普通住戶之家戶型態（續）,,Table 33 New Taipei City Family Household Type of Ordinary Households(Cont.),,表３３ 普通住戶之家戶型態（續）,表３３ 新北市普通住戶之家戶型態（續）,表３３,新北市,普通住戶之家戶型態（續）,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households(Cont.),Table 33 New Taipei City Family Household Type of Ordinary Households(Cont.),Table 33,New Taipei City,Family Household Type of Ordinary Households(Cont.),,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按戶長之性別及年齡分,,,,,,,,,,,,,,,By Sex and Age of Householder
,總計,1526303,829607,182772,527684,119151,208270,,136600,56097,15573,388892,99534,80552,18982,Grand Total
,未滿２５歲,21106,3293,595,2067,631,700,,236,108,356,13118,3995,2260,1735,Under 25 Years
,２５－３４歲,120145,47247,13044,28494,5709,5492,,3165,1635,692,54139,13267,9597,3670,25-34 Years
,３５－４４歲,280774,173527,25111,128951,19465,19839,,15312,4376,151,71699,15709,13212,2497,35-44 Years
,４５－５４歲,354446,227202,30021,164061,33120,30141,,22240,7423,478,80363,16740,14430,2310,45-54 Years
,５５－６４歲,381515,221704,45464,143541,32699,59493,,36528,19644,3321,80274,20044,17935,2109,55-64 Years
,６５歲以上,368317,156634,68537,60570,27527,92605,,59119,22911,10575,89299,29779,23118,6661,65 Years and Over
,男,844799,496699,122778,336143,37778,112933,,76141,30492,6300,185117,50050,41946,8104,Male
,未滿２５歲,11444,1767,260,1137,370,478,,123,80,275,7106,2093,1209,884,Under 25 Years
,２５－３４歲,71310,28890,8540,17741,2609,3720,,2088,1129,503,31411,7289,5441,1848,25-34 Years
,３５－４４歲,170558,107193,17815,81896,7482,14238,,11045,3144,49,40061,9066,7924,1142,35-44 Years
,４５－５４歲,197568,130303,18705,100382,11216,20042,,15607,4313,122,38135,9088,8029,1059,45-54 Years
,５５－６４歲,205032,130086,28887,91650,9549,29590,,18355,10307,928,35392,9964,9078,886,55-64 Years
,６５歲以上,188887,98460,48571,43337,6552,44865,,28923,11519,4423,33012,12550,10265,2285,65 Years and Over
,女,681504,332908,59994,191541,81373,95337,,60459,25605,9273,203775,49484,38606,10878,Female
,未滿２５歲,9662,1526,335,930,261,222,,113,28,81,6012,1902,1051,851,Under 25 Years
,２５－３４歲,48835,18357,4504,10753,3100,1772,,1077,506,189,22728,5978,4156,1822,25-34 Years
,３５－４４歲,110216,66334,7296,47055,11983,5601,,4267,1232,102,31638,6643,5288,1355,35-44 Years
,４５－５４歲,156878,96899,11316,63679,21904,10099,,6633,3110,356,42228,7652,6401,1251,45-54 Years
,５５－６４歲,176483,91618,16577,51891,23150,29903,,18173,9337,2393,44882,10080,8857,1223,55-64 Years
,６５歲以上,179430,58174,19966,17233,20975,47740,,30196,11392,6152,56287,17229,12853,4376,65 Years and Over
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
