,單位：人,民國109年,,,,2020,Unit:Person,,
,表２０ 彰化縣５歲以上常住人口遷徙情形,,Table 20 Changhua County Migration Status of the Resident Population,,表２０ ５歲以上常住人口遷徙情形,表２０ 彰化縣５歲以上常住人口遷徙情形,表２０,彰化縣,５歲以上常住人口遷徙情形
,,,Aged 5 Years and Over,,Table 20 Migration Status of the Resident Population,Table 20 Changhua County Migration Status of the Resident Population,Table 20,Changhua County,Migration Status of the Resident Population
,(1)總計,,(1)Grand total,,,,,,
,,,,,,,,,
,單位：人                    民國109年11月,,November 2020                    Unit:Person,,,,,,
,,總 計,同現住處所,同現住鄉鎮市區不同處所,,同現住縣市不同鄉鎮市區,不同縣市,大陸地區（含港澳）及國外地區,
,,,,,,,,,
,,,,,,,,,
,,Grand total,Same place,Same township/city/district,,Same county/city,Othercounty/city,The Chinese Mainland (including Hong Kong and Macau) and overseas,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,按經常居住地區分,,,,,,,,By Usually Living Township/City/District
,彰化縣,1077987,932798,68629,,45999,27127,3434,Changhua County
,彰化市,204114,173782,18415,,4708,6389,820,Changhua City
,鹿港鎮,77247,69212,4091,,2580,1175,189,Lugang Township
,和美鎮,82889,73099,5098,,3409,1084,199,Hemei Township
,線西鄉,13412,12225,457,,508,188,34,Xianxi Township
,伸港鄉,31361,27073,2158,,1462,621,47,Shengang Township
,福興鄉,39756,36859,1316,,1213,329,39,Fuxing Township
,秀水鄉,33167,29389,1584,,1723,435,36,Xiushui Township
,花壇鄉,40996,36145,2051,,2139,596,65,Huatan Township
,芬園鄉,19767,18398,531,,237,519,82,Fenyuan Township
,員林市,105882,82013,11712,,7589,4268,300,Yuanlin City
,溪湖鎮,43061,39537,1878,,1002,550,94,Xihu Township
,田中鎮,32417,29035,1466,,923,926,67,Tianzhong Township
,大村鄉,37996,28372,2465,,3276,3613,270,Dacun Township
,埔鹽鄉,25666,23130,1128,,1022,306,80,Puyan Township
,埔心鄉,29749,25785,1762,,1718,432,52,Puxin Township
,永靖鄉,29785,25655,1345,,1896,825,64,Yongjing Township
,社頭鄉,34025,30880,1698,,1125,203,119,Shetou Township
,二水鄉,11107,10197,310,,328,262,10,Ershui Township
,北斗鎮,29675,25060,2114,,1673,772,56,Beidou Township
,二林鎮,40995,33964,2758,,3028,1153,92,Erlin Township
,田尾鄉,23344,20301,839,,1708,399,97,Tianwei Township
,埤頭鄉,24435,20826,1380,,1233,844,152,Pitou Township
,芳苑鄉,23548,21778,680,,591,421,78,Fangyuan Township
,大城鄉,10258,9778,98,,144,205,33,Dacheng Township
,竹塘鄉,9566,8620,531,,194,170,51,Zhutang Township
,溪州鄉,23769,21685,764,,570,442,308,Xizhou Township
,註：1.本表資料不含勞動部核准引進之產業及社福移工。  2.本表係比較5年前居住地與現住處所之異同。,,Note：1.This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.2.This table compares the difference between the living place 5 years ago and the usually living place.,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,單位：人,民國109年,,,,2020,Unit:Person,,
,表２０ 彰化縣５歲以上常住人口遷徙情形（續１）,,Table 20 Changhua County Migration Status of the Resident Population,,表２０ ５歲以上常住人口遷徙情形（續１）,表２０ 彰化縣５歲以上常住人口遷徙情形（續１）,表２０,彰化縣,５歲以上常住人口遷徙情形（續１）
,,,Aged 5 Years and Over(Cont.1),,Table 20 Migration Status of the Resident Population,Table 20 Changhua County Migration Status of the Resident Population,Table 20,Changhua County,Migration Status of the Resident Population
,(2)男性,,(2)Male,,,,,,
,,,,,,,,,
,單位：人                    民國109年11月,,November 2020                    Unit:Person,,,,,,
,,總 計,同現住處所,同現住鄉鎮市區不同處所,,同現住縣市不同鄉鎮市區,不同縣市,大陸地區（含港澳）及國外地區,
,,,,,,,,,
,,,,,,,,,
,,Grand total,Same place,Same township/city/district,,Same county/city,Othercounty/city,The Chinese Mainland (including Hong Kong and Macau) and overseas,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,按經常居住地區分,,,,,,,,By Usually Living Township/City/District
,彰化縣,544506,474790,33592,,21866,13006,1252,Changhua County
,彰化市,100615,86178,8914,,2289,2915,319,Changhua City
,鹿港鎮,38274,34613,2014,,1003,575,69,Lugang Township
,和美鎮,41871,37230,2488,,1604,510,39,Hemei Township
,線西鄉,6832,6277,242,,222,84,7,Xianxi Township
,伸港鄉,16209,14081,1095,,714,301,18,Shengang Township
,福興鄉,20442,19046,650,,552,171,23,Fuxing Township
,秀水鄉,16905,15278,782,,685,154,6,Xiushui Township
,花壇鄉,21282,18948,1057,,957,288,32,Huatan Township
,芬園鄉,10317,9765,191,,94,235,32,Fenyuan Township
,員林市,51885,40939,5451,,3500,1904,91,Yuanlin City
,溪湖鎮,21377,19827,918,,387,211,34,Xihu Township
,田中鎮,16505,14762,845,,389,500,9,Tianzhong Township
,大村鄉,19232,14649,1202,,1532,1715,134,Dacun Township
,埔鹽鄉,13386,12219,609,,420,102,36,Puyan Township
,埔心鄉,15237,13462,808,,814,148,5,Puxin Township
,永靖鄉,15477,13081,687,,1200,481,28,Yongjing Township
,社頭鄉,17248,15676,866,,537,125,44,Shetou Township
,二水鄉,6012,5506,149,,167,188,2,Ershui Township
,北斗鎮,14871,12751,1007,,748,361,4,Beidou Township
,二林鎮,21670,17371,1457,,2026,771,45,Erlin Township
,田尾鄉,11875,10444,390,,829,188,24,Tianwei Township
,埤頭鄉,12408,10644,732,,564,411,57,Pitou Township
,芳苑鄉,12420,11507,361,,271,253,28,Fangyuan Township
,大城鄉,5213,5008,46,,66,88,5,Dacheng Township
,竹塘鄉,4879,4451,262,,72,94,0,Zhutang Township
,溪州鄉,12064,11077,369,,224,233,161,Xizhou Township
,註：1.本表資料不含勞動部核准引進之產業及社福移工。  2.本表係比較5年前居住地與現住處所之異同。,,Note：1.This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.2.This table compares the difference between the living place 5 years ago and the usually living place.,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,單位：人,民國109年,,,,2020,Unit:Person,,
,表２０ 彰化縣５歲以上常住人口遷徙情形（續完）,,Table 20 Changhua County Migration Status of the Resident Population,,表２０ ５歲以上常住人口遷徙情形（續２）,表２０ 彰化縣５歲以上常住人口遷徙情形（續２）,表２０,彰化縣,５歲以上常住人口遷徙情形（續２）
,,,Aged 5 Years and Over(End),,Table 20 Migration Status of the Resident Population,Table 20 Changhua County Migration Status of the Resident Population,Table 20,Changhua County,Migration Status of the Resident Population
,(3)女性,,(3)Female,,,,,,
,,,,,,,,,
,單位：人                    民國109年11月,,November 2020                    Unit:Person,,,,,,
,,總 計,同現住處所,同現住鄉鎮市區不同處所,,同現住縣市不同鄉鎮市區,不同縣市,大陸地區（含港澳）及國外地區,
,,,,,,,,,
,,,,,,,,,
,,Grand total,Same place,Same township/city/district,,Same county/city,Othercounty/city,The Chinese Mainland (including Hong Kong and Macau) and overseas,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,按經常居住地區分,,,,,,,,By Usually Living Township/City/District
,彰化縣,533481,458008,35037,,24133,14121,2182,Changhua County
,彰化市,103499,87604,9501,,2419,3474,501,Changhua City
,鹿港鎮,38973,34599,2077,,1577,600,120,Lugang Township
,和美鎮,41018,35869,2610,,1805,574,160,Hemei Township
,線西鄉,6580,5948,215,,286,104,27,Xianxi Township
,伸港鄉,15152,12992,1063,,748,320,29,Shengang Township
,福興鄉,19314,17813,666,,661,158,16,Fuxing Township
,秀水鄉,16262,14111,802,,1038,281,30,Xiushui Township
,花壇鄉,19714,17197,994,,1182,308,33,Huatan Township
,芬園鄉,9450,8633,340,,143,284,50,Fenyuan Township
,員林市,53997,41074,6261,,4089,2364,209,Yuanlin City
,溪湖鎮,21684,19710,960,,615,339,60,Xihu Township
,田中鎮,15912,14273,621,,534,426,58,Tianzhong Township
,大村鄉,18764,13723,1263,,1744,1898,136,Dacun Township
,埔鹽鄉,12280,10911,519,,602,204,44,Puyan Township
,埔心鄉,14512,12323,954,,904,284,47,Puxin Township
,永靖鄉,14308,12574,658,,696,344,36,Yongjing Township
,社頭鄉,16777,15204,832,,588,78,75,Shetou Township
,二水鄉,5095,4691,161,,161,74,8,Ershui Township
,北斗鎮,14804,12309,1107,,925,411,52,Beidou Township
,二林鎮,19325,16593,1301,,1002,382,47,Erlin Township
,田尾鄉,11469,9857,449,,879,211,73,Tianwei Township
,埤頭鄉,12027,10182,648,,669,433,95,Pitou Township
,芳苑鄉,11128,10271,319,,320,168,50,Fangyuan Township
