,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 彰化縣普通住戶之家戶型態,,Table 33 Changhua County Family Household Type of Ordinary Households,,表３３ 普通住戶之家戶型態,表３３ 彰化縣普通住戶之家戶型態,表３３,彰化縣,普通住戶之家戶型態,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households,Table 33 Changhua County Family Household Type of Ordinary Households,Table 33,Changhua County,Family Household Type of Ordinary Households,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,,,,,By Township/City/District
,彰化縣,355173,172213,50565,98684,22964,81224,,55842,19773,5609,74888,26848,24047,2801,Changhua County
,彰化市,67777,35899,8771,22310,4818,13710,,9556,3023,1131,13484,4684,3925,759,Changhua City
,鹿港鎮,24058,11484,3235,6701,1548,5960,,4285,1269,406,4521,2093,1927,166,Lugang Township
,和美鎮,25553,13224,2901,8533,1790,6152,,4342,1546,264,4251,1926,1782,144,Hemei Township
,線西鄉,4028,1941,486,1244,211,1097,,805,263,29,666,324,311,13,Xianxi Township
,伸港鄉,9913,4884,1260,3091,533,2474,,1732,533,209,1853,702,656,46,Shengang Township
,福興鄉,12448,5792,1586,3301,905,3366,,2372,825,169,2255,1035,943,92,Fuxing Township
,秀水鄉,10351,5093,1470,3066,557,2627,,1941,494,192,1830,801,734,67,Xiushui Township
,花壇鄉,13393,6446,1724,3704,1018,3004,,2157,663,184,2807,1136,1063,73,Huatan Township
,芬園鄉,6057,2389,716,1311,362,1771,,1151,510,110,1155,742,692,50,Fenyuan Township
,員林市,38445,19542,6159,10902,2481,7142,,4911,1654,577,9499,2262,2029,233,Yuanlin City
,溪湖鎮,14561,6914,1980,4042,892,3436,,2132,1026,278,3096,1115,1025,90,Xihu Township
,田中鎮,11176,5232,2038,2472,722,2519,,1737,597,185,2547,878,787,91,Tianzhong Township
,大村鄉,11077,5519,1320,3465,734,2718,,1960,629,129,2073,767,698,69,Dacun Township
,埔鹽鄉,7937,3169,987,1784,398,2231,,1613,541,77,1675,862,773,89,Puyan Township
,埔心鄉,10165,4901,1353,2973,575,2302,,1459,639,204,2173,789,713,76,Puxin Township
,永靖鄉,9332,4315,1596,2079,640,2405,,1503,683,219,2011,601,575,26,Yongjing Township
,社頭鄉,11968,5920,2046,3236,638,2512,,1685,611,216,2740,796,750,46,Shetou Township
,二水鄉,3988,1576,635,676,265,867,,522,261,84,1227,318,264,54,Ershui Township
,北斗鎮,10384,5274,1588,2990,696,2109,,1417,498,194,2321,680,600,80,Beidou Township
,二林鎮,13166,5388,2146,2556,686,3485,,2253,1038,194,3141,1152,1036,116,Erlin Township
,田尾鄉,7457,3404,1047,1881,476,1774,,1161,497,116,1647,632,534,98,Tianwei Township
,埤頭鄉,8387,4229,1583,2151,495,1862,,1304,442,116,1766,530,452,78,Pitou Township
,芳苑鄉,7931,3115,1277,1329,509,1977,,1315,564,98,2110,729,648,81,Fangyuan Township
,大城鄉,3726,1439,683,538,218,930,,601,305,24,983,374,325,49,Dacheng Township
,竹塘鄉,3774,1569,680,681,208,781,,486,230,65,1167,257,211,46,Zhutang Township
,溪州鄉,8121,3555,1298,1668,589,2013,,1442,432,139,1890,663,594,69,Xizhou Township
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 彰化縣普通住戶之家戶型態（續）,,Table 33 Changhua County Family Household Type of Ordinary Households(Cont.),,表３３ 普通住戶之家戶型態（續）,表３３ 彰化縣普通住戶之家戶型態（續）,表３３,彰化縣,普通住戶之家戶型態（續）,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households(Cont.),Table 33 Changhua County Family Household Type of Ordinary Households(Cont.),Table 33,Changhua County,Family Household Type of Ordinary Households(Cont.),,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按戶長之性別及年齡分,,,,,,,,,,,,,,,By Sex and Age of Householder
,總計,355173,172213,50565,98684,22964,81224,,55842,19773,5609,74888,26848,24047,2801,Grand Total
,未滿２５歲,2365,505,24,378,103,107,,33,5,69,1386,367,291,76,Under 25 Years
,２５－３４歲,15533,7655,1109,5446,1100,1147,,771,298,78,5162,1569,1495,74,25-34 Years
,３５－４４歲,49752,31986,2808,25044,4134,4799,,3975,790,34,9973,2994,2808,186,35-44 Years
,４５－５４歲,70649,43709,8751,29503,5455,9673,,7195,2267,211,13809,3458,3216,242,45-54 Years
,５５－６４歲,93293,45871,14700,25285,5886,22991,,16149,5443,1399,18101,6330,6058,272,55-64 Years
,６５歲以上,123581,42487,23173,13028,6286,42507,,27719,10970,3818,26457,12130,10179,1951,65 Years and Over
,男,235191,125088,42193,74881,8014,54234,,38027,13018,3189,38584,17285,16166,1119,Male
,未滿２５歲,1685,382,18,303,61,72,,24,5,43,1019,212,166,46,Under 25 Years
,２５－３４歲,10841,5159,823,3769,567,872,,587,219,66,3642,1168,1149,19,25-34 Years
,３５－４４歲,33330,21321,2166,17399,1756,3936,,3232,685,19,5759,2314,2176,138,35-44 Years
,４５－５４歲,47682,30564,6721,21786,2057,7278,,5452,1676,150,7425,2415,2262,153,45-54 Years
,５５－６４歲,63453,34114,11913,20320,1881,15292,,10797,3834,661,9650,4397,4274,123,55-64 Years
,６５歲以上,78200,33548,20552,11304,1692,26784,,17935,6599,2250,11089,6779,6139,640,65 Years and Over
,女,119982,47125,8372,23803,14950,26990,,17815,6755,2420,36304,9563,7881,1682,Female
,未滿２５歲,680,123,6,75,42,35,,9,0,26,367,155,125,30,Under 25 Years
,２５－３４歲,4692,2496,286,1677,533,275,,184,79,12,1520,401,346,55,25-34 Years
,３５－４４歲,16422,10665,642,7645,2378,863,,743,105,15,4214,680,632,48,35-44 Years
,４５－５４歲,22967,13145,2030,7717,3398,2395,,1743,591,61,6384,1043,954,89,45-54 Years
,５５－６４歲,29840,11757,2787,4965,4005,7699,,5352,1609,738,8451,1933,1784,149,55-64 Years
,６５歲以上,45381,8939,2621,1724,4594,15723,,9784,4371,1568,15368,5351,4040,1311,65 Years and Over
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
