,,民國109年,,,,,2020,,,,,,
,表３１ 南投縣住戶數、常住人口數及平均每戶人口數,,"Table 31 Nantou County Number of Households, Resident Population and Average",,,,,,表３１ 住戶數、常住人口數及平均每戶人口數,表３１ 南投縣住戶數、常住人口數及平均每戶人口數,表３１,南投縣,住戶數、常住人口數及平均每戶人口數
,,,Number of Persons Per Household,,,,,,"Table 31 Number of Households, Resident Population and Average","Table 31 Nantou County Number of Households, Resident Population and Average",Table 31,Nantou County,"Number of Households, Resident Population and Average"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,民國109年11月,,November 2020,,,,,,,,,,
,,總 計Grand total,普通住戶,,Ordinary households,非普通住戶Group quarters,,,,,,,
,,,,,,,,,,,,,
,,戶  數（戶）,常住人口數（人）,平均每戶人口數（人 / 戶）,戶  數（戶）,,常住人口數（人）,平均每戶人口數（人 / 戶）,戶  數（戶）,常住人口數（人）,平均每戶人口數（人 / 戶）,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Number of households (household),Number ofresident population(person),Average number ofpersons per household(person/household),Number of households(household),,Number ofresident population(person),Average number ofpersons per household(person/household),Number of households(household),Number ofresident population(person),Average number ofpersons per household(person/household),,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,By Township/City/District,
,南投縣,153677,430211,2.8,152910,,413297,2.7,767,16914,22.1,Nantou County,
,南投市,33872,101761,3,33603,,95946,2.9,269,5815,21.6,Nantou City,
,埔里鎮,24543,70501,2.9,24433,,66134,2.7,110,4367,39.700000000000003,Puli Township,
,草屯鎮,31640,92795,2.9,31543,,89468,2.8,97,3327,34.299999999999997,Caotun Township,
,竹山鎮,16452,44083,2.7,16360,,42712,2.6,92,1371,14.9,Zhushan Township,
,集集鎮,3582,9234,2.6,3574,,8658,2.4,8,576,72,Jiji Township,
,名間鄉,10424,30749,2.9,10372,,29913,2.9,52,836,16.100000000000001,Mingjian Township,
,鹿谷鄉,5436,11884,2.2000000000000002,5433,,11867,2.2000000000000002,3,17,5.7,Lugu Township,
,中寮鄉,3957,9668,2.4,3952,,9656,2.4,5,12,2.4,Zhongliao Township,
,魚池鄉,4595,11453,2.5,4571,,11211,2.5,24,242,10.1,Yuchi Township,
,國姓鄉,5266,12593,2.4,5240,,12492,2.4,26,101,3.9,Guoxing Township,
,水里鄉,5673,12700,2.2000000000000002,5664,,12680,2.2000000000000002,9,20,2.2000000000000002,Shuili Township,
,信義鄉,4321,11424,2.6,4319,,11408,2.6,2,16,8,Xinyi Township,
,仁愛鄉,3916,11366,2.9,3846,,11152,2.9,70,214,3.1,Ren'ai Township,
