,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 南投縣普通住戶之家戶型態,,Table 33 Nantou County Family Household Type of Ordinary Households,,表３３ 普通住戶之家戶型態,表３３ 南投縣普通住戶之家戶型態,表３３,南投縣,普通住戶之家戶型態,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households,Table 33 Nantou County Family Household Type of Ordinary Households,Table 33,Nantou County,Family Household Type of Ordinary Households,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,,,,,By Township/City/District
,南投縣,152910,68246,24946,33724,9576,30391,,18170,9294,2927,43903,10370,8721,1649,Nantou County
,南投市,33603,16504,5252,8753,2499,6565,,4148,1925,492,8337,2197,1833,364,Nantou City
,埔里鎮,24433,11064,4086,5362,1616,4703,,2896,1405,402,6991,1675,1392,283,Puli Township
,草屯鎮,31543,15327,4395,8849,2083,6261,,4051,1731,479,8001,1954,1687,267,Caotun Township
,竹山鎮,16360,6872,3077,2944,851,3512,,2015,1086,411,4816,1160,965,195,Zhushan Township
,集集鎮,3574,1510,655,685,170,657,,361,244,52,1156,251,189,62,Jiji Township
,名間鄉,10372,4333,1690,1947,696,2591,,1550,778,263,2656,792,706,86,Mingjian Township
,鹿谷鄉,5433,2230,1211,823,196,762,,350,309,103,2167,274,201,73,Lugu Township
,中寮鄉,3952,1398,545,639,214,785,,408,289,88,1512,257,204,53,Zhongliao Township
,魚池鄉,4571,1694,680,763,251,908,,435,356,117,1626,343,283,60,Yuchi Township
,國姓鄉,5240,1948,877,794,277,968,,512,326,130,1962,362,300,62,Guoxing Township
,水里鄉,5664,2251,1178,785,288,912,,456,342,114,2146,355,282,73,Shuili Township
,信義鄉,4319,1782,776,768,238,857,,478,249,130,1328,352,319,33,Xinyi Township
,仁愛鄉,3846,1333,524,612,197,910,,510,254,146,1205,398,360,38,Ren'ai Township
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 南投縣普通住戶之家戶型態（續）,,Table 33 Nantou County Family Household Type of Ordinary Households(Cont.),,表３３ 普通住戶之家戶型態（續）,表３３ 南投縣普通住戶之家戶型態（續）,表３３,南投縣,普通住戶之家戶型態（續）,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households(Cont.),Table 33 Nantou County Family Household Type of Ordinary Households(Cont.),Table 33,Nantou County,Family Household Type of Ordinary Households(Cont.),,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按戶長之性別及年齡分,,,,,,,,,,,,,,,By Sex and Age of Householder
