,總計,152910,68246,24946,33724,9576,30391,,18170,9294,2927,43903,10370,8721,1649,Grand Total
,未滿２５歲,1044,174,15,83,76,57,,20,10,27,591,222,202,20,Under 25 Years
,２５－３４歲,5985,2708,394,1876,438,395,,275,67,53,2410,472,420,52,25-34 Years
,３５－４４歲,17257,10285,1212,7581,1492,1563,,1244,302,17,4504,905,785,120,35-44 Years
,４５－５４歲,27523,15366,3750,9521,2095,3384,,2166,1090,128,7551,1222,1047,175,45-54 Years
,５５－６４歲,42214,19861,7812,9463,2586,8427,,5314,2350,763,11635,2291,2140,151,55-64 Years
,６５歲以上,58887,19852,11763,5200,2889,16565,,9151,5475,1939,17212,5258,4127,1131,65 Years and Over
,男,95259,48771,20444,24946,3381,19669,,11985,5844,1840,20806,6013,5317,696,Male
,未滿２５歲,611,115,13,40,62,39,,20,10,9,328,129,119,10,Under 25 Years
,２５－３４歲,3759,1734,284,1249,201,267,,185,44,38,1519,239,213,26,25-34 Years
,３５－４４歲,10850,6410,882,5020,508,1257,,1008,232,17,2588,595,543,52,35-44 Years
,４５－５４歲,17393,10310,2769,6658,883,2484,,1595,812,77,3765,834,716,118,45-54 Years
,５５－６４歲,27448,14524,6138,7514,872,5625,,3511,1617,497,5773,1526,1441,85,55-64 Years
,６５歲以上,35198,15678,10358,4465,855,9997,,5666,3129,1202,6833,2690,2285,405,65 Years and Over
,女,57651,19475,4502,8778,6195,10722,,6185,3450,1087,23097,4357,3404,953,Female
,未滿２５歲,433,59,2,43,14,18,,0,0,18,263,93,83,10,Under 25 Years
,２５－３４歲,2226,974,110,627,237,128,,90,23,15,891,233,207,26,25-34 Years
,３５－４４歲,6407,3875,330,2561,984,306,,236,70,0,1916,310,242,68,35-44 Years
,４５－５４歲,10130,5056,981,2863,1212,900,,571,278,51,3786,388,331,57,45-54 Years
,５５－６４歲,14766,5337,1674,1949,1714,2802,,1803,733,266,5862,765,699,66,55-64 Years
,６５歲以上,23689,4174,1405,735,2034,6568,,3485,2346,737,10379,2568,1842,726,65 Years and Over
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
