,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 南投縣住宅之樓地板面積,,Table 39 Nantou County Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 南投縣住宅之樓地板面積,表３９,南投縣,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Nantou County Total Floor Area of Housing Units,Table 39,Nantou County,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,南投縣,173230,15071,53063,,56029,44029,5038,147.30000000000001,Nantou County,,
,南投市,37712,3111,11002,,13436,9432,731,145,Nantou City,,
,埔里鎮,28601,1739,9590,,9322,6962,988,149,Puli Township,,
,草屯鎮,34037,1864,9542,,11607,10129,895,154.4,Caotun Township,,
,竹山鎮,20274,2364,6361,,6260,4695,594,143.30000000000001,Zhushan Township,,
,集集鎮,3716,299,888,,1454,971,104,152.9,Jiji Township,,
,名間鄉,13235,770,3197,,4285,4245,738,167.1,Mingjian Township,,
,鹿谷鄉,5655,731,1859,,1350,1457,258,146.5,Lugu Township,,
,中寮鄉,4438,438,1564,,1303,1006,127,142.4,Zhongliao Township,,
,魚池鄉,4673,479,1365,,1294,1318,217,153,Yuchi Township,,
,國姓鄉,6102,562,2249,,1967,1191,133,136,Guoxing Township,,
,水里鄉,6490,1010,2039,,1909,1394,138,135.19999999999999,Shuili Township,,
,信義鄉,4156,706,1681,,997,713,59,123.7,Xinyi Township,,
,仁愛鄉,4141,998,1726,,845,516,56,108.6,Ren'ai Township,,
