,單位：宅,民國109年,,,,,2020,Unit:Housing unit,,,,,,
,表４５ 新竹市有人經常居住住宅之房廳數,,Table 45 Hsinchu City Number of Rooms of Occupied Housing Units,,,,,,,表４５ 有人經常居住住宅之房廳數,表４５ 新竹市有人經常居住住宅之房廳數,表４５,新竹市,有人經常居住住宅之房廳數
,,,,,,,,,,Table 45 Number of Rooms of Occupied Housing Units,Table 45 Hsinchu City Number of Rooms of Occupied Housing Units,Table 45,Hsinchu City,Number of Rooms of Occupied Housing Units
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１間,２間,３間,,４間,５間,６間以上,平均每宅房廳數（間 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 room,2 rooms,3 rooms,,4 rooms,5 rooms,6 roomsand more,Average numberof rooms perhousing unit(room/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District,,,
,新竹市,137935,3195,7602,13221,,34201,48012,31704,4.7,Hsinchu City,,,
,東 區,65590,1950,4131,6447,,16220,21765,15077,4.7,East District,,,
,北 區,49790,626,2309,4657,,12340,19503,10355,4.7,North District,,,
,香山區,22555,619,1162,2117,,5641,6744,6272,4.8,Xiangshan District,,,
,按樓地板面積分,,,,,,,,,,By Total Floor Area,,,
,總計,137935,3195,7602,13221,,34201,48012,31704,4.7,Grand Total,,,
,未滿６０平方公尺,11029,2450,4615,2839,,1058,58,9,2.2000000000000002,Under 60 Square Meters,,,
,６０－未滿１２０平方公尺,61472,293,1705,7517,,19917,26849,5191,4.4000000000000004,60-Under 120 Square Meters,,,
,１２０－未滿１８０平方公尺,38153,403,869,1694,,7389,14150,13648,5.0999999999999996,120-Under 180 Square Meters,,,
,１８０－未滿３００平方公尺,25053,49,391,1158,,5743,6769,10943,5.5,180-Under 300 Square Meters,,,
,３００平方公尺以上,2228,-,22,13,,94,186,1913,7.9,300 Square Meters and More,,,
