分類,資料集名稱,資料集識別碼,提供機關,更新頻率,檔案,來源網址,狀態,位元組,SHA256,下載時間_UTC
01_人口分布/普查_全國,人口及住宅普查（常住人口數及人口密度，99 與 109 年）,10906,行政院主計總處,每10年,01_人口分布/普查_全國/人口及住宅普查（常住人口數及人口密度，99 與 109 年）_099民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/233528/mp07017a099.xml,200,404164,c02e44781c28f44e4d2615b4db17ee98083ab1cc0ae2dde71a460a2931a668fa,2026-08-16T07:41:55+00:00
01_人口分布/普查_全國,人口及住宅普查（常住人口數及人口密度，99 與 109 年）,10906,行政院主計總處,每10年,01_人口分布/普查_全國/人口及住宅普查（常住人口數及人口密度，99 與 109 年）_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/233528/mp07017a109.xml,200,488648,c6e91ac7dcb30d8a219d8586ec9b2beae40051fe07d44ec94fdd41761965569e,2026-08-16T07:41:56+00:00
01_人口分布/普查_全國,常住人口數及人口密度,24238,行政院主計總處,每10年,01_人口分布/普查_全國/常住人口數及人口密度_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06134a109.xml,200,43273,8e9c87a3caa27cae00fae4c62b13ae72eec5e79d4e06c346d6b244254e547039,2026-08-16T07:41:58+00:00
01_人口分布/普查_全國,住戶數、常住人口數及平均每戶人口數,24759,行政院主計總處,每10年,01_人口分布/普查_全國/住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06186a109.xml,200,49578,608b29f112fd0082bf16d2b8c99505392934ce88865ceafde12a00b84c1c7f53,2026-08-16T07:41:59+00:00
01_人口分布/普查_全國,常住人口之年齡結構（不含移工）,24240,行政院主計總處,每10年,01_人口分布/普查_全國/常住人口之年齡結構（不含移工）_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06136a109.xml,200,95244,8aefd34ad3180a7c285602e0bf1c72d5da1251365f68c2f9344ccb3aef037a46,2026-08-16T07:42:01+00:00
01_人口分布/普查_全國,常住人口之性比例（不含移工）,24239,行政院主計總處,每10年,01_人口分布/普查_全國/常住人口之性比例（不含移工）_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06135a109.xml,200,35639,686f39f1453ef714b5dfdfa54e0f513ef5808e6b769881b473e3e4ecd40ed49a,2026-08-16T07:42:02+00:00
01_人口分布/普查_全國,５歲以上常住人口之遷徙情形,24244,行政院主計總處,每10年,01_人口分布/普查_全國/５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06140a109.xml,200,34285,95730b96c96aa8d586852ed2c81e6fce8738363182a2faae661501ce20158ea5,2026-08-16T07:42:03+00:00
01_人口分布/普查_全國,１５歲以上常住人口之教育程度,24241,行政院主計總處,每10年,01_人口分布/普查_全國/１５歲以上常住人口之教育程度_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06137a109.xml,200,25977,9cb58a2045b215614d7f0b09215bfb5d60e91af6db1b9b2f7a3ce98ae2613afe,2026-08-16T07:42:05+00:00
01_人口分布/普查_全國,１５歲以上民間常住人口之工作狀況,24243,行政院主計總處,每10年,01_人口分布/普查_全國/１５歲以上民間常住人口之工作狀況_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06139a109.xml,200,161684,c58ce27759d5953d4e4d2c6df02cf8553bc4ec3dd4fc67aa77fac474a9655a09,2026-08-16T07:42:07+00:00
02_住宅存量/房屋稅籍,臺閩地區房屋稅籍所有人歸戶統計表,20342,財政部財政資訊中心,不定期更新,02_住宅存量/房屋稅籍/臺閩地區房屋稅籍所有人歸戶統計表.csv,https://www.fia.gov.tw/download/578caea5d941405080a70aab45fbf348,200,5899,74d2cde66de43b8c0cb704b8c2e38f4214a26bf4933444a1237ea45e16da2373,2026-08-16T07:42:09+00:00
02_住宅存量/房屋稅籍,臺閩地區房屋稅籍所有人歸戶統計表,20342,財政部財政資訊中心,不定期更新,02_住宅存量/房屋稅籍/臺閩地區房屋稅籍所有人歸戶統計表(2).csv,https://www.fia.gov.tw/download/fd506ae12a154e8d9a4300f6a45dcf8c,200,5915,108d00cefd663681706a303a3edf93756eb15efc4d0145e68327061ace89502e,2026-08-16T07:42:12+00:00
02_住宅存量/房屋稅籍,臺閩地區房屋稅籍所有人歸戶統計表,20342,財政部財政資訊中心,不定期更新,02_住宅存量/房屋稅籍/臺閩地區房屋稅籍所有人歸戶統計表(3).csv,https://www.fia.gov.tw/download/6f506a20ab2e4d168db3e51a85808300,200,5924,cd240cabb63e8ca07f2af9d445a35f12dedc2e4ac7fe9e51f3647c27ebb36367,2026-08-16T07:42:13+00:00
03_人口動態_電信信令,各縣市電信信令人口統計－夜間停留人口,160179,統計處,不定期更新,03_人口動態_電信信令/各縣市電信信令人口統計－夜間停留人口.csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/C7C19026-93FC-4547-BFC7-D5F1B2D011D4/resource/83B53BB1-BC5D-4997-BFDB-29922E23A1B1/download,200,1010,be04887a93fdc563047009dc762265238d5384e4d4bec42bce79a85425719366,2026-08-16T07:42:15+00:00
03_人口動態_電信信令,各縣市電信信令人口統計－夜間停留人口,160179,統計處,不定期更新,03_人口動態_電信信令/各縣市電信信令人口統計－夜間停留人口(2).csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/C7C19026-93FC-4547-BFC7-D5F1B2D011D4/resource/4256CE3F-8948-47FC-AC75-560374DD787C/download,200,1008,aaf8a15c949a43a8168caba17f9a057aba0a7f712c89b31c593592ba2e1ed393,2026-08-16T07:42:16+00:00
03_人口動態_電信信令,各縣市電信信令人口統計－日間活動人口,160180,統計處,不定期更新,03_人口動態_電信信令/各縣市電信信令人口統計－日間活動人口.csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/CEDE9469-1707-4A48-87C6-50327228B680/resource/6F1FEE47-C423-43A9-9BE2-25574B7EA1BA/download,200,1813,1f1e90900292715e7f1fbd3a77f3d6a34e721ae7825ecc6f6ac2067c5bb2780a,2026-08-16T07:42:17+00:00
03_人口動態_電信信令,各縣市電信信令人口統計－日間活動人口,160180,統計處,不定期更新,03_人口動態_電信信令/各縣市電信信令人口統計－日間活動人口(2).csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/CEDE9469-1707-4A48-87C6-50327228B680/resource/AC28862A-D164-46AC-B055-9BA3B1BC04B1/download,200,1830,b4e524eaebf2ad3ec4c356cbb6a3a374d35fc88c6a1ec676b14b9ea1abd6a700,2026-08-16T07:42:19+00:00
03_人口動態_電信信令,各縣市電信信令人口統計－特定區域旅次,160178,統計處,不定期更新,03_人口動態_電信信令/各縣市電信信令人口統計－特定區域旅次.csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/07CB9101-22C9-44FA-BF7B-DD854EEEB7BA/resource/037C52FB-BE46-4630-835F-32BBBFFABE60/download,200,2258,d993dc1ca27830f2f1e1c0919563001e317331e5238a3c0f08f51073d0007ac9,2026-08-16T07:42:20+00:00
03_人口動態_電信信令,各縣市電信信令人口統計－特定區域旅次,160178,統計處,不定期更新,03_人口動態_電信信令/各縣市電信信令人口統計－特定區域旅次(2).csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/07CB9101-22C9-44FA-BF7B-DD854EEEB7BA/resource/A26E5F8E-BB66-4BFC-9EC3-AAC8F70DDC8A/download,200,2713,3ec406fde5e4691215e7138781bc3b9a6eff13b73f2ff53f73b414b5174f4cfe,2026-08-16T07:42:21+00:00
04_住宅政策_中央,住宅補貼辦理概況,73250,內政部國土管理署,不定期更新,04_住宅政策_中央/住宅補貼辦理概況.csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/A917053E-B8AE-45D7-AF46-35CD1BB552F7/resource/6FF6EF38-7FBC-4536-8223-1674E52FAD6E/download,200,449,0b611525ec978ce5f33825157e4a59b7af6fc9c7bbf8cf9f4787bc2da4b20921,2026-08-16T07:42:22+00:00
04_住宅政策_中央,接受住宅補貼戶次及金額,169800,內政部國土管理署,不定期更新,04_住宅政策_中央/接受住宅補貼戶次及金額.csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/76147D7F-A30A-446C-B6E2-C7F9B20D9920/resource/9817284B-AA54-46A9-9265-8C2396972E99/download,200,4725,54dcbc8f06ea6a54c07714a94cb5dc5f484211fa497326390791c335672d0df3,2026-08-16T07:42:23+00:00
04_住宅政策_中央,公益出租人稅賦減徵戶數統計表,164857,內政部國土管理署,不定期更新,04_住宅政策_中央/公益出租人稅賦減徵戶數統計表.csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/73ACE383-D23E-433D-8984-065407670B5B/resource/E1F434D5-DCE7-46D3-8C90-01F12EEF16A0/download,200,205,b2cfd04f49b417e3afe3576b3f801772c31c019458b5a697bafd9ad39edd36cb,2026-08-16T07:42:24+00:00
04_住宅政策_中央,住宅建設下載專區,21232,內政部國土管理署,不定期更新,04_住宅政策_中央/住宅建設下載專區.csv,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/0D6A0C70-048A-4DC8-847E-ADE2A38FF77C/resource/05AE9598-31AE-4DE1-8D04-55A38E599B5A/download,200,1059,9eb66287b34d7de89622e1216a3ffb8e387e811339e6e03791f272ff557d348c,2026-08-16T07:42:26+00:00
04_住宅政策_中央,國有非公用不動產保留供興辦社會住宅清冊,147535,財政部國有財產署,不定期更新,04_住宅政策_中央/國有非公用不動產保留供興辦社會住宅清冊.zip,https://esvc.fnp.gov.tw/opendata/openDataMain/file?sourceId=759,200,211776,b1c3d4943b434a9cd12f9399be922e3381733cad485d6de84de04764faa69a15,2026-08-16T07:42:28+00:00
05_社會住宅_地方,桃園市社會住宅名稱與戶數,149652,桃園市政府都市發展局,不定期更新,05_社會住宅_地方/桃園市社會住宅名稱與戶數.csv,https://opendata.tycg.gov.tw/api/dataset/f708ed6b-f1d3-4bf7-92b0-0d9b0f209943/resource/4f98bea6-9b94-4f57-9214-3bf8feade7d0/download,200,3663,9356b95d07470b747d61a739130f26efe6f0b4c6dcc6eb46e116c1ed69b7fa95,2026-08-16T07:42:30+00:00
05_社會住宅_地方,桃園市社會住宅基地地號及面積表,149586,桃園市政府都市發展局,不定期更新,05_社會住宅_地方/桃園市社會住宅基地地號及面積表.csv,https://opendata.tycg.gov.tw/api/dataset/15bb37a6-d241-4e45-a5e0-1732b11759d3/resource/5a28db5a-54f3-4598-8e47-14cfe74dcaaa/download,200,1505,fc5aff2f6f45d13dd44e067cb1b380999eaef1b520e0091cc299f6ccc356536d,2026-08-16T07:42:32+00:00
05_社會住宅_地方,臺南市社會住宅案地及戶數資料,130113,臺南市政府都市發展局,每年,05_社會住宅_地方/臺南市社會住宅案地及戶數資料.csv,https://data.tainan.gov.tw/File/ResourceCsvDownload/36dded74-0716-46d0-abfd-fa4ebc22d565,200,904,df1b939fabf12c38081ebccdfbe44a15621a78c58e5647cd9e0d7e34dac8326f,2026-08-16T07:43:11+00:00
05_社會住宅_地方,臺南市社會住宅包租代管辦理廠商資訊,142745,臺南市政府都市發展局,每年,05_社會住宅_地方/臺南市社會住宅包租代管辦理廠商資訊.csv,https://data.tainan.gov.tw/File/ResourceCsvDownload/b7452117-47b4-49de-a9ad-32ca1b8aed96,200,305,8685e7b36ff827a4624efa3de5d7bad03207e16ade4d2561fe1e052162cf69a4,2026-08-16T07:43:51+00:00
05_社會住宅_地方,臺北市政府社會住宅包租代管媒合統計資料,155779,臺北市政府都市發展局,每1年,05_社會住宅_地方/臺北市政府社會住宅包租代管媒合統計資料.csv,https://data.taipei/api/dataset/1a6432e4-4377-4033-ab00-96228c3d8b40/resource/3882a390-c748-4f16-b2da-b605aeeb24bb/download,200,332,bb8e8329f7f98f61aef75b8cafe7324aee44ebd19c552b1b5aaaa8059339f715,2026-08-16T07:43:52+00:00
05_社會住宅_地方,臺中市社會住宅基地地號及面積表,84140,臺中市政府都市發展局,不定期更新,05_社會住宅_地方/臺中市社會住宅基地地號及面積表.csv,https://newdatacenter.taichung.gov.tw/api/v1/no-auth/resource.download?rid=0b7524c6-e550-45a3-90b1-79af9e43aa10,200,2710,817fb1fa353a258307f00d36b63f6b94fe2bfd5079bfaa03a0b6916ba0cf694f,2026-08-16T07:43:53+00:00
05_社會住宅_地方,臺中市社會住宅基地地號及面積表,84140,臺中市政府都市發展局,不定期更新,05_社會住宅_地方/臺中市社會住宅基地地號及面積表.xml,https://newdatacenter.taichung.gov.tw/api/v1/no-auth/resource.download?rid=01a7c8f3-5875-450b-87e3-52ffb86356ea,200,7221,296e564d007ef76e60af7a485dc52dbbb642a966969e57b0e17914d2ed949ad9,2026-08-16T07:43:54+00:00
05_社會住宅_地方,臺中市社會住宅基地地號及面積表,84140,臺中市政府都市發展局,不定期更新,05_社會住宅_地方/臺中市社會住宅基地地號及面積表.json,https://newdatacenter.taichung.gov.tw/api/v1/no-auth/resource.download?rid=e2a9c76e-e207-4ea0-bccd-5d317a92666d,200,5691,c1d96c0bd5e4d056cd0adfb7d1ee6d39169ea4e0eb6a2d99093745828537a759,2026-08-16T07:43:56+00:00
01_人口分布/普查_縣市/桃園市,桃園市５歲以上常住人口之遷徙情形,24251,行政院主計總處,每10年,01_人口分布/普查_縣市/桃園市/桃園市５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06147a109.xml,200,19433,afe1c26145c99c9cd426fe08c47359372b26a960cb5b4b6ab9bc51ce47bfdde7,2026-08-16T07:45:16+00:00
01_人口分布/普查_縣市/新竹縣,新竹縣５歲以上常住人口之遷徙情形,24252,行政院主計總處,每10年,01_人口分布/普查_縣市/新竹縣/新竹縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06148a109.xml,200,19350,89c725e02538d1ff2b150589f1c687e692b500c668389aa563a5bba90f62d41b,2026-08-16T07:45:17+00:00
01_人口分布/普查_縣市/嘉義市,嘉義市５歲以上常住人口之遷徙情形,24264,行政院主計總處,每10年,01_人口分布/普查_縣市/嘉義市/嘉義市５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06160a109.xml,200,7519,0d4eac4670cba60de389afa7d9c038b5369d6fb3f858840ddb36b8dfa802f516,2026-08-16T07:45:18+00:00
01_人口分布/普查_縣市/連江縣,連江縣５歲以上常住人口之遷徙情形,24266,行政院主計總處,每10年,01_人口分布/普查_縣市/連江縣/連江縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06162a109.xml,200,9619,6225869a9857a9c6053e7b8df1cd05b89d339436a7165607b74889c6aef5746d,2026-08-16T07:45:19+00:00
01_人口分布/普查_縣市/臺東縣,臺東縣５歲以上常住人口之遷徙情形,24259,行政院主計總處,每10年,01_人口分布/普查_縣市/臺東縣/臺東縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06155a109.xml,200,22509,4b29fd2e8c26826a5e37f6828925ff67da647467aa727f4d5a94f8473a3ba27c,2026-08-16T07:45:21+00:00
01_人口分布/普查_縣市/彰化縣,彰化縣住戶數、常住人口數及平均每戶人口數,24769,行政院主計總處,每10年,01_人口分布/普查_縣市/彰化縣/彰化縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06196a109.xml,200,48924,2e953b7c914e32f0703edfc41f2677bf0cc3e262c4e1f98b637facffddda46f5,2026-08-16T07:45:26+00:00
01_人口分布/普查_縣市/南投縣,南投縣住戶數、常住人口數及平均每戶人口數,24770,行政院主計總處,每10年,01_人口分布/普查_縣市/南投縣/南投縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06197a109.xml,200,25366,f179652adc96410da144500ea5a300da09c7da32afccef985b6b6510b89c25e9,2026-08-16T07:45:27+00:00
01_人口分布/普查_縣市/雲林縣,雲林縣住戶數、常住人口數及平均每戶人口數,24771,行政院主計總處,每10年,01_人口分布/普查_縣市/雲林縣/雲林縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06198a109.xml,200,38027,6c08c1a93c17018f2885cc1fa8bc800f2d646f95a7088f709771438dde9ce064,2026-08-16T07:45:28+00:00
01_人口分布/普查_縣市/屏東縣,屏東縣住戶數、常住人口數及平均每戶人口數,24773,行政院主計總處,每10年,01_人口分布/普查_縣市/屏東縣/屏東縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06200a109.xml,200,61458,2eb2cac9d46eebad4255bd14cc8251a6f0956c203c05ec51db8657dfb7bf24d2,2026-08-16T07:45:30+00:00
01_人口分布/普查_縣市/嘉義市,嘉義市住戶數、常住人口數及平均每戶人口數,24779,行政院主計總處,每10年,01_人口分布/普查_縣市/嘉義市/嘉義市住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06206a109.xml,200,5505,fd798215779e16db23aec85bb3b4fdee1839e799aa9f67eea62e35fbf0b61fdd,2026-08-16T07:45:31+00:00
01_人口分布/普查_縣市/臺中市,臺中市住戶數、常住人口數及平均每戶人口數,24762,行政院主計總處,每10年,01_人口分布/普查_縣市/臺中市/臺中市住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06189a109.xml,200,54380,6b9b1e51ea3e0eebdfa540bb88e6bfcb41be00ef20eef0c34100014007b72165,2026-08-16T07:45:33+00:00
01_人口分布/普查_縣市/新竹縣,新竹縣住戶數、常住人口數及平均每戶人口數,24767,行政院主計總處,每10年,01_人口分布/普查_縣市/新竹縣/新竹縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06194a109.xml,200,25371,35efeb29fef407e410fd050c2f01f527947c4ea4cd86e63146a394edc2b430d6,2026-08-16T07:45:34+00:00
01_人口分布/普查_縣市/宜蘭縣,宜蘭縣常住人口數及人口密度,18505,行政院主計總處,每10年,01_人口分布/普查_縣市/宜蘭縣/宜蘭縣常住人口數及人口密度_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06007a109.xml,200,21367,429aee3bb29b93492fdf5a0859d46da193c822acf0a95f3920959f8aeb69d2df,2026-08-16T07:45:36+00:00
01_人口分布/普查_縣市/嘉義縣,嘉義縣常住人口數及人口密度,18512,行政院主計總處,每10年,01_人口分布/普查_縣市/嘉義縣/嘉義縣常住人口數及人口密度_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06014a109.xml,200,31160,12b6e2f89318bd8c7cb1a32cd1991fa95af2ea1865603e97e8a06e0b14430f0b,2026-08-16T07:45:37+00:00
01_人口分布/普查_縣市/新竹市,新竹市常住人口數及人口密度,18518,行政院主計總處,每10年,01_人口分布/普查_縣市/新竹市/新竹市常住人口數及人口密度_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06020a109.xml,200,6635,a9c5ce29895b88d78614a5bbf6fa19b64e5e8aa756df2114ed8a42132bed0b13,2026-08-16T07:45:38+00:00
01_人口分布/普查_縣市/金門縣,金門縣５歲以上常住人口之遷徙情形,24265,行政院主計總處,每10年,01_人口分布/普查_縣市/金門縣/金門縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06161a109.xml,200,11795,292d1f1c62c6b0ba2d844d1a0e69e4ae04dc3e1bc11e4e36ec02d4b0c3a9e20d,2026-08-16T07:45:39+00:00
01_人口分布/普查_縣市/屏東縣,屏東縣５歲以上常住人口之遷徙情形,24258,行政院主計總處,每10年,01_人口分布/普查_縣市/屏東縣/屏東縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06154a109.xml,200,40812,1f619757cc511f062b194a1515bd4210a826758e59f979b762971681bf7ff127,2026-08-16T07:45:41+00:00
01_人口分布/普查_縣市/澎湖縣,澎湖縣５歲以上常住人口之遷徙情形,24261,行政院主計總處,每10年,01_人口分布/普查_縣市/澎湖縣/澎湖縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06157a109.xml,200,11776,0a411d664177fea5106d29119fbd1d517a0e29cdcb4ca79a9d6aea0345a48a71,2026-08-16T07:45:42+00:00
01_人口分布/普查_縣市/連江縣,連江縣住戶數、常住人口數及平均每戶人口數,24781,行政院主計總處,每10年,01_人口分布/普查_縣市/連江縣/連江縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06208a109.xml,200,9097,a942d578badf3f4f2498de242bc2e01acc234a7f5454ece7840237d4a64d578d,2026-08-16T07:45:43+00:00
01_人口分布/普查_縣市/臺東縣,臺東縣住戶數、常住人口數及平均每戶人口數,24774,行政院主計總處,每10年,01_人口分布/普查_縣市/臺東縣/臺東縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06201a109.xml,200,30732,d003f6d714113f1e37ba2b1ecaa26446ffff505a3c7745e56af5cede7befd29c,2026-08-16T07:45:46+00:00
01_人口分布/普查_縣市/花蓮縣,花蓮縣住戶數、常住人口數及平均每戶人口數,24775,行政院主計總處,每10年,01_人口分布/普查_縣市/花蓮縣/花蓮縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06202a109.xml,200,25354,f8a0b0e4f56c8aadbabf1ab72c67177a451dd400d72f2cfc7ec12a155784e084,2026-08-16T07:45:47+00:00
01_人口分布/普查_縣市/宜蘭縣,宜蘭縣住戶數、常住人口數及平均每戶人口數,24765,行政院主計總處,每10年,01_人口分布/普查_縣市/宜蘭縣/宜蘭縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06192a109.xml,200,23576,bec4d64bd725b76876c474c2120fc4222b309a6e2525bebefb0877ef3da4de17,2026-08-16T07:45:48+00:00
01_人口分布/普查_縣市/苗栗縣,苗栗縣住戶數、常住人口數及平均每戶人口數,24768,行政院主計總處,每10年,01_人口分布/普查_縣市/苗栗縣/苗栗縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06195a109.xml,200,34395,0d4b802b2894d209f02d604293d9c8a9769153a595cdc97ad81b569daa8b90ff,2026-08-16T07:45:50+00:00
01_人口分布/普查_縣市/嘉義縣,嘉義縣住戶數、常住人口數及平均每戶人口數,24772,行政院主計總處,每10年,01_人口分布/普查_縣市/嘉義縣/嘉義縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06199a109.xml,200,34406,7feaeacf283ed5b684edac19f29a81c2ffc53e633c720d6b29b105d2eb76df05,2026-08-16T07:45:51+00:00
01_人口分布/普查_縣市/金門縣,金門縣住戶數、常住人口數及平均每戶人口數,24780,行政院主計總處,每10年,01_人口分布/普查_縣市/金門縣/金門縣住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06207a109.xml,200,12708,18819e9a2305bbe40219be4a80ce25245795bfc03749c817822df3b741e1df06,2026-08-16T07:45:52+00:00
01_人口分布/普查_縣市/臺北市,臺北市住戶數、常住人口數及平均每戶人口數,24761,行政院主計總處,每10年,01_人口分布/普查_縣市/臺北市/臺北市住戶數、常住人口數及平均每戶人口數_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06188a109.xml,200,23653,e46c254f1b750937416d44093ec7265efa75fe5b68cf8492a5081e34644af5c5,2026-08-16T07:45:53+00:00
01_人口分布/普查_縣市/新北市,新北市５歲以上常住人口之遷徙情形,24245,行政院主計總處,每10年,01_人口分布/普查_縣市/新北市/新北市５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06141a109.xml,200,36671,4ca6a518e52f3692843660c5ee27a08be11149ade9939587e88a5ed413fbf3c4,2026-08-16T07:45:56+00:00
01_人口分布/普查_縣市/臺北市,臺北市５歲以上常住人口之遷徙情形,24246,行政院主計總處,每10年,01_人口分布/普查_縣市/臺北市/臺北市５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06142a109.xml,200,18384,6eaff64eed7ae312b2851ea624f4c141f78f9b01bd13acdcd28c0013a9c7a4e5,2026-08-16T07:45:57+00:00
01_人口分布/普查_縣市/苗栗縣,苗栗縣５歲以上常住人口之遷徙情形,24253,行政院主計總處,每10年,01_人口分布/普查_縣市/苗栗縣/苗栗縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06149a109.xml,200,24694,910f0e9f066c689761ea4311ea54dd94b251ccad6a994a48a1c9f7c953a0d0ad,2026-08-16T07:45:59+00:00
01_人口分布/普查_縣市/彰化縣,彰化縣５歲以上常住人口之遷徙情形,24254,行政院主計總處,每10年,01_人口分布/普查_縣市/彰化縣/彰化縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06150a109.xml,200,33350,6b5aa7629cfb5946c09a3cb631a68023655af95c153150d7450e180907765b9a,2026-08-16T07:46:00+00:00
01_人口分布/普查_縣市/南投縣,南投縣５歲以上常住人口之遷徙情形,24255,行政院主計總處,每10年,01_人口分布/普查_縣市/南投縣/南投縣５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06151a109.xml,200,19332,24b7d16c3124082c0d71d6366e43f539814d0a80a62c75ad538c7052afb32007,2026-08-16T07:46:01+00:00
01_人口分布/普查_縣市/臺南市,臺南市５歲以上常住人口之遷徙情形,24248,行政院主計總處,每10年,01_人口分布/普查_縣市/臺南市/臺南市５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06144a109.xml,200,45205,e0999a70c7ca1602410506be5a525b77517c9d265c24a1782afcc8f006c16bad,2026-08-16T07:46:02+00:00
01_人口分布/普查_縣市/高雄市,高雄市５歲以上常住人口之遷徙情形,24249,行政院主計總處,每10年,01_人口分布/普查_縣市/高雄市/高雄市５歲以上常住人口之遷徙情形_109民國年.xml,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/230872/mp06145a109.xml,200,46328,4724da40475af408ef6b5e17bdb6aa762e045bd9fd6cabe0f5923221db176ed3,2026-08-16T07:46:03+00:00
