COUNTY_ID,COUNTY,TOWN_ID,TOWN,NIGHT_WORK,DAY_WORK(0700~1300),DAY_WORK(1300~1900),DAY_WORK,NIGHT_WEEKEND,DAY_WEEKEND(0700~1300),DAY_WEEKEND(1300~1900),DAY_WEEKEND,MORNING_WORK,MIDDAY_WORK,AFTERNOON_WORK,EVENING_WORK,MORNING_WEEKEND,MIDDAY_WEEKEND,AFTERNOON_WEEKEND,EVENING_WEEKEND,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,平日夜間停留人數,平日日間上午人數,平日日間下午人數,平日日間活動人數,假日夜間停留人數,假日日間上午人數,假日日間下午人數,假日日間活動人數,平日早晨旅次,平日中午旅次,平日午後旅次,平日晚上旅次,假日早晨旅次,假日中午旅次,假日午後旅次,假日晚上旅次,資料時間
64000,高雄市,64000320,六龜區,8671,8810,8756,8739,10578,11788,11648,11679,22285,24320,26262,23212,27983,39380,41787,32228,"112Y11M"
64000,高雄市,64000330,甲仙區,3405,3415,3463,3454,3659,3866,3899,3870,7810,8753,8827,8177,9152,13795,13934,10265,"112Y11M"
64000,高雄市,64000340,杉林區,6289,5772,5862,5818,6912,6966,7270,7155,14530,13931,14866,15537,15594,18658,19493,18380,"112Y11M"
64000,高雄市,64000350,內門區,9340,8902,9280,9027,9531,9323,9701,9476,21665,22524,23363,25029,22514,28281,29270,28093,"112Y11M"
64000,高雄市,64000360,茂林區,966,1138,1111,1118,1170,1484,1461,1454,1686,2590,2350,1706,2303,5053,4422,2343,"112Y11M"
64000,高雄市,64000370,桃源區,2305,2632,2495,2561,2865,4524,3846,4207,5555,6381,6166,4548,8167,10480,10425,5991,"112Y11M"
64000,高雄市,64000380,那瑪夏區,1501,1560,1532,1547,1671,1892,1856,1891,2843,2874,2904,2872,3056,3838,3638,3183,"112Y11M"
10002,宜蘭縣,10002010,宜蘭市,96373,98594,99291,98837,98507,99026,100173,98864,297545,326848,334616,430788,256152,370707,359566,426116,"112Y11M"
10002,宜蘭縣,10002020,羅東鎮,58434,60561,61520,60793,62203,63242,63358,62828,188605,209534,214891,291988,165139,244411,233183,297131,"112Y11M"
10002,宜蘭縣,10002030,蘇澳鎮,34667,37216,36732,36931,35867,36516,36378,36183,111284,125814,130419,131723,105211,148163,149822,139627,"112Y11M"
10002,宜蘭縣,10002040,頭城鎮,22308,21285,21493,21171,24723,24833,24912,24591,77128,101796,110083,103921,89530,157177,169458,142460,"112Y11M"
10002,宜蘭縣,10002050,礁溪鄉,39283,36967,36309,36390,45738,43592,42562,42057,115133,136435,148399,169553,131716,200105,217397,230511,"112Y11M"
10002,宜蘭縣,10002060,壯圍鄉,19684,15382,15550,15279,20808,19170,18995,18793,60045,53735,58752,72508,59483,75935,79955,82256,"112Y11M"
10002,宜蘭縣,10002070,員山鄉,29332,25561,25943,25739,30803,29797,29363,29458,78239,77030,81019,89761,75528,101301,101448,95092,"112Y11M"
10002,宜蘭縣,10002080,冬山鄉,50808,45769,45302,45467,53951,52114,51091,51566,148920,137275,146041,177489,133461,172889,176176,181427,"112Y11M"
10002,宜蘭縣,10002090,五結鄉,39058,38887,38784,38607,41886,42359,42432,42131,127680,124362,130256,157939,113653,156473,162073,169994,"112Y11M"
10002,宜蘭縣,10002100,三星鄉,21437,21194,20904,20972,22193,21855,21224,21431,63167,68034,71325,66450,61328,86085,88766,74208,"112Y11M"
10002,宜蘭縣,10002110,大同鄉,5379,6826,6881,6965,6776,9825,9958,10102,15078,20451,22775,13448,21936,32167,35808,21449,"112Y11M"
10002,宜蘭縣,10002120,南澳鄉,4709,5293,5448,5485,4918,5471,5667,5690,15254,23241,26030,20792,21068,30749,34448,28658,"112Y11M"
10004,新竹縣,10004010,竹北市,228020,222683,226166,224283,225250,227129,227996,228717,731608,661150,673230,1039366,536099,745141,742261,947916,"112Y11M"
10004,新竹縣,10004020,竹東鎮,99369,80924,79600,79871,99985,92455,89728,91277,296038,234467,248427,365580,252722,300700,301558,373395,"112Y11M"
10004,新竹縣,10004030,新埔鎮,34661,30184,29335,29697,35080,34287,33524,33909,114446,94825,100030,126810,96007,130722,128106,126983,"112Y11M"
10004,新竹縣,10004040,關西鎮,24452,24264,23841,23961,25233,28119,30443,28678,86751,87613,95906,102112,114719,151323,162785,152221,"112Y11M"
10004,新竹縣,10004050,湖口鄉,125473,145387,143594,144170,126143,129367,125906,126628,405844,340850,357800,474628,340404,360148,362508,465001,"112Y11M"
10004,新竹縣,10004060,新豐鄉,68577,59735,59152,59741,68135,64428,63373,64364,179951,146701,151003,224624,151697,165429,165753,205933,"112Y11M"
10004,新竹縣,10004070,芎林鄉,20320,16921,16653,16657,20590,19636,19383,19532,70905,56739,62473,79387,67351,85323,90935,91513,"112Y11M"
10004,新竹縣,10004080,橫山鄉,10849,9405,9475,9342,11842,12664,13055,12626,29923,32185,33889,32618,34161,68311,71898,47003,"112Y11M"
10004,新竹縣,10004090,北埔鄉,7119,6049,6030,6041,7890,9080,9333,9036,16784,19032,18818,18184,20216,45366,46050,25003,"112Y11M"
10004,新竹縣,10004100,寶山鄉,24755,58035,56813,57599,23410,31442,30769,31460,167771,138659,148948,184621,124243,132203,155395,181476,"112Y11M"
10004,新竹縣,10004110,峨眉鄉,3824,3658,3574,3578,4213,4968,5033,4936,10543,12687,12828,10537,13232,27291,27821,14777,"112Y11M"
10004,新竹縣,10004120,尖石鄉,5516,5909,5877,5839,9530,13021,12910,13051,15602,20403,20780,15633,26654,48890,45703,30109,"112Y11M"
10004,新竹縣,10004130,五峰鄉,2691,2948,3005,2977,5025,7756,7348,7710,7644,10270,9817,6798,14154,25707,21934,13794,"112Y11M"
10005,苗栗縣,10005010,苗栗市,86372,84770,84439,84397,85905,85205,84462,84782,244589,235495,248001,330861,204306,256926,254921,309838,"112Y11M"
10005,苗栗縣,10005020,苑裡鎮,45678,40690,39803,41805,43995,42518,43271,43349,120577,108388,117831,155016,120081,151296,160745,182313,"112Y11M"
10005,苗栗縣,10005030,通霄鎮,23267,21199,21260,21179,24624,25222,25453,25240,75882,77699,84710,90520,89120,122828,138949,124929,"112Y11M"
10005,苗栗縣,10005040,竹南鎮,104348,113257,112424,113041,101363,102346,100256,101673,314198,264786,278837,396381,260809,288668,308427,395023,"112Y11M"
10005,苗栗縣,10005050,頭份市,105419,83764,84938,83845,104860,98157,100315,99158,293102,250996,271439,398980,271140,328292,339537,418808,"112Y11M"
10005,苗栗縣,10005060,後龍鎮,30295,29681,29681,29755,29992,30201,30203,30066,105925,101763,110811,125751,110296,135274,152832,171116,"112Y11M"
10005,苗栗縣,10005070,卓蘭鎮,11129,10954,11040,10921,11829,12585,12632,12537,29444,30593,31987,31943,32546,46977,46198,37369,"112Y11M"
10005,苗栗縣,10005080,大湖鄉,9874,10170,9996,10046,11187,13076,12759,12730,27256,30462,31295,28106,31779,60634,56469,37690,"112Y11M"
10005,苗栗縣,10005090,公館鄉,26781,21333,21747,21399,28216,27343,27343,27310,74861,67605,73679,94335,82547,105598,108670,123027,"112Y11M"
10005,苗栗縣,10005100,銅鑼鄉,17074,23009,22513,22692,17461,20174,19685,19787,78081,82868,89433,93902,84193,121827,132522,124931,"112Y11M"
10005,苗栗縣,10005110,南庄鄉,6618,6367,6401,6369,9623,11931,11642,11919,14629,20086,18985,15039,22786,54041,49205,26837,"112Y11M"
10005,苗栗縣,10005120,頭屋鄉,7607,6599,6634,6615,7912,8041,8165,8079,29020,27764,32742,35094,34858,43655,54534,52760,"112Y11M"
10005,苗栗縣,10005130,三義鄉,14093,16353,16252,16322,15253,18309,17686,17662,57883,69955,73280,68344,70806,113600,118137,95993,"112Y11M"
10005,苗栗縣,10005140,西湖鄉,4108,4334,4250,4237,4345,4926,4913,4796,19489,20673,24799,23645,28966,32250,40627,38742,"112Y11M"
10005,苗栗縣,10005150,造橋鄉,11814,11618,11439,11548,11886,12948,12714,12861,41894,37505,44139,51316,46180,51313,66313,74185,"112Y11M"
10005,苗栗縣,10005160,三灣鄉,4707,4229,4156,4176,5263,5775,5606,5592,13704,14514,15242,13477,16771,28425,28306,18147,"112Y11M"
10005,苗栗縣,10005170,獅潭鄉,2509,2715,2691,2686,3094,3982,3840,3799,7095,9989,9888,6803,10521,25264,23546,11153,"112Y11M"
10005,苗栗縣,10005180,泰安鄉,3505,3773,3760,3743,6416,9125,8430,8742,8883,11029,10776,9131,16222,30674,26965,18245,"112Y11M"
10007,彰化縣,10007010,彰化市,204629,202831,202518,202009,204258,205741,202811,203957,671465,657109,682370,952445,569887,752251,758217,941611,"112Y11M"
10007,彰化縣,10007020,鹿港鎮,73891,80245,79436,79669,74493,77776,77039,77192,239508,235860,237029,299537,197860,276729,282054,284015,"112Y11M"
10007,彰化縣,10007030,和美鎮,79568,72683,73306,72845,80180,78206,77533,78394,234414,204306,215814,307746,197104,233529,240561,296681,"112Y11M"
10007,彰化縣,10007040,線西鄉,14145,18078,17515,17764,14064,14761,14399,14600,54888,49783,50326,55837,38662,43213,44287,46570,"112Y11M"
10007,彰化縣,10007050,伸港鄉,30245,27938,28033,27772,30270,29507,28915,29281,90404,75567,78436,107118,77765,83436,87244,101779,"112Y11M"
10007,彰化縣,10007060,福興鄉,37873,38873,38818,38636,38447,36939,37343,37272,126697,110275,116118,150344,100988,121034,128670,142416,"112Y11M"
10007,彰化縣,10007070,秀水鄉,30913,31383,31374,31262,31211,30932,30579,30659,107473,95440,104049,133961,90025,108121,119214,141797,"112Y11M"
10007,彰化縣,10007080,花壇鄉,39383,36247,36630,36344,39956,39264,39357,39726,117584,103986,111236,150451,99771,124298,131141,152772,"112Y11M"
10007,彰化縣,10007090,芬園鄉,16089,13595,13570,13543,16492,15987,16024,15912,45417,38554,43245,53633,44810,53090,59706,60217,"112Y11M"
10007,彰化縣,10007100,員林市,104359,102115,103617,102680,107197,108585,109474,108810,315177,318901,337804,471386,276428,389044,391514,480226,"112Y11M"
10007,彰化縣,10007110,溪湖鎮,43956,40039,40868,40320,44848,43697,44063,43852,137001,131293,141358,191504,128276,168532,175732,209871,"112Y11M"
10007,彰化縣,10007120,田中鎮,29165,29258,29031,29180,30241,30197,29906,30011,88624,80368,88788,111503,90460,99223,104929,119826,"112Y11M"
10007,彰化縣,10007130,大村鄉,36692,36630,36613,36655,36600,36031,35579,36129,102649,89490,93736,125957,82619,94448,99150,117463,"112Y11M"
10007,彰化縣,10007140,埔鹽鄉,22750,20230,20036,20048,23393,22435,22434,22380,70951,61068,65688,81479,61106,72186,76916,84065,"112Y11M"
10007,彰化縣,10007150,埔心鄉,28509,27908,27803,27866,29406,28958,28980,29054,91116,82057,89603,113023,74590,95550,100491,114285,"112Y11M"
10007,彰化縣,10007160,永靖鄉,25699,22964,23090,23010,26838,26142,26015,26206,72834,64748,68938,93125,66763,80055,82804,96242,"112Y11M"
10007,彰化縣,10007170,社頭鄉,31136,26764,26680,26594,32445,31422,31640,31338,90203,78221,84065,113043,87940,102871,107979,123343,"112Y11M"
10007,彰化縣,10007180,二水鄉,9265,8320,8312,8341,10076,10484,10401,10420,24971,23043,25067,28444,28399,33487,35895,34616,"112Y11M"
10007,彰化縣,10007190,北斗鎮,26468,27176,27016,27116,27404,27778,27817,27779,79250,80447,82712,109334,70581,93418,92160,110621,"112Y11M"
10007,彰化縣,10007200,二林鎮,38037,36949,37093,36863,38513,39140,38639,38785,109507,100598,106948,133272,100405,112704,112308,131031,"112Y11M"
10007,彰化縣,10007210,田尾鄉,20334,17813,18333,18163,21412,20658,21295,20998,59759,58295,65918,75485,58042,80238,95147,91972,"112Y11M"
10007,彰化縣,10007220,埤頭鄉,21922,20679,20783,20718,22388,21667,21808,21829,67749,61428,67608,81287,62461,71494,80115,87588,"112Y11M"
10007,彰化縣,10007230,芳苑鄉,22921,23872,23892,23738,23789,24806,24877,24573,68562,67754,70745,71872,63828,80507,82991,77480,"112Y11M"
10007,彰化縣,10007240,大城鄉,9441,9105,9171,9081,9805,10056,10309,10121,27358,24042,26108,28036,26141,28913,30654,30270,"112Y11M"
10007,彰化縣,10007250,竹塘鄉,8764,7959,7925,7893,9146,9109,9190,9121,25476,23239,25000,27947,24164,26898,28902,29703,"112Y11M"
10007,彰化縣,10007260,溪州鄉,20433,18833,18806,18757,21284,20952,21032,20870,68306,67323,75263,84411,71752,86340,101329,108034,"112Y11M"
10008,南投縣,10008010,南投市,92291,100553,100084,100063,93171,95651,94566,94913,291340,280999,295393,361531,251855,318320,331308,371412,"112Y11M"
10008,南投縣,10008020,埔里鎮,79011,77120,77674,77228,82920,82638,83059,82324,212924,251765,250281,295214,212811,334118,319754,340118,"112Y11M"
10008,南投縣,10008030,草屯鎮,86369,79106,79616,79265,88116,87389,87410,87174,254633,247109,263555,346339,233639,314837,330970,382788,"112Y11M"
10008,南投縣,10008040,竹山鎮,44821,43867,44038,43804,47286,48809,48946,48433,124932,143499,153452,150523,128397,196036,198298,175112,"112Y11M"
10008,南投縣,10008050,集集鎮,7476,7693,7651,7655,7810,7878,7918,7881,22605,25692,26137,24844,22123,35635,37162,30665,"112Y11M"
10008,南投縣,10008060,名間鄉,27609,25133,25220,25176,29210,29277,29687,29361,80699,78547,88803,92597,84659,109408,127506,124041,"112Y11M"
10008,南投縣,10008070,鹿谷鄉,12489,15703,13239,14013,15119,17593,16847,16730,45645,60617,65179,33556,48517,84512,82766,47536,"112Y11M"
10008,南投縣,10008080,中寮鄉,7945,7342,7248,7251,8720,10305,10076,10162,20895,20634,22413,21122,24327,32280,33213,27765,"112Y11M"
10008,南投縣,10008090,魚池鄉,15893,18015,18398,18040,20232,23182,24042,22786,37821,61349,61054,44759,49927,114830,119817,78465,"112Y11M"
10008,南投縣,10008100,國姓鄉,11360,10984,10903,10846,14053,16340,16129,16284,35191,39110,42049,40373,46085,76553,76285,62515,"112Y11M"
10008,南投縣,10008110,水里鄉,11866,12357,12215,12225,12511,13010,13023,12891,35847,42869,43582,40912,36816,61787,60650,48345,"112Y11M"
10008,南投縣,10008120,信義鄉,10604,11026,10798,10955,12460,13669,13486,13505,24852,27511,27637,23108,29964,38651,40966,30702,"112Y11M"
10008,南投縣,10008130,仁愛鄉,16066,18009,17532,17595,20195,23624,23456,23298,40427,51149,49433,39246,59641,87573,83066,62962,"112Y11M"
10009,雲林縣,10009010,斗六市,124009,133548,134022,133713,123089,125840,125579,125712,362030,366027,381733,517136,293380,402134,414965,519674,"112Y11M"
10009,雲林縣,10009020,斗南鎮,38673,36202,36210,36207,39504,38947,39071,39052,128403,125379,135310,173652,118825,153468,161794,198230,"112Y11M"
10009,雲林縣,10009030,虎尾鎮,78552,76506,77022,76547,77973,78332,77728,78161,231615,242626,255854,343241,198693,270294,282759,333483,"112Y11M"
10009,雲林縣,10009040,西螺鎮,39045,39974,40373,40020,40229,41365,41945,41445,126264,136313,147451,172409,131374,160239,176128,214998,"112Y11M"
10009,雲林縣,10009050,土庫鎮,20640,19311,19296,19378,20827,20535,20373,20508,65183,59830,64907,78338,58579,68990,74199,79216,"112Y11M"
10009,雲林縣,10009060,北港鎮,30345,30506,30377,30444,31202,31991,31941,31867,87674,96193,97110,119732,84709,130105,128941,134895,"112Y11M"
10009,雲林縣,10009070,古坑鄉,23291,22368,21412,21815,24715,26393,27171,26285,75837,78581,89886,87272,91467,133214,151812,124736,"112Y11M"
10009,雲林縣,10009080,大埤鄉,12228,10844,10996,10867,12533,12202,12188,12117,43343,41682,47035,53768,43973,53862,59554,65088,"112Y11M"
10009,雲林縣,10009090,莿桐鄉,21680,18657,18558,18413,22292,21162,20930,21073,64361,53974,59084,75723,58743,60837,65845,74780,"112Y11M"
10009,雲林縣,10009100,林內鄉,11829,10989,10819,10883,12413,12606,12406,12496,44853,42953,51630,54559,48367,61033,72400,73909,"112Y11M"
10009,雲林縣,10009110,二崙鄉,17980,16369,16339,16309,18633,18331,18280,18211,53194,47450,52487,61181,49902,52130,56338,60468,"112Y11M"
10009,雲林縣,10009120,崙背鄉,18751,15961,16188,16041,19117,18799,18682,18784,55722,46235,51364,65381,50917,55317,59022,61505,"112Y11M"
10009,雲林縣,10009130,麥寮鄉,40055,54559,52995,53775,36906,40356,39256,40096,191880,148209,165267,176592,112997,108032,115941,124540,"112Y11M"
10009,雲林縣,10009140,東勢鄉,9148,7799,7983,7807,9443,9139,9225,9114,29248,24775,27390,32570,27466,30279,32010,33710,"112Y11M"
10009,雲林縣,10009150,褒忠鄉,8986,8838,8871,8791,9205,9309,9341,9260,29949,27231,28799,34332,27729,31889,33464,33911,"112Y11M"
10009,雲林縣,10009160,臺西鄉,12680,10590,10858,10688,13083,12466,12673,12480,35914,30945,33329,38945,35065,40164,40216,42090,"112Y11M"
10009,雲林縣,10009170,元長鄉,15565,14393,14512,14414,16105,15935,16094,15897,49856,46128,50011,55685,47845,55760,59431,59830,"112Y11M"
10009,雲林縣,10009180,四湖鄉,11767,11061,11077,10977,12375,12583,12423,12374,35539,33301,35394,38648,36417,44683,46143,43641,"112Y11M"
10009,雲林縣,10009190,口湖鄉,13558,12433,12642,12483,14180,14403,14611,14366,35494,36235,38811,39566,37801,51032,52786,46428,"112Y11M"
10009,雲林縣,10009200,水林鄉,13333,12166,12342,12206,13784,13368,13622,13458,34582,33208,35473,39598,32969,38385,40424,42433,"112Y11M"
10010,嘉義縣,10010010,太保市,37137,37530,37149,37236,38205,38128,37372,37854,128591,122117,131739,169854,112079,141333,152842,177237,"112Y11M"
10010,嘉義縣,10010020,朴子市,36867,39992,39535,39713,37375,38583,38135,38220,103888,107107,110418,134788,90094,119257,119268,151208,"112Y11M"
10010,嘉義縣,10010030,布袋鎮,14654,13810,13921,13876,15743,15931,16204,15974,37783,40197,41825,41896,39219,56306,60660,52092,"112Y11M"
10010,嘉義縣,10010040,大林鎮,34101,40104,40224,39889,32231,34136,33509,33698,104743,111939,118521,133772,92911,118076,129905,134703,"112Y11M"
10010,嘉義縣,10010050,民雄鄉,81297,81973,81444,81627,80366,80100,79165,79931,237414,238818,252557,325815,204407,270217,289626,328000,"112Y11M"
10010,嘉義縣,10010060,溪口鄉,9070,7975,7932,7895,9458,9091,8878,8948,26862,24906,26815,31832,26848,29842,31899,35329,"112Y11M"
10010,嘉義縣,10010070,新港鄉,21726,22965,22542,22686,22657,22897,22666,22696,78719,74050,80600,87222,69600,84682,89642,89224,"112Y11M"
10010,嘉義縣,10010080,六腳鄉,13901,12412,12365,12340,14533,14292,14394,14199,38572,36245,39525,44333,37788,45481,49898,47969,"112Y11M"
10010,嘉義縣,10010090,東石鄉,12209,11452,11676,11463,13072,13521,14173,13561,33981,40519,42041,41004,37139,67618,68138,55014,"112Y11M"
10010,嘉義縣,10010100,義竹鄉,9495,9589,9429,9447,9927,10352,10142,10183,27240,24932,26795,28148,26656,27947,29835,29247,"112Y11M"
10010,嘉義縣,10010110,鹿草鄉,8866,10722,10597,10598,9133,9935,9999,9953,36792,35404,38715,42094,32862,40203,45006,46380,"112Y11M"
10010,嘉義縣,10010120,水上鄉,45144,40752,40781,40776,46185,44320,43657,44104,130232,118936,130997,158059,123350,144839,159248,175679,"112Y11M"
10010,嘉義縣,10010130,中埔鄉,38088,32219,32371,32429,39559,37726,38031,37998,96457,92736,98526,121810,98214,128495,131071,146221,"112Y11M"
10010,嘉義縣,10010140,竹崎鄉,26540,24825,24914,24795,28357,28808,28817,28650,70167,72126,76117,80020,74125,113113,110960,91329,"112Y11M"
10010,嘉義縣,10010150,梅山鄉,14265,13694,13794,13667,15704,16377,16455,16246,35626,40018,40755,38361,39853,63895,62524,46491,"112Y11M"
10010,嘉義縣,10010160,番路鄉,9319,9458,9329,9354,10706,11819,11733,11532,28138,33411,39341,31834,36455,60685,72623,47153,"112Y11M"
10010,嘉義縣,10010170,大埔鄉,1705,1875,1826,1831,1839,2040,2017,2005,4380,6838,6567,4328,4945,12128,11555,5435,"112Y11M"
10010,嘉義縣,10010180,阿里山鄉,7380,8463,8449,8412,8503,10185,10195,10016,16986,25140,25694,14626,23015,43361,44934,20825,"112Y11M"
10013,屏東縣,10013010,屏東市,185305,189942,191544,190785,185768,187245,187968,187476,514240,539223,559599,771678,441560,576754,586674,775111,"112Y11M"
10013,屏東縣,10013020,潮州鎮,48429,45103,45393,45238,49459,47937,48018,47950,130406,131821,142062,189210,124396,160804,167347,197320,"112Y11M"
10013,屏東縣,10013030,東港鎮,37596,36598,37175,36708,39319,38834,39422,38744,99248,111371,116255,148008,97102,140935,143605,174878,"112Y11M"
10013,屏東縣,10013040,恆春鎮,33752,34036,33638,33811,37746,36031,35299,35088,83067,97991,100541,114341,85258,134711,135073,147801,"112Y11M"
10013,屏東縣,10013050,萬丹鄉,41594,35270,35908,35399,42694,39446,40164,39922,118933,102905,115201,155228,110318,120724,132053,162780,"112Y11M"
10013,屏東縣,10013060,長治鄉,30160,28583,28454,28477,30643,29855,29435,29630,82925,74180,81234,101557,77104,85235,91250,104329,"112Y11M"
10013,屏東縣,10013070,麟洛鄉,9196,8494,8312,8348,9536,9861,9479,9611,29525,26681,30059,36616,27759,32475,35382,38427,"112Y11M"
10013,屏東縣,10013080,九如鄉,18042,15763,15884,15634,18724,17555,17754,17553,57824,51366,57061,69870,55594,60620,66142,78328,"112Y11M"
10013,屏東縣,10013090,里港鄉,20177,20067,19837,19908,20746,21194,20998,21075,64746,61837,65123,74801,62694,72395,75310,82598,"112Y11M"
10013,屏東縣,10013100,鹽埔鄉,21904,21147,21291,21193,22014,21535,22141,21704,53675,49444,54126,61286,50546,52129,56516,62437,"112Y11M"
10013,屏東縣,10013110,高樹鄉,15895,15247,15373,15318,16753,16903,17036,16880,40783,38413,41616,44099,42261,46157,48902,48735,"112Y11M"
10013,屏東縣,10013120,萬巒鄉,15758,14252,14590,14304,16053,15646,16166,15727,37880,37350,40199,45884,38393,49327,51662,53348,"112Y11M"
10013,屏東縣,10013130,內埔鄉,60218,59910,59857,59845,60046,59735,59246,59496,141337,145370,150668,188287,128521,155471,159745,188067,"112Y11M"
10013,屏東縣,10013140,竹田鄉,12570,11804,11617,11592,12802,12861,12950,12752,46341,41189,47526,55838,44348,51606,58411,65407,"112Y11M"
10013,屏東縣,10013150,新埤鄉,8372,8112,8215,8132,8791,8789,8929,8830,23785,23327,25824,26092,23910,27844,30682,30515,"112Y11M"
10013,屏東縣,10013160,枋寮鄉,18904,20680,20691,20639,19420,20330,20260,20201,59262,67161,71227,75707,60474,82502,88694,88491,"112Y11M"
10013,屏東縣,10013170,新園鄉,27442,23982,24348,24034,28014,26514,26871,26627,75285,67281,75342,93803,71101,80049,88122,103088,"112Y11M"
10013,屏東縣,10013180,崁頂鄉,7636,7144,7129,7093,7870,7572,7728,7616,25969,23315,26657,31242,24644,27835,31470,34580,"112Y11M"
10013,屏東縣,10013190,林邊鄉,9908,8604,8641,8576,10343,9849,9999,9800,26126,25754,27659,33969,27205,33410,35658,40255,"112Y11M"
10013,屏東縣,10013200,南州鄉,7616,7538,7509,7477,7943,8386,8390,8424,24279,23889,26863,29954,25167,30083,34351,35121,"112Y11M"
10013,屏東縣,10013210,佳冬鄉,11899,11515,11525,11482,12363,12100,12254,12090,34496,34076,38322,39339,34261,38953,43376,45497,"112Y11M"
10013,屏東縣,10013220,琉球鄉,8031,7792,7914,7796,9702,9542,9702,9305,19462,26412,25598,26389,24021,44736,41240,39115,"112Y11M"
10013,屏東縣,10013230,車城鄉,6929,7175,7041,7000,7506,7914,8333,7748,19194,28426,29529,26089,20881,47876,51327,38131,"112Y11M"
10013,屏東縣,10013240,滿州鄉,4719,4254,4264,4341,4671,4479,4477,4480,10751,11257,11697,12036,10876,14518,15330,12779,"112Y11M"
10013,屏東縣,10013250,枋山鄉,4302,4313,4349,4277,4160,4110,4185,4118,16130,26765,28539,23176,20462,42813,48224,36699,"112Y11M"
10013,屏東縣,10013260,三地門鄉,4509,4357,4433,4379,4911,5134,5466,5254,9479,11040,11232,10739,10746,18428,18336,15081,"112Y11M"
10013,屏東縣,10013270,霧臺鄉,645,820,788,797,790,937,1035,981,1381,2238,2119,1297,1627,4558,4667,1934,"112Y11M"
10013,屏東縣,10013280,瑪家鄉,2861,2783,2708,2704,3148,3482,3393,3385,6956,6958,6911,6986,8039,11297,10884,9520,"112Y11M"
10013,屏東縣,10013290,泰武鄉,2874,2584,2735,2675,3239,3407,3516,3465,5783,5785,6008,6061,7293,9425,9439,7957,"112Y11M"
10013,屏東縣,10013300,來義鄉,3406,3396,3444,3439,3631,3766,3677,3713,7402,7130,7648,7920,7879,9573,9588,8584,"112Y11M"
10013,屏東縣,10013310,春日鄉,3000,2775,2789,2791,3213,3221,3221,3265,5667,5405,5605,6182,6375,7124,7177,6964,"112Y11M"
10013,屏東縣,10013320,獅子鄉,2858,3140,3093,3103,3261,3818,3811,3776,12494,22044,23950,18754,17660,37770,40614,29279,"112Y11M"
10013,屏東縣,10013330,牡丹鄉,3324,3389,3335,3382,3159,3309,3268,3303,6601,8241,8079,6668,6420,11107,10879,7483,"112Y11M"
10014,臺東縣,10014010,臺東市,110585,109470,109692,109244,112812,109585,108790,108675,314626,340081,353825,459536,272102,361032,370809,470527,"112Y11M"
10014,臺東縣,10014020,成功鎮,7966,7956,8013,7957,8411,8381,8460,8319,21819,27802,27955,24958,21599,34695,35115,27415,"112Y11M"
10014,臺東縣,10014030,關山鎮,6653,7014,6933,6981,6884,6876,6855,6813,20437,23507,24172,23429,19357,27644,28079,24665,"112Y11M"
10014,臺東縣,10014040,卑南鄉,16572,15787,15656,15771,17598,16896,16696,16780,45463,45859,50273,51736,43684,56472,61840,61358,"112Y11M"
10014,臺東縣,10014050,鹿野鄉,6022,5895,5949,5918,6514,6266,6418,6336,19270,23465,24595,21655,19968,30905,32621,26482,"112Y11M"
10014,臺東縣,10014060,池上鄉,6289,6397,6450,6377,6789,6921,7218,6996,17452,22435,23211,19686,18343,29383,31745,22840,"112Y11M"
10014,臺東縣,10014070,東河鄉,5663,5867,5813,5827,6084,6232,6230,6218,16227,19882,20871,16864,15963,25835,27755,19907,"112Y11M"
10014,臺東縣,10014080,長濱鄉,4009,4076,4123,4105,4189,4337,4343,4347,9701,12870,13246,10538,9803,15612,16433,11705,"112Y11M"
10014,臺東縣,10014090,太麻里鄉,7485,7722,7562,7583,8130,8595,8532,8483,26283,39619,40988,33858,28889,55250,55425,42737,"112Y11M"
10014,臺東縣,10014100,大武鄉,2750,2840,2808,2790,2842,2959,2992,2956,10066,17241,18580,14043,11998,24801,26797,18831,"112Y11M"
10014,臺東縣,10014110,綠島鄉,3438,3327,3308,3340,2981,2861,2893,2900,4058,4812,5079,4968,3817,4866,5359,5202,"112Y11M"
10014,臺東縣,10014120,海端鄉,2295,2309,2263,2298,2454,2625,2674,2687,5215,5911,5685,4645,5611,8066,7097,5232,"112Y11M"
10014,臺東縣,10014130,延平鄉,1912,1990,2053,2022,2068,2347,2313,2311,4518,5419,5018,4555,4833,7530,6803,5209,"112Y11M"
10014,臺東縣,10014140,金峰鄉,1725,1653,1657,1640,1927,1852,1898,1859,3100,3305,3377,3448,3152,4012,4079,3934,"112Y11M"
10014,臺東縣,10014150,達仁鄉,1821,1905,1904,1925,1984,2172,2176,2196,4969,7962,8294,6271,6384,11691,12004,8534,"112Y11M"
10014,臺東縣,10014160,蘭嶼鄉,3236,3129,3132,3229,2772,2764,2756,2829,4236,4745,4507,4540,3501,4255,4343,4232,"112Y11M"
10015,花蓮縣,10015010,花蓮市,104803,115375,115316,114724,109784,108972,108981,108115,327388,367848,371969,498291,278208,393920,386587,507657,"112Y11M"
10015,花蓮縣,10015020,鳳林鎮,8122,8546,8471,8453,8517,8792,8844,8736,27210,32201,34331,29662,26438,39477,42313,36829,"112Y11M"
