,民國109年,單位：宅,,,,,2020,Unit:Housing unit,,,,,,
,表３７ 金門縣住宅使用情形,,Table 37 Kinmen County Housing Usage Status,,,,,,,表３７ 住宅使用情形,表３７ 金門縣住宅使用情形,表３７,金門縣,住宅使用情形
,,,,,,,,,,Table 37 Housing Usage Status,Table 37 Kinmen County Housing Usage Status,Table 37,Kinmen County,Housing Usage Status
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                  Unit:Housing unit,,,,,,,,,,,
,,總計,有人經常居住住宅,,,無人經常居住住宅  Unoccupied (for other uses or vacant),,,,,,,,
,,,,,,,,,,,,,,
,,合計,,偶爾自住,自住以外用途（如辦公室、倉庫等）,目前沒有使用,,,,,,,,
,,,,,,,,,,,,,,
,,Grand total,Occupied,,,,,,,,,,,
,,Total,,Owner occupiedsometimes,Unoccupied butfor other uses,Not in use now,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,By Township/City/District,,,,,
,金門縣,23405,14928,8477,,2608,1227,4642,Kinmen County,,,,,
,金城鎮,6797,4396,2401,,704,526,1171,Jincheng Township,,,,,
,金沙鎮,3210,2130,1080,,494,88,498,Jinsha Township,,,,,
,金湖鎮,5958,3796,2162,,427,229,1506,Jinhu Township,,,,,
,金寧鄉,5770,3717,2053,,686,347,1020,Jinning Township,,,,,
,烈嶼鄉,1590,871,719,,235,37,447,Lieyu Township,,,,,
,烏坵鄉,80,18,62,,62,0,0,Wuqiu Township,,,,,
