,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 金門縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４ 金門縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４,金門縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況
,Table 14 Kinmen County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Kinmen County,0
,Civilian Resident Population Aged 15 Years and Over,,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,金門縣,27934,18451,9422,61,,,
,Kinmen County,,,,,,,
,金城鎮,8756,6589,2151,16,,,
,Jincheng Township,,,,,,,
,金沙鎮,3862,1907,1947,8,,,
,Jinsha Township,,,,,,,
,金湖鎮,7056,5451,1592,13,,,
,Jinhu Township,,,,,,,
,金寧鄉,7111,3524,3563,24,,,
,Jinning Township,,,,,,,
,烈嶼鄉,1137,968,169,0,,,
,Lieyu Township,,,,,,,
,烏坵鄉,12,12,0,0,,,
,Wuqiu Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 金門縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４ 金門縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４,金門縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）
,Table 14 Kinmen County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Kinmen County,0
,Civilian Resident Population Aged 15 Years and Over(Cont.1),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,金門縣,15662,10597,5023,42,,,
,Kinmen County,,,,,,,
,金城鎮,4889,3732,1144,13,,,
,Jincheng Township,,,,,,,
,金沙鎮,2211,1101,1102,8,,,
,Jinsha Township,,,,,,,
,金湖鎮,3920,3004,911,5,,,
,Jinhu Township,,,,,,,
,金寧鄉,3931,2154,1761,16,,,
,Jinning Township,,,,,,,
,烈嶼鄉,702,597,105,0,,,
,Lieyu Township,,,,,,,
,烏坵鄉,9,9,0,0,,,
,Wuqiu Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 金門縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４ 金門縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４,金門縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）
,Table 14 Kinmen County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Kinmen County,0
,Civilian Resident Population Aged 15 Years and Over(End),,,(3)女性,,,,
,(3)女性 (3)Female,,,(3)Female,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,金門縣,12272,7854,4399,19,,,
,Kinmen County,,,,,,,
,金城鎮,3867,2857,1007,3,,,
,Jincheng Township,,,,,,,
,金沙鎮,1651,806,845,0,,,
,Jinsha Township,,,,,,,
,金湖鎮,3136,2447,681,8,,,
,Jinhu Township,,,,,,,
,金寧鄉,3180,1370,1802,8,,,
,Jinning Township,,,,,,,
,烈嶼鄉,435,371,64,0,,,
,Lieyu Township,,,,,,,
,烏坵鄉,3,3,0,0,,,
,Wuqiu Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
